year,puissent_VERB enseigner_VERB,puissent_VERB renseigner_VERB
1897,1.1653427112179315e-09,6.992056267307589e-09
1898,4.52668391659472e-09,2.8291773368493978e-09
1899,1.1607914629507832e-08,1.6582735185011188e-09
1900,8.824790675987515e-09,5.19105292084987e-09
1901,2.0678333711998675e-08,6.706486921359556e-09
1902,1.3748794991386148e-08,3.437198747846537e-09
1903,1.4580594509538969e-08,1.6200660812870638e-09
1904,8.599400302955473e-09,5.374625189347171e-09
1905,4.64468330463319e-09,6.192911072844254e-09
1906,1.0802787109298606e-08,4.629765903985117e-09
1907,2.057137349353866e-09,3.599990305858114e-09
1908,2.9468334439286537e-09,6.875944702500192e-09
1909,2.7504918342913243e-09,1.1001967115120692e-09
1910,4.809735720812114e-09,3.740905363258662e-09
1911,3.1922244847493175e-09,5.852411444351446e-09
1912,4.167536982180309e-09,2.6047106693738442e-09
1913,5.833288518886093e-09,2.121195885607108e-09
1914,5.357394972094198e-09,1.3393487430235496e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,9.888715624128963e-09,4.394984820521586e-09
1917,4.386569774084137e-09,8.773139548168274e-09
1918,1.1486376294556067e-09,9.189101035644853e-09
1919,5.524709134618888e-09,7.366278698128781e-09
1920,3.786115865267448e-09,6.815008557481406e-09
1921,1.060184651180407e-08,3.0290989716519334e-09
1922,6.640141769764796e-09,4.426761179843197e-09
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,5.156649773851996e-09,1.289162443462999e-09
1925,6.598906754362588e-09,5.499089184013428e-09
1926,1.1146138456652466e-09,2.229227691330493e-09
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,4.201441416995522e-09,8.402882833991043e-09
1931,7.983749661377715e-09,4.5621426636444085e-09
1932,1.0959536611565568e-09,5.4797681947604815e-09
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,3.590485242455088e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.510934133364117e-08,1.2591118148108649e-09
1938,5.186085783037697e-09,1.0372171566075394e-08
1939,9.176430282309411e-09,9.176430282309411e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,4.357008087652048e-09
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,0.0,1.1920870957027319e-09
1948,9.784699273041042e-09,8.697510267552389e-09
1949,4.908504269707237e-09,5.890204768377316e-09
1950,2.1270722960764488e-09,1.2762433776458693e-08
1951,6.396841278899501e-09,8.529121409139861e-09
1952,1.0544803918932644e-09,8.435843135146115e-09
1953,9.69644453618912e-09,8.619061908632375e-09
1954,1.172704333640695e-08,5.863521668203475e-09
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,2.6505113659425206e-09,7.951533653738352e-09
1958,2.4816730892496253e-09,8.272243445794913e-10
1959,6.975672928177801e-09,2.325224457422337e-09
1960,6.2287499602575735e-09,2.076250060767393e-09
1961,4.16889545107324e-09,1.3896318540318475e-09
1962,5.0735651235811474e-09,5.7077609305622445e-09
1963,1.939815863494232e-09,3.2330267352165265e-09
1964,5.475571551727398e-09,1.2167936658258327e-09
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,7.200797291773142e-09,2.215629901769489e-09
1967,2.9582012395223956e-09,1.4791006197611978e-09
1968,9.431973424511852e-09,4.940557296606585e-09
1969,1.0446043141598693e-08,9.083515606356229e-10
1970,1.241655755990223e-08,9.197450023812337e-10
1971,9.24911525146399e-09,3.5968783507200897e-09
1972,9.747279428040656e-09,1.0260293725750103e-09
1973,7.1671650836435674e-09,1.102640756478479e-09
1974,2.2502286700643026e-09,1.1251143350321513e-09
1975,3.998036124386317e-09,2.2845920710778955e-09
1976,6.2848797277581525e-09,3.4281160132820787e-09
1977,3.526069214387917e-09,3.526069214387917e-09
1978,5.346532105932056e-09,0.0
1979,1.7555920051037788e-09,3.5111840102075575e-09
1980,6.253665585376211e-09,1.1370301367108482e-09
1981,6.958104314946922e-09,1.8976649140967083e-09
1982,3.7245013739806154e-09,2.483000915987077e-09
1983,2.5261264191556165e-09,6.946847541655643e-09
1984,4.059305780401701e-09,2.3196033982486597e-09
1985,3.0077789148208467e-09,2.4062232206745193e-09
1986,4.7955883708539204e-09,1.7983456945813714e-09
1987,3.0554083707556856e-09,4.277571630240118e-09
1988,4.797243047249822e-09,2.398621523624911e-09
1989,7.134558721588746e-09,0.0
1990,5.993515905799995e-09,3.2691906959314565e-09
1991,9.37834432335194e-09,1.1722930404189924e-09
1992,4.958949695321735e-09,2.2039776670368383e-09
1993,8.308811416668505e-09,2.7696036575264316e-09
1994,4.747434001473039e-09,2.637463358823311e-09
1995,5.4224509327127635e-09,3.795715741716776e-09
1996,9.074756945892659e-09,1.067618438099771e-09
1997,5.274384040632185e-09,1.438468344439059e-09
1998,1.4304387896402204e-08,2.86087753487152e-09
1999,6.398281460207045e-09,1.8280804647829996e-09
2000,1.192868470667463e-08,1.3254094488601709e-09
2001,1.3143635069212678e-09,4.3812117822561447e-10
2002,9.200564754507923e-09,0.0
2003,7.083769126836614e-09,1.2500769308587678e-09
2004,1.5416770082765652e-08,0.0
2005,9.007498746882447e-09,4.5037495954858286e-10
2006,1.1118302722934459e-08,1.2353669198716943e-09
2007,7.190063211481856e-09,2.3966877371606188e-09
2008,3.405951742863067e-09,4.257439678578834e-10
2009,6.198650481792356e-09,0.0
2010,7.085689368580006e-09,9.447586046817946e-10
2011,7.647943611743813e-09,1.1471915639660324e-09
2012,7.489355802192676e-09,1.3617010852229328e-09
2013,6.414987652192394e-09,5.578250084070646e-10
2014,4.114345752981308e-09,6.496335691608124e-10
2015,5.763096222466402e-09,6.649726325136385e-10
2016,4.142679976837371e-09,1.6570720351438695e-09
2017,3.773417134311785e-09,7.54683426862357e-10
2018,4.130346731301415e-09,7.744400121190154e-10
2019,2.806086474294034e-09,2.55098775436835e-10
