year,doivent_VERB aller_VERB,doivent_VERB râler_VERB
1888,3.1259230581781594e-07,0.0
1889,2.9070233154016023e-07,6.265136742733546e-10
1890,2.2743721217466373e-07,0.0
1891,2.613430183373566e-07,0.0
1892,2.714265860959131e-07,0.0
1893,2.5372676759616297e-07,0.0
1894,2.5458217578488984e-07,0.0
1895,3.304219262645347e-07,0.0
1896,2.9897935860390135e-07,0.0
1897,3.4261074688402005e-07,0.0
1898,2.85746921235841e-07,0.0
1899,2.852230522876198e-07,0.0
1900,3.493578901725414e-07,0.0
1901,2.6881835424319434e-07,0.0
1902,2.71538709739616e-07,0.0
1903,2.970121215639665e-07,0.0
1904,2.82705286736018e-07,0.0
1905,3.3390111298103875e-07,0.0
1906,3.5391988717492495e-07,0.0
1907,3.4302766493965464e-07,0.0
1908,3.496909073419374e-07,0.0
1909,3.762672804441536e-07,0.0
1910,2.923250406183797e-07,0.0
1911,3.7189414570093504e-07,0.0
1912,2.8235064064574544e-07,0.0
1913,3.250732731885364e-07,0.0
1914,3.0068378009673324e-07,0.0
1915,4.0054590044746874e-07,0.0
1916,3.8785739775448747e-07,0.0
1917,3.882114185671526e-07,0.0
1918,4.6404960585277877e-07,0.0
1919,3.5266060649519204e-07,0.0
1920,3.3014930522767827e-07,0.0
1921,2.786771062801563e-07,0.0
1922,3.2389135640187305e-07,0.0
1923,2.7919944045606826e-07,0.0
1924,3.1068813655110716e-07,0.0
1925,2.672557286587107e-07,0.0
1926,2.8422653031157097e-07,0.0
1927,2.876500104775914e-07,0.0
1928,2.1366696500990656e-07,0.0
1929,2.974488495510741e-07,0.0
1930,2.8359730208649125e-07,0.0
1931,3.216310631160013e-07,0.0
1932,2.1042311004748626e-07,1.0959536611565568e-09
1933,2.1564845553712075e-07,0.0
1934,2.44424228412754e-07,0.0
1935,2.8005786134599475e-07,0.0
1936,2.594688908175158e-07,0.0
1937,2.7826371251649107e-07,1.2591118148108649e-09
1938,2.2559473222827364e-07,0.0
1939,1.9729324662876024e-07,0.0
1940,2.7893611331819557e-07,0.0
1941,2.8334426360743237e-07,2.9515025978810172e-09
1942,2.2756587725325517e-07,0.0
1943,2.554847071678523e-07,0.0
1944,2.8276036800889415e-07,0.0
1945,3.137045894163748e-07,2.178504043826024e-09
1946,3.118327356332884e-07,1.3921104269343232e-09
1947,2.634512554777757e-07,1.1920870957027319e-09
1948,2.217865073816938e-07,1.0871887834440486e-09
1949,2.8076644298380415e-07,0.0
1950,2.6482049975129485e-07,0.0
1951,2.8359329462546157e-07,0.0
1952,2.3620360423137754e-07,0.0
1953,2.5749446308509505e-07,1.0773827385790469e-09
1954,2.7949454306508414e-07,0.0
1955,2.571656523286947e-07,0.0
1956,2.642505876337964e-07,0.0
1957,2.6063361246997374e-07,8.835037701437898e-10
1958,3.093819032073952e-07,0.0
1959,3.2243110581475776e-07,0.0
1960,2.8790665851374797e-07,0.0
1961,2.925175124346424e-07,2.779263708063695e-09
1962,2.87924819986074e-07,6.341956404476434e-10
1963,2.838597481513716e-07,0.0
1964,2.9689766734009027e-07,0.0
1965,3.0205680445760663e-07,5.472043373977442e-10
1966,2.847084488166729e-07,5.539074754423723e-10
1967,3.2096485824695264e-07,0.0
1968,3.359579068273888e-07,0.0
1969,3.088395317263348e-07,0.0
1970,2.952381521481584e-07,0.0
1971,3.2731591659285186e-07,0.0
1972,3.062697544464754e-07,0.0
1973,2.6573641775939905e-07,5.513203782392395e-10
1974,3.043434162464109e-07,0.0
1975,2.735799000674888e-07,0.0
1976,2.6567900590634963e-07,5.713526873840635e-10
1977,2.9912820309618837e-07,0.0
1978,2.958414597742376e-07,0.0
1979,2.62753616198097e-07,5.851973350345929e-10
1980,2.831204994890868e-07,5.685150683554241e-10
1981,3.143798039673129e-07,0.0
1982,3.333428821861162e-07,0.0
1983,3.0502977210744575e-07,0.0
1984,2.9574943027910194e-07,0.0
1985,2.8152811637482955e-07,6.015558051686298e-10
1986,2.9253089905978413e-07,0.0
1987,2.9820785130141303e-07,0.0
1988,2.890338919314672e-07,1.1993107618124554e-09
1989,2.7660135515361617e-07,0.0
1990,2.6861849278247973e-07,5.44865097484859e-10
1991,3.036238922504708e-07,0.0
1992,2.898230491155118e-07,5.509944167592096e-10
1993,2.836074202150485e-07,0.0
1994,3.186055721471348e-07,5.274926606624319e-10
1995,3.2155134022104903e-07,0.0
1996,3.224207603125251e-07,5.338092190498855e-10
1997,3.2845028385963815e-07,0.0
1998,2.980080751058267e-07,9.536258449571733e-10
1999,3.180859948770376e-07,0.0
2000,3.101458219134656e-07,0.0
2001,3.535637915774714e-07,0.0
2002,3.0931423111724143e-07,8.76244299341522e-10
2003,3.1626944974050275e-07,0.0
2004,2.990853147366579e-07,0.0
2005,2.9769785214739386e-07,4.5037495954858286e-10
2006,3.2490152079844847e-07,4.1178899179428186e-10
2007,3.103710639607016e-07,0.0
2008,3.0781288273828977e-07,0.0
2009,3.0802524975115375e-07,0.0
2010,3.2972076269288664e-07,0.0
2011,3.043881804387638e-07,0.0
2012,3.0808487849753874e-07,1.0212758416727752e-09
2013,2.780757597520278e-07,0.0
2014,2.914689218869171e-07,4.330890368553497e-10
2015,2.73747048140649e-07,4.433150790905671e-10
2016,2.9226609399302106e-07,0.0
2017,2.598626451799646e-07,7.54683426862357e-10
2018,2.8267061225051293e-07,0.0
2019,2.678537214251264e-07,2.55098775436835e-10
