year,ont_VERB éveillé_VERB,ont_VERB réveillé_VERB
1800,1.2576657582030748e-07,7.231578180721954e-08
1801,2.8574191901498125e-08,8.810375362600098e-08
1802,4.4756802708434407e-08,6.489736392722989e-08
1803,4.290746247193056e-08,5.265916058760922e-08
1804,3.9549615138412264e-08,1.408955092596642e-07
1805,1.7057265822018053e-08,7.107194477384837e-08
1806,3.7461699520235925e-08,5.76333825108577e-08
1807,5.97860605466849e-08,7.97147414743904e-08
1808,2.039466551195801e-08,6.345007186325802e-08
1809,3.840352036377226e-08,3.6144487403078074e-08
1810,7.254392642153107e-08,5.148278958699848e-08
1811,1.42903374467096e-07,4.26203050629681e-08
1812,4.000812481308458e-08,5.067695596494559e-08
1813,1.121539270343419e-07,5.7514832008109806e-08
1814,9.754699448194515e-08,9.754699448194515e-08
1815,1.8610842289490392e-07,1.3216394734172354e-07
1816,1.1124498655590287e-07,1.784555010431177e-07
1817,3.7364962679475866e-08,1.479029805295795e-07
1818,6.556647491606782e-08,1.4782260571166717e-07
1819,5.175525075173937e-08,1.6147638426389221e-07
1820,7.475883023744245e-08,9.611849627333413e-08
1821,5.029358973729359e-08,1.429915834627593e-07
1822,5.9151133768864383e-08,1.0226128210888419e-07
1823,8.400284201570685e-08,1.0870955557962247e-07
1824,5.642145595174952e-08,1.0021123930670228e-07
1825,5.107157008410468e-08,8.98155159134717e-08
1826,6.34174881497529e-08,1.0481501622194855e-07
1827,8.664236617050847e-08,8.20337291429496e-08
1828,5.961995697134626e-08,6.879225811218248e-08
1829,7.801590129474789e-08,7.973053650633943e-08
1830,1.07499410262335e-07,1.3150413025186936e-07
1831,9.198811312671751e-08,1.2005228766653886e-07
1832,1.6506562872109498e-07,1.840075860570778e-07
1833,1.2162810492100107e-07,1.0077757117699093e-07
1834,1.2414926686687977e-07,1.2134890314818847e-07
1835,1.013453783116347e-07,9.453859917130103e-08
1836,1.424799052074377e-07,8.736974876910608e-08
1837,1.231546633562175e-07,1.0506415448752193e-07
1838,1.0288823659720947e-07,5.996553698039975e-08
1839,1.4122780100933596e-07,9.368576892043734e-08
1840,1.356743695168916e-07,9.490835983783086e-08
1841,1.046549442662581e-07,7.961480008589206e-08
1842,8.989075439558292e-08,6.507017102919121e-08
1843,1.453100111348249e-07,7.265500828745886e-08
1844,1.1910177732943339e-07,7.080244301960192e-08
1845,1.3838965173817996e-07,7.031087534414837e-08
1846,1.4226438338482694e-07,7.201036411608186e-08
1847,1.6179670581095706e-07,1.3321262315457716e-07
1848,1.3918233321419393e-07,5.309846379253358e-08
1849,1.5753299464904558e-07,8.46320900027564e-08
1850,1.0726613908218496e-07,6.585326417507531e-08
1851,1.6768541399869719e-07,7.352360542611791e-08
1852,1.3281513133733824e-07,8.984552835045179e-08
1853,7.823230419035099e-08,6.210809244677762e-08
1854,1.1482418216246515e-07,4.883924697995923e-08
1855,1.003011078637428e-07,8.013475394363923e-08
1856,1.2477026700707938e-07,1.1441588243510381e-07
1857,1.303362893168014e-07,7.273448554556694e-08
1858,1.3800166698274552e-07,7.976691973610173e-08
1859,1.2679511485202966e-07,7.587338002323918e-08
1860,1.3365377071750117e-07,7.689669184740566e-08
1861,1.4383689972419234e-07,8.818852137437716e-08
1862,1.4909355172676442e-07,5.5571231227791174e-08
1863,1.3135853293988475e-07,6.09343760449299e-08
1864,1.3185501757106977e-07,1.1507346897587922e-07
1865,1.5344312487286516e-07,1.0590399868171119e-07
1866,1.4840119888503978e-07,7.979604826902076e-08
1867,1.6111334844026715e-07,6.793936258020494e-08
1868,1.3535255050101114e-07,6.076044911651479e-08
1869,1.6945811864843563e-07,9.181015769854639e-08
1870,1.1353416340398326e-07,8.142348928430465e-08
1871,1.370131883504655e-07,6.585130152281238e-08
1872,9.252428867512208e-08,9.373375842169906e-08
1873,1.292977032107956e-07,5.0282437935589286e-08
1874,1.1769979835207778e-07,8.065722023609112e-08
1875,1.430381786349244e-07,8.124568517953179e-08
1876,1.451043516453865e-07,8.283040298096012e-08
1877,8.102109205765373e-08,9.833857461671869e-08
1878,1.1897004981165082e-07,7.367688409365414e-08
1879,1.5578778800318105e-07,6.048231937505477e-08
1880,1.2514800573626417e-07,9.626769070791852e-08
1881,1.3945015098215663e-07,6.41470705442515e-08
1882,1.1114493503328049e-07,8.186123934272871e-08
1883,1.4218512944808026e-07,8.02556030521373e-08
1884,1.3467462167682243e-07,6.865764845542799e-08
1885,1.843451826744058e-07,7.02574285416091e-08
1886,1.2713323371826846e-07,7.55055243883973e-08
1887,1.2992559561553207e-07,6.137189245691843e-08
1888,1.3885946259506454e-07,4.818867083145051e-08
1889,1.6915869593958632e-07,7.330210338718501e-08
1890,1.7172492050576693e-07,8.848421484408675e-08
1891,1.2429728712959331e-07,9.433845971074106e-08
1892,1.6924983015087491e-07,5.641660982824703e-08
1893,1.5827130539491918e-07,6.589505829879272e-08
1894,1.1594832471928385e-07,4.4740929183717526e-08
1895,1.3120579467340576e-07,8.606619039674968e-08
1896,1.4388750457783317e-07,7.548197022977376e-08
1897,1.1536892685626299e-07,7.166857329821141e-08
1898,1.6182895024030586e-07,8.713866606058218e-08
1899,1.5477219506010442e-07,7.517506439569388e-08
1900,1.7078565406336566e-07,7.007921820623153e-08
1901,1.2071676280811516e-07,6.42704947040329e-08
1902,1.6253039802904823e-07,9.427745339962712e-08
1903,1.3122534880949388e-07,7.560308534770854e-08
1904,1.5962636723543255e-07,5.912087885917572e-08
1905,1.811426386666426e-07,7.999176593331825e-08
1906,1.718157562891065e-07,9.413857754436705e-08
1907,1.4554247229625616e-07,7.662836826183295e-08
1908,1.5225306526645e-07,7.563539350385895e-08
1909,1.435756757928175e-07,8.086445946187126e-08
1910,1.6139334491072077e-07,7.1077202790093e-08
1911,1.7291216636294848e-07,5.7460041613666135e-08
1912,1.349240079662195e-07,8.803922213473925e-08
1913,1.6969566729585495e-07,7.689334813321125e-08
1914,1.8349078345636372e-07,7.835190479754672e-08
1915,2.1440986586185318e-07,1.0367070391037458e-07
1916,1.6151568615896394e-07,1.1646709596746518e-07
1917,1.4585344842998893e-07,1.283071697777416e-07
1918,1.504715356759334e-07,8.844509924443855e-08
1919,1.758698999765329e-07,8.102906834395185e-08
1920,1.3554294753248541e-07,6.436396660092214e-08
1921,1.5448404155904427e-07,6.66401760440749e-08
1922,1.3058945569355274e-07,8.410846569217867e-08
1923,1.4650008495209477e-07,8.705077325643629e-08
1924,1.4438619189149904e-07,7.34822618309039e-08
1925,1.198801413693218e-07,7.368779364469447e-08
1926,1.4044134388768725e-07,7.133528545644197e-08
1927,1.7392790141457226e-07,6.912519268098549e-08
1928,1.6110718092932075e-07,7.883968322630608e-08
1929,2.317204490509539e-07,8.800921080798219e-08
1930,1.964173890200982e-07,9.348207297144029e-08
1931,1.7450196310164756e-07,6.957267828511249e-08
1932,1.9398379436097457e-07,5.918149881267709e-08
1933,1.3191261416523048e-07,7.45593042861259e-08
1934,2.0129054689732584e-07,7.428579351653752e-08
1935,1.3763526851562347e-07,8.258115702375335e-08
1936,1.7823330722421815e-07,7.396075574206407e-08
1937,1.6242542244526703e-07,5.162358363008934e-08
1938,1.685477855062345e-07,5.8343463393839556e-08
1939,1.697639646636162e-07,7.035263394072899e-08
1940,1.4961119632062037e-07,5.832300686847702e-08
1941,1.2101160962174617e-07,6.198155233505531e-08
1942,1.365395263519531e-07,6.978687383529802e-08
1943,1.800005833274554e-07,7.83873519427658e-08
1944,1.6387249957006134e-07,9.639558129492798e-08
1945,1.481382696510991e-07,8.496165682103651e-08
1946,1.3503471052445093e-07,5.568441707737293e-08
1947,1.84773497835522e-07,9.417488189278345e-08
1948,1.30462652236929e-07,7.501602539150554e-08
1949,1.148589987565174e-07,5.3011845579931105e-08
1950,1.4889505450810248e-07,6.38121662177582e-08
1951,1.0341559431026326e-07,6.929911067210526e-08
1952,1.3181005442675087e-07,6.432330224015459e-08
1953,1.1743471617364776e-07,6.248819972576314e-08
1954,1.2215670608384244e-07,3.8112890621277984e-08
1955,1.61432453182897e-07,6.382213513234092e-08
1956,1.2558443529542274e-07,6.715278999536167e-08
1957,1.2369052626581833e-07,6.802979157782829e-08
1958,1.3566479140081356e-07,4.7151789361876695e-08
1959,1.5656510754524788e-07,5.193000929271108e-08
1960,1.4810584048063902e-07,5.467458408237036e-08
1961,1.0908610192927881e-07,5.211119569192846e-08
1962,1.3825464861838554e-07,5.7711803003179796e-08
1963,1.1638896069143811e-07,5.237503308830327e-08
1964,1.4236485412766342e-07,5.293052396382336e-08
1965,1.3187624858801428e-07,5.3078822448426877e-08
1966,1.3238388874015072e-07,6.2591546168278e-08
1967,9.07181743059482e-08,6.261526408479767e-08
1968,1.2890363620954304e-07,7.590492898112977e-08
1969,1.2716921560240735e-07,7.675570798393316e-08
1970,1.5129805319702427e-07,8.185730351883969e-08
1971,1.1715546577306668e-07,6.268845020862557e-08
1972,1.0824609830706322e-07,7.284808700713796e-08
1973,9.758370822510187e-08,6.009392056194329e-08
1974,1.2545024219434708e-07,5.3442929415226104e-08
1975,9.766630881813398e-08,5.197447094928975e-08
1976,7.941802238065065e-08,5.0850390509449284e-08
1977,1.1283421486041334e-07,4.348818549715361e-08
1978,9.386134536271129e-08,4.5742551746386084e-08
1979,8.251282679339056e-08,5.676414005506558e-08
1980,9.266795331086541e-08,5.5145963406832976e-08
1981,1.138598904049104e-07,6.072527725109467e-08
1982,9.373328424544525e-08,6.207502301069923e-08
1983,9.536127265619143e-08,7.199460116957823e-08
1984,9.22042318052263e-08,5.335087804869687e-08
1985,8.9030258720868e-08,6.61711396787723e-08
1986,7.732886331268674e-08,5.634816180322133e-08
1987,9.044008919545377e-08,5.866384356068011e-08
1988,1.0613900514044872e-07,5.996553653631054e-08
1989,1.081160050375729e-07,8.561470621337719e-08
1990,7.628111120538961e-08,7.355679049192432e-08
1991,9.261115252456875e-08,5.333933172924077e-08
1992,1.0413794626629169e-07,7.493524378787697e-08
1993,9.527436617418061e-08,6.25930471898073e-08
1994,7.806891488826295e-08,6.593658197218133e-08
1995,7.971002702333863e-08,6.669614727172757e-08
1996,9.341661666439904e-08,7.153043601881848e-08
1997,8.966452469394426e-08,7.048494898853619e-08
1998,6.580018663271403e-08,7.29523748077554e-08
1999,8.4091702490241e-08,8.226362135932419e-08
2000,6.582867229099065e-08,8.703521814368287e-08
2001,8.630987480273689e-08,8.368114590151521e-08
2002,7.535700774496945e-08,7.579512989464021e-08
2003,7.333784424190526e-08,7.25044557725596e-08
2004,8.192911593596364e-08,6.254803910921147e-08
2005,7.16096195674254e-08,7.836524162918579e-08
2006,7.823990699762362e-08,7.288665382354509e-08
2007,9.347081686428282e-08,8.028903836221346e-08
2008,7.620816688813647e-08,7.918837496845299e-08
2009,8.010563590232778e-08,8.392018457925587e-08
2010,7.983210537076957e-08,7.935972545780601e-08
2011,7.18906747465553e-08,8.642176838047355e-08
2012,7.863823725529073e-08,8.851057201053614e-08
