year,pouvant_VERB emporter_VERB,pouvant_VERB remporter_VERB
1800,6.288328968651058e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,2.9091921760482364e-08,0.0
1803,2.145373123596528e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,3.1271653710973624e-08,0.0
1806,3.1698359492793315e-08,0.0
1807,3.131650672116848e-08,0.0
1808,6.798221985349073e-09,0.0
1809,4.292158095609011e-08,1.129515236897305e-08
1810,1.4040760554223652e-08,0.0
1811,0.0,0.0
1812,8.268345652595599e-08,0.0
1813,2.8757416448144113e-09,0.0
1814,9.440030979135372e-09,0.0
1815,1.0788894222457657e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,2.9580593974287694e-08,0.0
1818,2.384235386898581e-08,0.0
1819,2.4842520929269085e-08,0.0
1820,1.3053129244156025e-08,0.0
1821,3.94459531705138e-09,0.0
1822,3.208197085768916e-08,0.0
1823,1.4824030003524058e-08,9.882686891060644e-10
1824,1.9368560089105813e-08,0.0
1825,1.7610886970942374e-08,0.0
1826,1.4973572604048968e-08,0.0
1827,2.488663675137559e-08,0.0
1828,1.1006761724274838e-08,0.0
1829,6.001223340490469e-08,0.0
1830,1.3567886369969528e-08,0.0
1831,4.2096257146795324e-08,0.0
1832,3.111892965534935e-08,0.0
1833,9.266902800675325e-09,0.0
1834,2.14694217959277e-08,1.8669061851994684e-09
1835,4.9916380362446944e-08,0.0
1836,2.419469957715137e-08,0.0
1837,2.7135774516295896e-08,0.0
1838,2.2723781967215473e-08,0.0
1839,2.0974425751774106e-08,0.0
1840,1.9109066329292546e-08,7.64362617644565e-09
1841,1.4767261191650505e-08,0.0
1842,1.609983613093391e-08,0.0
1843,1.4767278067040479e-08,1.1813822142769936e-09
1844,1.2074834465636286e-08,5.488561272137815e-10
1845,1.3950569588416784e-08,0.0
1846,3.219975752699611e-08,5.854501328173001e-10
1847,3.613459753637471e-08,0.0
1848,3.218088684420195e-09,0.0
1849,4.1897072478036534e-09,0.0
1850,1.2899092460827433e-08,0.0
1851,2.7087642351375507e-08,0.0
1852,1.1718981340891332e-08,0.0
1853,1.3138249599364826e-08,0.0
1854,1.8184826089395756e-08,1.0391328908454511e-09
1855,1.9104973603134567e-08,0.0
1856,7.248064815001953e-09,5.177189232874468e-10
1857,2.0990489346672803e-08,0.0
1858,2.0064071293290908e-08,0.0
1859,2.8516170758052795e-08,0.0
1860,8.696649622663699e-09,0.0
1861,1.3676294763342867e-08,4.715963730639317e-10
1862,1.1294965851504912e-08,0.0
1863,9.489779628779615e-09,0.0
1864,3.212467802882202e-08,0.0
1865,1.2237795665726026e-08,0.0
1866,3.0166798836717135e-08,4.865612912574591e-10
1867,1.9896527092555516e-08,0.0
1868,1.2843672791973404e-08,0.0
1869,2.5882650689368347e-08,0.0
1870,1.77755516972411e-08,0.0
1871,4.6733180880664804e-08,0.0
1872,3.38650991693612e-08,2.4189357183956872e-09
1873,1.496501056408306e-08,3.591602570907071e-09
1874,2.4495896866483235e-08,5.974609140757536e-10
1875,2.9751941355016243e-08,0.0
1876,3.808989390563511e-08,0.0
1877,2.1646856751544874e-08,1.2369631985365004e-09
1878,1.872117572077059e-08,0.0
1879,2.016077260691418e-08,0.0
1880,1.0910338410496934e-08,0.0
1881,1.2550513517339823e-08,6.972507571312292e-10
1882,2.5956001792337702e-08,0.0
1883,2.464542170343975e-08,6.319338829996468e-09
1884,3.1688145440966764e-08,0.0
1885,2.5782542323327107e-08,6.445635691854079e-10
1886,1.8069698626277386e-08,0.0
1887,1.5016526688782506e-08,0.0
1888,1.6485598663962264e-08,0.0
1889,1.628935564212952e-08,0.0
1890,3.6704562944578356e-08,0.0
1891,2.932141285327816e-08,0.0
1892,1.6924984080901595e-08,0.0
1893,1.6627724974682678e-08,0.0
1894,2.520615716150587e-08,0.0
1895,1.8657704714541978e-08,0.0
1896,1.8870492723976895e-08,1.179405795248556e-09
1897,1.981082675683865e-08,0.0
1898,1.5277558773618694e-08,5.6583548957434e-10
1899,1.1607914629507832e-08,0.0
1900,1.142031713641245e-08,0.0
1901,1.3412973842719111e-08,0.0
1902,1.2275709337927765e-08,0.0
1903,6.480264325148255e-09,0.0
1904,1.8811189050893518e-08,0.0
1905,1.0321517862621477e-08,0.0
1906,9.773950537805831e-09,0.0
1907,2.1599941391059474e-08,5.142843373384665e-10
1908,1.620758460774141e-08,0.0
1909,1.5402754627302784e-08,0.0
1910,1.977335806202518e-08,1.6032452032632705e-09
1911,1.702519725199636e-08,5.320374141248863e-10
1912,1.3023552902780011e-08,6.251305251225858e-09
1913,9.015082902408267e-09,5.30298971401777e-10
1914,2.1429579888376793e-08,0.0
1915,2.3561524287174507e-08,0.0
1916,3.625862632361532e-08,0.0
1917,1.4256351654751143e-08,0.0
1918,2.6418664589300533e-08,0.0
1919,2.9465114792515124e-08,0.0
1920,1.4387239843927091e-08,0.0
1921,2.120369302360814e-08,0.0
1922,8.115729421831475e-09,0.0
1923,1.4862327368803108e-08,1.0615948120573648e-09
1924,1.933743654092268e-08,0.0
1925,1.3197813508725176e-08,0.0
