year,ont_VERB attrapé_VERB,ont_VERB rattrapé_VERB
1869,1.0743741896135361e-08,2.9301114867763545e-09
1870,1.8922360567330543e-08,5.734048791339319e-10
1871,3.611200227737754e-08,0.0
1872,1.4513614310374123e-08,3.0236697590169115e-09
1873,7.183205141814142e-09,5.986004469882289e-10
1874,1.3144139998644278e-08,4.182226565063729e-09
1875,2.345826111138649e-08,3.432916173551348e-09
1876,1.6324239737741664e-08,1.813804439976252e-09
1877,1.4225077116236662e-08,1.2369631985365004e-09
1878,1.1474268646338714e-08,2.4156354694326865e-09
1879,1.9549840857280287e-08,6.10932526790009e-10
1880,2.5671385017744797e-08,1.1552122813895949e-08
1881,6.972507571312292e-10,6.972507571312292e-10
1882,1.5307385581309063e-08,2.6621540527571597e-09
1883,1.3902545781263598e-08,5.687405213450347e-09
1884,1.7824582698722224e-08,2.6406787867472303e-09
1885,9.023890079618013e-09,1.933690763067375e-09
1886,1.4197620856748472e-08,3.872078213618124e-09
1887,9.793386546164129e-09,7.1818169189441505e-09
1888,1.4583413587843097e-08,7.60873763994141e-09
1889,1.1277245803853475e-08,4.385595886446936e-09
1890,1.3108772733971819e-08,6.554386478008212e-10
1891,7.0116419337296065e-09,4.461953917456185e-09
1892,1.5044429702015805e-08,3.1342561879199593e-09
1893,1.3548516086814288e-08,4.926733243593162e-09
1894,1.5753848003896564e-08,6.301539290376468e-10
1895,1.1435367319734269e-08,1.8055843487019274e-09
1896,1.2973464080801023e-08,8.255840455717589e-09
1897,2.6220211779559577e-08,2.330685422435863e-09
1898,6.7900258748920805e-09,8.487532454637403e-09
1899,1.1607914629507832e-08,4.9748205555033564e-09
1900,7.26747462209687e-09,1.2977633190303095e-08
1901,1.2295225282343836e-08,1.676621730339889e-09
1902,3.191684427861219e-08,4.910283846193408e-10
1903,1.0260418292773466e-08,1.6200660812870638e-09
1904,3.7622376325430196e-09,3.2247751136083025e-09
1905,1.5482276793932215e-08,5.676835002077496e-09
1906,1.1317205839134203e-08,5.658602919567102e-09
1907,2.0571373937627868e-08,4.114274698707732e-09
1908,2.553922229253658e-08,3.929111258571538e-09
1909,8.801573692096554e-09,4.950885035270858e-09
1910,1.3894791983659616e-08,6.947395991829808e-09
1911,1.3300935464144459e-08,1.0640748726586935e-08
1912,1.0418842677495377e-08,7.814131564032323e-09
1913,2.1742257771961704e-08,5.833288518886093e-09
1914,2.209925398233281e-08,1.0045115850232378e-08
1915,3.416420923940677e-08,4.712304768617059e-09
1916,4.8344833913915863e-08,2.197492410260793e-09
1917,1.0966424213165737e-08,1.2063066989753679e-08
1918,4.594550517822427e-09,4.594550517822427e-09
1919,5.524709134618888e-09,5.524709134618888e-09
1920,8.329454459499175e-09,3.786115865267448e-09
1921,7.572747762196741e-09,6.815472630705699e-09
1922,2.5084981203349344e-08,9.591316185719734e-09
1923,9.554353752605493e-09,5.307974060286824e-09
1924,1.1602462102189293e-08,1.5469948877466777e-08
1925,1.9796720707176974e-08,9.898360353588487e-09
1926,2.3406890647947876e-08,4.458455382660986e-09
1927,2.7873062080630007e-08,3.3447675740205796e-09
1928,1.82816659588525e-08,2.0566874425753667e-08
1929,1.893869061575515e-08,2.2280812750352652e-09
1930,1.05036033204442e-08,8.402882833991043e-09
1931,1.4826963656844327e-08,9.124285327288817e-09
1932,1.0959536389520963e-08,6.575722188983946e-09
1933,1.261772819560747e-08,3.4411986593596566e-09
1934,7.188948103475923e-09,1.3179738189705859e-08
1935,1.4361940969820353e-08,1.6755597798123745e-08
1936,3.6374143697059935e-09,1.2124714565686645e-08
1937,1.2591118370153254e-08,2.5182236296217297e-09
1938,2.074434313215079e-08,6.482607339819424e-09
1939,1.070583532936098e-08,7.647025235257843e-09
1940,2.5357829613881222e-08,2.5357829169792012e-09
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,2.4273694165799498e-08,1.8205270180260413e-08
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,1.3071024262956144e-08
1946,2.645009899993056e-08,9.744772988540262e-09
1947,2.7418003867296648e-08,2.0265479960812627e-08
1948,1.9569398546082084e-08,1.6307831529616124e-08
1949,2.3560819073509265e-08,1.9634017078828947e-08
1950,2.1270722072586068e-08,2.6588404367089424e-08
1951,1.8124383771578323e-08,2.0256663901818683e-08
1952,2.5307528517259925e-08,5.272402070488624e-09
1953,2.477980309834038e-08,1.8315507332999914e-08
1954,1.4658803948464083e-08,3.127211556375187e-08
1955,1.783265446420046e-08,3.191106756617046e-08
1956,2.0058624983221307e-08,2.8779767902165077e-08
1957,2.2087593976038988e-08,1.6786572132332367e-08
1958,1.5717262158432277e-08,2.4816730004317833e-08
1959,2.325224279786653e-08,3.332821663093455e-08
1960,2.353083417006019e-08,2.353083417006019e-08
1961,2.153929301584867e-08,2.848745239703021e-08
1962,1.9660065575521912e-08,2.72704117065814e-08
1963,3.103705381590771e-08,1.8751554975438012e-08
1964,3.285342842218597e-08,3.1636634645337836e-08
1965,2.0793764932136583e-08,2.5718604135249734e-08
1966,3.323444985880997e-08,2.215629990587331e-08
1967,2.1693477236794934e-08,1.5777073869571723e-08
1968,2.380450325745187e-08,2.6050212653672133e-08
1969,2.4525492747784483e-08,2.679637134406221e-08
1970,2.6212733317265702e-08,2.575285940054073e-08
1971,3.1858064630796434e-08,2.0553589052951793e-08
1972,2.4111690422046195e-08,2.924183739594355e-08
1973,2.7014698034122375e-08,2.7566018800939673e-08
1974,2.5315072704756858e-08,2.1377172032543967e-08
1975,2.9699696924012642e-08,2.3988217634496323e-08
1976,4.056603941648973e-08,2.0568696967870892e-08
1977,3.0559267116814226e-08,3.702372453062708e-08
1978,3.5643548557118265e-08,2.613860239364385e-08
1979,3.101546042216796e-08,2.0481905949054635e-08
1980,3.638496437474714e-08,1.9329512213062117e-08
1981,3.226030287351023e-08,1.771153890217647e-08
1982,4.4694015599588965e-08,2.855450986771757e-08
1983,4.294414779337785e-08,3.031351525351056e-08
1984,3.827345551599137e-08,2.4355836458767044e-08
1985,4.090579608373446e-08,3.549179083961462e-08
1986,4.3160294893596074e-08,2.8174081734277934e-08
1987,4.522004459772688e-08,2.627651163322753e-08
1988,2.7584148298842592e-08,4.197587699650285e-08
1989,4.50026007570159e-08,4.280735410588932e-08
1990,3.5416231725093894e-08,4.195461400513523e-08
1991,6.447611866633451e-08,3.223805933316726e-08
1992,4.848750734254281e-08,2.5345743281945943e-08
1993,4.154405530698568e-08,3.43430848204207e-08
1994,3.6924486579437144e-08,3.586950114708998e-08
1995,4.392185104507007e-08,4.9886548225686056e-08
1996,5.5516160557544936e-08,3.25623616959092e-08
1997,4.363354122460805e-08,3.212579358091716e-08
1998,5.101898281623107e-08,3.671459580800729e-08
1999,3.8846710737061585e-08,4.341691095532951e-08
2000,5.345818010482617e-08,3.755326716259333e-08
2001,5.5641390162008975e-08,5.1698300751468196e-08
2002,5.432714544895134e-08,4.819343502049378e-08
2003,5.2086537749573836e-08,5.250322843153299e-08
2004,4.713126600108808e-08,5.109557932314601e-08
2005,4.864049429897932e-08,3.557962102718193e-08
2006,6.176834688176314e-08,4.117890028965121e-08
2007,7.469676432947381e-08,4.0344243501522215e-08
2008,5.321799534385718e-08,3.363377487630714e-08
2009,6.723151102505653e-08,4.672828524121542e-08
2010,8.077685720309091e-08,3.3538931631937885e-08
2011,1.1318957149342168e-07,2.982698177333987e-08
2012,1.2834033213948715e-07,5.446804252073889e-08
2013,1.2997323040053743e-07,4.3510350877795645e-08
2014,1.2516272818174912e-07,4.5041261387268605e-08
2015,1.29891319033959e-07,3.369194701008382e-08
2016,1.2428040463419165e-07,3.914832547025071e-08
2017,1.2980554231489805e-07,4.075290505056728e-08
2018,1.3062221171367128e-07,3.614053412093199e-08
2019,1.2142702132678096e-07,3.9285211528294894e-08
