year,pourrait_VERB établir_VERB,pourrait_VERB etablir_VERB,pourrait_VERB rétablir_VERB
1904,2.816303492636507e-07,1.6123875568041512e-09,1.1286712897629059e-08
1905,3.086133801843971e-07,0.0,2.37394921498435e-08
1906,3.5649199503495765e-07,0.0,2.3148830408104004e-08
1907,3.209134149528836e-07,0.0,4.319988278211895e-08
1908,3.1531118338534725e-07,4.911389073214423e-10,3.045061092166179e-08
1909,2.926523166024708e-07,5.500983557560346e-10,2.2554033307642385e-08
1910,2.805679173434328e-07,0.0,3.6874638453809894e-08
1911,2.654866761986341e-07,0.0,2.606983251496331e-08
1912,3.042302125777496e-07,0.0,2.1879568379290504e-08
1913,2.492405144494114e-07,1.060597942803554e-09,1.856046338843953e-08
1914,2.1161710606065753e-07,0.0,2.678697441638178e-08
1915,2.438617627831263e-07,0.0,3.416420923940677e-08
1916,2.3073670263329404e-07,1.0987462051303964e-09,2.307367097387214e-08
1917,2.741606124345708e-07,0.0,1.0966424213165737e-08
1918,2.8141622010480205e-07,0.0,1.1486376294556067e-08
1919,2.394040450326429e-07,9.207848372660976e-10,3.498982437122322e-08
1920,2.619992187646858e-07,0.0,3.028892692213958e-08
1921,3.1881265272204473e-07,0.0,1.6660044011018726e-08
1922,2.973308141918096e-07,1.4755870969551665e-09,3.541408943874558e-08
1923,2.462899999500223e-07,1.0615948120573648e-09,2.7601466001669905e-08
1924,2.333383974928438e-07,0.0,3.480738541838946e-08
1925,2.540579089327366e-07,1.0998177923937646e-09,2.859526304632709e-08
1926,2.1957892215596075e-07,0.0,2.452150482668003e-08
1927,2.2521433606925712e-07,0.0,1.8953683067479687e-08
1928,2.2509301800255344e-07,1.1426041224282812e-09,1.5996457491951332e-08
1929,2.1946600270439376e-07,0.0,3.78773812315103e-08
1930,2.9620161967613967e-07,1.0503603542488804e-09,2.520864939015155e-08
1931,2.395125022758293e-07,0.0,2.6232321204133768e-08
1932,1.9398379436097457e-07,0.0,2.849479585620429e-08
1933,2.3744270549741486e-07,1.1470662197865522e-09,2.2941325283909464e-08
1934,2.3723528386199177e-07,1.1981580172459871e-09,1.7972370258689807e-08
1935,2.4056251390902617e-07,0.0,3.4708023122220766e-08
1936,2.7401856073083763e-07,0.0,3.516167268458048e-08
1937,2.631543623010657e-07,0.0,1.510934133364117e-08
1938,2.696764624943171e-07,0.0,2.7226949583791793e-08
1939,2.5999887043326453e-07,0.0,1.3764645423464117e-08
1940,2.561140775014792e-07,0.0,5.0715658339584024e-09
1941,2.8924725370416127e-07,0.0,2.9515025090631752e-08
1942,2.6094221539096907e-07,0.0,1.517105907566929e-08
1943,2.177426381422265e-07,0.0,1.4516175816936538e-08
1944,2.69907644678824e-07,0.0,3.855823393905666e-08
1945,2.091363882072983e-07,0.0,3.703456741277478e-08
1946,1.6566113458793552e-07,0.0,3.3410650246423756e-08
1947,2.002706338544158e-07,1.1920870957027319e-09,3.2186353138285995e-08
1948,2.0439149750473007e-07,1.0871887834440486e-09,3.261566305923225e-08
1949,1.8750485253349325e-07,9.817008317369869e-10,1.3743811422273211e-08
1950,1.9462711975393177e-07,0.0,2.0207187034770868e-08
1951,2.1322803434031812e-07,0.0,2.2388944032059044e-08
1952,1.98242318560915e-07,1.0544803918932644e-09,2.2144087452602434e-08
1953,1.8207768448519346e-07,0.0,2.8011951869189033e-08
1954,1.573378369812417e-07,2.9317608341017376e-09,2.34540866728139e-08
1955,2.2525458120981057e-07,0.0,4.598947711542678e-08
1956,2.2500545071579836e-07,8.72114158667614e-10,1.5698054411927842e-08
1957,1.8465229345565604e-07,1.7670075402875796e-09,3.6223653410161205e-08
1958,2.1342387412914832e-07,0.0,1.4062814024384807e-08
1959,2.1624586565849313e-07,0.0,2.4802393028267034e-08
1960,1.8547832780768658e-07,0.0,1.1073333361366622e-08
1961,2.0427587799076719e-07,0.0,2.36237411854745e-08
1962,1.8581931726657785e-07,6.341956404476434e-10,2.3465238641051656e-08
1963,2.0238746856193757e-07,6.466053248388448e-10,2.392439668597035e-08
1964,2.2936561094866192e-07,6.083968329129164e-10,3.224503331011874e-08
1965,2.1012647266616113e-07,5.472043373977442e-10,2.188817305182056e-08
1966,1.9996059563709423e-07,0.0,2.326411419062424e-08
1967,1.7601297486180556e-07,4.930335584241163e-10,2.267954357648705e-08
1968,2.2142680222714262e-07,1.7965663401398047e-09,1.7516521566562915e-08
1969,2.3435470097865618e-07,4.5417578031781147e-10,3.270065462857019e-08
1970,2.556891161020758e-07,0.0,2.851209579546321e-08
1971,1.865238345999387e-07,5.138397485282553e-10,2.6205826841874114e-08
1972,1.8109417965206376e-07,2.0520587451500205e-09,2.257264597460562e-08
1973,1.7862780055111216e-07,5.513203782392395e-10,2.205281468548037e-08
1974,1.7720550715694117e-07,0.0,2.418995848074701e-08
1975,1.7876932645322086e-07,5.711480177694739e-10,1.7134439644905797e-08
1976,1.8740368545877573e-07,0.0,1.8283285996290033e-08
1977,2.0333665418093005e-07,5.876781838942691e-10,2.1744092748576804e-08
1978,1.9722763511254016e-07,1.1881182704343018e-09,1.6633656230169436e-08
1979,1.784851804131904e-07,5.851973350345929e-10,1.8141117053005473e-08
1980,1.9045255328364874e-07,5.685150683554241e-10,1.3075846183596695e-08
1981,1.530783038106165e-07,0.0,1.8976647808699454e-08
1982,1.6201580876895605e-07,6.207502289967692e-10,1.6760255405756652e-08
1983,1.6104056044241588e-07,6.315316047889041e-10,1.9577479193344516e-08
1984,1.8730797535226884e-07,1.1598016991243298e-09,3.36342509399401e-08
1985,1.521936212611763e-07,0.0,1.6242006850575308e-08
1986,1.456659930454407e-07,0.0,2.2779044428489215e-08
1987,1.9065748801949667e-07,6.110816852533674e-10,1.4665960890170027e-08
1988,1.4391729052931623e-07,5.996553809062277e-10,1.8589316752581908e-08
1989,1.7122941642355727e-07,1.0976244357863152e-09,2.798942233539492e-08
1990,1.443892472252628e-07,5.44865097484859e-10,2.2884334427430986e-08
1991,1.6119028600769525e-07,5.861465202094962e-10,2.1101275393675678e-08
1992,1.5758440952140518e-07,5.509944167592096e-10,2.8100714644097025e-08
1993,1.4512723112147796e-07,1.661762283333701e-09,1.772546376344053e-08
1994,1.4928042446626932e-07,1.0549853213248639e-09,2.5847139539791897e-08
1995,1.3068105886304693e-07,5.422450821690461e-10,2.0063067651676647e-08
1996,1.446622945877607e-07,0.0,1.6014276127407356e-08
1997,1.309006165683968e-07,4.79489448146353e-10,1.6302641014931396e-08
1998,1.645004630290714e-07,0.0,2.193339376788117e-08
1999,1.5355875859768275e-07,0.0,1.6452723627935484e-08
2000,1.44469623819532e-07,4.4180314962005696e-10,1.8555732950176207e-08
2001,1.3494131678726262e-07,0.0,1.796296800193886e-08
2002,1.2223607370742684e-07,0.0,1.4896152755738967e-08
2003,1.3959191846879548e-07,4.1669229178253886e-10,1.3750845795357236e-08
2004,1.2421511996763002e-07,8.809582507929292e-10,2.5988267537968568e-08
2005,1.2970798479727819e-07,4.5037495954858286e-10,2.7472871977352042e-08
2006,1.1324197402018399e-07,4.1178899179428186e-10,1.6471560115860484e-08
2007,1.0345701895175807e-07,0.0,1.757570977645173e-08
2008,1.1154492085552192e-07,4.257439678578834e-10,1.3198063086861112e-08
2009,1.0823796969816613e-07,0.0,1.5258216023994464e-08
2010,1.152605477727775e-07,0.0,1.4171378737160012e-08
2011,8.106820814646198e-08,3.82397197240536e-10,1.644307978665438e-08
2012,7.99999355649561e-08,0.0,1.327658516458996e-08
2013,8.144245100538683e-08,0.0,1.589801357226861e-08
2014,8.553508479280936e-08,0.0,1.2559581819004961e-08
2015,7.469859042430471e-08,0.0,1.4186082530898148e-08
2016,9.134609513239411e-08,0.0,1.677785377296459e-08
2017,6.691526266422443e-08,0.0,1.33327402451755e-08
2018,7.021589709665932e-08,0.0,8.776987137082415e-09
2019,7.091745857223941e-08,0.0,1.607122257496485e-08
