year,pourrait_VERB établir_VERB,pourrait_VERB etablir_VERB,pourrait_VERB rétablir_VERB
1800,1.2576657582030748e-07,0.0,6.288328968651058e-09
1801,1.9049460320275102e-07,0.0,4.286128785224719e-08
1802,1.3650824826072494e-07,0.0,3.8043282302169246e-08
1803,1.5797748176282767e-07,0.0,3.90067853572873e-08
1804,4.276302263406251e-07,0.0,1.9774807569206132e-08
1805,1.3361525930122298e-07,0.0,2.842877755426798e-08
1806,2.3917854719002207e-07,0.0,5.4751712497136396e-08
1807,9.394951661079176e-08,0.0,0.0
1808,1.155697759713803e-07,0.0,2.4926814390369145e-08
1809,1.8298146642337088e-07,0.0,3.162642769893864e-08
1810,2.737948250342015e-07,0.0,4.680253518074551e-09
1811,2.6073598746734206e-07,2.5070767684098882e-09,2.2563691359778204e-08
1812,3.280666192040371e-07,2.6672082320544632e-09,1.0668832928217853e-08
1813,1.8692320225000003e-07,2.8757416448144113e-09,1.4378708002027452e-08
1814,2.0453401816666883e-07,0.0,6.293354282149721e-09
1815,2.211723284517575e-07,0.0,5.3944472000466703e-08
1816,2.2712518443768204e-07,0.0,1.1588019432906549e-08
1817,1.5101672090622742e-07,0.0,4.0478710161551135e-08
1818,1.6093589749743842e-07,0.0,7.152706427149269e-09
1819,2.0081037632735388e-07,1.035105001712111e-09,1.9666995143552413e-08
1820,2.693691101285367e-07,1.1866481131050932e-09,2.3732962262101864e-08
1821,2.692186171771027e-07,0.0,2.6626018723163725e-08
1822,2.666813827545411e-07,2.0051231786055723e-09,2.3058916553964082e-08
1823,2.648559984663734e-07,1.9765373782121287e-09,2.4706716672540097e-08
1824,2.39159589909832e-07,8.421112696055388e-10,4.884245186076441e-08
1825,2.192555257352069e-07,8.805443041381977e-10,1.937197424695114e-08
1826,3.1268345423995925e-07,8.807984341885344e-10,2.7304752237000685e-08
1827,3.023265549018106e-07,1.8434546111834038e-09,3.133872894522938e-08
1828,2.5132104042313586e-07,9.172301251858528e-10,3.0268594741755805e-08
1829,3.446416769747884e-07,0.0,2.0575622983187714e-08
1830,3.7572610267488926e-07,2.0873671680021744e-09,3.339787468803479e-08
1831,3.445656489020621e-07,1.5591206103948707e-09,8.419251429359065e-08
1832,3.287782419647556e-07,0.0,3.3824925083081325e-08
1833,3.0233269399104756e-07,1.1583628500844156e-09,3.70676112027013e-08
1834,2.865700992060738e-07,0.0,5.507373401769655e-08
1835,2.9949828217468166e-07,0.0,2.8739734148075513e-08
1836,2.392586964106158e-07,1.3441500135158435e-09,3.5619976301859424e-08
1837,2.9571035042863514e-07,3.478945576063097e-09,3.478945487245255e-08
1838,2.556425613420288e-07,6.312161904276081e-10,4.229148586887277e-08
1839,3.551669465196028e-07,6.9914751765765e-10,2.516931019158619e-08
1840,3.5033286849284195e-07,1.2739377330817092e-09,2.6115722917552375e-08
1841,3.2102741442940896e-07,1.2841097074556274e-09,4.044945711711989e-08
1842,3.4950059557559143e-07,2.0124795163667386e-09,6.372852112690452e-08
1843,3.396473857719684e-07,0.0,4.4892523476391943e-08
1844,3.616961805619212e-07,0.0,2.4698525891153622e-08
1845,4.017764183572581e-07,0.0,3.236532108985557e-08
1846,3.3077932926062203e-07,0.0,5.795956425913573e-08
1847,4.109636506655079e-07,0.0,6.47186837454683e-08
1848,3.3629027029746794e-07,8.045221711050488e-10,2.091757700384278e-08
1849,2.81548352631944e-07,0.0,4.692472543865733e-08
1850,2.844589346295834e-07,6.788996032014438e-10,3.59816780814981e-08
1851,3.069932859034452e-07,6.449438760824933e-10,2.96674187438839e-08
1852,3.6263739389141847e-07,0.0,1.6927417689771573e-08
1853,2.669453635917307e-07,0.0,2.6276499198729653e-08
1854,2.3016794159502751e-07,0.0,4.1565314745639625e-08
1855,2.510181218440266e-07,0.0,3.078023524949458e-08
1856,2.2934948162856017e-07,1.0354378465748937e-09,2.329735160344626e-08
1857,2.299190811072549e-07,4.881509085841174e-10,4.393358210563747e-08
1858,3.1221654239743657e-07,4.893676019968041e-10,3.474509924217273e-08
1859,3.085856974394119e-07,0.0,3.411756210880412e-08
1860,2.97974679597246e-07,1.373155145145688e-09,2.3801355553132453e-08
1861,2.4758810468483716e-07,4.715963730639317e-10,5.14040046084574e-08
1862,2.8463313128668233e-07,0.0,2.710791768834042e-08
1863,2.2425847134854848e-07,0.0,5.094513255698985e-08
1864,2.2774958097215858e-07,0.0,3.452204211384924e-08
1865,2.988846290463698e-07,4.706844358715045e-10,1.7415324293779122e-08
1866,2.5009251203300664e-07,4.865612912574591e-10,3.5518972651971126e-08
1867,3.3387343023605354e-07,0.0,3.494024269912188e-08
1868,2.983684055379854e-07,0.0,3.7049055379156925e-08
1869,2.7640717803478765e-07,4.883519144627257e-10,5.860222884734867e-08
1870,2.769545517367078e-07,0.0,2.064257564882155e-08
1871,2.3366590085061034e-07,1.0621177271019633e-09,4.885741589077952e-08
1872,2.697113359317882e-07,6.047339295989218e-10,6.22875973022019e-08
1873,3.304274400761642e-07,0.0,8.979006871356887e-09
1874,2.8259901796445774e-07,0.0,3.764003864148435e-08
1875,2.9351434704949497e-07,0.0,2.460256709468922e-08
1876,2.896041166877694e-07,0.0,2.539326260375674e-08
1877,2.72131899237138e-07,0.0,2.783167118991514e-08
1878,2.844410857960611e-07,6.039088673581716e-10,4.589707458535486e-08
1879,2.7430871796241263e-07,0.0,1.9549840857280287e-08
1880,2.721166936225927e-07,0.0,2.3746030919369332e-08
1881,2.7123053314426215e-07,0.0,1.4642266066289267e-08
1882,3.0481663770842715e-07,0.0,2.861815673327328e-08
1883,3.058559912005876e-07,6.319338941018771e-10,2.274962085380139e-08
1884,2.5086447408284585e-07,0.0,2.970763546272792e-08
1885,3.351730697431776e-07,0.0,2.1915161241281567e-08
1886,2.962139831197419e-07,6.453463874400711e-10,2.0651084398082276e-08
1887,2.337355056170054e-07,6.528924623161458e-10,2.285123557044244e-08
1888,2.1875121092307381e-07,0.0,2.2192152115962926e-08
1889,2.455933554301737e-07,0.0,3.633779144252003e-08
1890,2.5627650757087395e-07,0.0,5.440140782297931e-08
1891,2.9448895588757296e-07,0.0,3.7607897240832244e-08
1892,2.6139696274185553e-07,1.2537024751679837e-09,2.8835156484774416e-08
1893,2.4572082679696905e-07,0.0,1.847524977449666e-08
1894,2.174031124013709e-07,0.0,2.520615716150587e-08
1895,2.2148500988805608e-07,0.0,1.745398137131815e-08
1896,2.5475165443822334e-07,0.0,4.009979548413867e-08
1897,2.656981337167963e-07,0.0,2.330685333618021e-08
1898,2.551917930304626e-07,0.0,4.639851169940812e-08
1899,2.9406717771962576e-07,5.527578395003729e-10,3.427098604902312e-08
1900,2.683774482648005e-07,0.0,1.8168686111152965e-08
1901,3.1855810789238603e-07,1.1177477832191585e-09,1.900171220370339e-08
1902,3.3979165436903713e-07,0.0,2.7006560543441083e-08
1903,2.7379115863368497e-07,5.400220270956879e-10,3.132127801563911e-08
