year,voudrait_VERB avoir_VERB,voudrait_VERB ravoir_VERB
1800,1.1004575384276905e-07,0.0
1801,8.334139067756041e-08,0.0
1802,1.1189200677108602e-07,0.0
1803,1.2287136996746995e-07,0.0
1804,1.2359254242255702e-07,0.0
1805,9.665784261869703e-08,0.0
1806,2.1036184705280903e-07,0.0
1807,1.0818429529990681e-07,0.0
1808,2.5380029455845943e-07,2.2660739951163578e-09
1809,1.4457795316502597e-07,0.0
1810,9.126494404654295e-08,0.0
1811,1.278609147448151e-07,2.5070767684098882e-09
1812,2.0804223765935603e-07,0.0
1813,1.5241430162404868e-07,0.0
1814,1.321604372606089e-07,0.0
1815,9.440282155992463e-08,0.0
1816,1.5064425440414198e-07,0.0
1817,9.49692804397273e-08,0.0
1818,1.5020683008515334e-07,0.0
1819,1.35598753558952e-07,6.210630232317271e-09
1820,2.1596996191419748e-07,0.0
1821,2.7217708975513233e-07,9.861488514673056e-09
1822,2.2858404236103524e-07,3.0076847679083585e-09
1823,1.4527549296872166e-07,0.0
1824,1.4905369027928828e-07,0.0
1825,1.893170207267758e-07,8.805443041381977e-10
1826,1.928948591967128e-07,0.0
1827,2.046234612862463e-07,0.0
1828,1.458395928466416e-07,9.172301251858528e-10
1829,2.297611132462407e-07,1.714635211591542e-09
1830,2.0143093593105732e-07,2.0873671680021744e-09
1831,1.8241711075006606e-07,0.0
1832,2.3271547888725763e-07,1.3529969367098715e-09
1833,2.03871863391214e-07,2.3167257001688313e-09
1834,2.3242982649662736e-07,7.467624740797874e-09
1835,1.9512766868956533e-07,5.294161553592858e-09
1836,2.50011908065062e-07,5.376600054063374e-09
1837,1.8299253667919402e-07,2.7831563720326358e-09
1838,2.2597539839352976e-07,0.0
1839,1.9296471975849272e-07,1.3982950353153e-09
1840,2.923686963640648e-07,7.64362617644565e-09
1841,2.1958275908673386e-07,5.1364388298225094e-09
1842,2.6765977167997335e-07,2.683306021822318e-09
1843,2.285974574078864e-07,1.1813822142769936e-09
1844,2.4094782702377415e-07,5.488561272137815e-10
1845,2.237671452576251e-07,1.1160455892778032e-09
1846,1.9963849240411946e-07,2.3418005312692003e-09
1847,2.0170656966911338e-07,5.3932236454556914e-09
1848,1.6331800622992887e-07,8.045221711050488e-10
1849,1.667503539692916e-07,0.0
1850,1.8398179690848337e-07,6.788996032014438e-10
1851,1.8122922540442232e-07,6.449438760824933e-10
1852,2.2396275767277984e-07,6.510545436100301e-10
1853,2.257390292470518e-07,0.0
1854,2.2497226837003836e-07,0.0
1855,1.714140722697266e-07,2.653468555990912e-09
1856,1.982863437888227e-07,1.5531567143511893e-09
1857,1.9477221258057398e-07,4.881509085841174e-10
1858,1.952576695885e-07,3.4255731584664773e-09
1859,2.7752344067266677e-07,5.092173349652285e-10
1860,2.485410846020386e-07,9.154367819341758e-10
1861,2.4287211886075966e-07,0.0
1862,2.1144175832432666e-07,1.8071945051545413e-09
1863,2.1776547498575383e-07,0.0
1864,2.1863959887014062e-07,4.315255264231155e-09
1865,1.9815814766843687e-07,0.0
1866,1.8343361318784446e-07,3.8924903300596725e-09
1867,2.465228305936762e-07,4.85281148598915e-10
1868,1.975949572852187e-07,0.0
1869,1.7092317250444466e-07,1.953407657850903e-09
1870,1.9839808373944834e-07,3.4404292748035914e-09
1871,1.5082071058714064e-07,0.0
1872,2.5096457534345973e-07,1.2094678591978436e-09
1873,2.0232694453170552e-07,2.9930022904522957e-09
1874,1.577296870891587e-07,5.974609140757536e-10
1875,2.111243446734079e-07,2.2886108563824337e-09
1876,2.920225199432025e-07,1.209202959984168e-09
1877,2.2574577940304152e-07,6.184815992682502e-10
1878,1.829843938594422e-07,4.831270938865373e-09
1879,2.3643089264169248e-07,6.10932526790009e-10
1880,1.9638609671801532e-07,0.0
1881,2.0429446578873467e-07,0.0
1882,1.9433724673945107e-07,0.0
1883,1.9273983298262465e-07,0.0
1884,2.2049667336432321e-07,2.6406787867472303e-09
1885,1.7467672819293512e-07,0.0
1886,1.652086751846582e-07,2.5813855497602844e-09
1887,1.9456194877420785e-07,4.570247291724172e-09
1888,1.7119660356001987e-07,0.0
1889,1.8920712818726315e-07,0.0
1890,1.9794246952642425e-07,1.3108772956016423e-09
1891,1.963259705917153e-07,0.0
1892,2.225321935611646e-07,0.0
1893,1.8413665259231493e-07,0.0
1894,1.7518279094019817e-07,0.0
1895,1.7935471419150417e-07,2.4074457982692365e-09
1896,1.993195724026009e-07,8.255840455717589e-09
1897,2.0976169423647661e-07,4.078699600285063e-09
1898,1.4711723395066656e-07,1.13167097914868e-09
1899,1.6638010436054174e-07,0.0
1900,1.9570269671476126e-07,2.07642125715779e-09
1901,1.4307171625205228e-07,5.588738916095792e-10
1902,1.7087788251046732e-07,9.820567692386817e-10
1903,2.1168862929243915e-07,2.1600881083827517e-09
1904,1.913366531880456e-07,2.6873125946735854e-09
1905,2.2139656152830867e-07,4.64468330463319e-09
1906,1.4866692765735934e-07,0.0
1907,2.0879943463114614e-07,0.0
1908,1.920353156492638e-07,0.0
1909,1.9363461944976734e-07,5.500983557560346e-10
1910,1.9399267614517157e-07,4.275320542035388e-09
1911,2.016421802863988e-07,8.51259862599818e-09
1912,1.927485868691292e-07,4.167536982180309e-09
1913,1.7658955187016545e-07,2.6514948014977335e-09
1914,2.0023263402890734e-07,1.3393487430235496e-09
1915,1.6375258837797446e-07,0.0
1916,1.637131816778492e-07,0.0
1917,1.7436614996313438e-07,0.0
1918,1.780388316774406e-07,0.0
1919,2.1362208713071595e-07,9.207848372660976e-10
1920,1.5220186355691112e-07,7.572231730534895e-10
1921,1.7493046300387505e-07,3.7863738810983705e-09
1922,1.7411927899502189e-07,0.0
1923,2.4098201834021893e-07,0.0
1924,1.418078738879558e-07,0.0
1925,1.8696901804560184e-07,1.0998177923937646e-09
1926,2.140058654731547e-07,1.1146138456652466e-09
1927,2.686963114229002e-07,0.0
1928,2.1823738904913625e-07,2.2852082448565625e-09
1929,2.6068551051139366e-07,0.0
1930,1.8171233762132033e-07,3.1510811737689437e-09
1931,2.0757748586675007e-07,2.2810713318222042e-09
1932,2.3891789169283584e-07,0.0
1933,2.1679551309716771e-07,1.0323596200123575e-08
1934,1.7852553924058157e-07,0.0
1935,2.14232287021332e-07,4.787313656606784e-09
1936,1.9520790317528736e-07,0.0
1937,1.863485437070267e-07,3.777335333410292e-09
1938,2.1003647532324976e-07,0.0
1939,1.5599931657561683e-07,0.0
1940,1.3946805665909778e-07,0.0
1941,1.9775067983118788e-07,0.0
1942,1.8812113466992741e-07,9.102635090130207e-09
1943,1.5387146845569077e-07,0.0
1944,1.6708568750800623e-07,0.0
1945,1.7428033061150927e-07,8.714016175304096e-09
1946,2.3526666836914956e-07,4.1763312808029696e-09
1947,2.0265480316083995e-07,0.0
1948,1.8156052306039783e-07,0.0
1949,1.659074371218594e-07,0.0
1950,1.7122931694757426e-07,0.0
1951,1.5992102930795227e-07,0.0
1952,1.1282940448609224e-07,3.1634410646574906e-09
1953,1.508335856215126e-07,0.0
1954,1.641786013806268e-07,1.9545072227344917e-09
1955,1.8395790846170712e-07,9.385607846468247e-10
1956,1.3866615233837365e-07,8.72114158667614e-10
1957,1.3959359534965188e-07,8.835037701437898e-10
1958,1.1829308022015539e-07,0.0
1959,1.805924227937794e-07,0.0
1960,1.882466733604815e-07,3.460416619915918e-09
1961,1.924640145034573e-07,0.0
1962,1.686960473534782e-07,6.341956404476434e-10
1963,1.6294454496801336e-07,0.0
1964,1.6974271943581698e-07,3.041984220075733e-09
1965,1.7401097807123733e-07,5.472043373977442e-10
1966,1.6063316365944047e-07,0.0
1967,1.6664533575294627e-07,0.0
1968,1.774109250618494e-07,8.982831700699023e-10
1969,1.6486580989294453e-07,0.0
1970,2.087821115992483e-07,2.7592350626548523e-09
1971,1.562072782235191e-07,1.0276794970565106e-09
1972,1.549304329273582e-07,2.0520587451500205e-09
1973,1.8028175929885037e-07,0.0
1974,1.4457718577887135e-07,0.0
1975,1.1994107751434058e-07,0.0
1976,1.519798189519861e-07,5.713526873840635e-10
1977,1.1988635151283233e-07,1.1753563677885381e-09
1978,1.2712865782305016e-07,0.0
1979,1.4922531477168377e-07,0.0
1980,1.3416955368938943e-07,0.0
1981,1.4485507904282713e-07,2.5302198114474095e-09
1982,1.4587629948437097e-07,0.0
1983,1.4209460630354442e-07,1.2630632095778083e-09
1984,1.2351888756256812e-07,5.799008495621649e-10
1985,1.2813138994260953e-07,6.015558051686298e-10
1986,1.4806379056153673e-07,0.0
1987,1.3566013024046697e-07,0.0
1988,1.4691556771140313e-07,5.996553809062277e-10
1989,1.273244407684615e-07,1.0976244357863152e-09
1990,1.362162720397464e-07,0.0
1991,1.266076452566267e-07,1.1722930404189924e-09
