year,excellent_ADJ homme_NOUN,excellent_ADJ rhum_NOUN
1920,4.838656213479453e-07,0.0
1921,6.906345388912882e-07,0.0
1922,5.511317913153846e-07,1.4755870969551665e-09
1923,6.624351360784431e-07,1.0615948120573648e-09
1924,6.316895939662004e-07,0.0
1925,6.752881507310349e-07,0.0
1926,6.520490902772735e-07,0.0
1927,6.433102992531303e-07,2.2298449753321847e-09
1928,7.644021504660259e-07,1.1426041224282812e-09
1929,5.870994090884096e-07,2.2280812750352652e-09
1930,5.861010521357457e-07,0.0
1931,5.006951457886544e-07,1.1405356659111021e-09
1932,5.414011257087736e-07,1.0959536611565568e-09
1933,5.712389801182383e-07,1.1470662197865522e-09
1934,5.439637327242508e-07,0.0
1935,4.320550592851191e-07,0.0
1936,4.2194006333318157e-07,0.0
1937,3.500330779671046e-07,1.2591118148108649e-09
1938,3.513573219038335e-07,1.2965214457594243e-09
1939,3.8082185938037583e-07,0.0
1940,3.9811791108235184e-07,0.0
1941,5.047069269181748e-07,0.0
1942,5.340212871907113e-07,0.0
1943,4.848402568313759e-07,0.0
1944,3.952218836644761e-07,3.2131861615880553e-09
1945,4.705568841245622e-07,4.357008087652048e-09
1946,4.2737791527969193e-07,0.0
1947,5.316708220348687e-07,4.7683483828109274e-09
1948,4.240036322045171e-07,2.174377566888097e-09
1949,4.0151562696877363e-07,9.817008317369869e-10
1950,3.6053875795971635e-07,2.1270722960764488e-09
1951,4.1153010066352635e-07,1.0661401761424827e-09
1952,3.753950270635187e-07,0.0
1953,3.059767061941443e-07,0.0
1954,3.7721989243344467e-07,3.9090144454689835e-09
1955,3.566530999421502e-07,2.815682353940474e-09
1956,3.113447677449699e-07,2.616342476002842e-09
1957,3.2777989478205427e-07,8.835037701437898e-10
1958,3.1434525671336644e-07,0.0
1959,2.922031896446242e-07,0.0
1960,2.80293737997539e-07,1.3841666701708277e-09
1961,3.18225704454278e-07,0.0
1962,3.640282875139178e-07,1.2683912808952869e-09
1963,3.3882118444239495e-07,6.466053248388448e-10
1964,3.248839020031369e-07,1.8251904432275978e-09
1965,3.0917046078826615e-07,5.472043373977442e-10
1966,3.899508671523222e-07,1.6617224263271169e-09
1967,3.466025955134455e-07,1.9721342336964653e-09
1968,4.069222858671395e-07,0.0
1969,2.779555865473071e-07,9.083515606356229e-10
1970,3.1179356785315804e-07,1.8394900047624674e-09
1971,3.545494227097379e-07,5.138397485282553e-10
1972,3.4577190310969286e-07,5.130146862875051e-10
1973,2.971616899216656e-07,5.513203782392395e-10
1974,1.6482924669602994e-07,0.0
1975,2.1874968547663798e-07,1.7134440533084216e-09
1976,1.674063350165511e-07,1.142705374768127e-09
1977,2.327205579355507e-07,0.0
1978,2.429701844164356e-07,5.940591352171509e-10
1979,2.7562793469826374e-07,0.0
1980,2.0807651202048305e-07,0.0
1981,2.1886401491144625e-07,2.5302198114474095e-09
1982,1.5580830714512217e-07,6.207502289967692e-10
1983,1.8819641800504883e-07,6.315316047889041e-10
1984,1.9832608399994456e-07,5.799008495621649e-10
1985,1.6362318033813494e-07,1.8046674155058895e-09
1986,1.7863566847964307e-07,5.994485463567401e-10
1987,1.7599152624114822e-07,6.110816852533674e-10
1988,1.5950833143207888e-07,5.996553809062277e-10
1989,1.7616871672565537e-07,3.2928733073589456e-09
1990,1.9451684574178785e-07,1.089730194969718e-09
1991,1.5708727341134932e-07,5.861465202094962e-10
1992,1.5593142421721495e-07,0.0
1993,2.1104379843706056e-07,1.1078414852150331e-09
1994,1.7882001612790077e-07,0.0
1995,1.8327883921642751e-07,1.0844901643380922e-09
1996,1.483989588990653e-07,1.067618438099771e-09
1997,1.438468391068426e-07,1.438468344439059e-09
1998,1.8738747709079462e-07,9.536258449571733e-10
1999,1.9057738787076062e-07,0.0
2000,1.6302536298695713e-07,8.836062992401139e-10
2001,1.918970766734418e-07,4.3812117822561447e-10
2002,1.7349637548846886e-07,0.0
2003,1.725106089089934e-07,1.6667691671301554e-09
2004,1.863226701814824e-07,1.3214374039449694e-09
2005,1.729439880193695e-07,1.3511248786457486e-09
2006,1.733631693756621e-07,2.8825228870488218e-09
2007,1.5378745255034687e-07,1.997239706952314e-09
2008,1.7540650976144434e-07,2.554463751636149e-09
2009,1.9597271316840192e-07,1.907277002999308e-09
2010,1.3746237481626622e-07,1.8895172093635892e-09
2011,1.5028209832124162e-07,2.6767803529281764e-09
2012,2.4476577475951444e-07,3.063827413996023e-09
2013,2.878377030057777e-07,3.6258624991347688e-09
2014,4.13600033333239e-07,2.3819897165822113e-09
2015,5.512622767156472e-07,5.098123256885856e-09
2016,6.298945081084639e-07,3.72841224560716e-09
2017,1.6502410105090348e-07,2.7671724911471074e-09
2018,3.3843027669178127e-07,3.0977600484760615e-09
2019,5.586663358592148e-07,3.826481798085979e-09
