year,ont_VERB empli_VERB,ont_VERB rempli_VERB
1800,3.144164484325529e-09,1.3739999076278764e-06
1801,0.0,1.2739326393784722e-06
1802,0.0,1.1301092399662593e-06
1803,3.900678446910888e-09,1.146799490925332e-06
1804,0.0,1.3990676279718173e-06
1805,2.842877711017877e-09,1.2195945373605355e-06
1806,0.0,1.4091361890677945e-06
1807,0.0,1.2782828662238899e-06
1808,2.2660739951163578e-09,1.4026998087501852e-06
1809,2.259030518203531e-09,1.389303747600934e-06
1810,0.0,1.4555588450093637e-06
1811,0.0,1.01035197985766e-06
1812,2.6672082320544632e-09,1.5336447631852934e-06
1813,0.0,1.1157877679579542e-06
1814,1.5733386149463513e-08,1.2083239653293276e-06
1815,1.0788894222457657e-08,1.3944645615993068e-06
1816,0.0,1.0220633157587145e-06
1817,1.556873407970727e-09,1.5195084870356368e-06
1818,3.5763532135746345e-09,1.2755659781760187e-06
1819,0.0,1.305267460338655e-06
1820,0.0,1.280393348679354e-06
1821,0.0,1.38849759423465e-06
1822,4.010246357211145e-09,1.2321481790422695e-06
1823,0.0,1.1236614909648779e-06
1824,8.421112696055388e-10,1.2345351478870725e-06
1825,2.641632912414593e-09,9.923734296535258e-07
1826,6.1655889282974385e-09,1.0499117024664884e-06
1827,9.217273055917019e-10,1.0848730198631529e-06
1828,0.0,1.027297685141093e-06
1829,8.57317605795771e-10,1.0999384585375083e-06
1830,3.1310507520032616e-09,1.2242408047313802e-06
1831,0.0,1.2270279512449633e-06
1832,2.705993873419743e-09,1.242051212102524e-06
1833,3.4750886612755494e-09,1.1201368579349946e-06
1834,9.334530925997342e-10,1.1966868669333053e-06
1835,5.294161553592858e-09,1.1253874845351675e-06
1836,6.048674894287842e-09,1.0222261153103318e-06
1837,4.87052354003481e-09,1.089605689230666e-06
1838,4.418513555037862e-09,9.47455475852621e-07
1839,9.788065469251706e-09,9.92090349427599e-07
1840,5.732719632334238e-09,1.059279270521074e-06
1841,2.5682194149112547e-09,1.1563407724679564e-06
1842,1.0062397137744483e-08,1.0578934279692476e-06
1843,5.906910960362666e-09,9.982679785025539e-07
1844,4.9397050894128824e-09,9.143943202616356e-07
1845,1.674068439427856e-09,1.0524310027903994e-06
1846,5.269051195355701e-09,9.89996124189929e-07
1847,1.0786447290911383e-09,1.2576997505675536e-06
1848,4.82713291560799e-09,1.0185250403083046e-06
1849,0.0,1.0574821089903708e-06
1850,1.3577992064028876e-09,9.436704431209364e-07
1851,9.0292140431103e-09,9.745101579028415e-07
1852,6.510545436100301e-10,1.203148826789402e-06
1853,9.55509071864924e-09,1.0946550901280716e-06
1854,3.6369652289813814e-09,1.1726614275175962e-06
1855,1.2736649068756378e-08,1.100128088182828e-06
1856,2.0708756931497874e-09,1.0913514643107192e-06
1857,1.4644527368545823e-08,1.043178485815588e-06
1858,3.4255731584664773e-09,1.049204115588509e-06
1859,2.036869339860914e-09,9.395059805683559e-07
1860,5.492620691605055e-09,1.0847926432688837e-06
1861,6.130753071875716e-09,1.0672225698726834e-06
1862,9.035972525772706e-10,1.1439541367508355e-06
1863,5.9935452156878455e-09,1.1697402442223392e-06
1864,1.9178911792039344e-09,9.690145361673785e-07
1865,2.8241067262513297e-09,9.550187769491458e-07
1866,9.731225825149181e-09,9.23493303162104e-07
1867,1.552899675516528e-08,8.982553936220938e-07
1868,5.433861360870651e-09,9.222744665748905e-07
1869,4.395167341186834e-09,9.810989922698354e-07
1870,5.160643912205387e-09,1.0132064289791742e-06
1871,1.0621177271019633e-09,1.1789506970671937e-06
1872,4.23313739617015e-09,9.524559345663874e-07
1873,5.9860045809045914e-09,9.793103572519612e-07
1874,7.766991494406739e-09,8.185214710465516e-07
1875,5.721527251978387e-09,9.835305263550254e-07
1876,1.813804439976252e-09,8.712307248970319e-07
1877,1.2988113695655557e-08,8.51649190281023e-07
1878,8.4547240319921e-09,8.82310871475056e-07
1879,1.0996785704264767e-08,1.0049840284409584e-06
1880,6.417846254436199e-09,8.760360401538492e-07
1881,1.324776466304911e-08,9.482610039412975e-07
1882,5.989846840748214e-09,8.006428515727748e-07
1883,5.0554711528150165e-09,8.575343031225202e-07
1884,1.5844072720483382e-08,9.664884146332042e-07
1885,9.66845359329227e-09,8.069935688581609e-07
1886,4.5174246565693466e-09,8.318514801430865e-07
1887,9.793386546164129e-09,7.534379165008431e-07
1888,1.0779045211961602e-08,8.236458484134346e-07
1889,1.2530273707511697e-08,8.683479677529249e-07
1890,3.2771931834929546e-09,9.025389999806066e-07
1891,4.461953917456185e-09,8.643442583888827e-07
1892,1.6924984080901595e-08,8.123992074615671e-07
1893,1.6011883374744684e-08,8.16606018361199e-07
1894,2.2685540557176864e-08,8.229810077864386e-07
1895,1.3240952112525406e-08,8.432078857367742e-07
1896,1.2973464080801023e-08,8.208664326048165e-07
1897,1.107075575657035e-08,7.429059678543126e-07
1898,2.772593887812036e-08,7.706679525654181e-07
1899,1.492446166651007e-08,7.04766250692046e-07
1900,1.3496738504592543e-08,7.50626270473731e-07
1901,1.7325090695408107e-08,7.220650672934426e-07
1902,2.3078333910575566e-08,6.098572384871659e-07
1903,1.9440793863623185e-08,7.004085773587576e-07
1904,9.674325340824907e-09,7.481478405679809e-07
1905,8.773290538499623e-09,7.090882832017087e-07
1906,1.9547901075611662e-08,7.819160714461759e-07
1907,9.771402353919711e-09,6.639410798925383e-07
1908,1.4734167663732478e-08,7.499691037082812e-07
1909,1.2102163715610459e-08,6.425148626476584e-07
1910,2.3514262537105424e-08,6.322130161606765e-07
1911,2.074945903984826e-08,6.18759486314957e-07
1912,1.40654377034366e-08,7.16816373369511e-07
1913,2.598464909908671e-08,6.34237551366823e-07
1914,2.1429579888376793e-08,6.837375394752598e-07
1915,1.767114277129167e-08,8.328998433171364e-07
1916,2.197492321442951e-08,8.789969569988898e-07
1917,7.676496771580332e-09,8.268684155154915e-07
1918,3.2161853624756986e-08,7.948572147142841e-07
1919,2.9465114792515124e-08,8.563299047636974e-07
1920,1.590168707821249e-08,6.890730901432107e-07
1921,1.741731914250977e-08,5.876452178199543e-07
1922,1.623145884366295e-08,5.872836368325807e-07
1923,1.9108707505210987e-08,6.327105097625463e-07
1924,6.445812328337297e-09,5.788339194623404e-07
1925,2.5295809891190402e-08,5.983008577459259e-07
1926,2.229227646921572e-08,4.948885248268198e-07
1927,2.7873062080630007e-08,5.40737403298408e-07
1928,2.8565102283550914e-08,5.278831167743192e-07
1929,2.33948540540041e-08,5.14686746555526e-07
1930,1.470504518152893e-08,5.472377324622357e-07
1931,2.2810714206400462e-08,6.763376632079598e-07
1932,2.4110979990332737e-08,4.986588919564383e-07
1933,2.064719240024715e-08,4.1753210666684026e-07
1934,1.677421224144382e-08,4.6847978296682413e-07
1935,2.2739740757060645e-08,4.595821110342513e-07
1936,1.4549657478823974e-08,4.849885613111837e-07
1937,1.6368453259474336e-08,4.3061623955509276e-07
1938,1.1668692678767911e-08,3.78584275040339e-07
1939,1.6823456405745674e-08,4.5882151766818424e-07
1940,3.0429394115571995e-08,5.350502192413842e-07
1941,1.7709016475464523e-08,4.89949457005423e-07
1942,6.068423541449874e-09,4.945765113006928e-07
1943,1.7419411690866582e-08,4.5290468619896274e-07
1944,1.2852744646352221e-08,4.466328675789555e-07
1945,1.742803235060819e-08,5.054129132986418e-07
1946,1.5313215584455975e-08,4.900228987025912e-07
1947,1.311295849681926e-08,4.208067423405737e-07
1948,2.717971980814582e-08,4.837989990846836e-07
1949,1.3743811422273211e-08,3.426135890549631e-07
1950,1.3825969702452312e-08,3.6798351743527746e-07
1951,1.5992102864181845e-08,3.582231045129447e-07
1952,9.490323193972472e-09,3.6168677297609975e-07
1953,1.939288907237824e-08,3.1998266081245674e-07
1954,1.563605755983133e-08,3.8601518781433697e-07
1955,1.0324168187025862e-08,3.5946877119386045e-07
1956,1.3081712602058815e-08,3.4710143381744274e-07
1957,2.1204090927540165e-08,3.207118766113126e-07
1958,1.7371711180658167e-08,3.052457770991168e-07
1959,2.0927018340444192e-08,3.790115670199157e-07
1960,2.353083417006019e-08,3.142058346838894e-07
1961,9.72742331128984e-09,3.77979858967592e-07
1962,1.2683913142019776e-08,3.602231117838528e-07
1963,1.2285501505004959e-08,3.66625215519889e-07
1964,1.2776333768727e-08,3.5712895396500244e-07
1965,1.2038495200705768e-08,3.710045461957634e-07
1966,8.862519607077957e-09,5.051635980635183e-07
1967,1.2818872185960117e-08,3.8358010101546824e-07
1968,1.527081394669949e-08,3.8760919096603175e-07
1969,1.544197658631674e-08,5.486443228619464e-07
1970,1.2876429700270364e-08,4.469960686037666e-07
1971,2.0553589163974095e-08,3.41189604569081e-07
1972,1.4364410994005539e-08,4.19645999727436e-07
1973,1.268036875501366e-08,3.3024090839717246e-07
1974,5.06301445213353e-09,4.061662650656217e-07
1975,1.31364044086979e-08,3.278389613114996e-07
1976,1.1998406657109939e-08,3.4852513408623054e-07
1977,1.645498848290572e-08,2.9266374212966184e-07
1978,1.128712323605896e-08,3.3861371662169404e-07
1979,9.948355028654987e-09,3.3005130717356224e-07
1980,1.5349906234973787e-08,3.3883497962960973e-07
1981,5.060439622894819e-09,3.472726746167609e-07
1982,1.0552754226011984e-08,3.420333882786508e-07
1983,8.209910973278056e-09,2.9808290946675697e-07
1984,1.6237223121606803e-08,3.2300476959790103e-07
1985,9.624892882698077e-09,3.1641835107620864e-07
1986,1.019062523255343e-08,3.0931545325074694e-07
1987,1.0388388815840699e-08,2.9820785130141303e-07
1988,1.3192418713003917e-08,2.9443080507007835e-07
1989,1.5366742212030715e-08,3.441052740527084e-07
1990,1.3621627381610324e-08,3.454444765793596e-07
1991,1.1722930182145319e-08,3.405511392884364e-07
1992,8.264915862810085e-09,3.432695336869074e-07
1993,1.3294098266669607e-08,3.2404363992100116e-07
1994,1.4242301560329906e-08,3.8243217659328366e-07
1995,9.218166119318028e-09,3.2860052101568726e-07
1996,1.2277611816102763e-08,3.170826801124349e-07
1997,1.3425704326053278e-08,3.298887349956203e-07
1998,1.5258013519314773e-08,3.34722670913834e-07
1999,8.226361813967742e-09,3.4276507676622714e-07
2000,1.2812291783070862e-08,3.5034989309679077e-07
2001,7.886181485616817e-09,3.3472457516836585e-07
2002,1.4896152755738967e-08,3.4743086985145055e-07
2003,8.750538071922165e-09,3.204363849818037e-07
2004,1.6738207264666016e-08,3.3035934166036895e-07
2005,1.261049931144953e-08,3.2742258326834417e-07
2006,1.1941880373456115e-08,3.3272550581386895e-07
2007,1.3181782249072072e-08,3.1915891440803534e-07
2008,1.3623806971452268e-08,3.3208030458808935e-07
2009,7.629108011997232e-09,3.0373385584425705e-07
2010,1.558851697724961e-08,2.5319531005152385e-07
2011,1.3766299183926023e-08,3.066825513542426e-07
2012,2.1446791703683132e-08,2.4919128804867796e-07
2013,2.1755175438897822e-08,2.6831384047909523e-07
