year,grand_ADJ homme_NOUN,grand_ADJ rhum_NOUN
1800,1.4016684872331098e-05,0.0
1801,1.4425204426515847e-05,0.0
1802,1.6956115359789692e-05,0.0
1803,1.4206270861905068e-05,0.0
1804,1.7960468539968133e-05,0.0
1805,2.114816743414849e-05,0.0
1806,1.7503258277429268e-05,0.0
1807,1.416929535480449e-05,0.0
1808,1.6886782759684138e-05,0.0
1809,1.4765023479412775e-05,0.0
1810,1.6591498933848925e-05,0.0
1811,1.6506593965459615e-05,0.0
1812,1.8667789845494553e-05,0.0
1813,1.8669314158614725e-05,0.0
1814,1.6992056771414354e-05,0.0
1815,1.60862418852048e-05,0.0
1816,1.3170943020668346e-05,0.0
1817,1.69341128639644e-05,0.0
1818,1.558336225571111e-05,0.0
1819,1.7600925275473855e-05,0.0
1820,1.5096537026693113e-05,0.0
1821,1.9160872398060746e-05,0.0
1822,1.7052570910891518e-05,0.0
1823,1.3562999811256304e-05,0.0
1824,1.4733578609593678e-05,0.0
1825,1.5254549907695036e-05,0.0
1826,1.3782733731204644e-05,0.0
1827,1.583896118972916e-05,0.0
1828,1.3558495993493125e-05,0.0
1829,1.6050700651248917e-05,0.0
1830,1.585146674187854e-05,0.0
1831,1.3915151612309273e-05,0.0
1832,1.5039913705550134e-05,0.0
1833,1.2393324141157791e-05,0.0
1834,1.340345261269249e-05,0.0
1835,1.091580452339258e-05,0.0
1836,1.2874268577434123e-05,0.0
1837,1.1114534572698176e-05,0.0
1838,1.0985055268974975e-05,0.0
1839,9.761497494764626e-06,0.0
1840,1.1555889614101034e-05,0.0
1841,1.1641096534731332e-05,0.0
1842,9.264113941753749e-06,0.0
1843,1.0468818800291047e-05,0.0
1844,1.0297638254996855e-05,0.0
1845,1.0580670277704485e-05,0.0
1846,1.0813849257829133e-05,0.0
1847,1.0045418093795888e-05,0.0
1848,8.438632903562393e-06,0.0
1849,8.955918929132167e-06,0.0
1850,9.004924322653096e-06,0.0
1851,9.13498479349073e-06,0.0
1852,9.66685820458224e-06,0.0
1853,1.1187219570274465e-05,0.0
1854,1.112807422032347e-05,0.0
1855,1.2407618669385556e-05,0.0
1856,1.028293354465859e-05,0.0
1857,1.069929203367792e-05,0.0
1858,9.542179213894997e-06,0.0
1859,1.104492366721388e-05,0.0
1860,1.0008470781031065e-05,0.0
1861,9.65452090895269e-06,0.0
1862,1.0181282050325535e-05,0.0
1863,9.869870154943783e-06,0.0
1864,9.447531738260295e-06,0.0
1865,9.347792911285069e-06,0.0
1866,8.786810212768614e-06,0.0
1867,8.437583346676547e-06,0.0
1868,7.879099030105863e-06,4.93987406535723e-10
1869,9.178574146062601e-06,0.0
1870,8.539145710528828e-06,0.0
1871,5.742870598623995e-06,0.0
1872,7.044545327516971e-06,0.0
1873,7.0646824497089256e-06,0.0
1874,6.465721980930539e-06,0.0
1875,7.393929536192445e-06,0.0
1876,7.377951988019049e-06,0.0
1877,8.487422746839002e-06,0.0
1878,8.2759670476662e-06,0.0
1879,8.779711606621277e-06,0.0
1880,9.314861927123275e-06,0.0
1881,6.609239790122956e-06,0.0
1882,7.722243026364595e-06,0.0
1883,7.1806648520578165e-06,0.0
1884,6.9727125264762435e-06,1.3203393933736152e-09
1885,6.208436388988048e-06,0.0
1886,6.195970854605548e-06,0.0
1887,5.860362762177829e-06,0.0
1888,5.887260613235412e-06,0.0
1889,6.167400442791404e-06,0.0
1890,5.50699542145594e-06,0.0
1891,5.668593985319603e-06,0.0
1892,5.397188942879438e-06,0.0
1893,5.505008630279917e-06,0.0
1894,5.361979674489703e-06,0.0
1895,5.650275397783844e-06,0.0
1896,5.520209015230648e-06,0.0
1897,5.291238721838454e-06,0.0
1898,5.5876253099995665e-06,0.0
1899,5.279942797642434e-06,0.0
1900,4.94863115818589e-06,0.0
1901,4.946034096064977e-06,0.0
1902,4.1148177842842415e-06,0.0
1903,4.650669779948657e-06,0.0
1904,4.6232526074163616e-06,0.0
1905,4.627136604540283e-06,0.0
1906,4.621021162165562e-06,0.0
1907,4.322560016589705e-06,0.0
1908,5.323945970303612e-06,0.0
1909,5.675364718626952e-06,0.0
1910,5.509285074367654e-06,0.0
1911,5.180448169994634e-06,0.0
1912,5.794439402961871e-06,0.0
1913,5.361852799978806e-06,0.0
1914,5.575708655669587e-06,0.0
1915,3.805185997407534e-06,0.0
1916,4.299393822293496e-06,0.0
1917,4.544486273516668e-06,0.0
1918,5.076978141005384e-06,0.0
1919,5.0854946493927855e-06,0.0
1920,5.087025328975869e-06,0.0
1921,5.4970573728496674e-06,0.0
1922,5.475165835377993e-06,0.0
1923,5.962977866147412e-06,0.0
1924,5.845062332809903e-06,0.0
1925,6.06989442530903e-06,0.0
1926,6.110313279350521e-06,0.0
1927,7.447682037309278e-06,0.0
1928,5.789574970549438e-06,0.0
1929,6.553901130246231e-06,0.0
1930,5.8715145314636175e-06,0.0
1931,5.475711532199057e-06,0.0
1932,5.559772944252472e-06,0.0
1933,5.45659395356779e-06,0.0
1934,4.884890131506836e-06,0.0
1935,4.8363835958298296e-06,1.196828414151696e-09
1936,4.6243662836786825e-06,0.0
1937,4.518952209764393e-06,0.0
1938,4.632471245713532e-06,0.0
1939,4.13551106248633e-06,0.0
1940,4.209399776300415e-06,0.0
1941,4.202939635433722e-06,0.0
1942,4.6180703066056594e-06,0.0
1943,4.537756467470899e-06,0.0
1944,4.337801328802016e-06,0.0
1945,5.041058557253564e-06,0.0
1946,4.556377461994998e-06,0.0
1947,5.4442616601591e-06,0.0
1948,4.868431460636202e-06,3.2615663503321457e-09
1949,4.12019835493993e-06,1.9634016634739737e-09
1950,4.67530480818823e-06,0.0
1951,4.277354491932783e-06,0.0
1952,4.240065663907444e-06,0.0
1953,3.752523980438127e-06,0.0
1954,4.04973889089888e-06,0.0
1955,4.19536672779941e-06,1.8771215692936494e-09
1956,4.420746790856356e-06,0.0
1957,3.716016863108962e-06,8.835037701437898e-10
1958,3.89622664442868e-06,0.0
1959,3.887775164912455e-06,0.0
1960,3.898505383403972e-06,6.920833350854139e-10
1961,4.431536126503488e-06,0.0
1962,4.537035692919744e-06,6.341956404476434e-10
1963,3.944939180655638e-06,6.466053248388448e-10
1964,4.831279056816129e-06,6.083968329129164e-10
1965,4.763960987475002e-06,0.0
1966,4.185878879070515e-06,1.6617224263271169e-09
1967,5.326241534930887e-06,9.860671168482327e-10
1968,5.737334504374303e-06,4.4914158503495116e-10
1969,3.914541139238281e-06,1.407944960618579e-08
1970,4.420754521561321e-06,5.978342709767048e-09
1971,4.3481118154886644e-06,6.166076982339064e-09
1972,4.229293153912295e-06,0.0
1973,3.7754418826807523e-06,0.0
1974,2.9427365006995387e-06,1.6876715580593782e-09
1975,2.618142616483965e-06,5.711480177694739e-10
1976,2.936181545010186e-06,5.713526873840635e-10
1977,2.6668835744203534e-06,1.1753563677885381e-09
1978,3.1972263059287798e-06,3.5643548113029055e-09
1979,3.3046094358724076e-06,5.851973350345929e-10
1980,3.1285383101931075e-06,5.685150683554241e-10
1981,2.631428515087464e-06,7.590659656386833e-09
1982,2.8175852548883995e-06,4.966001831974154e-09
1983,2.7200067052035592e-06,1.2630632095778083e-09
1984,2.819477913362789e-06,0.0
1985,2.806257725751493e-06,6.015558051686298e-10
1986,3.2921714137046365e-06,0.0
1987,2.7578116714721546e-06,6.110816852533674e-10
1988,2.866352815544815e-06,1.1993107618124554e-09
1989,3.140303533655242e-06,5.488122178931576e-10
1990,2.9874952360842144e-06,0.0
1991,2.5878368887788383e-06,0.0
1992,2.5681849820102798e-06,1.1019888335184191e-09
1993,2.8848191959696123e-06,5.539207426075166e-10
1994,2.7239721021032892e-06,0.0
1995,2.780632712529041e-06,0.0
1996,2.6578361485007918e-06,5.338092190498855e-10
1997,2.618012331367936e-06,0.0
1998,3.064953489229083e-06,9.536258449571733e-10
1999,2.9358973279158818e-06,0.0
2000,2.859791720766225e-06,0.0
2001,2.924896989497938e-06,0.0
2002,3.050206487387186e-06,4.38122149670761e-10
2003,3.066021918129991e-06,0.0
2004,3.1414970180776436e-06,0.0
2005,3.7151430660742335e-06,4.5037495954858286e-10
2006,3.197541445842944e-06,1.6471559671771274e-09
2007,3.107305474259192e-06,0.0
2008,2.966158263006946e-06,4.257439678578834e-10
2009,3.060702738366672e-06,0.0
2010,3.110145371465478e-06,1.8895172093635892e-09
2011,2.7838516416522907e-06,0.0
2012,3.2020400340115884e-06,0.0
2013,3.336351483085309e-06,5.578250084070646e-10
2014,4.627556336345151e-06,3.681256854903836e-09
2015,4.654808435589075e-06,2.659890530054554e-09
2016,4.603139132086653e-06,1.6570720351438695e-09
2017,2.883896740968339e-06,7.54683426862357e-10
2018,3.4431602671247674e-06,7.744400121190154e-10
2019,4.95886524731759e-06,0.0
