year,aurait_VERB ajouté_VERB,aurait_VERB rajouté_VERB
1996,1.2010707450826885e-07,4.804283193493575e-09
1997,1.1507746933148155e-07,9.110299181713799e-09
1998,1.2063367194059538e-07,8.10582001520288e-09
1999,1.2522350800736604e-07,3.656160929565999e-09
2000,1.0161472374647929e-07,9.277866475088103e-09
2001,1.2355016565379628e-07,8.762423675534592e-09
2002,1.0909241865419972e-07,1.0076809608960957e-08
2003,1.2125745740831917e-07,1.1667384391955693e-08
2004,1.259770243677849e-07,7.928623979580607e-09
2005,1.2520423808837222e-07,7.205999352777326e-09
2006,1.2724279940812266e-07,6.1768350434476815e-09
2007,1.2103272695185296e-07,7.190063211481856e-09
2008,1.0601024769130163e-07,8.940623352771127e-09
2009,1.1729753879308191e-07,6.198650481792356e-09
2010,1.180948245860236e-07,8.502827775203059e-09
2011,8.795135642003515e-08,7.265546830836911e-09
2012,9.463822436828195e-08,8.170206733382201e-09
2013,1.0989152343654496e-07,8.08846234434668e-09
2014,1.3880503502150532e-07,8.012147389990787e-09
2015,1.1437528968372135e-07,7.093041265449074e-09
2016,1.0398127159305659e-07,8.699628573083373e-09
2017,1.0540411210513412e-07,9.810884549210641e-09
2018,1.0325867094707064e-07,1.161660012627408e-08
2019,9.336615391930536e-08,1.0714148679369373e-08
