year,aurait_VERB ajouté_VERB,aurait_VERB rajouté_VERB
1800,5.0306631749208464e-08,0.0
1801,1.904946067554647e-08,0.0
1802,2.6854081625060644e-08,0.0
1803,3.90067853572873e-08,0.0
1804,1.3842365831351344e-07,0.0
1805,2.55858996212055e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,5.97860605466849e-08,0.0
1808,7.478044494746428e-08,0.0
1809,8.584316191218022e-08,0.0
1810,8.424456154898508e-08,0.0
1811,8.022645658911642e-08,0.0
1812,1.680341199516988e-07,0.0
1813,1.6391727797326894e-07,0.0
1814,1.4160046646338742e-07,0.0
1815,9.440282155992463e-08,0.0
1816,5.0987285504788815e-08,0.0
1817,1.4323235575375293e-07,0.0
1818,1.0133000927226021e-07,0.0
1819,1.1075623262968293e-07,0.0
1820,1.4477106446975085e-07,0.0
1821,1.1735171057125626e-07,0.0
1822,1.1328945959121484e-07,0.0
1823,7.016707570528524e-08,0.0
1824,7.579001248814166e-08,0.0
1825,1.40887095767539e-07,0.0
1826,1.2595417331340286e-07,0.0
1827,1.4286773364347027e-07,0.0
1828,1.440051278223109e-07,0.0
1829,1.3116959962644614e-07,0.0
1830,1.8160093873120786e-07,0.0
1831,1.262887678876723e-07,0.0
1832,1.5830063659905136e-07,0.0
1833,1.5753734317058843e-07,0.0
1834,1.521528503189984e-07,0.0
1835,2.0874122697023267e-07,0.0
1836,1.6129800428643648e-07,0.0
1837,1.5585675328111392e-07,0.0
1838,1.2750567179864447e-07,0.0
1839,1.0627042001942755e-07,0.0
1840,1.3949617994057917e-07,0.0
1841,1.8748001195945108e-07,0.0
1842,2.21372744135806e-07,0.0
1843,1.4767277889404795e-07,0.0
1844,1.4874001408315962e-07,0.0
1845,1.5010813569915626e-07,0.0
1846,1.293844746896866e-07,0.0
1847,1.7312247280187876e-07,0.0
1848,1.9067175571763073e-07,0.0
1849,1.994300760088663e-07,0.0
1850,1.4460562169915647e-07,0.0
1851,2.076719312071873e-07,0.0
1852,2.089885100531319e-07,0.0
1853,1.4452075447479729e-07,0.0
1854,1.8132868717657402e-07,0.0
1855,1.4647146429069835e-07,0.0
1856,1.5945742859457823e-07,0.0
1857,1.9526036965089588e-07,0.0
1858,1.6295940952204546e-07,0.0
1859,1.675325052019616e-07,0.0
1860,1.5470881464807462e-07,0.0
1861,2.1221836732365773e-07,0.0
1862,1.716834816534174e-07,0.0
1863,1.982864432648057e-07,4.994620828036034e-10
1864,1.5439023570706922e-07,0.0
1865,1.619154517129573e-07,0.0
1866,1.9900356562629895e-07,0.0
1867,1.640250246737196e-07,0.0
1868,1.7190761525398557e-07,0.0
1869,1.9827088237889257e-07,0.0
1870,1.7144806463420537e-07,0.0
1871,2.2304472224732308e-07,0.0
1872,2.08028467341137e-07,0.0
1873,1.496501056408306e-07,0.0
1874,1.559373004056397e-07,0.0
1875,2.4602567805231956e-07,0.0
1876,1.8803106627274246e-07,0.0
1877,1.9605866441452235e-07,0.0
1878,2.536417298415472e-07,0.0
1879,1.6189711971037468e-07,0.0
1880,1.630132970831255e-07,0.0
1881,1.9383571725484217e-07,0.0
1882,1.7037785937645822e-07,0.0
1883,1.9842724441332393e-07,0.0
1884,1.4523733682381135e-07,0.0
1885,1.0441929987337062e-07,0.0
1886,1.5875521341968124e-07,0.0
1887,1.775867559672406e-07,0.0
1888,1.5217474924611452e-07,0.0
1889,1.2718227537789062e-07,0.0
1890,1.3108773089243186e-07,0.0
1891,1.6636714406104147e-07,0.0
1892,1.736377868155614e-07,0.0
1893,1.6011883019473316e-07,0.0
1894,1.2666093596180872e-07,1.8904617871129403e-09
1895,1.7574353705640533e-07,0.0
1896,1.1204355132576893e-07,0.0
1897,1.7130537344201002e-07,0.0
1898,1.8333069817799696e-07,0.0
1899,1.5366667582839e-07,0.0
1900,1.3756290684341366e-07,0.0
1901,1.3636523021887115e-07,0.0
1902,1.5418291354762914e-07,0.0
1903,1.9170782650235196e-07,0.0
1904,1.488771204094519e-07,0.0
1905,1.3211543148372584e-07,0.0
1906,1.4918134638719494e-07,0.0
1907,1.9439947607224894e-07,5.142843373384665e-10
1908,1.5667330899304943e-07,9.822778146428846e-10
1909,1.5182715173978067e-07,0.0
1910,1.827699520617898e-07,5.344150677544235e-10
1911,1.7025197962539096e-07,1.0640748282497725e-09
1912,2.078559049323303e-07,0.0
1913,1.6916537504130247e-07,0.0
1914,1.6340054287411476e-07,0.0
1915,1.1780761610680202e-07,4.712304768617059e-09
1916,9.339342454950383e-08,0.0
1917,1.4585344842998893e-07,0.0
1918,1.6080926457107125e-07,0.0
1919,1.4824635741206293e-07,0.0
1920,1.2645627123220038e-07,1.514446346106979e-09
1921,1.3176580182516773e-07,0.0
1922,1.6674134428740217e-07,0.0
1923,1.1677543199084539e-07,0.0
1924,2.0239851039605128e-07,0.0
1925,1.8696901804560184e-07,0.0
1926,1.4824364313881233e-07,0.0
1927,1.4939961090476572e-07,0.0
1928,1.6796280988273793e-07,0.0
1929,2.09439633636066e-07,0.0
1930,1.4284900373695564e-07,0.0
1931,9.92266038224443e-08,0.0
1932,2.0603928874152189e-07,0.0
1933,1.387950163689311e-07,3.4411986593596566e-09
1934,1.8691264358494664e-07,1.1981580172459871e-09
1935,1.519972130381575e-07,0.0
1936,1.7459589685131505e-07,0.0
1937,1.8760765385650302e-07,0.0
1938,1.8280952929217165e-07,1.2965214457594243e-09
1939,1.2082300315796601e-07,1.5294050470515685e-09
1940,1.2678914629304927e-07,0.0
1941,1.269146139293298e-07,0.0
1942,1.790184995797972e-07,0.0
1943,1.5387146845569077e-07,0.0
1944,1.4459337194239197e-07,0.0
1945,1.8517283706387389e-07,0.0
1946,1.3921103914071864e-07,0.0
1947,1.3828210398969532e-07,2.3841741914054637e-09
1948,1.2937546500779717e-07,0.0
1949,1.8063295215142716e-07,1.9634016634739737e-09
1950,1.3294202005909028e-07,0.0
1951,1.6738400177018775e-07,2.1322803522849654e-09
1952,1.1915628306269355e-07,2.1089607837865287e-09
1953,1.37904990538118e-07,0.0
1954,1.417017756466521e-07,2.9317608341017376e-09
1955,1.2858282616434735e-07,0.0
1956,1.0988638621256541e-07,0.0
1957,1.7139973351731896e-07,1.7670075402875796e-09
1958,1.1581141023953023e-07,0.0
1959,1.759419774316484e-07,7.750747821333448e-10
1960,1.245749956524378e-07,1.3841666701708277e-09
1961,1.6328174012869567e-07,0.0
1962,1.7567219856573502e-07,1.2683912808952869e-09
1963,1.4419298111079115e-07,0.0
1964,1.1742059058406085e-07,1.2167936658258327e-09
1965,1.7182216538458306e-07,0.0
1966,1.4678548154734017e-07,2.769537488234164e-09
1967,1.8045028582491796e-07,1.9721342336964653e-09
1968,1.6169097705187596e-07,2.6948494546985557e-09
1969,1.3489020034285204e-07,3.1792304344691047e-09
1970,1.466993211352019e-07,3.6789800095249348e-09
1971,1.3000145315800182e-07,1.541519245584766e-09
1972,1.2722763642614154e-07,1.5390440033513642e-09
1973,1.3066292581243033e-07,2.7566018356850464e-09
1974,1.333260541969139e-07,0.0
1975,1.1480074846303978e-07,2.2845920710778955e-09
1976,1.4169546602715855e-07,1.7140580066410394e-09
1977,1.1929867582693987e-07,2.3507127355770763e-09
1978,1.0871281830304724e-07,1.7821774056514528e-09
1979,1.1118749654315252e-07,2.3407893401383717e-09
1980,1.3075846538868063e-07,5.6851505725319385e-09
1981,1.3093887218929012e-07,5.060439622894819e-09
1982,1.421518049937731e-07,0.0
1983,1.3451622749016678e-07,1.89459470334441e-09
1984,1.2409877570007666e-07,4.639206796497319e-09
1985,1.13694049730384e-07,3.0077789148208467e-09
1986,9.651121501974558e-08,6.593933843390687e-09
1987,1.2343849675744423e-07,7.944062296871834e-09
1988,1.27726593746047e-07,5.396898483667201e-09
1989,1.2512919056462124e-07,7.134558721588746e-09
1990,1.296778862069914e-07,7.628111475810329e-09
1991,1.0492022539665413e-07,1.7584396161396398e-09
1992,9.311805371226001e-08,2.7549720282848966e-09
1993,1.0856846444085022e-07,5.539207315052863e-09
1994,1.2659823767080525e-07,6.857404422078162e-09
1995,1.2905432811294304e-07,3.795715741716776e-09
