year,voulait_VERB allumer_VERB,voulait_VERB rallumer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,3.900678446910888e-09
1804,0.0,2.4718509905596875e-08
1805,0.0,0.0
1806,0.0,0.0
1807,2.562259560079383e-08,0.0
1808,0.0,4.5321479902327155e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,1.2586708564299443e-08
1815,1.8880564667256294e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,6.227493631882908e-09,0.0
1818,7.152706427149269e-09,0.0
1819,2.070209959015301e-08,0.0
1820,1.542642635854463e-08,0.0
1821,8.875339574387908e-09,0.0
1822,9.023054303725075e-09,0.0
1823,0.0,0.0
1824,8.421112696055388e-10,0.0
1825,8.805443485471187e-09,0.0
1826,1.2331177856594877e-08,0.0
1827,2.7651818612639545e-09,9.217273055917019e-10
1828,1.1923991571904935e-08,0.0
1829,2.1432940755516938e-08,0.0
1830,5.218417697960831e-09,0.0
1831,4.2096257146795324e-08,0.0
1832,6.764984572527055e-09,0.0
1833,6.950177322551099e-09,0.0
1834,9.334530925997342e-10,0.0
1835,0.0,3.025235173481633e-09
1836,6.048674894287842e-09,0.0
1837,4.174734336004349e-09,0.0
1838,1.009945904684173e-08,0.0
1839,8.38977065598101e-09,0.0
1840,1.9746034141121527e-08,3.1848443882154243e-09
1841,5.1364388298225094e-09,6.420548537278137e-10
1842,1.7441490030023488e-08,6.708265054555795e-09
1843,6.497602011990011e-09,0.0
1844,1.097712254427563e-09,5.488561161115513e-09
1845,5.022205318283568e-09,0.0
1846,4.0981511517657054e-09,1.7563503984519002e-09
1847,1.4022381478184798e-08,7.550513103637968e-09
1848,4.02261068899179e-09,8.045221711050488e-10
1849,2.513824481908955e-09,0.0
1850,3.394498016007219e-09,0.0
1851,4.514607354622058e-09,6.449438760824933e-10
1852,1.0416872697760482e-08,6.510545436100301e-10
1853,1.0749477752369785e-08,0.0
1854,9.352196350675968e-09,3.117398783558656e-09
1855,1.5920811335945473e-09,1.5920811335945473e-09
1856,7.248064815001953e-09,0.0
1857,0.0,0.0
1858,5.872411001917044e-09,0.0
1859,5.092173349652285e-09,2.036869339860914e-09
1860,3.661747127736703e-09,0.0
1861,7.073945429425521e-09,0.0
1862,1.1294965851504912e-08,0.0
1863,8.990317823531768e-09,4.994620828036034e-10
1864,2.3973640850272204e-09,0.0
1865,1.4120533631256649e-09,4.706844358715045e-10
1866,1.4596839292835284e-09,1.4596839292835284e-09
1867,1.94112459439566e-09,0.0
1868,7.409810987013543e-09,4.939874287401835e-09
1869,7.813630631403612e-09,4.883519144627257e-10
1870,1.1468097582678638e-09,0.0
1871,1.5931766128574054e-08,0.0
1872,4.23313739617015e-09,1.2094678591978436e-09
1873,0.0,0.0
1874,5.377148060148329e-09,0.0
1875,5.721527251978387e-09,2.2886108563824337e-09
1876,4.232210137899983e-09,3.627608879952504e-09
1877,8.658742167710898e-09,0.0
1878,1.0870359723469392e-08,0.0
1879,1.4662380642960215e-08,0.0
1880,3.2089231272180996e-09,0.0
1881,1.3945015142624584e-09,0.0
1882,5.989846840748214e-09,0.0
1883,6.951272890631799e-09,0.0
1884,1.3203393933736152e-09,0.0
1885,2.5782542767416317e-09,6.445635691854079e-10
1886,2.5813855497602844e-09,1.2906927748801422e-09
1887,3.9173548849191775e-09,6.528924623161458e-10
1888,1.268122939990235e-08,0.0
1889,5.012109394186837e-09,0.0
1890,1.3764211992395303e-08,0.0
1891,5.099376032546843e-09,6.374220040683554e-10
1892,1.3163876211308434e-08,1.8805537127519756e-09
1893,7.390100087434348e-09,0.0
1894,8.822155450616265e-09,0.0
1895,3.0093072478365457e-09,0.0
1896,2.948514543632541e-09,1.179405795248556e-09
1897,2.330685422435863e-09,1.1653427112179315e-09
1898,4.52668391659472e-09,1.13167097914868e-09
1899,4.4220627160029835e-09,0.0
1900,3.633737311048435e-09,0.0
1901,6.147612641171918e-09,1.1177477832191585e-09
1902,2.9461704187383475e-09,0.0
1903,1.5660639007819555e-08,1.6200660812870638e-09
1904,2.6873125946735854e-09,1.6123875568041512e-09
1905,2.0643036169332163e-09,0.0
1906,6.173021205313489e-09,0.0
1907,2.5714217422034835e-09,3.0857059130084963e-09
1908,2.9468334439286537e-09,0.0
1909,8.801573692096554e-09,0.0
1910,2.137660271017694e-09,0.0
1911,2.6601871816467337e-09,5.320374141248863e-10
1912,3.125652625612929e-09,4.688478938419394e-09
1913,5.302989602995467e-09,5.30298971401777e-10
1914,2.0090231700464756e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,5.493730803607377e-09,0.0
1917,3.289927441585405e-09,0.0
1918,1.378365155346728e-08,0.0
1919,4.603924352863942e-09,0.0
1920,6.057785384427916e-09,7.572231730534895e-10
1921,7.572747429129834e-10,0.0
1922,2.2133805899215986e-09,0.0
1923,3.1847844361720945e-09,4.246379248229459e-09
1924,6.445812328337297e-09,0.0
1925,4.399271169575059e-09,0.0
1926,1.114613823460786e-08,1.1146138456652466e-09
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,6.8556245125250825e-09,1.1426041224282812e-09
1929,1.2254447234738564e-08,0.0
1930,4.201441416995522e-09,0.0
1931,0.0,0.0
1932,3.287861094491973e-09,0.0
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,5.98414207075848e-09,0.0
1936,8.487299751891442e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,5.186085783037697e-09,0.0
1939,0.0,0.0
1940,2.5357829169792012e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,5.568441707737293e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,9.817008317369869e-10
1950,3.190608444114673e-09,0.0
1951,1.0661401539380222e-08,0.0
1952,2.1089607837865287e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,1.744228317335228e-09,0.0
1957,2.6505113659425206e-09,0.0
1958,8.272243445794913e-10,0.0
1959,3.100299128533379e-09,0.0
1960,4.844583401109048e-09,0.0
1961,6.25334317660986e-09,0.0
1962,6.341956293454132e-09,0.0
1963,6.466053248388448e-10,0.0
1964,4.258777774879263e-09,0.0
1965,4.377634699181954e-09,0.0
1966,3.3234448526542337e-09,0.0
1967,2.9582012395223956e-09,4.930335584241163e-10
1968,2.6948494546985557e-09,4.4914158503495116e-10
1969,6.8126366770115965e-09,0.0
1970,1.8394900047624674e-09,0.0
1971,5.138397485282553e-10,1.0276794970565106e-09
1972,5.643161493651405e-09,5.130146862875051e-10
1973,6.064523994098181e-09,0.0
1974,2.2502286700643026e-09,0.0
1975,2.2845920710778955e-09,5.711480177694739e-10
1976,4.570821499072508e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,0.0
1978,5.346532105932056e-09,0.0
1979,2.925986564150662e-09,1.1703946700691858e-09
1980,5.685150683554241e-10,0.0
1981,2.5302198114474095e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,3.78918940668882e-09,0.0
1984,2.3196033982486597e-09,0.0
1985,0.0,6.015558051686298e-10
1986,1.7983456945813714e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,1.2221633705067347e-09
1988,3.597932174415064e-09,0.0
1989,2.1952488715726304e-09,0.0
1990,5.44865097484859e-10,0.0
1991,4.68917216167597e-09,1.1722930404189924e-09
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,6.647049133334804e-09,0.0
1994,3.164955852952289e-09,0.0
1995,1.626735190995987e-09,0.0
1996,3.2028553142993132e-09,0.0
1997,2.3974471297094624e-09,0.0
1998,2.86087753487152e-09,4.768129224785866e-10
1999,1.8280804647829996e-09,4.570201161957499e-10
2000,4.4180314962005696e-10,8.836062992401139e-10
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,3.066854992184176e-09,2.1906108038649563e-09
2003,5.000307723435071e-09,0.0
2004,1.3214374039449694e-09,0.0
2005,3.1526248278623825e-09,0.0
2006,2.0589450144825605e-09,0.0
2007,3.595031605740928e-09,7.988958938831558e-10
2008,8.089135583588813e-09,0.0
2009,9.53638501499654e-10,0.0
2010,5.668551850135373e-09,2.8342759250676863e-09
2011,3.823971805871906e-09,0.0
2012,9.19148224198807e-09,2.382976926895708e-09
2013,9.761937924679387e-09,2.789125042035323e-10
2014,6.279790909502481e-09,0.0
2015,1.0639562120218216e-08,4.433150790905671e-10
2016,6.006886099640951e-09,8.285360175719347e-10
2017,6.792150397672003e-09,7.54683426862357e-10
2018,8.002547069452248e-09,2.5814667070633845e-10
2019,9.438654302584837e-09,1.2754939326953263e-09
