year,voulait_VERB égaler_VERB,voulait_VERB régaler_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,4.475680270843441e-09
1803,0.0,1.950339223455444e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,1.9928686256776018e-08
1808,1.3596443970698147e-08,6.798221985349073e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.1337665856435706e-08,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,1.4305412854298538e-08
1819,0.0,0.0
1820,0.0,7.119888678630559e-09
1821,2.070912508145284e-08,5.9168927535324656e-09
1822,0.0,1.1028177482330648e-08
1823,1.9765373782121287e-09,2.9648061783404955e-09
1824,1.6842225392110777e-09,2.5263338088166165e-09
1825,8.805443041381977e-10,5.283265824829186e-09
1826,0.0,8.80798456392995e-09
1827,4.608636583469661e-09,2.7651818612639545e-09
1828,0.0,5.503380862137419e-09
1829,0.0,6.858540846366168e-09
1830,1.6698937344017395e-08,1.0436835840010872e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,1.3529969367098715e-09
1833,8.108539617524002e-09,1.0425265983826648e-08
1834,2.8003592777992026e-09,1.3068342852307069e-08
1835,3.781543966852041e-09,6.806779140333674e-09
1836,6.720750067579218e-10,8.064899859050456e-09
1837,4.174734336004349e-09,1.0436836284100082e-08
1838,4.418513555037862e-09,5.049729523420865e-09
1839,6.9914751765765e-10,4.194885327990505e-09
1840,0.0,7.0066574764382494e-09
1841,1.219904177673925e-08,5.1364388298225094e-09
1842,6.037438549100216e-09,1.1404051036834062e-08
1843,1.063243981747064e-08,5.31621990873532e-09
1844,1.0977122322231025e-08,2.7442805805577564e-09
1845,1.1718478631905782e-08,5.580227835366713e-09
1846,9.952652035849496e-09,1.2879903366069811e-08
1847,5.3932236454556914e-09,7.550513103637968e-09
1848,1.6090443422100975e-09,1.287235473768078e-08
1849,1.3407063903514427e-08,8.379414939696517e-10
1850,2.0366988096043315e-09,2.0366988096043315e-09
1851,7.094382858952031e-09,3.8696632564949596e-09
1852,2.148479971708639e-08,2.6042181744401205e-09
1853,1.7915795513800958e-09,1.7915795513800958e-09
1854,5.195664454227256e-10,4.676098175337984e-09
1855,1.0613874223963649e-09,1.5920811335945473e-09
1856,6.73034605824796e-09,8.28350277259915e-09
1857,8.298565390418844e-09,4.881508974818871e-09
1858,6.8511463169329545e-09,8.31924928945682e-09
1859,9.165912473463322e-09,1.018434669930457e-09
1860,8.696649622663699e-09,9.154367819341758e-10
1861,6.13075279431996e-09,5.659156698811785e-09
1862,9.487771457372673e-09,4.9697850279528666e-09
1863,6.493007020935693e-09,1.4983863039219614e-09
1864,9.589456340108882e-09,3.3563094525845827e-09
1865,5.6482134525026595e-09,2.8241067262513297e-09
1866,1.4596839292835284e-09,2.432806400776144e-09
1867,5.82337378318698e-09,1.455843445796745e-09
1868,4.44588676984381e-09,1.4819622196071691e-09
1869,1.4650557433881772e-09,2.441759683335931e-09
1870,6.307453670473251e-09,2.8670243956696595e-09
1871,8.496941816815706e-09,3.18635318130589e-09
1872,6.047339518033823e-09,5.442605477412599e-09
1873,5.986004469882289e-10,2.9930022904522957e-09
1874,1.7923826867161097e-09,4.182226565063729e-09
1875,3.432916173551348e-09,0.0
1876,1.209202959984168e-09,2.418405919968336e-09
1877,1.2369631985365004e-09,1.8554447978047506e-09
1878,1.268208649207736e-08,2.4156354694326865e-09
1879,6.109325489944695e-09,6.720257683667796e-09
1880,3.2089231272180996e-09,1.2835692508872398e-09
1881,1.3945015142624584e-09,6.2752567586699115e-09
1882,3.3276925659464496e-09,0.0
1883,1.2638677882037541e-09,3.159669414998234e-09
1884,0.0,0.0
1885,5.80107206715752e-09,5.80107206715752e-09
1886,2.5813855497602844e-09,5.162771099520569e-09
1887,6.528924623161458e-10,5.876032105334161e-09
1888,1.268122939990235e-09,6.340614699951175e-10
1889,1.8795409673089125e-09,1.8795409673089125e-09
1890,0.0,1.3108772956016423e-09
1891,0.0,3.824531802365527e-09
1892,6.268512375839919e-10,6.268512375839919e-10
1893,6.774258043407144e-09,3.079208221734575e-09
1894,1.0082462864602348e-08,5.041231432301174e-09
1895,6.018614495673091e-10,4.213029924926559e-09
1896,0.0,5.89702897624278e-10
1897,1.1653427112179315e-09,0.0
1898,1.13167097914868e-09,2.26334195829736e-09
1899,1.1055156790007459e-09,5.527578395003729e-10
1900,1.5573159428683425e-09,1.038210628578895e-09
1901,0.0,0.0
1902,3.928227076954727e-09,1.4730852093691738e-09
1903,0.0,2.7001101354784396e-09
1904,3.7622376325430196e-09,4.299700151477737e-09
1905,4.1286072338664326e-09,1.0321518084666081e-09
1906,2.572092316910357e-09,6.173021205313489e-09
1907,3.599990305858114e-09,5.142843373384665e-10
1908,0.0,6.875944702500192e-09
1909,1.1001967115120692e-09,5.500983557560346e-10
1910,0.0,1.6032452032632705e-09
1911,1.5961122423746588e-09,6.916486494645824e-09
1912,2.6047106693738442e-09,5.209421227725386e-10
1913,5.833288518886093e-09,0.0
1914,6.027069510139427e-09,0.0
1915,1.295883844676382e-08,2.3561523843085297e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,3.289927441585405e-09,7.676496771580332e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,9.207848372660976e-10
1920,3.028892692213958e-09,3.786115865267448e-09
1921,2.2718242842501013e-09,6.815472630705699e-09
1922,7.377935595798135e-09,1.4018077365562931e-08
1923,3.1847844361720945e-09,3.1847844361720945e-09
1924,0.0,0.0
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,4.458455382660986e-09,0.0
1927,3.3447675740205796e-09,0.0
1928,6.8556245125250825e-09,2.2852082448565625e-09
1929,5.570202965543558e-09,5.570202965543558e-09
1930,1.0503603542488804e-09,4.201441416995522e-09
1931,0.0,7.983749661377715e-09
1932,2.1919073223131136e-09,4.383814644626227e-09
1933,0.0,1.1470662197865522e-09
1934,0.0,1.1981580172459871e-09
1935,0.0,2.393656828303392e-09
1936,3.6374143697059935e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,2.9032351633873077e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,1.089252066321933e-08,2.178504043826024e-09
1946,4.1763312808029696e-09,0.0
1947,7.152522574216391e-09,0.0
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,0.0
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,0.0
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,8.795282724349818e-09,0.0
1955,9.385607846468247e-10,0.0
1956,0.0,8.72114158667614e-10
1957,3.534015080575159e-09,0.0
1958,7.445019267748876e-09,8.272243445794913e-10
1959,4.650448914844674e-09,7.750747821333448e-10
1960,2.7683333403416555e-09,0.0
1961,2.779263708063695e-09,0.0
1962,3.805173953708163e-09,2.5367825617905737e-09
1963,5.819448034571906e-09,0.0
1964,4.258777774879263e-09,1.2167936658258327e-09
1965,5.472043373977442e-10,1.0944086747954884e-09
1966,2.769537488234164e-09,5.539074754423723e-10
1967,1.4791006197611978e-09,4.930335695263466e-09
1968,4.491415683816058e-09,2.245707841908029e-09
1969,2.7250546263957176e-09,4.5417578031781147e-10
1970,1.8394900047624674e-09,9.197450023812337e-10
1971,1.0276794970565106e-09,5.138397485282553e-10
1972,1.5390440033513642e-09,5.130146862875051e-10
1973,1.6539611902288698e-09,5.513203782392395e-10
1974,3.937900228123681e-09,0.0
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,5.142174241967723e-09,5.713526873840635e-10
1977,4.11374712072643e-09,1.7630346071939584e-09
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,1.1703946700691858e-09,1.1703946700691858e-09
1980,2.2740602734216964e-09,1.7055452605774235e-09
1981,5.060439622894819e-09,2.5302198114474095e-09
1982,1.8622506869903077e-09,3.1037510339615437e-09
1983,3.78918940668882e-09,0.0
1984,1.739702604197646e-09,0.0
1985,1.2031116103372597e-09,0.0
1986,5.994485352545098e-09,5.994485463567401e-10
1987,3.6664902225425067e-09,1.8332451112712533e-09
1988,1.1993107618124554e-09,0.0
1989,4.390497743145261e-09,0.0
1990,2.179460389939436e-09,3.2691906959314565e-09
1991,2.344586080837985e-09,0.0
1992,2.2039776670368383e-09,2.2039776670368383e-09
1993,5.539207426075166e-10,1.661762283333701e-09
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,3.736664311304594e-09,1.067618438099771e-09
1997,1.438468344439059e-09,4.79489448146353e-10
1998,4.291316191284977e-09,4.291316191284977e-09
1999,0.0,1.3710603763428253e-09
2000,2.2090156370779823e-09,4.4180314962005696e-10
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,4.38122149670761e-10,4.38122149670761e-10
2003,3.7502307925763034e-09,0.0
2004,2.2023955992267474e-09,4.404791253964646e-10
2005,4.503749373441224e-09,4.5037495954858286e-10
2006,2.8825228870488218e-09,1.6471559671771274e-09
2007,1.997239706952314e-09,3.994479469415779e-10
2008,5.108927503272298e-09,2.1287198670449925e-09
2009,1.907277002999308e-09,4.76819250749827e-10
2010,2.3618964561933353e-09,3.3066551718974324e-09
2011,1.529588788962144e-09,1.529588788962144e-09
2012,1.0212758416727752e-09,1.0212758416727752e-09
2013,2.7891249310130206e-09,1.3945624655065103e-09
2014,3.2481677347817595e-09,1.9489005964601347e-09
2015,2.881548111233201e-09,3.32486305154589e-09
2016,3.72841224560716e-09,2.6927420293532123e-09
2017,1.7609279590047322e-09,1.509366853724714e-09
2018,2.581466596041082e-09,1.0325866828253538e-09
2019,2.806086474294034e-09,2.5509878653906526e-09
