year,faut_VERB allumer_VERB,faut_VERB rallumer_VERB
1864,1.726102105692462e-08,3.835782358407869e-09
1865,1.835669216632141e-08,9.41368871743009e-10
1866,1.6056523222118813e-08,2.919367858567057e-09
1867,2.9602150064533816e-08,1.94112459439566e-09
1868,1.0373735648272486e-08,2.4699371437009177e-09
1869,1.4162205630441349e-08,0.0
1870,2.121598008386627e-08,5.734048791339319e-10
1871,2.0180236148803488e-08,1.274541272522356e-08
1872,2.1770421909650395e-08,6.047339295989218e-10
1873,1.2570609442263958e-08,1.7958012854535355e-09
1874,1.6728906260254917e-08,2.3898436563030145e-09
1875,1.3731664694205392e-08,0.0
1876,1.5115036333668286e-08,6.04601479992084e-10
1877,1.855444864418132e-08,0.0
1878,1.7513357875031943e-08,4.22736201599605e-09
1879,1.9549840857280287e-08,1.221865053580018e-09
1880,2.1178893305773272e-08,1.2835692508872398e-09
1881,4.8807553554297556e-09,4.183504653809678e-09
1882,2.7952617998039386e-08,3.3276925659464496e-09
1883,1.8326083761621703e-08,1.2638677882037541e-09
1884,1.9144920315739e-08,1.3203393933736152e-09
1885,2.320428826863008e-08,0.0
1886,2.3877817056927597e-08,0.0
1887,2.2198344495905076e-08,0.0
1888,1.7119660356001987e-08,1.9021844099853524e-09
1889,1.566284169030041e-08,6.265136742733546e-10
1890,1.7696843102044113e-08,1.3108772956016423e-09
1891,1.4023283867459213e-08,0.0
1892,2.3193495124473884e-08,1.2537024751679837e-09
1893,1.1700991287000306e-08,5.542574843531156e-09
1894,1.827446460822557e-08,4.411077725308132e-09
1895,1.625025980445116e-08,6.018614495673091e-10
1896,1.1794058174530164e-08,1.179405795248556e-09
1897,2.680288169187861e-08,1.7480140668268973e-09
1898,1.7540900287826844e-08,3.3950129374460403e-09
1899,1.2713430308508578e-08,3.8693048765026106e-09
1900,1.7130474816440255e-08,4.671947717582725e-09
1901,2.5708198236884527e-08,3.353243460679778e-09
1902,7.365425602756659e-09,4.910283846193408e-10
1903,3.294134387488157e-08,1.0800440541913758e-09
1904,3.9772224624812225e-08,4.837162670412454e-09
1905,1.909480928929952e-08,5.160758931310738e-09
1906,2.36632491379396e-08,3.0865106026567446e-09
1907,2.5199932807140613e-08,4.6285588695127444e-09
1908,2.6030361865991836e-08,4.911389073214423e-10
1909,2.475442606453271e-08,3.300590023513905e-09
1910,2.2445432179551972e-08,1.068830135508847e-09
1911,2.181353409014264e-08,3.7242617878519013e-09
1912,3.542406545875565e-08,3.646594803896619e-09
1913,3.446943352969356e-08,7.42418571064718e-09
1914,1.6741859454327823e-08,2.678697486047099e-09
1915,9.424609537234119e-09,8.246533234057551e-09
1916,3.84561182897869e-08,1.3184954461564757e-08
1917,3.180263163926611e-08,1.0966424435210342e-09
1918,1.4932290071101306e-08,8.040463406189247e-09
1919,5.524709134618888e-09,1.749491218561161e-08
1920,3.48322650722821e-08,2.2716695191604686e-09
1921,1.3630945261411398e-08,2.2718242842501013e-09
1922,2.6560567079059183e-08,2.2133805899215986e-09
1923,3.503262746562541e-08,7.431163684401554e-09
1924,1.804827398643738e-08,1.289162443462999e-09
1925,9.898360353588487e-09,6.598906754362588e-09
1926,1.89484357093761e-08,1.1146138456652466e-09
1927,3.0102906833917586e-08,5.574612327308159e-09
1928,3.085031252680892e-08,1.1426041224282812e-09
1929,3.5649300400564243e-08,2.2280812750352652e-09
1930,1.995684684175103e-08,0.0
1931,1.8248570654577634e-08,4.5621426636444085e-09
1932,1.53433514782364e-08,0.0
1933,1.7205993074753678e-08,0.0
1934,2.156684431042777e-08,2.3963160344919743e-09
1935,2.5133395809007197e-08,1.196828414151696e-09
1936,2.9099314957647948e-08,1.2124714565686645e-09
1937,3.1477796369472344e-08,0.0
1938,2.463390735840676e-08,1.2965214457594243e-09
1939,1.3764645423464117e-08,6.117620188206274e-09
1940,4.057252667166722e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,0.0
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,2.26496545963073e-08,5.960435700558264e-09
1948,2.0656587551570738e-08,1.0871887834440486e-09
1949,1.47255123650325e-08,1.9634016634739737e-09
1950,2.9779013033248702e-08,2.1270722960764488e-09
1951,1.4925962688039363e-08,0.0
1952,2.741649041126948e-08,0.0
1953,1.4005975934594517e-08,1.0773827385790469e-09
1954,2.443134050622575e-08,9.772536113672459e-10
1955,1.595553378308523e-08,1.8771215692936494e-09
1956,1.9186511934776718e-08,8.72114158667614e-10
1957,1.767007518083119e-08,1.7670075402875796e-09
1958,1.9026160202884057e-08,8.272243445794913e-10
1959,1.4726420971555854e-08,7.750747821333448e-10
1960,1.1765417085030094e-08,2.7683333403416555e-09
1961,1.667558180429296e-08,2.779263708063695e-09
1962,3.614915300431676e-08,1.2683912808952869e-09
1963,2.198458126656533e-08,1.939815863494232e-09
1964,2.007709554163739e-08,4.258777774879263e-09
1965,2.7360217202954118e-08,4.377634699181954e-09
1966,2.3818021332999706e-08,1.6617224263271169e-09
1967,3.254021407883556e-08,1.9721342336964653e-09
1968,2.3355362088750553e-08,3.1439910674890825e-09
1969,1.544197658631674e-08,2.7250546263957176e-09
1970,1.4256047897731605e-08,2.7592350626548523e-09
1971,1.490135304038631e-08,4.1107179882260425e-09
1972,2.3598675014113724e-08,1.0260293725750103e-09
1973,1.543697081274331e-08,5.513203782392395e-10
1974,1.9689501584707614e-08,2.2502286700643026e-09
1975,1.4278700888326057e-08,0.0
1976,1.4855169538918744e-08,0.0
1977,1.7630345183761165e-08,5.876781838942691e-10
1978,8.910887139279566e-09,1.7821774056514528e-09
1979,1.8726314721106974e-08,2.925986564150662e-09
1980,1.3075846183596695e-08,2.8425752862659692e-09
1981,2.277197808098208e-08,3.1627747087981106e-09
1982,1.8001756529884005e-08,0.0
1983,1.894594880980094e-08,3.78918940668882e-09
1984,1.797692661398287e-08,1.739702604197646e-09
1985,2.3460676956688076e-08,1.8046674155058895e-09
1986,1.3787316177626963e-08,1.7983456945813714e-09
1987,1.2832715334809564e-08,4.277571630240118e-09
1988,1.9788627625416666e-08,1.798966087207532e-09
1989,1.7013178421620978e-08,0.0
1990,1.689081763345257e-08,2.724325431913144e-09
1991,1.992898113201136e-08,2.9307325455363298e-09
1992,1.652983172562017e-08,4.958949695321735e-09
1993,2.3818591543545153e-08,4.4313659408601325e-09
1994,1.793475057354499e-08,1.5824779264761446e-09
1995,1.7351842629409475e-08,1.0844901643380922e-09
1996,2.3487604750016544e-08,1.067618438099771e-09
1997,1.1987236092636522e-08,4.79489448146353e-10
1998,2.2410207023426665e-08,4.291316191284977e-09
1999,1.5995704316651427e-08,2.7421207526856506e-09
2000,2.3415566374751506e-08,0.0
2001,2.4096664219541708e-08,2.190605918883648e-09
2002,1.8839251936242363e-08,2.1906108038649563e-09
2003,2.375146124222738e-08,2.9168460979889232e-09
2004,1.9821561281219147e-08,4.404791253964646e-10
2005,2.0717248361279417e-08,1.3511248786457486e-09
2006,1.4824403926638752e-08,1.6471559671771274e-09
2007,2.676301313897511e-08,3.994479413904628e-09
2008,2.1287197782271505e-08,1.7029758714315335e-09
2009,2.2887324035991696e-08,3.814554005998616e-09
2010,2.7870378005445673e-08,3.7790344187271785e-09
2011,3.020937811015756e-08,6.500752380844688e-09
2012,2.7574447614142628e-08,3.4042526575461807e-09
2013,2.0360612751346707e-08,3.3469500504423877e-09
2014,3.6162933980676826e-08,4.547434873103384e-09
2015,3.369194701008382e-08,3.546520632724537e-09
2016,3.2934305949083864e-08,4.142679976837371e-09
2017,2.3143623906207722e-08,2.7671724911471074e-09
2018,2.9686866298561654e-08,3.3559066636712487e-09
2019,3.21424451499297e-08,2.806086474294034e-09
