year,faudrait_VERB avoir_VERB,faudrait_VERB ravoir_VERB
1941,3.984528404998855e-07,0.0
1942,4.4602913362723484e-07,0.0
1943,4.5290468619896274e-07,0.0
1944,3.7272960184964177e-07,0.0
1945,4.2045127202072763e-07,0.0
1946,4.4686746036859404e-07,0.0
1947,4.374959701181069e-07,0.0
1948,3.587722972042684e-07,0.0
1949,3.789365337070194e-07,0.0
1950,3.403315531613771e-07,0.0
1951,3.699506407883746e-07,0.0
1952,3.711770943937154e-07,0.0
1953,4.1263757566412096e-07,0.0
1954,3.752653867650224e-07,6.840775057526116e-09
1955,4.054582518620009e-07,0.0
1956,3.723927477494726e-07,0.0
1957,3.825571184279397e-07,0.0
1958,3.7307816569409624e-07,0.0
1959,4.0846441606845474e-07,0.0
1960,3.571149989056721e-07,0.0
1961,3.967398924942245e-07,0.0
1962,3.982748637554323e-07,0.0
1963,3.9184283195936587e-07,0.0
1964,4.161434219440707e-07,1.2167936658258327e-09
1965,4.2955539925060293e-07,0.0
1966,3.738875591352553e-07,0.0
1967,3.9146863173300517e-07,0.0
1968,4.248879292845231e-07,0.0
1969,4.328295233335666e-07,0.0
1970,4.428572140113829e-07,0.0
1971,3.9360125470011553e-07,2.0553589941130213e-09
1972,3.519280653563328e-07,1.5390440033513642e-09
1973,3.704872995058395e-07,1.102640756478479e-09
1974,3.2853338893801265e-07,2.2502286700643026e-09
1975,3.06706482433583e-07,0.0
1976,3.2338562050426845e-07,0.0
1977,3.367395891018532e-07,5.876781838942691e-10
1978,3.190097572769446e-07,5.940591352171509e-10
1979,3.195177384895942e-07,0.0
1980,3.1609437201041146e-07,0.0
1981,3.1564491109747905e-07,1.2651099057237047e-09
1982,3.159618700010469e-07,0.0
1983,3.043982417239022e-07,0.0
1984,2.9690923497582844e-07,0.0
1985,2.875436848626123e-07,1.2031116103372597e-09
1986,3.0751709800824756e-07,0.0
1987,2.6337619374317e-07,0.0
1988,2.584514788850356e-07,0.0
1989,2.925169155787444e-07,0.0
1990,2.5608659370846e-07,0.0
1991,2.672828145477979e-07,0.0
1992,2.413355559838237e-07,0.0
1993,2.819456597080716e-07,5.539207426075166e-10
1994,3.1702307978775934e-07,5.274926606624319e-10
1995,2.65700094814747e-07,0.0
1996,2.562284180385177e-07,5.338092190498855e-10
1997,2.5364991529386316e-07,0.0
1998,2.43174582692518e-07,0.0
1999,2.764971611668443e-07,0.0
2000,2.606638531688077e-07,0.0
2001,2.589296173027833e-07,0.0
2002,2.4491026806572336e-07,0.0
2003,2.2501383512008033e-07,0.0
2004,2.6516843831814185e-07,0.0
2005,2.5356109745189315e-07,0.0
2006,2.3554329686703568e-07,0.0
2007,2.5444833795518207e-07,0.0
2008,2.3756513201078633e-07,0.0
2009,2.3030369789012184e-07,0.0
2010,2.1540496675243048e-07,0.0
2011,2.1223044655016565e-07,0.0
2012,2.4612748461549927e-07,0.0
2013,2.4460626946165576e-07,0.0
2014,3.0900903880137776e-07,4.330890368553497e-10
2015,3.0876896062181913e-07,0.0
2016,3.2457899123983225e-07,0.0
2017,2.0225515129368432e-07,0.0
2018,2.4756266725489695e-07,2.5814667070633845e-10
2019,2.709149100610375e-07,2.55098775436835e-10
