year,pouvait_VERB avoir_VERB,pouvait_VERB ravoir_VERB
1800,2.9712355171795934e-06,0.0
1801,3.1050619782035938e-06,0.0
1802,2.1102832761243917e-06,0.0
1803,2.9957209335407242e-06,0.0
1804,4.0266450014314614e-06,0.0
1805,3.4427248465362936e-06,0.0
1806,2.904722578023211e-06,0.0
1807,5.548715307668317e-06,0.0
1808,3.460294919932494e-06,0.0
1809,4.685229214373976e-06,0.0
1810,4.048419214086607e-06,0.0
1811,4.66316259917221e-06,0.0
1812,4.758299382956466e-06,2.9339290108509886e-08
1813,5.538678578886902e-06,0.0
1814,4.024600002594525e-06,0.0
1815,5.008744210499572e-06,0.0
1816,4.454434474610025e-06,0.0
1817,5.254447842162335e-06,0.0
1818,5.2834657253697515e-06,0.0
1819,5.152752692083595e-06,0.0
1820,5.774229521193774e-06,4.746592452420373e-09
1821,5.971131031401455e-06,0.0
1822,6.692098395433277e-06,1.0025615893027862e-09
1823,6.595705144718522e-06,7.906149512848515e-09
1824,5.689303634426324e-06,3.3684450784221553e-09
1825,5.933988177275751e-06,0.0
1826,6.332059911073884e-06,0.0
1827,7.316671144508291e-06,3.6869092223668076e-09
1828,7.200256277428707e-06,1.8344602503717056e-09
1829,7.925043973955326e-06,0.0
1830,7.575055406050524e-06,0.0
1831,6.1959453887538984e-06,0.0
1832,6.598565960302949e-06,1.3529969367098715e-09
1833,6.369837137754075e-06,0.0
1834,5.8966234064428136e-06,0.0
1835,6.406691682059318e-06,1.5126175867408165e-09
1836,6.221398507477716e-06,6.720750067579218e-10
1837,6.003268481435953e-06,0.0
1838,6.530562586704036e-06,1.2624323808552163e-09
1839,6.4111827668966725e-06,0.0
1840,7.192015345935943e-06,0.0
1841,6.617659437324619e-06,6.420548537278137e-10
1842,6.770651907572756e-06,0.0
1843,6.4527098402322736e-06,1.7720733769266417e-09
1844,6.769042556697968e-06,0.0
1845,6.837453383923275e-06,0.0
1846,6.8731847022718284e-06,2.3418005312692003e-09
1847,6.4907444539130665e-06,1.0786447290911383e-09
1848,6.103909527155338e-06,8.045221711050488e-10
1849,6.794029559387127e-06,0.0
1850,6.444794053095393e-06,2.7155984128057753e-09
1851,6.774490429961588e-06,0.0
1852,6.120563739386853e-06,0.0
1853,6.136159754532855e-06,0.0
1854,5.567674179474125e-06,2.5978321716024766e-09
1855,6.214953828020953e-06,0.0
1856,5.977065029583173e-06,5.177189232874468e-10
1857,6.200980806170264e-06,9.763018171682347e-10
1858,6.600100732612191e-06,0.0
1859,6.323460638668621e-06,1.018434669930457e-09
1860,6.162262707221089e-06,7.323494255473406e-09
1861,6.013796792103676e-06,3.772770984511453e-09
1862,6.132262569735758e-06,0.0
1863,5.945097200310556e-06,0.0
1864,5.821279046358541e-06,3.3563094525845827e-09
1865,6.032762485119747e-06,8.001635798393636e-09
1866,6.12677968092612e-06,5.838735717134114e-09
1867,6.0310740082059056e-06,0.0
1868,5.53809286429896e-06,4.93987406535723e-10
1869,5.757668986916542e-06,4.883519144627257e-10
1870,6.301146186160622e-06,0.0
1871,6.3089792092796415e-06,0.0
1872,6.34607795291231e-06,0.0
1873,5.722021796827903e-06,5.986004469882289e-10
1874,6.090516762924381e-06,0.0
1875,5.964119736745488e-06,5.721527140956084e-10
1876,5.558101292990614e-06,0.0
1877,5.2335913096612785e-06,0.0
1878,5.4194783842831384e-06,6.039088673581716e-10
1879,5.4403540161729325e-06,6.10932526790009e-10
1880,5.566839718085248e-06,0.0
1881,5.225197128311265e-06,4.8807553554297556e-09
1882,5.199852239456959e-06,6.655385131892899e-10
1883,5.035249159845989e-06,0.0
1884,5.045676971349167e-06,0.0
1885,5.0939856919285376e-06,0.0
1886,5.071777195553295e-06,1.936039106809062e-09
1887,4.814428848476382e-06,1.3057849246322917e-09
1888,4.678739514929475e-06,0.0
1889,4.831673322769348e-06,0.0
1890,4.685075509769376e-06,0.0
1891,4.867354618909303e-06,0.0
1892,4.609237294062041e-06,0.0
1893,4.7382854972966015e-06,0.0
1894,4.719222943094792e-06,6.301539290376468e-10
1895,4.610258656612132e-06,0.0
1896,4.50356083092629e-06,0.0
1897,4.192902906652307e-06,4.078699600285063e-09
1898,4.747359980683541e-06,0.0
1899,4.933363925374579e-06,0.0
1900,4.138307758694282e-06,0.0
1901,4.226204509905074e-06,0.0
1902,3.7912302559561795e-06,0.0
1903,4.244573119649431e-06,0.0
1904,4.012695171695668e-06,0.0
1905,4.249368885211879e-06,0.0
1906,4.483156772039365e-06,0.0
1907,4.080846338183619e-06,5.142843484406967e-09
1908,4.102483217138797e-06,1.4734167219643268e-09
1909,4.0415725379716605e-06,0.0
1910,4.20317428506678e-06,5.344150677544235e-10
1911,4.05040100304177e-06,1.0640748282497725e-09
1912,3.94978314943728e-06,3.646594803896619e-09
1913,3.943833235098282e-06,4.242391771214216e-09
1914,3.864690825139405e-06,6.696743715117748e-10
1915,3.842884325422347e-06,0.0
1916,3.7862794215470785e-06,0.0
1917,3.815218860836467e-06,1.0966424435210342e-09
1918,3.714694003065233e-06,8.040463406189247e-09
1919,4.095651092939079e-06,0.0
1920,3.6657174860010855e-06,3.028892692213958e-09
1921,3.80379105990869e-06,0.0
1922,3.647651283245068e-06,0.0
1923,3.7230129237286747e-06,0.0
1924,3.732125378519413e-06,1.289162443462999e-09
1925,3.6052026644028956e-06,1.0998177923937646e-09
1926,3.7116640214662766e-06,0.0
1927,4.207717665849486e-06,0.0
1928,3.6769001781067345e-06,0.0
1929,4.2266701711923815e-06,8.912325100141061e-09
1930,3.569124373825616e-06,0.0
1931,3.632606194514665e-06,1.1405356659111021e-09
1932,3.665965095933643e-06,0.0
1933,3.822024609689834e-06,0.0
1934,3.4710637919488363e-06,2.3963160344919743e-09
1935,3.294868520242744e-06,0.0
1936,3.3549085856066085e-06,0.0
1937,3.4965535178344e-06,0.0
1938,3.4202234928670805e-06,0.0
1939,3.5268080864625517e-06,1.5294050470515685e-09
1940,3.2483378618053393e-06,0.0
1941,3.45620946973213e-06,0.0
1942,3.1586143904860364e-06,0.0
1943,3.550656629158766e-06,0.0
1944,3.6951641959603876e-06,0.0
1945,3.7622764921252383e-06,0.0
1946,3.5986054172099102e-06,0.0
1947,3.670436171887559e-06,0.0
1948,3.273525408076239e-06,1.0871887834440486e-09
1949,3.0835224151815055e-06,0.0
1950,3.214006255802815e-06,0.0
1951,3.505468839648529e-06,0.0
1952,3.391209020264796e-06,1.0544803918932644e-09
1953,3.484255785224377e-06,0.0
1954,3.609974783103098e-06,0.0
1955,3.5139714782417286e-06,0.0
1956,3.3794424325606087e-06,0.0
1957,3.2875175293156644e-06,0.0
1958,3.339504701216356e-06,0.0
1959,3.2421378364233533e-06,0.0
1960,3.339994236739585e-06,0.0
1961,3.189899871358648e-06,0.0
1962,3.429095841056551e-06,0.0
1963,3.3144988265121356e-06,1.2932106496776896e-09
1964,3.2756086056906497e-06,1.2167936658258327e-09
1965,3.1830875286686933e-06,5.472043373977442e-10
1966,3.3029502901626984e-06,1.1078149508847446e-09
1967,3.2786731480882736e-06,0.0
1968,3.3685619200696237e-06,0.0
1969,3.1951265100360615e-06,4.5417578031781147e-10
