year,pouvait_VERB avoir_VERB,pouvait_VERB ravoir_VERB
1970,2.9560603707068367e-06,4.5987250119061684e-10
1971,2.893431656048051e-06,1.0276794970565106e-09
1972,2.9554776119766757e-06,0.0
1973,2.973270738948486e-06,0.0
1974,2.748091674220632e-06,0.0
1975,2.774065933408565e-06,2.8557400888473694e-09
1976,2.7436356049292954e-06,0.0
1977,2.7144856176164467e-06,0.0
1978,2.94950359602808e-06,0.0
1979,2.975143161165761e-06,0.0
1980,2.7845867407449987e-06,5.685150683554241e-10
1981,2.7680605398927582e-06,1.2651099057237047e-09
1982,2.8175852548883995e-06,6.207502289967692e-10
1983,2.725058948271908e-06,0.0
1984,2.615932771732332e-06,0.0
1985,2.697977834031917e-06,0.0
1986,2.780242311928305e-06,0.0
1987,2.7095361474493984e-06,0.0
1988,2.8333715818007477e-06,0.0
1989,2.8088209091947647e-06,5.488122178931576e-10
1990,2.726505044847727e-06,1.089730194969718e-09
1991,2.550909584897454e-06,0.0
1992,2.774807853711536e-06,1.1019888335184191e-09
1993,2.9030986752331955e-06,0.0
1994,2.699707465581014e-06,0.0
1995,2.7204434900340857e-06,5.422450821690461e-10
1996,2.8094380013499176e-06,0.0
1997,2.693771648409893e-06,9.58978896292706e-10
1998,2.747396138147451e-06,0.0
1999,2.678594910321408e-06,4.570201161957499e-10
2000,2.605313284220756e-06,0.0
2001,2.7873270482814405e-06,0.0
2002,2.6480101951165125e-06,4.38122149670761e-10
2003,2.7468356620374834e-06,0.0
2004,2.7525541099748807e-06,0.0
2005,2.829255436154199e-06,0.0
2006,2.7544565455173142e-06,0.0
2007,2.8644412850553636e-06,0.0
2008,2.944019570350065e-06,0.0
2009,3.1827685234020464e-06,0.0
2010,3.2887046472751535e-06,4.723793023408973e-10
2011,3.4128950119338697e-06,0.0
2012,3.949613983422751e-06,6.808505426114664e-10
2013,4.434429683897179e-06,0.0
2014,4.7505536713288166e-06,0.0
2015,4.606265520123998e-06,8.866301581811342e-10
2016,4.803230240213452e-06,1.4499380585064614e-09
2017,3.887122602463933e-06,2.515611330355938e-10
2018,4.469551640795544e-06,7.744400121190154e-10
2019,4.6017266868148e-06,2.55098775436835e-10
