year,profond_ADJ enseignement_NOUN
1916,6.592477008737774e-09
1917,7.676496771580332e-09
1918,5.743188147278033e-09
1919,1.0128633154415922e-08
1920,7.572231730534895e-09
1921,1.3630945261411398e-08
1922,1.1066902949607993e-08
1923,8.492758496458919e-09
1924,1.2891624656674594e-08
1925,1.8696901804560184e-08
1926,3.343841648018042e-09
1927,8.919379901328739e-09
1928,9.14083297942625e-09
1929,7.798284684668033e-09
1930,5.2518016602221e-09
1931,1.710803587684495e-08
1932,7.6716757391182e-09
1933,1.261772819560747e-08
1934,7.188948103475923e-09
1935,1.0771455727365264e-08
1936,1.8187071404440758e-08
1937,7.554670666820584e-09
1938,7.779128452511941e-09
1939,1.070583532936098e-08
1940,0.0
1941,0.0
1942,3.034211770724937e-09
1943,8.709705845433291e-09
1944,0.0
1945,0.0
1946,1.1136883415474585e-08
1947,2.3841741914054637e-09
1948,1.3046265401328583e-08
1949,1.47255123650325e-08
1950,1.1698897850465073e-08
1951,6.396841278899501e-09
1952,3.1634410646574906e-09
1953,8.619061908632375e-09
1954,9.772536557761669e-09
1955,2.815682353940474e-09
1956,3.488456634670456e-09
1957,6.184526224473075e-09
1958,3.3088973783179654e-09
1959,3.8753737996444215e-09
1960,5.536666680683311e-09
1961,6.25334317660986e-09
1962,1.2683912808952869e-09
1963,1.1638895847099207e-08
1964,9.125952438182594e-09
1965,3.830430195250756e-09
1966,2.7695373772118614e-09
1967,8.381570104631919e-09
1968,6.2879821072225894e-09
1969,1.8167030935156703e-09
1970,2.7592350626548523e-09
1971,7.707596116901527e-09
1972,3.5911027485013847e-09
1973,2.7566018356850464e-09
1974,5.625571675160757e-10
1975,7.996072248772634e-09
1976,1.7140580621521906e-09
1977,1.7630346071939584e-09
1978,2.3762365408686037e-09
1979,4.681578680276743e-09
1980,5.116635559687666e-09
1981,3.795329828193417e-09
1982,5.586751949948621e-09
1983,4.4207211225000265e-09
1984,3.479405208395292e-09
1985,3.609334831011779e-09
1986,2.3977941854269602e-09
1987,6.110816741511371e-09
1988,2.99827696004229e-09
1989,5.488122178931576e-10
1990,0.0
1991,4.10302547493302e-09
1992,1.65298330578878e-09
1993,6.09312805766038e-09
1994,4.747434001473039e-09
1995,2.1689803286761844e-09
1996,1.067618438099771e-09
1997,1.438468344439059e-09
1998,1.43043876743576e-09
1999,1.3710603763428253e-09
2000,4.418031274155965e-09
2001,2.190605918883648e-09
2002,2.6287329535357173e-09
2003,4.166922806803086e-09
2004,4.404791198453495e-09
2005,8.557123898356167e-09
2006,2.8825228870488218e-09
2007,2.3966877371606188e-09
2008,3.405951742863067e-09
2009,3.814554005998616e-09
2010,4.723793023408973e-10
2011,3.059177577924288e-09
2012,4.085103366691101e-09
2013,4.183687674075287e-09
2014,3.0316233134985993e-09
2015,3.9898357534484674e-09
2016,8.699627823682832e-09
2017,3.018733624182701e-09
2018,6.45366671214731e-09
2019,4.336679348959649e-09
