year,eût_VERB empli_VERB,eût_VERB rempli_VERB
1800,0.0,1.3834323908668011e-07
1801,0.0,1.2858386355674156e-07
1802,0.0,1.1860552717735118e-07
1803,0.0,9.361627917314763e-08
1804,0.0,1.2606439270257397e-07
1805,0.0,1.3645812657614442e-07
1806,0.0,8.06867319624871e-08
1807,0.0,1.5658253005312872e-07
1808,4.5321479902327155e-09,6.798222074166915e-08
1809,0.0,1.7394535234416253e-07
1810,0.0,1.193464669313471e-07
1811,0.0,1.855236746450828e-07
1812,0.0,1.600324992523383e-07
1813,2.8757416448144113e-09,1.2078115219082974e-07
1814,0.0,1.4789382873914292e-07
1815,0.0,1.6722786710943183e-07
1816,0.0,6.489290882427667e-08
1817,0.0,1.120948880384276e-07
1818,0.0,1.8239401811115385e-07
1819,0.0,1.614763789348217e-07
1820,0.0,1.483310114736014e-07
1821,0.0,1.015733275266939e-07
1822,3.0076847679083585e-09,1.73443154949382e-07
1823,0.0,1.680056840314137e-07
1824,8.421112696055388e-10,2.0631726727060595e-07
1825,0.0,1.1975402003372437e-07
1826,0.0,1.0217262058631604e-07
1827,3.6869092223668076e-09,1.576153749738296e-07
1828,5.503380862137419e-09,1.430879024155729e-07
1829,2.571952872898464e-09,9.259029809527419e-08
1830,6.262101504006523e-09,1.49246758951449e-07
1831,0.0,1.0134284167406804e-07
1832,0.0,1.2988770947686135e-07
1833,0.0,1.760711541010096e-07
1834,1.8669061851994684e-09,9.147840529522e-08
1835,0.0,1.0361430469174593e-07
1836,1.3441500135158435e-09,7.796069922960669e-08
1837,6.957890930081589e-10,1.0228099966980153e-07
1838,0.0,7.132742751991827e-08
1839,6.9914751765765e-10,7.061390050466798e-08
1840,1.2739377330817092e-09,1.1338045879938363e-07
1841,0.0,1.0529699778771828e-07
1842,6.708265054555795e-10,1.2141960326061962e-07
1843,0.0,7.619915010081968e-08
1844,5.488561272137815e-10,9.769639319756607e-08
1845,5.580227946389016e-10,1.0881444723054301e-07
1846,0.0,9.133022160767723e-08
1847,0.0,8.737022483273904e-08
1848,3.218088684420195e-09,7.803865287314693e-08
1849,0.0,9.133562173246901e-08
1850,0.0,7.943125268639051e-08
1851,1.9348316282474798e-09,1.0706068565013993e-07
1852,0.0,8.398603768000612e-08
1853,5.971931837933653e-10,1.1167512781184996e-07
1854,0.0,6.962190468584595e-08
1855,0.0,6.739810487488285e-08
1856,5.177189232874468e-10,7.714012184578678e-08
1857,0.0,9.030792114117503e-08
1858,0.0,7.09583005686909e-08
1859,1.5276520048956854e-09,7.179964711667708e-08
1860,0.0,7.415037828195636e-08
1861,0.0,7.309743921268819e-08
1862,0.0,8.13237548413781e-08
1863,2.4973103585068657e-09,9.739510886674907e-08
1864,0.0,7.575670224468922e-08
1865,0.0,5.883555331820389e-08
1866,0.0,6.3252969084715e-08
1867,9.7056229719783e-10,6.551295683721037e-08
1868,9.87974813071446e-10,7.558007553143398e-08
1869,9.767038289254515e-10,6.934597251984087e-08
1870,1.7202146374017957e-09,7.912987598501786e-08
1871,3.18635318130589e-09,5.416800519242315e-08
1872,1.2094678591978436e-09,6.47065334646868e-08
1873,0.0,6.883905001586754e-08
1874,1.1949218281515073e-09,8.902167536462002e-08
1875,5.721527140956084e-10,7.83849216645649e-08
1876,0.0,6.046014533467314e-08
1877,6.184815992682502e-10,5.00970109840182e-08
1878,0.0,4.227361927178208e-08
1879,2.443730107160036e-09,6.292604837199178e-08
1880,0.0,5.647704881539539e-08
1881,2.091752326904839e-09,6.135806529528054e-08
1882,6.655385131892899e-10,4.3925542314582344e-08
1883,6.319338941018771e-10,3.4124429504345244e-08
1884,1.9805090900604227e-09,6.205595326491675e-08
1885,1.2891271383708158e-09,5.9299846810745294e-08
1886,2.5813855497602844e-09,3.033127882190456e-08
1887,6.528924512139156e-09,4.7661149693567495e-08
1888,6.340614699951175e-10,5.199304098368884e-08
1889,6.265136742733546e-10,7.079604813498008e-08
1890,0.0,3.6704562944578356e-08
1891,0.0,4.079500826037474e-08
1892,0.0,6.769993632360638e-08
1893,0.0,4.618812354806323e-08
1894,0.0,4.0960006941759275e-08
1895,2.4074457982692365e-09,4.032471778714353e-08
1896,0.0,3.125425251937486e-08
1897,5.826713556089658e-10,3.379494017963225e-08
1898,2.26334195829736e-09,5.8846890027552945e-08
1899,6.080336234504102e-09,2.984892333302014e-08
1900,3.633737311048435e-09,5.969710770159509e-08
1901,1.1177477832191585e-09,3.63268028991115e-08
1902,2.9461704187383475e-09,5.5977235291493344e-08
1903,1.6200660812870638e-09,5.6702312178913417e-08
1904,0.0,2.8485512615361586e-08
1905,5.160759042333041e-10,3.302885787093146e-08
1906,1.0288369045596824e-09,4.423998589686562e-08
1907,0.0,4.0628464148539933e-08
1908,0.0,3.8799974788616964e-08
1909,0.0,3.850688656825696e-08
1910,2.137660271017694e-09,4.916618578931775e-08
1911,0.0,2.2345570727111408e-08
1912,6.772247651554153e-09,4.063348413296808e-08
1913,1.060597942803554e-09,4.348451554392341e-08
1914,2.678697486047099e-09,4.3528835647066444e-08
1915,3.534228465440492e-09,3.7698438148936475e-08
1916,2.197492410260793e-09,4.504859418830165e-08
1917,6.57985488317081e-09,3.5092558192673096e-08
1918,9.189101035644853e-09,5.054005569604669e-08
1919,4.603924352863942e-09,1.4732557396257562e-08
1920,2.2716695191604686e-09,1.665890891899835e-08
1921,1.5145494858259667e-09,3.483463828501954e-08
1922,5.164555005876537e-09,5.016996240669869e-08
1923,2.1231896241147297e-09,2.866305948145964e-08
1924,1.289162443462999e-09,1.933743654092268e-08
1925,0.0,4.9491799103407175e-08
1926,4.458455382660986e-09,3.78968714187522e-08
1927,0.0,3.7907366134959375e-08
1928,0.0,3.1992914983902665e-08
1929,2.2280812750352652e-09,2.8965056131369238e-08
1930,1.0503603542488804e-09,3.466189113510154e-08
1931,4.5621426636444085e-09,1.4826963656844327e-08
1932,0.0,2.7398842306070037e-08
1933,4.588264879146209e-09,2.523545639121494e-08
1934,0.0,1.7972370258689807e-08
1935,2.393656828303392e-09,3.7101681726881e-08
1936,0.0,2.3036957230715416e-08
1937,1.2591118148108649e-09,2.392312481447334e-08
1938,0.0,2.7226949583791793e-08
1939,3.058810094103137e-09,1.8352860564618823e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,2.4273694165799498e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,9.639558484764166e-09,2.5705489292704442e-08
1945,6.535512131478072e-09,2.178504132643866e-08
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,2.3841741914054637e-09,1.7881307101674793e-08
1948,2.174377566888097e-09,3.587722829934137e-08
1949,9.817008317369869e-10,2.6505922789965553e-08
1950,1.0635361480382244e-09,2.1270722072586068e-08
1951,1.0661401761424827e-09,4.051332780363737e-08
1952,3.1634410646574906e-09,2.003512733494972e-08
1953,5.386913581872932e-09,1.4005975934594517e-08
1954,0.0,1.07497895029951e-08
1955,1.8771215692936494e-09,1.6894095011821264e-08
1956,0.0,1.9186511934776718e-08
1957,3.534015080575159e-09,1.5903067307476704e-08
1958,0.0,2.8952852559882558e-08
1959,4.650448914844674e-09,1.6276571201956358e-08
1960,4.152500121534786e-09,1.6610000486139143e-08
1961,4.86371165564492e-09,1.598076693198891e-08
1962,0.0,1.7123282347597524e-08
1963,1.939815863494232e-09,6.466053470433053e-09
1964,0.0,2.6161064425878067e-08
1965,1.0944086747954884e-09,2.9001830270658502e-08
1966,1.6617224263271169e-09,2.215629990587331e-08
1967,1.9721342336964653e-09,2.3665609916179164e-08
1968,6.287982134978165e-09,2.7397636159776084e-08
1969,0.0,1.589615195030092e-08
1970,1.8394900047624674e-09,1.9314645882673176e-08
1971,0.0,1.3873672877195986e-08
1972,0.0,2.1546616935097518e-08
1973,0.0,1.4334330167287135e-08
1974,5.625571675160757e-10,1.2938814464291681e-08
1975,5.711480177694739e-10,1.5420996035686585e-08
1976,2.285410749536254e-09,1.7140580510499603e-08
1977,2.3507127355770763e-09,6.464460078348111e-09
1978,3.5643548113029055e-09,1.3663360221016774e-08
1979,0.0,1.287434159280565e-08
1980,1.7055452605774235e-09,1.4212877097463661e-08
1981,1.8976649140967083e-09,1.5813874654213578e-08
1982,0.0,1.6760255405756652e-08
1983,6.315316047889041e-10,1.326216381158929e-08
1984,1.1598016991243298e-09,1.0438215625185876e-08
1985,2.4062232206745193e-09,1.0828004270990732e-08
1986,0.0,1.1389522214244607e-08
1987,6.110816852533674e-10,7.944062296871834e-09
1988,0.0,5.99655392008458e-09
1989,0.0,8.232182935330457e-09
1990,1.089730194969718e-09,9.262707045820662e-09
1991,2.344586080837985e-09,9.96449056600568e-09
1992,5.509944167592096e-10,6.61193322315512e-09
