year,fallait_VERB établir_VERB,fallait_VERB etablir_VERB,fallait_VERB rétablir_VERB
1874,8.66318359271645e-08,0.0,5.855116924635695e-08
1875,1.4475463672170008e-07,5.721527140956084e-10,2.5174719198162165e-08
1876,1.4026754513452033e-07,0.0,3.204387866162506e-08
1877,1.3049961467004323e-07,0.0,4.2675228684174726e-08
1878,1.2440523278201e-07,0.0,3.8650167510922984e-08
1879,1.2279743089038675e-07,0.0,5.1318330918093125e-08
1880,1.200137234036447e-07,0.0,2.9522093214495726e-08
1881,1.1992713666586496e-07,0.0,2.091752193678076e-08
1882,1.6172586470020178e-07,0.0,4.791877472598571e-08
1883,1.5040026823953667e-07,0.0,3.033282780506852e-08
1884,1.4391699210136721e-07,0.0,3.498899303622238e-08
1885,1.23756208836312e-07,0.0,1.740321664556177e-08
1886,1.3616808303140715e-07,0.0,2.968593371122097e-08
1887,1.2927270631735155e-07,0.0,3.721487118468758e-08
1888,1.4266383630001656e-07,0.0,3.9311810695608074e-08
1889,1.6665264013226988e-07,0.0,3.132568338060082e-08
1890,1.2584422393047134e-07,0.0,1.9663159989136147e-08
1891,1.4533222270074475e-07,0.0,2.039750413018737e-08
1892,1.1596748095143994e-07,0.0,3.2596265242545996e-08
1893,1.4041189899671735e-07,6.158416554491453e-10,2.586534897375259e-08
1894,1.4556555072431365e-07,1.2603078580752936e-09,4.4110773700367645e-08
1895,1.209741498087169e-07,0.0,4.5741469278937075e-08
1896,1.2088909784324642e-07,0.0,3.715128116255073e-08
1897,1.1070756045228336e-07,0.0,1.9228155068162778e-08
1898,1.3466885206980805e-07,0.0,3.168678830434146e-08
1899,1.1055156790007459e-07,5.527578395003729e-10,2.266307141951529e-08
1900,1.0901211311420411e-07,0.0,2.491705508589348e-08
1901,1.212756330914999e-07,0.0,3.017919070202879e-08
1902,1.0508007619591808e-07,0.0,2.7006560543441083e-08
1903,1.1556471690710168e-07,0.0,2.754112315983548e-08
1904,1.0588011889467452e-07,0.0,2.956043942958786e-08
1905,1.3417972866136552e-07,0.0,4.335037573355294e-08
1906,1.126576378851496e-07,5.144184522798412e-10,3.4980455865252225e-08
1907,1.1005684541487426e-07,0.0,3.599990350267035e-08
1908,1.2966067686193128e-07,4.911389073214423e-10,1.964555629285769e-08
1909,1.1222006435218645e-07,1.1001967115120692e-09,4.1807474815414025e-08
1910,1.2291546624965122e-07,0.0,1.2291546447329438e-08
1911,1.1704823066338577e-07,5.320374141248863e-10,1.5429085564733214e-08
1912,1.0991878696131607e-07,0.0,2.7088990606216612e-08
1913,1.2408996497015323e-07,5.30298971401777e-10,1.9090762748419365e-08
1914,1.118356180995761e-07,0.0,2.209925398233281e-08
1915,1.2723222653221455e-07,0.0,1.295883844676382e-08
1916,1.5052823698624707e-07,0.0,4.614734194774428e-08
1917,1.0966424213165737e-07,0.0,4.8252267959014716e-08
1918,1.5162017064085376e-07,0.0,3.2161853624756986e-08
1919,1.279890966543462e-07,0.0,3.498982437122322e-08
1920,1.3024238398884336e-07,0.0,2.6502810612782923e-08
1921,1.340376343250682e-07,7.572747429129834e-10,4.770830841493989e-08
1922,1.2394932014103688e-07,0.0,2.6560567079059183e-08
1923,1.1465223792583856e-07,1.0615948120573648e-09,2.9724654737606215e-08
1924,1.250487571269332e-07,0.0,3.738571052736006e-08
1925,1.0888196300129493e-07,0.0,3.189471442510694e-08
1926,1.0254447602164873e-07,0.0,2.7865345586519652e-08
1927,8.250426475342465e-08,0.0,1.8953683067479687e-08
1928,9.255093402771308e-08,0.0,1.5996457491951332e-08
1929,1.2811467797746445e-07,0.0,4.67897081080082e-08
1930,8.507918636269096e-08,2.100720708497761e-09,4.621585603103995e-08
1931,8.439963750106472e-08,1.1405356659111021e-09,2.8513390759599133e-08
1932,1.2603467780536448e-07,0.0,4.4934100884574946e-08
1933,9.405943046658649e-08,0.0,4.588265056781893e-08
1934,1.0064527344866292e-07,0.0,3.354842448288764e-08
1935,9.694310421082264e-08,0.0,2.154291145473053e-08
1936,1.066974846253288e-07,0.0,4.00115567344983e-08
1937,9.821071955684602e-08,0.0,4.0291578073947676e-08
1938,1.2965215034910216e-07,1.2965214457594243e-09,4.408173026604345e-08
1939,1.0552894735837981e-07,1.5294050470515685e-09,2.9058696782158222e-08
1940,9.63597486247636e-08,0.0,2.5357829613881222e-08
1941,7.969057236323351e-08,0.0,2.066051862925633e-08
1942,1.1226583751522412e-07,0.0,3.3376331032286544e-08
1943,7.258088174921795e-08,0.0,2.0322646676618206e-08
1944,1.0603514510876266e-07,0.0,4.177142187700156e-08
1945,1.3071024795863195e-07,0.0,4.357008265287732e-08
1946,1.1972149138728128e-07,0.0,4.733175273941015e-08
1947,7.986983519003843e-08,1.1920870957027319e-09,4.887557025767819e-08
1948,1.2720109054953355e-07,2.174377566888097e-09,2.717971980814582e-08
1949,1.0209688383611137e-07,0.0,3.337782672474532e-08
1950,9.252764243683487e-08,0.0,3.084254984742074e-08
1951,1.0554787621686046e-07,0.0,2.7719645245838365e-08
1952,8.752187596883232e-08,0.0,2.4253049346611988e-08
1953,8.942276963352924e-08,0.0,3.124409886368085e-08
1954,8.893007930055319e-08,0.0,3.518113089739927e-08
1955,7.696198167650437e-08,9.385607846468247e-10,2.9095383879962355e-08
1956,1.0029312846882021e-07,0.0,3.8373023869553435e-08
1957,8.569986675865948e-08,0.0,2.03205861026845e-08
1958,9.843969905887207e-08,0.0,1.7371711180658167e-08
1959,9.61092752049808e-08,0.0,3.2553142403912716e-08
1960,8.30499971016252e-08,0.0,2.6991250123842292e-08
1961,6.80919640672073e-08,0.0,2.779263752472616e-08
1962,8.878738810835785e-08,6.341956404476434e-10,3.2343976386073336e-08
1963,8.729171696586491e-08,0.0,2.7157422977097667e-08
1964,7.909158483698775e-08,0.0,2.007709554163739e-08
1965,1.0232721336933537e-07,5.472043373977442e-10,3.009623839034248e-08
1966,8.696347464365317e-08,1.1078149508847446e-09,3.212663202134536e-08
1967,7.987143391119389e-08,0.0,1.873527466500491e-08
1968,1.0509913295209117e-07,0.0,3.368561962702188e-08
1969,9.265185951790045e-08,4.5417578031781147e-10,2.8613074576355757e-08
1970,8.691590380749403e-08,4.5987250119061684e-10,2.8052221878738237e-08
1971,9.094963360212205e-08,0.0,2.5178147566862208e-08
1972,8.413440610866019e-08,0.0,2.924183739594355e-08
1973,8.876258306145246e-08,1.102640756478479e-09,2.811733956775697e-08
1974,8.71963621307259e-08,1.1251143350321513e-09,3.3753430273009144e-08
1975,7.767613396936213e-08,0.0,1.4849848462006321e-08
1976,8.741696433389734e-08,5.713526873840635e-10,2.6853577139718254e-08
1977,7.169673921225694e-08,0.0,2.6445517775641747e-08
1978,9.386134536271129e-08,0.0,2.3762364520507617e-08
1979,8.543881335754122e-08,1.1703946700691858e-09,2.2237498953359136e-08
1980,8.186616895500265e-08,0.0,1.989802811408481e-08
1981,7.40089305395486e-08,0.0,2.0241758491579276e-08
1982,7.697303061604543e-08,0.0,1.924325765401136e-08
1983,9.536127265619143e-08,1.89459470334441e-09,2.462973291983417e-08
1984,7.480721109232036e-08,5.799008495621649e-10,2.203623239438457e-08
1985,8.060847989099784e-08,0.0,1.7445119127046382e-08
1986,7.193382600689802e-08,0.0,1.558566253834215e-08
1987,7.638521282160582e-08,0.0,2.5665430669619127e-08
1988,1.037403833947792e-07,5.996553809062277e-10,2.2187249371086182e-08
1989,9.055401761770554e-08,0.0,2.030605195102453e-08
1990,7.301192539443946e-08,0.0,2.7243254763220648e-08
1991,8.674968654531767e-08,0.0,2.1101275393675678e-08
1992,8.650612670635383e-08,0.0,2.259077191979486e-08
1993,7.754890418709692e-08,5.539207426075166e-10,2.8249957040316076e-08
1994,6.804655328096487e-08,0.0,2.5847139539791897e-08
1995,6.290042620094027e-08,0.0,3.145021310047014e-08
1996,7.046281780276331e-08,0.0,3.202855225481471e-08
1997,7.096443965792787e-08,4.79489448146353e-10,2.5892429533769246e-08
1998,8.821039187978386e-08,0.0,2.7178336026167926e-08
1999,7.540831603591869e-08,0.0,2.7878227726318983e-08
2000,7.819915737172778e-08,4.4180314962005696e-10,2.6949992459890382e-08
2001,7.57949649710099e-08,0.0,2.6725391677473453e-08
2002,6.615644565499679e-08,4.38122149670761e-10,1.7963008858146168e-08
2003,6.79208440601542e-08,0.0,2.2084691408963408e-08
2004,7.444096894460017e-08,0.0,2.642874719072097e-08
2005,7.070887164672968e-08,0.0,2.0717248361279417e-08
2006,7.453380845845459e-08,0.0,1.8942293067425453e-08
2007,6.231388027799767e-08,0.0,1.9572949483404045e-08
2008,6.599031365794872e-08,0.0,2.299017509699297e-08
2009,5.197329855377575e-08,0.0,2.336414262060771e-08
2010,5.999217478347418e-08,0.0,1.8895171649546683e-08
2011,5.20060190467575e-08,0.0,1.414869643667771e-08
2012,4.799996489168734e-08,0.0,2.2808492872172792e-08
2013,6.163966048688962e-08,0.0,2.2591912340885756e-08
2014,5.586848672578526e-08,0.0,2.2520630693634303e-08
2015,5.120289259252786e-08,0.0,2.21657536769726e-08
2016,5.7583253720849825e-08,0.0,2.60988848310717e-08
2017,4.955754207003338e-08,0.0,2.3143623906207722e-08
2018,4.724084234908332e-08,0.0,2.2458760184917992e-08
2019,4.9744262042850096e-08,0.0,1.7346716063570966e-08
