year,peuvent_VERB ajouter_VERB,peuvent_VERB rajouter_VERB
1860,1.1854906034614032e-07,0.0
1861,1.362913479852068e-07,0.0
1862,1.3282880217957427e-07,0.0
1863,1.0888273749287691e-07,0.0
1864,9.397666644872515e-08,0.0
1865,9.319551708131257e-08,0.0
1866,8.75810357570117e-08,0.0
1867,1.358787216076962e-07,0.0
1868,1.2003893345990946e-07,0.0
1869,9.229851372083431e-08,0.0
1870,9.002456380358126e-08,0.0
1871,6.054071377548098e-08,0.0
1872,8.829115216713035e-08,0.0
1873,8.38040605799506e-08,0.0
1874,7.468261742360482e-08,0.0
1875,7.83849216645649e-08,0.0
1876,6.166935406781704e-08,0.0
1877,1.0204946221392674e-07,0.0
1878,8.696287778775513e-08,0.0
1879,9.408361023588441e-08,0.0
1880,9.690948132856647e-08,0.0
1881,7.111957955885373e-08,0.0
1882,6.256062334841772e-08,0.0
1883,7.772786858595282e-08,0.0
1884,6.205595326491675e-08,0.0
1885,8.572695264774666e-08,0.0
1886,8.518572514049083e-08,0.0
1887,8.161156017649773e-08,0.0
1888,5.2627100899371726e-08,0.0
1889,8.70854037771096e-08,0.0
1890,9.37277278012516e-08,0.0
1891,8.541454832311501e-08,0.0
1892,6.017771880806322e-08,0.0
1893,6.343169189904074e-08,0.0
1894,6.364554394622246e-08,0.0
1895,5.777869915846168e-08,0.0
1896,6.840553368192559e-08,0.0
1897,6.467652013952829e-08,0.0
1898,7.469028417972368e-08,0.0
1899,8.844125432005967e-08,0.0
1900,7.00792170960085e-08,0.0
1901,7.991896922021624e-08,0.0
1902,7.709145677381457e-08,0.0
1903,7.560308290521789e-08,5.400220270956879e-10
1904,8.599400302955473e-08,0.0
1905,7.895961573467503e-08,0.0
1906,7.356183573392627e-08,0.0
1907,7.30283744587723e-08,0.0
1908,8.840500242968119e-08,0.0
1909,7.866406548373561e-08,0.0
1910,6.62674679574593e-08,0.0
1911,5.639596523110413e-08,0.0
1912,6.459682566628544e-08,0.0
1913,8.272663620800813e-08,0.0
1914,6.227971738326232e-08,0.0
1915,5.5369582696584985e-08,0.0
1916,8.24059682713596e-08,0.0
1917,5.483212106582869e-08,0.0
1918,4.9391417178412667e-08,0.0
1919,6.721729306491397e-08,0.0
1920,7.496509368820625e-08,7.572231730534895e-10
1921,6.966927657003907e-08,0.0
1922,4.721878710256533e-08,0.0
1923,6.051090650771584e-08,0.0
1924,4.898817351772777e-08,0.0
1925,5.609070896639423e-08,0.0
1926,8.248142790989732e-08,0.0
1927,7.469980545238286e-08,0.0
1928,7.541186874959749e-08,0.0
1929,5.124586976990031e-08,0.0
1930,8.40288265635536e-08,0.0
1931,6.729160162421977e-08,0.0
1932,4.822195975862087e-08,0.0
1933,3.9000251916831985e-08,0.0
1934,5.152079296522061e-08,0.0
1935,4.4282650435434334e-08,0.0
1936,5.456121598967911e-08,0.0
1937,6.295559273894469e-08,0.0
1938,8.427389275311725e-08,0.0
1939,4.435274547631707e-08,0.0
1940,5.832300686847702e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,4.247896612241675e-08,0.0
1943,9.290352664947932e-08,2.9032352077962287e-09
1944,6.42637232317611e-08,0.0
1945,4.574858536443571e-08,4.357008087652048e-09
1946,4.1763314584386535e-08,0.0
1947,5.364391952866754e-08,0.0
1948,5.435943961629164e-08,0.0
1949,4.515823803785679e-08,0.0
1950,3.828730044119766e-08,0.0
1951,5.117473023119601e-08,0.0
1952,6.010538555756284e-08,0.0
1953,4.955960619668076e-08,0.0
1954,4.593092128857279e-08,0.0
1955,4.3173795205575516e-08,0.0
1956,7.238547539145657e-08,0.0
1957,3.975766915687018e-08,0.0
1958,8.272243690043979e-08,0.0
1959,6.89816559429346e-08,0.0
1960,6.3671663497189e-08,0.0
1961,4.446821932901912e-08,0.0
1962,4.249110929777089e-08,0.0
1963,6.595374202333915e-08,0.0
1964,4.988854129805986e-08,0.0
1965,5.08900050988359e-08,5.472043373977442e-10
1966,5.926809976131153e-08,5.539074754423723e-10
1967,5.669885894121762e-08,0.0
1968,3.9973599541553995e-08,0.0
1969,5.313856732414024e-08,0.0
1970,5.150571880108146e-08,0.0
1971,4.6759417671182746e-08,0.0
1972,4.924940810724365e-08,0.0
1973,4.9618833486420044e-08,0.0
1974,4.837991696149402e-08,5.625571675160757e-10
1975,4.968987710185502e-08,5.711480177694739e-10
1976,5.142174330785565e-08,0.0
1977,3.761140376923322e-08,5.876781838942691e-10
1978,4.81187889533885e-08,0.0
1979,3.4526642878063285e-08,0.0
1980,4.946081233470068e-08,0.0
1981,3.352541355639005e-08,0.0
1982,3.227901146374279e-08,0.0
1983,4.4207212113178684e-08,0.0
1984,4.5812168281145205e-08,1.739702604197646e-09
1985,5.173379946654677e-08,4.812446441349039e-09
1986,3.11713250766843e-08,5.994485463567401e-10
1987,4.522004459772688e-08,6.110816852533674e-10
1988,4.9771397669928774e-08,1.1993107618124554e-09
1989,5.4332410570623324e-08,0.0
1990,3.8140555602694803e-08,0.0
1991,4.4547135757966316e-08,1.1722930404189924e-09
1992,3.912060364541503e-08,1.65298330578878e-09
1993,3.932837344677864e-08,5.539207426075166e-10
1994,3.586950114708998e-08,1.5824779264761446e-09
1995,5.042879180905402e-08,1.626735190995987e-09
1996,3.790045610685411e-08,0.0
1997,3.4043750929413363e-08,4.79489448146353e-10
1998,5.5787111818972335e-08,2.3840645013706308e-09
1999,3.93037282719888e-08,1.3710603763428253e-09
2000,4.9923755796044134e-08,1.7672125984802278e-09
2001,5.9146358921680076e-08,4.3812117822561447e-10
2002,5.564151450698773e-08,8.76244299341522e-10
2003,4.166922806803086e-08,1.6667691671301554e-09
2004,5.241701472868954e-08,2.2023955992267474e-09
2005,6.530436991170063e-08,4.053374524914943e-09
2006,5.888582421675892e-08,2.8825228870488218e-09
2007,4.47381687251891e-08,3.994479413904628e-09
2008,6.088139059556852e-08,1.7029758714315335e-09
2009,6.723151102505653e-08,2.384096253749135e-09
2010,5.999217478347418e-08,2.3618964561933353e-09
2011,5.927156720986204e-08,5.7359579308524644e-09
2012,5.27659160809435e-08,5.7872298064864935e-09
2013,5.271446212873343e-08,1.6734750252211938e-09
2014,4.980524082043303e-08,2.3819897165822113e-09
2015,5.231117938819807e-08,3.103205470367243e-09
2016,5.3854840587064245e-08,2.4856081637381067e-09
2017,5.509188838459522e-08,2.7671724911471074e-09
2018,5.033859906689031e-08,2.581466596041082e-09
2019,5.7142123921494203e-08,1.53059265262101e-09
