year,fallut_VERB amener_VERB,fallut_VERB ramener_VERB
1800,4.4018303668735825e-08,0.0
1801,4.7623651688866175e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,2.8469551160981155e-09
1808,9.064295980465431e-09,0.0
1809,3.162642769893864e-08,0.0
1810,0.0,0.0
1811,1.504245972228091e-08,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,2.8757416448144113e-09,2.300593315851529e-08
1814,9.440030979135372e-09,1.2586708564299443e-08
1815,0.0,4.315557688983063e-08
1816,2.7811246638975717e-08,0.0
1817,1.401186100480345e-08,1.0898113522728181e-08
1818,1.1921177378582115e-09,1.9073883805731384e-08
1819,1.449147024601416e-08,1.035105001712111e-09
1820,0.0,0.0
1821,1.8736827200882544e-08,1.2819934447350079e-08
1822,1.2030739071633434e-08,0.0
1823,9.882686669016039e-09,0.0
1824,1.431589158329416e-08,0.0
1825,1.4088708866211164e-08,0.0
1826,7.0463874735082754e-09,5.284790383086602e-09
1827,9.217273166939322e-09,2.7651818612639545e-09
1828,9.172301251858528e-10,0.0
1829,0.0,1.714635211591542e-09
1830,6.262101504006523e-09,0.0
1831,1.4032085715598441e-08,1.870944643656003e-08
1832,1.6235963684607668e-08,0.0
1833,1.0425265983826648e-08,2.3167257001688313e-09
1834,6.534171426153534e-09,3.733812370398937e-09
1835,9.075705520444899e-09,7.563087933704082e-10
1836,3.36037508930076e-09,6.720750067579218e-10
1837,4.87052354003481e-09,5.5663127440652715e-09
1838,3.787297142565649e-09,1.009945904684173e-08
1839,1.3982950353153e-09,4.894032734625853e-09
1840,3.1848443882154243e-09,1.2102408852854296e-08
1841,2.5682194149112547e-08,7.704658244733764e-09
1842,5.366612043644636e-09,1.341653010911159e-09
1843,1.1813822142769936e-09,4.7255288571079745e-09
1844,2.7442805805577564e-09,1.6465684371524958e-09
1845,5.580227946389016e-10,3.348136878855712e-09
1846,4.0981511517657054e-09,1.1709002656346001e-09
1847,0.0,1.0247124926365814e-08
1848,9.65426583121598e-09,4.02261068899179e-09
1849,3.3517659758786067e-09,6.703531951757213e-09
1850,1.0862393651223101e-08,0.0
1851,5.8044946626978344e-09,7.739326512989919e-09
1852,4.557382027314816e-09,5.208436348880241e-09
1853,1.1346670270029335e-08,4.180352064508952e-09
1854,5.195664454227256e-10,7.27393034694046e-09
1855,3.1841622671890946e-09,2.653468555990912e-09
1856,9.318940286107136e-09,1.1389816201301528e-08
1857,1.9526036343364694e-09,5.369659827891837e-09
1858,7.829881631948865e-09,1.9574704079872163e-09
1859,4.582956236731661e-09,4.582956236731661e-09
1860,1.327383358784573e-08,1.8308735638683515e-09
1861,6.13075279431996e-09,1.4147891747029462e-09
1862,1.3553959066214816e-09,5.421583626485926e-09
1863,4.994620717013731e-09,4.994620828036034e-10
1864,3.3563094525845827e-09,4.794727948009836e-10
1865,1.882737743486018e-09,3.765475486972036e-09
1866,4.865612912574591e-10,2.919367858567057e-09
1867,5.338092634588065e-09,2.91168689159349e-09
1868,5.9278488784286765e-09,3.951899252285784e-09
1869,1.953407657850903e-09,1.953407657850903e-09
1870,8.027668307875047e-09,3.4404292748035914e-09
1871,1.3807530230280918e-08,2.442870794538976e-08
1872,1.2094678591978436e-09,6.047339518033823e-09
1873,6.584604861359367e-09,6.584604861359367e-09
1874,7.766991494406739e-09,2.9873046258899194e-09
1875,6.293679799540541e-09,5.721527140956084e-10
1876,3.02300739996042e-09,1.209202959984168e-09
1877,1.1132669008873108e-08,6.184815992682502e-10
1878,7.2469061862534545e-09,1.2078177347163432e-09
1879,8.55305515301552e-09,4.27652757650776e-09
1880,4.492492600149944e-09,0.0
1881,2.091752326904839e-09,2.091752326904839e-09
1882,6.655385131892899e-09,1.7969540522244642e-08
1883,3.159669414998234e-09,8.847074184359371e-09
1884,6.601696966868076e-09,2.6406787867472303e-09
1885,3.86738152613475e-09,4.511945039809007e-09
1886,4.5174246565693466e-09,9.680196200179125e-09
1887,6.528924512139156e-09,6.528924623161458e-10
1888,3.1703073499755874e-09,3.804368819970705e-09
1889,2.5060546970934183e-09,1.0650732740202784e-08
1890,6.554386478008212e-10,1.3108772956016423e-09
1891,2.5496880162734215e-09,9.561330394092238e-09
1892,1.4417578242387208e-08,5.014809900671935e-09
1893,3.079208221734575e-09,4.310891643655168e-09
1894,5.041231432301174e-09,5.041231432301174e-09
1895,8.426059849853118e-09,1.023164486468886e-08
1896,9.435246361988447e-09,5.897029087265082e-09
1897,5.826713556089658e-10,6.409385022720926e-09
1898,2.26334195829736e-09,2.8291773368493978e-09
1899,7.185851913504848e-09,5.527578395003729e-09
1900,4.15284251431558e-09,4.671947717582725e-09
1901,1.676621730339889e-09,7.824234593556412e-09
1902,9.820567692386817e-10,3.437198747846537e-09
1903,4.320176216765503e-09,9.1803746826713e-09
1904,1.666133897515465e-08,9.13686282189019e-09
1905,9.28936660926638e-09,4.1286072338664326e-09
1906,7.201858220895474e-09,2.572092316910357e-09
1907,4.6285588695127444e-09,2.5714217422034835e-09
1908,6.875944702500192e-09,2.4556945366072114e-09
1909,2.2003934230241384e-09,5.5009836685826485e-09
1910,2.67207544979442e-09,1.6032452032632705e-09
1911,3.7242617878519013e-09,4.788336838146279e-09
1912,1.0418842455450772e-09,6.251305251225858e-09
1913,0.0,3.71209285532359e-09
1914,0.0,2.678697486047099e-09
1915,1.295883844676382e-08,5.890381071793627e-09
1916,5.493730803607377e-09,4.394984820521586e-09
1917,1.2063066989753679e-08,1.864292187292449e-08
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,8.287063479883727e-09,9.207848372660976e-10
1920,6.815008557481406e-09,4.543339038320937e-09
1921,5.300923255902035e-09,9.844571380313027e-09
1922,5.164555005876537e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,3.867487219366694e-09
1925,0.0,3.299453377181294e-09
1926,1.2260752413340015e-08,6.687683296036084e-09
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,9.453243521306831e-09,1.2604324695075775e-08
1931,3.4216069977333063e-09,0.0
1932,2.1919073223131136e-09,6.575722188983946e-09
1933,4.588264879146209e-09,1.1470662197865522e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,8.377798899061872e-09,3.590485242455088e-09
1936,1.091224355320719e-08,3.6374143697059935e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,7.779128452511941e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,2.4273694165799498e-08,9.102635090130207e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,1.089252066321933e-08,4.357008087652048e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,6.523132700664291e-09,8.697510267552389e-09
1949,5.890204768377316e-09,9.817008539414473e-09
1950,8.508289184305795e-09,3.190608444114673e-09
1951,5.330700769690111e-09,3.1984206394497505e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,6.464296653518886e-09,7.54167928107563e-09
1954,5.863521668203475e-09,0.0
1955,1.8771215692936494e-09,5.631364707880948e-09
1956,4.360570571293465e-09,3.488456634670456e-09
1957,6.184526224473075e-09,7.068030161150318e-09
1958,7.445019267748876e-09,3.3088973783179654e-09
1959,8.525822714489095e-09,4.650448914844674e-09
1960,7.612916519406099e-09,2.076250060767393e-09
1961,1.3896318540318475e-09,1.3896318540318475e-09
1962,7.610347907416326e-09,2.5367825617905737e-09
1963,3.879631726988464e-09,7.759263453976928e-09
1964,6.083968440151466e-09,6.6923653285755336e-09
1965,6.5664522708175355e-09,1.6416130677043839e-09
1966,3.3234448526542337e-09,4.431259803538978e-09
1967,5.916402479044791e-09,4.930335695263466e-09
1968,4.042274071025531e-09,4.042274071025531e-09
1969,2.7250546263957176e-09,4.087581828571274e-09
1970,2.2993624781975086e-09,4.598724956395017e-09
1971,4.1107179882260425e-09,2.0553589941130213e-09
1972,3.0780880067027283e-09,2.565073486948677e-09
1973,3.859242703185828e-09,3.3079223804577396e-09
1974,1.6876715580593782e-09,5.06301445213353e-09
1975,1.7134440533084216e-09,3.4268881066168433e-09
1976,3.9994687561772935e-09,3.9994687561772935e-09
1977,2.938390863960194e-09,2.3507127355770763e-09
1978,2.3762365408686037e-09,0.0
1979,2.925986564150662e-09,5.266775904289034e-09
1980,2.8425752862659692e-09,3.411090521154847e-09
1981,1.8976649140967083e-09,2.5302198114474095e-09
1982,5.586751949948621e-09,1.8622506869903077e-09
1983,6.315316047889041e-10,5.052252838311233e-09
1984,1.739702604197646e-09,1.1598016991243298e-09
1985,4.210890747202711e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,0.0,1.8332451112712533e-09
1988,1.798966087207532e-09,0.0
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,2.724325431913144e-09,4.358920779878872e-09
1991,4.10302547493302e-09,0.0
1992,6.060938417817852e-09,1.65298330578878e-09
1993,3.323524566667402e-09,2.7696036575264316e-09
1994,1.5824779264761446e-09,0.0
1995,5.422450821690461e-10,1.626735190995987e-09
1996,5.338092190498855e-10,1.067618438099771e-09
1997,1.438468344439059e-09,4.79489448146353e-10
1998,2.3840645013706308e-09,3.337690568372409e-09
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,2.2090156370779823e-09
2001,4.381211837767296e-09,1.7524847129024579e-09
2002,8.76244299341522e-10,1.752488598683044e-09
2003,3.7502307925763034e-09,1.6667691671301554e-09
2004,0.0,1.3214374039449694e-09
2005,9.007499190971657e-10,4.5037495954858286e-10
2006,2.0589450144825605e-09,5.353256948836815e-09
2007,1.1983438685803094e-09,3.994479469415779e-10
2008,8.514879357157668e-10,1.7029758714315335e-09
2009,2.860915504498962e-09,1.907277002999308e-09
2010,3.3066551718974324e-09,1.8895172093635892e-09
2011,3.059177577924288e-09,7.64794394481072e-10
2012,2.382976926895708e-09,1.7021263287730903e-09
2013,3.3469500504423877e-09,3.6258624991347688e-09
2014,4.547434873103384e-09,3.031623174720721e-09
2015,3.546520632724537e-09,5.319781060109108e-09
2016,5.59261792432153e-09,2.6927420293532123e-09
2017,2.0124890642847504e-09,3.5218559180094644e-09
2018,3.0977600484760615e-09,7.744400121190154e-10
2019,4.08158040698936e-09,6.12237061048404e-09
