year,devait_VERB abattre_VERB,devait_VERB rabattre_VERB
1851,2.1283147688677673e-08,3.2247193804124663e-09
1852,3.320378283433456e-08,1.3021090872200602e-09
1853,3.1651239851271384e-08,1.7915795513800958e-09
1854,2.0782657372819813e-08,8.832629738719788e-09
1855,1.751289246954002e-08,1.5920811335945473e-09
1856,1.6049286344355096e-08,3.1063134287023786e-09
1857,2.245494101771328e-08,7.322263684272912e-09
1858,2.838332058274773e-08,5.3830437884982985e-09
1859,2.3933214521321133e-08,2.036869339860914e-09
1860,2.288591893773173e-08,1.8308735638683515e-09
1861,3.206855225812433e-08,4.715963730639317e-10
1862,2.5752521892741242e-08,3.162590411776023e-09
1863,2.2475793670651e-08,0.0
1864,1.2466292886870178e-08,9.589455896019672e-10
1865,1.0825742080555756e-08,1.4120533631256649e-09
1866,2.5301186923343266e-08,4.865612912574591e-10
1867,1.844068364675877e-08,9.7056229719783e-10
1868,2.5687345583946808e-08,4.93987406535723e-10
1869,2.490594752657671e-08,2.9301114867763545e-09
1870,1.7202147262196377e-08,5.734048791339319e-10
1871,2.442870794538976e-08,1.0621177271019633e-09
1872,9.675742873582749e-09,0.0
1873,2.3944018323618366e-08,1.1972009161809183e-08
1874,8.364453130127458e-09,5.974609140757536e-10
1875,2.1169650921137873e-08,4.005069165202713e-09
1876,1.0278225381910033e-08,0.0
1877,1.5462040536817767e-08,6.184815992682502e-10
1878,1.509772218355465e-08,1.8117265465633636e-09
1879,3.604501941367744e-08,1.221865097988939e-08
1880,1.6044616302224313e-08,7.701415505323439e-09
1881,1.045876096839038e-08,0.0
1882,1.1314154946262533e-08,6.655385131892899e-10
1883,8.21514056781325e-09,2.5277355764075082e-09
1884,2.706695667598069e-08,1.3203393933736152e-09
1885,1.933690718658454e-08,9.023890079618013e-09
1886,1.4197620856748472e-08,4.5174246565693466e-09
1887,1.4363633837888301e-08,1.9586774424595887e-09
1888,1.6485598663962264e-08,0.0
1889,1.50363277384713e-08,1.8795409673089125e-09
1890,5.243509182406569e-09,1.9663159989136147e-09
1891,8.286486163910922e-09,2.5496880162734215e-09
1892,1.6924984080901595e-08,0.0
1893,9.23762488724833e-09,1.847525021858587e-09
1894,7.561847148451761e-09,1.2603078580752936e-09
1895,6.6204757231957956e-09,0.0
1896,4.717623180994224e-09,2.948514543632541e-09
1897,3.4960281336537946e-09,5.826713556089658e-10
1898,5.092519295146758e-09,0.0
1899,3.3165470370022376e-09,2.2110313580014918e-09
1900,1.5054054003371675e-08,1.038210628578895e-09
1901,5.029864968975062e-09,0.0
1902,1.6203935970793282e-08,4.910283846193408e-10
1903,1.1340462791054051e-08,0.0
1904,1.0211787859759625e-08,2.1498500757388683e-09
1905,1.2901897328276846e-08,0.0
1906,5.658602919567102e-09,5.658602919567102e-09
1907,1.1828539925318182e-08,1.028568674676933e-09
1908,8.840499887696751e-09,2.4556945366072114e-09
1909,7.701377313651392e-09,5.500983557560346e-10
1910,1.068830179917768e-08,5.34415089958884e-09
1911,5.852411444351446e-09,5.320374141248863e-10
1912,1.3544495303108306e-08,2.6047106693738442e-09
1913,8.484783542428431e-09,1.060597942803554e-09
1914,1.9420557606508737e-08,6.696743715117748e-10
1915,2.1205371680821372e-08,0.0
1916,5.493730803607377e-09,1.0987462051303964e-09
1917,1.864292187292449e-08,3.289927441585405e-09
1918,2.986458014220261e-08,0.0
1919,1.4732557396257562e-08,9.207848372660976e-10
1920,9.086678076641874e-09,7.572231730534895e-10
1921,2.196096815509918e-08,4.543648568500203e-09
1922,1.696925089333945e-08,2.951174193910333e-09
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,1.289162443462999e-09
1925,2.0896537833436923e-08,2.1996355847875293e-09
1926,1.0031524944054127e-08,4.458455382660986e-09
1927,2.1183527820767267e-08,6.689535148041159e-09
1928,2.2852082892654835e-08,2.2852082448565625e-09
1929,1.2254447234738564e-08,2.2280812750352652e-09
1930,1.2604324695075775e-08,3.1510811737689437e-09
1931,1.8248570654577634e-08,1.1405356659111021e-09
1932,1.2055489939655217e-08,2.1919073223131136e-09
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,1.677421224144382e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,1.2124714565686645e-08,4.849885826274658e-09
1937,1.3850230295986421e-08,0.0
1938,2.463390735840676e-08,0.0
1939,1.2235240376412548e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,3.193558839598154e-08,5.806470415592457e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,0.0
1946,2.9234318077442367e-08,4.1763312808029696e-09
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,9.784699273041042e-09,0.0
1949,8.835307596655184e-09,0.0
1950,7.444753258312176e-09,0.0
1951,1.1727541604500402e-08,9.595261474260042e-09
1952,1.5817205323287453e-08,2.1089607837865287e-09
1953,9.69644453618912e-09,2.1547654771580937e-09
1954,1.9545073115523337e-08,0.0
1955,1.407841132561316e-08,0.0
1956,8.72114114258693e-09,2.616342476002842e-09
1957,1.1485549400447326e-08,1.7670075402875796e-09
1958,1.6544486669545222e-08,0.0
1959,1.8601795659378695e-08,3.8753737996444215e-09
1960,1.3841666479663672e-08,2.076250060767393e-09
1961,2.014966149488373e-08,2.08444772553662e-09
1962,1.3952304200870458e-08,0.0
1963,1.3578711488548834e-08,0.0
1964,2.1902286206909594e-08,4.867174663303331e-09
1965,1.860494691641179e-08,1.0944086747954884e-09
1966,1.7171132071780448e-08,3.3234448526542337e-09
1967,2.1693477236794934e-08,1.4791006197611978e-09
1968,1.3025106326836067e-08,4.491415683816058e-09
1969,1.9983733778872192e-08,2.2708788183223305e-09
1970,1.1496812390987543e-08,9.197450023812337e-10
1971,9.762954888969944e-09,4.624557625731995e-09
1972,9.234264020108185e-09,1.5390440033513642e-09
1973,1.0475087464101307e-08,2.205281512956958e-09
1974,1.1251143128276908e-08,1.6876715580593782e-09
1975,6.8537762132336866e-09,1.7134440533084216e-09
1976,1.4855169538918744e-08,1.142705374768127e-09
1977,9.402850942308305e-09,1.1753563677885381e-09
1978,8.910887139279566e-09,1.1881182704343018e-09
1979,1.345953837272873e-08,1.7555920051037788e-09
1980,1.0801786132219604e-08,2.8425752862659692e-09
1981,7.590659656386833e-09,1.2651099057237047e-09
1982,9.932003663948308e-09,6.207502289967692e-10
1983,1.136756910824488e-08,6.315316047889041e-10
1984,1.681712546997005e-08,2.8995041922996734e-09
1985,2.466378745680231e-08,3.609334831011779e-09
1986,6.593933843390687e-09,4.196139880008332e-09
1987,4.277571630240118e-09,1.2221633705067347e-09
1988,9.594486094499644e-09,5.996553809062277e-10
1989,7.683371272548811e-09,1.0976244357863152e-09
1990,7.083246433836621e-09,5.44865097484859e-10
1991,1.2895223555631219e-08,1.0550637696837839e-08
1992,7.713921945651236e-09,3.856960972825618e-09
1993,1.3294098266669607e-08,3.323524566667402e-09
1994,1.160483886764041e-08,2.1099706426497278e-09
1995,6.506940763983948e-09,2.7112254663563817e-09
1996,3.736664311304594e-09,5.338092190498855e-10
1997,1.1987236092636522e-08,4.79489448146353e-10
1998,5.72175506974304e-09,3.337690568372409e-09
1999,5.941261704833778e-09,4.570201161957499e-10
2000,1.2812291672048559e-08,3.97622823555821e-09
2001,1.3143635513301888e-08,2.6287270138425356e-09
2002,1.0953053575235572e-08,3.504977197366088e-09
2003,1.2084076850271686e-08,1.2500769308587678e-09
2004,4.404791198453495e-09,3.0833537945085254e-09
2005,4.954124666056714e-09,1.3511248786457486e-09
2006,7.000412693969338e-09,8.235779835885637e-10
2007,5.192823504529542e-09,2.7961355453243186e-09
2008,6.3861596011349775e-09,1.7029758714315335e-09
2009,7.629108011997232e-09,2.860915504498962e-09
2010,1.5588517143783065e-08,9.447586046817946e-10
2011,1.1471915861704929e-08,2.2943831279320648e-09
2012,1.5659562535574878e-08,5.7872298064864935e-09
2013,1.6734750474256543e-08,5.29933741333366e-09
2014,1.667392801607548e-08,3.2481677347817595e-09
2015,1.7067630864175953e-08,4.211493376260478e-09
2016,2.050626690675017e-08,2.0713399884186856e-09
2017,1.861552334503358e-08,1.509366853724714e-09
2018,1.9102854409425163e-08,5.421080029321956e-09
2019,1.7601815116563557e-08,4.08158040698936e-09
