year,tout_ADV envoyé_VERB,tout_ADV renvoyé_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,1.950339223455444e-09,9.751696339321825e-09
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,1.152667650217154e-08,0.0
1807,1.4234775136401367e-08,0.0
1808,2.2660739951163578e-09,1.5862518409903714e-08
1809,2.4849335034105025e-08,0.0
1810,4.44624070894406e-08,0.0
1811,3.760615285841595e-08,0.0
1812,2.9339290108509886e-08,2.6672082320544632e-09
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,4.670620223912181e-09,4.670620334934483e-09
1818,1.668964877410417e-08,1.1921177378582115e-09
1819,2.277231081482256e-08,0.0
1820,8.306536791735653e-09,0.0
1821,4.141825016290568e-08,1.1833785507064931e-08
1822,8.02049271442229e-09,0.0
1823,3.854248054047105e-08,2.9648061783404955e-09
1824,2.6947560627377243e-08,8.421112696055388e-10
1825,1.0566531649658373e-08,0.0
1826,9.688782998118484e-09,1.7615968683770689e-09
1827,2.3964910056406552e-08,2.3964910056406552e-08
1828,2.1096292046607346e-08,2.7516904310687096e-09
1829,1.5431716904323878e-08,2.571952872898464e-09
1830,1.878630495610878e-08,3.1310507520032616e-09
1831,4.677361609140007e-09,0.0
1832,1.3529969367098715e-09,1.6235963684607668e-08
1833,9.266902800675325e-09,4.6334514003376626e-09
1834,1.5868702796240086e-08,1.8669061851994684e-09
1835,2.8739734148075513e-08,0.0
1836,1.4113575197427508e-08,2.688300027031687e-09
1837,1.7394727436226276e-08,4.174734336004349e-09
1838,3.1560809521380406e-08,1.3886756633496589e-08
1839,3.915226187700682e-08,1.3982950353153e-09
1840,2.2293909607284945e-08,1.9109065441114126e-09
1841,1.6693427085101575e-08,3.852329122366882e-09
1842,8.049918065466954e-09,4.695785538189057e-09
1843,1.772073249250994e-08,1.7720733769266417e-09
1844,1.4819115268238647e-08,0.0
1845,4.185170965342877e-08,2.2320911785556063e-09
1846,3.922516045307134e-08,8.196302303531411e-09
1847,3.5055955471818834e-08,3.775256551818984e-09
1848,1.689496492707221e-08,0.0
1849,2.513824526317876e-08,1.8434713311421547e-08
1850,1.0862393651223101e-08,1.5614691761811628e-08
1851,2.2573036106976474e-08,1.9348316282474798e-09
1852,3.906327261660181e-09,1.9531636308300904e-09
1853,1.6721409590303438e-08,5.971931837933653e-09
1854,1.1430461910322265e-08,2.5978321716024766e-09
1855,1.539011762474729e-08,4.2455496895854594e-09
1856,1.863788101630348e-08,2.0708756931497874e-09
1857,2.3919394687155204e-08,9.763018171682347e-10
1858,2.0064071293290908e-08,4.893676130990343e-09
1859,7.129042689513199e-09,5.092173349652285e-09
1860,1.6935580382515525e-08,7.781213007262977e-09
1861,1.2733101684148096e-08,1.4619487842537637e-08
1862,1.0843167252971853e-08,4.9697850279528666e-09
1863,3.496234690647526e-09,4.495158911765884e-09
1864,1.726102105692462e-08,5.753673537611803e-09
1865,1.8827377434860182e-08,0.0
1866,1.2650593905760843e-08,2.919367858567057e-09
1867,8.249779526181555e-09,7.76449837758264e-09
1868,1.778354707937524e-08,7.903798504571569e-09
1869,1.4162205408396744e-08,1.953407657850903e-09
1870,1.9495765002375265e-08,5.734048791339319e-09
1871,7.434824311758348e-09,0.0
1872,1.5723081503438152e-08,1.8142017887967654e-09
1873,1.6760813181804224e-08,1.7958012854535355e-09
1874,1.7923827311250307e-08,0.0
1875,1.3731664694205392e-08,2.2886108563824337e-09
1876,3.627608791134662e-08,3.02300739996042e-09
1877,1.9172929910382663e-08,1.2369631985365004e-09
1878,1.7513357875031943e-08,2.4156354694326865e-09
1879,2.3215436684154156e-08,1.832797580370027e-09
1880,1.6686400705623328e-08,7.701415505323439e-09
1881,1.4642265677711208e-08,0.0
1882,1.9300616216355593e-08,1.3310770263785798e-09
1883,3.096476142161464e-08,6.319338941018771e-10
1884,2.5086448474098688e-08,6.601696966868076e-10
1885,2.8360796378024133e-08,0.0
1886,2.2587122783246372e-08,6.453463874400711e-10
1887,2.0239665943222462e-08,2.6115698492645834e-09
1888,1.9655905125759432e-08,0.0
1889,1.566284169030041e-08,1.8795409673089125e-09
1890,4.4569828272500445e-08,1.9663159989136147e-09
1891,1.402328420052612e-08,3.1871101313640793e-09
1892,2.1312942521944933e-08,3.1342561879199593e-09
1893,1.539604177480669e-08,1.847525021858587e-09
1894,1.953477224425626e-08,0.0
1895,1.5648398132839247e-08,6.018614495673091e-10
1896,1.9460195233023114e-08,4.717623180994224e-09
1897,1.1653426668090106e-08,5.826713556089658e-10
1898,1.527755821850718e-08,1.6975064687230201e-09
1899,2.04520400615138e-08,2.2110313580014918e-09
1900,1.1420317025390148e-08,0.0
1901,2.179608138419553e-08,5.588738916095792e-10
1902,7.856453987376e-09,4.910283846193408e-10
1903,9.720396931811592e-09,8.100330184390714e-09
1904,7.524475265086039e-09,5.374625189347171e-10
1905,9.805441791854719e-09,0.0
1906,1.5432553013283723e-08,1.0288369045596824e-09
1907,2.417136418797483e-08,0.0
1908,1.0313916831705683e-08,0.0
1909,1.4302557360679202e-08,2.7504918342913243e-09
1910,1.81701123036504e-08,3.740905363258662e-09
1911,2.4473720827700163e-08,6.384448969498635e-09
1912,2.6568049094066737e-08,2.0837684910901544e-09
1913,2.7575547179026216e-08,2.121195885607108e-09
1914,8.705767051697677e-09,6.027069510139427e-09
1915,2.238344798399794e-08,0.0
1916,0.0,1.0987462051303964e-09
1917,1.6449636319748606e-08,0.0
1918,1.033773866510046e-08,0.0
1919,1.012863304339362e-08,1.4732557396257562e-08
1920,6.815008557481406e-09,7.572231730534895e-10
1921,2.499006651612845e-08,0.0
1922,1.6969252392140532e-08,7.377935484775833e-10
1923,3.927900893430092e-08,1.0615948120573648e-09
1924,1.933743642990038e-08,0.0
1925,2.0896537833436923e-08,1.0998177923937646e-09
1926,2.0063049888108253e-08,1.1146138456652466e-09
1927,2.3413372574054847e-08,1.1149224876660924e-09
1928,1.2568645568755699e-08,4.570416489713125e-09
1929,2.2280811862174232e-08,1.1140406375176326e-09
1930,1.575540586884472e-08,3.1510811737689437e-09
1931,1.1405356659111021e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,2.6382522833046096e-08,4.588264879146209e-09
1934,8.38710612072191e-09,0.0
1935,2.2739740757060645e-08,2.393656828303392e-09
1936,8.487300195980652e-09,2.424942913137329e-09
1937,1.8886677000118368e-08,1.2591118148108649e-09
1938,2.7226949583791793e-08,2.5930428915188486e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,0.0,9.102635090130207e-09
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.742803235060819e-08,0.0
1946,2.9234318077442367e-08,1.3921104269343232e-09
1947,2.5033829231801974e-08,3.5762612871081956e-09
1948,1.3046265401328583e-08,3.2615663503321457e-09
1949,2.1597418964347526e-08,9.817008317369869e-10
1950,9.57182533234402e-09,0.0
1951,2.3455084208201527e-08,1.0661401539380222e-08
1952,2.7416489301046454e-08,0.0
1953,1.2928593307037772e-08,0.0
1954,1.4658803726419478e-08,0.0
1955,2.5341140741375057e-08,1.8771215692936494e-09
1956,2.267496879149178e-08,1.744228317335228e-09
1957,1.5019563925910973e-08,3.534015080575159e-09
1958,2.0680608336931527e-08,1.6544486891589827e-09
1959,1.8601795659378695e-08,0.0
1960,1.7994166157109248e-08,4.844583401109048e-09
1961,1.7370397731308884e-08,4.16889545107324e-09
1962,6.341956293454132e-09,3.805173953708163e-09
1963,1.2285501505004959e-08,5.1728425987107585e-09
1964,1.5209921211400967e-08,8.517555549758526e-09
1965,1.8057743744748223e-08,4.924839203113152e-09
1966,2.7141466962810057e-08,4.431259803538978e-09
1967,1.429797347185513e-08,2.465167847631733e-09
1968,1.3474247384515081e-08,1.7965663401398047e-09
1969,1.4987801166821413e-08,2.7250546263957176e-09
1970,1.5175792400512478e-08,3.6789800095249348e-09
1971,1.952590988896219e-08,4.1107179882260425e-09
1972,2.1546616935097518e-08,1.5390440033513642e-09
1973,1.7642252103655665e-08,3.3079223804577396e-09
1974,1.63141580800108e-08,1.6876715580593782e-09
1975,1.9990180177842376e-08,1.1422960355389478e-09
1976,1.2569759455516305e-08,5.713526873840635e-10
1977,1.6454989204550685e-08,2.938390863960194e-09
1978,1.8415833413776284e-08,2.970295565063452e-09
1979,1.4629933375864823e-08,2.925986564150662e-09
1980,1.762396639737318e-08,0.0
1981,1.4548763971333756e-08,1.8976649140967083e-09
1982,1.365650492690662e-08,4.966001831974154e-09
1983,1.6419820836333088e-08,1.2630632095778083e-09
1984,1.681712546997005e-08,2.3196033982486597e-09
1985,1.2632671464452017e-08,3.0077789148208467e-09
1986,9.591176741707841e-09,3.5966913891627428e-09
1987,1.1610552352880887e-08,6.110816852533674e-10
1988,1.6190695006912392e-08,1.798966087207532e-09
1989,9.329808037250586e-09,1.0976244357863152e-09
1990,1.961514289883226e-08,5.44865097484859e-10
1991,1.4653663171770859e-08,1.7584396161396398e-09
1992,1.4876849585565566e-08,5.509944167592096e-10
1993,1.7725463152817866e-08,7.754890063438324e-09
1994,1.160483886764041e-08,2.1099706426497278e-09
1995,1.0844901865425527e-08,2.1689803286761844e-09
1996,7.473328622609188e-09,2.6690460952494277e-09
1997,2.3494982182015178e-08,0.0
1998,1.76420777986408e-08,9.536258449571733e-10
1999,1.9194844824710344e-08,2.285100553223174e-09
2000,1.1486881890121481e-08,3.97622823555821e-09
2001,1.4896119893137438e-08,8.762423564512289e-10
2002,1.9277373808357368e-08,2.1906108038649563e-09
2003,1.6250998768896352e-08,2.083461403401543e-09
2004,1.5416769555409715e-08,1.7619165015858584e-09
2005,9.45787370643103e-09,4.5037495954858286e-10
2006,1.6883349385210522e-08,2.4707338397433887e-09
2007,2.236908436259455e-08,2.3966877371606188e-09
2008,1.4475294962679186e-08,3.405951742863067e-09
2009,3.147006943926556e-08,3.337734755248789e-09
2010,3.7790342855004155e-08,2.3618964561933353e-09
2011,3.632773543094103e-08,7.64794394481072e-10
2012,4.5616985744345584e-08,6.127654827992046e-09
2013,4.434708955614042e-08,6.693900100884775e-09
2014,4.28758148984798e-08,8.012147389990787e-09
2015,4.610476767030747e-08,8.422986752520956e-09
2016,4.846935680591358e-08,5.799752234025846e-09
2017,6.314184788913657e-08,5.534344982294215e-09
2018,6.169705324410302e-08,5.421080029321956e-09
2019,6.173390632024933e-08,7.1427654901867754e-09
