year,pourrait_VERB avoir_VERB,pourrait_VERB ravoir_VERB
1800,1.8299036810276448e-06,0.0
1801,1.838272964960197e-06,0.0
1802,1.7208990357175935e-06,0.0
1803,1.7026461591740372e-06,0.0
1804,2.7734167815651745e-06,0.0
1805,2.1520584141399013e-06,0.0
1806,1.9854701349686366e-06,0.0
1807,2.8298734378040535e-06,0.0
1808,2.4926814603531966e-06,0.0
1809,2.629511527629802e-06,0.0
1810,2.9368591185630066e-06,0.0
1811,2.9508294119295897e-06,0.0
1812,3.4940428577101557e-06,0.0
1813,3.5802984257315984e-06,2.8757416448144113e-09
1814,2.7942492124566343e-06,0.0
1815,2.848267968147411e-06,0.0
1816,2.834429551512585e-06,0.0
1817,2.856862693079165e-06,0.0
1818,2.8932697659911355e-06,0.0
1819,2.99145335702633e-06,0.0
1820,3.6833557714999188e-06,0.0
1821,2.9288619316503173e-06,0.0
1822,3.2011791972763604e-06,0.0
1823,2.9173691018513637e-06,0.0
1824,3.06023230223218e-06,8.421112696055388e-10
1825,2.818622306222096e-06,1.7610886082763955e-09
1826,3.5725183806789573e-06,8.807984341885344e-10
1827,3.92563651985256e-06,1.7512819638909605e-08
1828,3.96335144614568e-06,0.0
1829,4.230005288263783e-06,0.0
1830,3.889808795065619e-06,0.0
1831,3.890005700668553e-06,0.0
1832,4.202408490527887e-06,1.3529969367098715e-09
1833,3.994035068899393e-06,0.0
1834,4.05398668590351e-06,0.0
1835,3.844317689072341e-06,0.0
1836,3.7945355870760977e-06,1.3441500135158435e-09
1837,3.517213826853549e-06,1.3915781860163179e-09
1838,3.917959020327544e-06,0.0
1839,3.976052084908588e-06,0.0
1840,4.278520009393105e-06,0.0
1841,4.678011464420706e-06,0.0
1842,4.267798431101255e-06,6.708265054555795e-10
1843,4.007248662674101e-06,5.906911071384968e-10
1844,4.247048764227657e-06,0.0
1845,4.162292043474736e-06,0.0
1846,4.322963832237292e-06,0.0
1847,4.428376087162178e-06,0.0
1848,4.333156539360061e-06,0.0
1849,4.598623036145e-06,0.0
1850,3.988535354437772e-06,0.0
1851,4.215998160361778e-06,0.0
1852,3.893957000400405e-06,0.0
1853,3.6064495816390263e-06,5.971931837933653e-10
1854,3.6946369164070347e-06,0.0
1855,3.4495092222641688e-06,0.0
1856,3.385881655049161e-06,0.0
1857,3.212032879673643e-06,0.0
1858,3.5611280964076286e-06,4.893676019968041e-10
1859,3.974441369791748e-06,0.0
1860,3.5880543691746425e-06,0.0
1861,3.852942427329253e-06,0.0
1862,3.5565587950259214e-06,4.517986262886353e-10
1863,3.4218146538478322e-06,0.0
1864,3.480972509350977e-06,6.712618905169165e-09
1865,3.4289362247363897e-06,0.0
1866,3.493510121188592e-06,1.4596839292835284e-09
1867,3.535758423822699e-06,0.0
1868,3.551769395926385e-06,4.93987406535723e-10
1869,3.5522718917491147e-06,0.0
1870,3.7380264075181913e-06,1.1468097582678638e-09
1871,3.704666596604511e-06,0.0
1872,3.667711325761047e-06,1.8142017887967654e-09
1873,3.6490682759904303e-06,0.0
1874,3.609858822528622e-06,0.0
1875,3.4283391414646758e-06,0.0
1876,3.289032065367792e-06,0.0
1877,3.2872296742425533e-06,0.0
1878,3.2158147860172903e-06,6.039088673581716e-10
1879,3.2275565899908543e-06,0.0
1880,3.8038574530219194e-06,6.417846254436199e-10
1881,3.3593541957088746e-06,0.0
1882,3.596570195441018e-06,0.0
1883,3.4825877719413256e-06,6.319338941018771e-10
1884,3.247374706916162e-06,1.9805090900604227e-09
1885,3.418120513742906e-06,5.80107206715752e-09
1886,3.24028428622114e-06,1.936039106809062e-09
1887,3.5536936593416613e-06,0.0
1888,3.3148733109555906e-06,6.340614699951175e-10
1889,3.1363274501927663e-06,0.0
1890,3.3768199045880465e-06,6.554386478008212e-10
1891,3.621194309744169e-06,0.0
1892,3.2201348858507117e-06,0.0
1893,3.2411746815341758e-06,0.0
1894,3.1904694424156332e-06,0.0
1895,3.254264811403118e-06,0.0
1896,3.441506123635918e-06,1.179405795248556e-09
1897,3.2518887564947363e-06,0.0
1898,3.324283397887484e-06,0.0
1899,3.225341970392037e-06,0.0
1900,3.2688062674424145e-06,0.0
1901,3.1447834771825e-06,2.235495566438317e-09
1902,3.2167270092031686e-06,4.910283846193408e-10
1903,3.266053226980148e-06,0.0
1904,3.152217686874792e-06,0.0
1905,3.2631478461553343e-06,0.0
1906,3.154928435833426e-06,0.0
1907,3.4354193303443026e-06,0.0
1908,3.3024180083884858e-06,0.0
1909,3.0717492336407304e-06,2.2003934230241384e-09
1910,3.2102313980431063e-06,0.0
1911,3.0906053325452376e-06,0.0
1912,3.270474735472817e-06,5.209421227725386e-10
1913,3.1224003578245174e-06,0.0
1914,3.1930073873809306e-06,0.0
1915,3.3162843919853913e-06,0.0
1916,3.381940814506379e-06,0.0
1917,2.929132051576744e-06,0.0
1918,2.985309265568503e-06,0.0
1919,3.099361720160232e-06,0.0
1920,3.1992678941605845e-06,0.0
1921,3.06393371829472e-06,0.0
1922,3.3628630262683146e-06,0.0
1923,2.799425601551775e-06,0.0
1924,2.8387357815518044e-06,0.0
1925,3.121282816209714e-06,0.0
1926,2.865672286134213e-06,0.0
1927,2.8430522434064187e-06,0.0
1928,2.959344783448614e-06,0.0
1929,3.3922538023034576e-06,0.0
1930,2.932606093963841e-06,0.0
1931,3.239121269871248e-06,0.0
1932,3.5859604849974858e-06,0.0
1933,3.4136689919250784e-06,1.1470662197865522e-09
1934,3.037330543520511e-06,0.0
1935,2.8328929602139397e-06,0.0
1936,2.908719125116477e-06,0.0
1937,2.9551354145951336e-06,0.0
1938,2.8834635941166198e-06,1.2965214457594243e-09
1939,2.832458221746492e-06,0.0
1940,2.51042501986376e-06,5.0715658339584024e-09
1941,2.6858674573304597e-06,0.0
1942,2.4759167445154162e-06,0.0
1943,2.493879037501756e-06,0.0
1944,2.676584017535788e-06,0.0
1945,2.88216074295633e-06,0.0
1946,2.9011580409132876e-06,0.0
1947,2.9826019272150006e-06,0.0
1948,2.88974774775852e-06,0.0
1949,2.963754923257511e-06,9.817008317369869e-10
1950,3.0980806968727848e-06,0.0
1951,2.7708983907359652e-06,0.0
1952,2.76484752248507e-06,0.0
1953,2.879844032577239e-06,0.0
1954,3.1369841053674463e-06,0.0
1955,2.9968246053613257e-06,0.0
1956,2.82216137748037e-06,0.0
1957,2.9243974495329894e-06,0.0
1958,2.8712956918752752e-06,8.272243445794913e-10
1959,3.094873591180658e-06,0.0
1960,2.8769904929504264e-06,0.0
1961,2.7035287075705128e-06,6.948159270159238e-10
1962,3.1468787256017094e-06,0.0
1963,3.1399154067912605e-06,0.0
1964,3.001830009452533e-06,1.8251904432275978e-09
1965,2.9379400530160638e-06,5.472043373977442e-10
1966,2.958973709610291e-06,0.0
1967,2.9399591312539997e-06,1.4791006197611978e-09
1968,2.998918262164807e-06,0.0
1969,3.7578504361590603e-06,0.0
1970,3.6008016195410164e-06,0.0
1971,2.9777013423881726e-06,1.0276794970565106e-09
1972,3.2094199013954494e-06,1.0260293725750103e-09
1973,3.2213649774348596e-06,1.102640756478479e-09
1974,3.225140289941919e-06,0.0
1975,3.0390785923373187e-06,0.0
1976,3.211002194802859e-06,0.0
1977,3.1264478366210824e-06,0.0
1978,3.1075232982402667e-06,1.7821774056514528e-09
1979,3.45324951922521e-06,1.1703946700691858e-09
1980,3.467373289822717e-06,0.0
1981,3.3417877602914814e-06,0.0
1982,3.476822030279436e-06,6.207502289967692e-10
1983,3.257440084780683e-06,1.2630632095778083e-09
1984,3.5304362882015994e-06,0.0
1985,3.4589459119160892e-06,0.0
1986,3.638053158283583e-06,5.994485463567401e-10
1987,3.2973966881399974e-06,0.0
1988,3.455214255154715e-06,5.996553809062277e-10
1989,3.7072265968163265e-06,0.0
1990,3.460438165348023e-06,0.0
1991,3.6979984088247875e-06,0.0
1992,3.417267407712643e-06,5.509944167592096e-10
1993,3.6320582239568466e-06,0.0
1994,3.927710167772602e-06,0.0
1995,3.5180860322725493e-06,0.0
1996,3.740934971574461e-06,1.067618438099771e-09
1997,3.8742746255593374e-06,0.0
1998,3.7248626085784053e-06,0.0
1999,3.8636480894638225e-06,0.0
2000,3.6744768294738606e-06,4.4180314962005696e-10
2001,3.95886308979243e-06,0.0
2002,3.895343979820609e-06,4.38122149670761e-10
2003,3.988578555436106e-06,0.0
2004,3.9400856621796265e-06,4.404791253964646e-10
2005,3.842148998955963e-06,0.0
2006,3.863404344883747e-06,0.0
2007,3.7252516449370887e-06,0.0
2008,3.735051905096043e-06,0.0
2009,3.6448063838179223e-06,0.0
2010,3.5763837331614923e-06,0.0
2011,3.280203145550331e-06,0.0
2012,3.293274176030536e-06,0.0
2013,3.362290271979873e-06,0.0
2014,3.1214892715070164e-06,8.661780737106994e-10
2015,3.0752767088415567e-06,6.649726325136385e-10
2016,3.2118198305397527e-06,6.214020409345267e-10
2017,3.3072742553486023e-06,2.515611330355938e-10
2018,3.3574556255189236e-06,1.0325866828253538e-09
2019,3.3137330319732428e-06,2.55098775436835e-10
