year,faut_VERB ouvrir_VERB,faut_VERB rouvrir_VERB
1800,4.08741385626854e-07,0.0
1801,2.3811826110886614e-07,9.524730337773235e-09
1802,2.6854081625060644e-07,2.2378401354217203e-09
1803,3.296073316505499e-07,0.0
1804,3.633620906384749e-07,2.9662210465630778e-08
1805,5.088751322546159e-07,8.528632911009026e-09
1806,1.3255677799861587e-07,2.881669125542885e-09
1807,1.1387820109121094e-07,0.0
1808,2.2660739773527894e-07,0.0
1809,2.643065784013743e-07,0.0
1810,1.825298880930859e-07,0.0
1811,1.6546707115594472e-07,0.0
1812,3.6274030890126596e-07,0.0
1813,1.984261785992203e-07,2.8757416448144113e-09
1814,2.7061423679697327e-07,3.1466771410748606e-09
1815,3.2366682489737286e-07,0.0
1816,3.939926500606816e-07,2.3176038865813098e-09
1817,1.665854512111764e-07,1.556873407970727e-09
1818,2.3007872584912548e-07,7.152706427149269e-09
1819,3.074261769597797e-07,6.210630232317271e-09
1820,2.290230867174614e-07,2.8479554714522237e-08
1821,2.790801261198794e-07,2.9584463767662328e-09
1822,2.747018754689634e-07,1.2030739071633434e-08
1823,1.6009953185402992e-07,6.917880934764753e-09
1824,3.0147583629513974e-07,8.421112696055388e-09
1825,2.280609692206781e-07,6.163809906922779e-09
1826,1.8056367423469055e-07,5.284790383086602e-09
1827,1.8250200639613468e-07,1.2904182611350734e-08
1828,2.641622813825961e-07,6.420610709767516e-09
1829,1.6374765721138829e-07,2.571952872898464e-09
1830,1.9099410053513566e-07,0.0
1831,2.775234690943762e-07,1.5591206103948707e-09
1832,2.3136247762067796e-07,4.058990921151917e-09
1833,2.583149125712225e-07,0.0
1834,2.3429672069141816e-07,2.333632664885954e-08
1835,2.518508210869186e-07,4.5378527602224494e-09
1836,2.5471643994023907e-07,8.064899859050456e-09
1837,3.2354193990613567e-07,6.262101948095733e-09
1838,1.9062728995322686e-07,1.0730675015224733e-08
1839,2.2232890728446364e-07,2.7965900706306e-09
1840,2.3058272802245483e-07,1.4013314952876499e-08
1841,2.728733079493395e-07,1.1556987367100646e-08
1842,2.6229315608361503e-07,1.1404051036834062e-08
1843,2.4868094783414563e-07,3.5441467538532834e-09
1844,2.5466923148087517e-07,9.330554107123135e-09
1845,2.62270702933165e-07,1.7298706467272496e-08
1846,2.189583483414026e-07,4.0981511517657054e-09
1847,1.9092011882548832e-07,5.9325460100012606e-09
1848,2.4779282625786436e-07,6.43617736884039e-09
1849,2.270821397587497e-07,7.54147322368226e-09
1850,1.8805519630404888e-07,8.82569484161877e-09
1851,2.0444720405521366e-07,3.8696632564949596e-09
1852,2.1029062224897643e-07,3.906327261660181e-09
1853,1.7975514765566913e-07,2.9859659189668264e-09
1854,1.662612589825585e-07,1.7665259477439577e-08
1855,2.3138245808240754e-07,1.2205955357558196e-08
1856,2.1795966631543706e-07,1.0354378465748937e-09
1857,2.29430924036933e-07,7.322263684272912e-09
1858,2.2608783467603644e-07,1.468102750479261e-09
1859,2.3220310652050102e-07,5.092173349652285e-09
1860,1.8400278634089773e-07,2.288591982591015e-09
1861,2.452301259836531e-07,5.659156698811785e-09
1862,2.1053816112726054e-07,9.939570055905733e-09
1863,2.1127246441210445e-07,7.491931519609807e-09
1864,2.3638008883608563e-07,0.0
1865,1.99099517317336e-07,1.2237795665726026e-08
1866,1.8246048227865685e-07,1.216403244796993e-08
1867,2.329349513274792e-07,4.85281148598915e-09
1868,2.4551172828068957e-07,7.903798504571569e-09
1869,2.4808278453747334e-07,4.883519366671862e-09
1870,2.6032580535684247e-07,2.2936195165357276e-09
1871,2.2410684152873728e-07,0.0
1872,2.449172313845338e-07,1.2094678591978436e-09
1873,2.4542617893530405e-07,2.9930022904522957e-09
1874,2.21060531657713e-07,8.961913877669758e-09
1875,2.723446925756434e-07,1.1443054503956773e-08
1876,2.2914396424766892e-07,0.0
1877,2.1213918444118463e-07,9.895705588292003e-09
1878,1.6728274943034194e-07,2.4156354694326865e-09
1879,2.1138265537956613e-07,6.109325489944695e-09
1880,2.2013212230831414e-07,1.5402831010646878e-08
1881,1.9453295863058884e-07,2.7890030285249168e-09
1882,2.5490123789495556e-07,3.9932310791357395e-09
1883,2.2244073250021756e-07,8.21514056781325e-09
1884,2.0399244249347248e-07,1.386356363042296e-08
1885,2.4364501882701006e-07,9.66845359329227e-09
1886,1.7747025538028538e-07,1.2906927748801422e-09
1887,1.801983131599627e-07,2.6115698492645834e-09
1888,1.857800100424356e-07,3.1703073499755874e-09
1889,2.042434630311618e-07,2.5060546970934183e-09
1890,2.0515228982276312e-07,4.5880703680722945e-09
1891,2.4477003535139374e-07,3.824531802365527e-09
1892,2.1939793271030794e-07,6.8953633913793055e-09
1893,1.9029506859169487e-07,8.005941687372342e-09
1894,2.0921110888139083e-07,3.780923574225881e-09
1895,2.232905984556055e-07,4.814891596538473e-09
1896,2.063960096165829e-07,7.076434549446731e-09
1897,2.598714274881786e-07,9.322741689743452e-09
1898,2.2972920987740508e-07,2.26334195829736e-09
1899,2.968309615880571e-07,2.7637891975018647e-09
1900,2.507278793473233e-07,3.633737311048435e-09
1901,2.475811413660267e-07,7.265360757457984e-09
1902,2.273461490176487e-07,3.437198747846537e-09
1903,1.976480632492894e-07,1.0800440541913758e-09
1904,2.268091776613801e-07,9.674325340824907e-09
1905,1.950766943537019e-07,1.1353670004154992e-08
1906,1.7593110612779128e-07,9.773950537805831e-09
1907,2.0108517162498174e-07,2.057137349353866e-09
1908,2.146277040537825e-07,9.331639461152008e-09
1909,2.2719062542364554e-07,6.0510818578052294e-09
1910,1.7315048239652242e-07,5.878565634276356e-09
1911,1.8461697948168876e-07,1.0108711201439746e-08
1912,2.2140039845908177e-07,3.646594803896619e-09
1913,1.749986608956533e-07,1.590896969716482e-09
1914,1.9018752084321022e-07,2.0759905794420774e-08
1915,1.979168047228086e-07,1.295883844676382e-08
1916,2.472178834977967e-07,9.888715624128963e-09
1917,2.631941811159777e-07,6.57985488317081e-09
1918,2.412139110674616e-07,8.040463406189247e-09
1919,2.421664078156027e-07,6.4454939163738345e-09
1920,1.8476245600140828e-07,8.329454459499175e-09
1921,2.1658057391960028e-07,1.5902768879527684e-08
1922,1.7116809658546117e-07,5.164555005876537e-09
1923,1.5180805235104344e-07,6.369568872344189e-09
1924,1.7016944298120507e-07,3.867487219366694e-09
1925,1.7927030171449587e-07,5.499089184013428e-09
1926,1.7833821175372577e-07,1.1146138456652466e-09
1927,1.8842190740997466e-07,4.4596899506643695e-09
1928,1.439681227566325e-07,1.2568645679778001e-08
1929,1.5485164794881712e-07,4.4561625500705304e-09
1930,1.6385621393055771e-07,2.2057568216382606e-08
1931,1.8704784565670707e-07,1.1405356659111021e-09
1932,1.20554901172909e-07,1.0959536611565568e-09
1933,1.45677404361777e-07,2.2941324395731044e-09
1934,1.0543790551764687e-07,7.188948103475923e-09
1935,1.591781852994245e-07,2.393656828303392e-09
1936,1.4913399581928388e-07,1.091224355320719e-08
1937,1.0072894696122603e-07,7.554670666820584e-09
1938,1.5558256905023882e-07,7.779128452511941e-09
1939,1.269406197934586e-07,7.647025235257843e-09
1940,1.0143131845552489e-07,1.0143131667916805e-08
1941,1.3872062254449702e-07,0.0
1942,1.456421614420833e-07,9.102635090130207e-09
1943,1.7709734834170376e-07,2.9032352077962287e-09
1944,1.8636480092482088e-07,0.0
1945,2.1349339363041508e-07,1.3071024262956144e-08
1946,1.7540591557008156e-07,5.568441707737293e-09
1947,1.9431020348292805e-07,3.5762612871081956e-09
1948,1.7612458691473876e-07,7.610321262063735e-09
1949,1.68852537285602e-07,9.817008539414473e-09
1950,2.0313540005645336e-07,5.317680518146517e-09
1951,1.3646594254623778e-07,1.0661401539380222e-08
1952,1.613355067320299e-07,3.1634410646574906e-09
1953,1.713038528805555e-07,4.3095309543161875e-09
1954,1.7492840242994134e-07,7.818028890937967e-09
1955,1.520468515536777e-07,9.385607846468247e-10
1956,1.6919014456107107e-07,9.593255967388359e-09
1957,1.6963272742032132e-07,8.835037590415595e-09
1958,1.9026160202884057e-07,1.0753916868111446e-08
1959,1.5966540445333521e-07,1.1626121398933265e-08
1960,1.321879210536281e-07,4.152500121534786e-09
1961,1.8829511816420563e-07,9.03260666262895e-09
1962,1.731354046796696e-07,8.244543714397423e-09
1963,1.739368258313334e-07,6.466053470433053e-09
1964,1.417564590155962e-07,4.258777774879263e-09
1965,1.6799172897208337e-07,8.20806533852192e-09
1966,1.7835820642631006e-07,3.8773522170743036e-09
1967,1.932691588990565e-07,7.395503320850594e-09
1968,2.0121542831930128e-07,1.0779397818794223e-08
1969,1.671366902655791e-07,1.2262746373892242e-08
1970,1.535974121225081e-07,1.0117195081704722e-08
1971,1.9320374633480242e-07,2.569198631618974e-09
1972,1.790421322311886e-07,4.6171320100540925e-09
1973,1.7201195134930458e-07,3.3079223804577396e-09
1974,1.8508130494865327e-07,4.500457340128605e-09
1975,1.4450044716340926e-07,5.711480177694739e-09
1976,1.782620415724523e-07,8.570290255249802e-09
1977,1.8218023001281836e-07,7.052138428775834e-09
1978,1.5920784335321514e-07,7.72276909088987e-09
1979,1.6502565358678112e-07,5.851973128301324e-09
1980,1.9329512213062117e-07,7.390696055153967e-09
1981,1.7774793548142043e-07,1.0753434587229549e-08
1982,2.054683250207745e-07,3.1037510339615437e-09
1983,1.7746037883625831e-07,1.326216381158929e-08
1984,1.9832609154946113e-07,2.8995041922996734e-09
1985,1.467796124643428e-07,7.218669662023558e-09
1986,1.7563841936407698e-07,1.019062523255343e-08
1987,1.7721369260925712e-07,5.49973533381376e-09
1988,1.7449971778660256e-07,8.395175221664886e-09
1989,1.7177822542180365e-07,5.488121956886971e-09
1990,1.8906818866071262e-07,1.5256222951620657e-08
1991,2.022205478624528e-07,8.20605094986604e-09
1992,1.9339904611115344e-07,7.713921945651236e-09
1993,1.8888697184138437e-07,1.2186256448387667e-08
1994,2.062496236021616e-07,9.494868002946077e-09
1995,1.6592699125794752e-07,1.2471637056421514e-08
1996,1.8950227342884318e-07,9.60856638698715e-09
1997,2.1145484652151936e-07,1.8700088588730068e-08
1998,2.0121505883707869e-07,9.536258005482523e-09
1999,2.193696531094247e-07,1.8737825513426287e-08
2000,1.9483519508867175e-07,1.2812291672048559e-08
2001,1.862015039932885e-07,1.1829271784336015e-08
2002,2.019743163828025e-07,1.1391176002462089e-08
2003,2.058459926956857e-07,1.750107614384433e-08
2004,1.9777512250129803e-07,1.5416770082765652e-08
2005,1.842033583443481e-07,1.3511249008502091e-08
2006,2.2236605445868918e-07,1.2353670086895363e-08
2007,1.8774053955894487e-07,7.190063211481856e-09
2008,2.1968388352888724e-07,7.2376473703172906e-09
2009,2.1313820752766333e-07,1.2874119548200724e-08
2010,2.1493258373084245e-07,1.0392344762522043e-08
2011,2.3555666928132268e-07,9.177532511728259e-09
2012,2.522551199035661e-07,7.148930780687124e-09
2013,2.11136764960429e-07,1.1993237514218436e-08
2014,2.4534494968975196e-07,1.0394137106572998e-08
2015,2.1190460586240079e-07,1.0196246513771712e-08
2016,2.023699181563643e-07,1.0149566520567532e-08
2017,2.0074578799267329e-07,8.049956257139002e-09
2018,2.1813393402680958e-07,1.4198066722315161e-08
2019,1.8647720878561813e-07,8.928457084778074e-09
