year,devrait_VERB appliquer_VERB,devrait_VERB rappliquer_VERB
1902,2.7988617645746672e-08,0.0
1903,3.7801541452608944e-08,0.0
1904,3.171028950532673e-08,0.0
1905,1.651442893546573e-08,0.0
1906,1.7490227932626112e-08,0.0
1907,1.5479957937714062e-07,0.0
1908,3.929111258571538e-08,0.0
1909,3.685659066832159e-08,0.0
1910,3.740905540894346e-08,0.0
1911,3.777465806820146e-08,0.0
1912,3.854971808436858e-08,0.0
1913,2.4393752795504042e-08,0.0
1914,1.5402511266415786e-08,0.0
1915,3.180805663305364e-08,0.0
1916,2.307367097387214e-08,0.0
1917,4.1672411299487067e-08,0.0
1918,3.331049214239101e-08,0.0
1919,2.5781975665495338e-08,0.0
1920,4.467616676606667e-08,0.0
1921,5.2251955651172466e-08,0.0
1922,2.6560567079059183e-08,0.0
1923,3.6094224498128824e-08,0.0
1924,2.3204924204378585e-08,0.0
1925,3.959344141435395e-08,0.0
1926,2.452150482668003e-08,0.0
1927,2.5643217327342427e-08,0.0
1928,4.798937425221084e-08,0.0
1929,5.458799279267623e-08,0.0
1930,5.461873797685257e-08,0.0
1931,4.1059283972799676e-08,0.0
1932,2.9590749406338546e-08,0.0
1933,4.3588517684156614e-08,0.0
1934,3.9539216345474415e-08,0.0
1935,3.111753699158726e-08,0.0
1936,2.9099314957647948e-08,0.0
1937,5.0364473480613015e-08,0.0
1938,5.186085871855539e-08,0.0
1939,4.5882153187903896e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,8.854508237732261e-09,0.0
1942,3.3376331032286544e-08,0.0
1943,2.322588166236983e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,4.574858536443571e-08,0.0
1946,3.7586982415405146e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,3.152847583010043e-08,0.0
1949,2.4542520904446974e-08,0.0
1950,2.9779013033248702e-08,0.0
1951,3.5182626589858046e-08,0.0
1952,5.5887461769543734e-08,0.0
1953,2.477980309834038e-08,0.0
1954,2.5408594339637602e-08,0.0
1955,3.003394510869839e-08,0.0
1956,3.488456457034772e-08,0.0
1957,3.799066305987253e-08,0.0
1958,2.2335056470978998e-08,0.0
1959,4.107896245386655e-08,0.0
1960,3.668041514970355e-08,0.0
1961,2.640300600376122e-08,0.0
1962,4.058852098864918e-08,0.0
1963,4.4615767080813384e-08,0.0
1964,2.9203047091641565e-08,0.0
1965,2.954903344232207e-08,0.0
1966,3.7665706997813686e-08,0.0
1967,3.500538170442269e-08,0.0
1968,2.5601069708613977e-08,0.0
1969,3.270065462857019e-08,4.5417578031781147e-10
1970,3.954903604608262e-08,0.0
1971,3.288574390580834e-08,0.0
1972,3.1293897251316594e-08,0.0
1973,2.260413545229767e-08,0.0
1974,3.600365872102884e-08,0.0
1975,2.627280792921738e-08,0.0
1976,2.5710871653927825e-08,0.0
1977,3.0559267116814226e-08,5.876781838942691e-10
1978,1.7821774278559133e-08,0.0
1979,3.043026097770962e-08,0.0
1980,2.8425754194927322e-08,0.0
1981,3.28928564385933e-08,0.0
1982,3.1037512115972277e-08,0.0
1983,3.031351525351056e-08,0.0
1984,2.3775934110403796e-08,0.0
1985,2.2257564680217e-08,0.0
1986,3.11713250766843e-08,5.994485463567401e-10
1987,2.3221103262471843e-08,1.2221633705067347e-09
1988,3.418035632307692e-08,0.0
1989,2.9635859988275115e-08,0.0
1990,2.3429199913493903e-08,1.089730194969718e-09
1991,2.8135033858234237e-08,0.0
1992,3.250866953408149e-08,0.0
1993,1.827938511667071e-08,0.0
1994,4.008944287647864e-08,0.0
1995,2.548551947256783e-08,0.0
1996,3.3629980578098184e-08,0.0
1997,2.6851409984374186e-08,0.0
1998,3.099284029417504e-08,0.0
1999,2.3308025731694215e-08,0.0
2000,2.960081069147691e-08,0.0
2001,2.4972907297637903e-08,0.0
2002,3.24210382984802e-08,0.0
2003,3.000184634061043e-08,0.0
2004,3.655976854588516e-08,0.0
2005,2.7022498017004182e-08,0.0
2006,2.7589862838794943e-08,1.6471559671771274e-09
2007,2.077129401811817e-08,0.0
2008,2.4693150635357597e-08,0.0
2009,2.86091541568112e-08,0.0
2010,2.4091344030807704e-08,0.0
2011,2.1796640936599943e-08,0.0
2012,1.1574459612972987e-08,3.404252713057332e-10
2013,2.370756213565528e-08,1.3945624655065103e-09
2014,1.5591204771681078e-08,1.7323561474213989e-09
2015,1.440773989003219e-08,0.0
2016,1.3463710146766061e-08,1.6570720351438695e-09
2017,1.9621769098421282e-08,5.031222660711876e-10
2018,1.523065407127433e-08,7.744400121190154e-10
2019,1.836711227554133e-08,5.1019755087367e-10
