year,put_VERB assembler_VERB,put_VERB rassembler_VERB
1800,0.0,1.0375742931501009e-07
1801,1.6668277424969347e-08,8.572257570449437e-08
1802,0.0,8.951360541686881e-08
1803,1.950339223455444e-09,9.946730017418304e-08
1804,0.0,1.087614407424553e-07
1805,0.0,5.970043304159844e-08
1806,0.0,1.3832011802605848e-07
1807,5.693910054560547e-08,1.224190668835945e-07
1808,1.3596443970698147e-08,1.0877155176558517e-07
1809,1.8072244145628247e-08,1.7620438086396462e-07
1810,1.4040760554223652e-08,1.1232608443378922e-07
1811,2.5070767684098882e-09,1.1532553401139012e-07
1812,2.6672082320544632e-09,2.0004061695999553e-07
1813,0.0,1.1502966401621961e-07
1814,4.405347908686963e-08,1.4789382873914292e-07
1815,5.394447111228828e-09,2.2386954867670283e-07
1816,6.952811659743929e-09,1.4369143741532753e-07
1817,4.981994905506326e-08,1.5413046128287533e-07
1818,0.0,2.455762455610966e-07
1819,4.0369094733705424e-08,1.2214239575314423e-07
1820,0.0,2.1478331291291397e-07
1821,9.86148829262845e-10,1.3510238261460472e-07
1822,4.6117833107928163e-08,1.4938167680611514e-07
1823,2.9648060007048116e-08,1.7097048043979157e-07
1824,3.2000230021367315e-08,2.8715993494188297e-07
1825,2.6416328680056722e-08,2.1837499275534356e-07
1826,3.2589543508265706e-08,2.3869637288953527e-07
1827,1.013900075008678e-08,1.0139000039544044e-07
1828,0.0,1.8894940012614825e-07
1829,1.3717081692732336e-08,1.1488055662312036e-07
1830,1.982998831806526e-08,1.054120417620652e-07
1831,4.677361609140007e-09,1.6682589887295762e-07
1832,1.3529969367098715e-09,7.84738247716632e-08
1833,5.791814139399776e-09,1.3437009727113036e-07
1834,4.667265685043276e-09,1.0641365122410207e-07
1835,1.5882484660778573e-08,1.3311034763319185e-07
1836,3.427582484505365e-08,1.7339534963412007e-07
1837,2.2265250976261086e-08,1.7394727080954908e-07
1838,5.112851297894849e-08,1.4139243376121158e-07
1839,1.11863602825224e-08,1.230499577786759e-07
1840,1.9746034141121527e-08,1.834470282346956e-07
1841,4.494383976094696e-09,9.438206660661308e-08
1842,1.0062397137744483e-08,9.39157089874243e-08
1843,1.5357969118667825e-08,9.923610377882142e-08
1844,1.3721403568922597e-08,1.0757580071185657e-07
1845,1.1160455670733427e-08,8.426144404438674e-08
1846,7.025401593807601e-09,7.025401771443285e-08
1847,9.707802561820245e-09,8.46736085691191e-08
1848,1.528592186161859e-08,4.505324113779352e-08
1849,0.0,6.284561493430374e-08
1850,1.3577992064028876e-08,8.486244951200206e-08
1851,4.514607354622058e-09,8.835731080125697e-08
1852,5.208436348880241e-09,6.250123618656289e-08
1853,8.957897534855874e-09,5.6733352238325097e-08
1854,1.8184826089395756e-08,7.06610379097583e-08
1855,1.0613874223963649e-08,6.315255518529739e-08
1856,1.2942972915652717e-08,6.264399132760445e-08
1857,1.9037885934380938e-08,4.8326938895115745e-08
1858,1.0766087576996597e-08,7.09583005686909e-08
1859,9.165912473463322e-09,6.161529597648041e-08
1860,9.15436793036406e-09,4.7144993686742964e-08
1861,3.772770984511453e-09,4.95176202264247e-08
1862,9.487771457372673e-09,7.138418567365079e-08
1863,3.995696662428827e-09,5.893652499366908e-08
1864,1.0068928801842958e-08,2.9727313943794798e-08
1865,1.882737743486018e-09,4.330296832222302e-08
1866,4.379051787850585e-09,6.227984528095476e-08
1867,1.94112459439566e-09,4.561642796829801e-08
1868,1.975949626142892e-09,3.062721987134864e-08
1869,1.4650557433881772e-09,4.981189505315342e-08
1870,1.1468097582678638e-09,5.103303379883073e-08
1871,1.0621177271019633e-09,3.823623728749226e-08
1872,1.8142017887967654e-09,5.865918950576088e-08
1873,5.986004469882289e-10,3.292302608315367e-08
1874,6.572069999322139e-09,2.3300975371398636e-08
1875,1.1443054503956773e-08,3.089624556196213e-08
1876,6.650616057868319e-09,3.567148709748835e-08
1877,1.2369631985365004e-09,1.7317484335421796e-08
1878,3.0195443923020093e-09,3.623453181944569e-08
1879,3.0546627449723474e-09,2.871382953628654e-08
1880,1.9253538763308597e-09,2.3746030919369332e-08
1881,2.091752326904839e-09,3.834879080955034e-08
1882,4.6587693702804245e-09,3.1945848633085916e-08
1883,2.5277355764075082e-09,4.549924170760278e-08
1884,3.300848483434038e-09,3.3668655419205606e-08
1885,3.2228177904158883e-09,3.545099502844096e-08
1886,3.872078213618124e-09,3.226731948302586e-08
1887,1.3057849246322917e-09,2.8074376601239237e-08
1888,0.0,1.9021843655764314e-08
1889,1.8795409673089125e-09,4.009687515349469e-08
1890,2.6217545912032847e-09,1.1797895993481688e-08
1891,6.374220040683554e-10,2.42220359325529e-08
1892,6.268512375839919e-10,1.6298132621272998e-08
1893,6.158416554491453e-10,2.9560400349737392e-08
1894,4.411077725308132e-09,1.449354058991048e-08
1895,1.2037228991346183e-09,1.3842813118003505e-08
1896,2.358811590497112e-09,1.592197840238896e-08
1897,5.826713556089658e-10,3.088158351260972e-08
1898,0.0,1.640922953072277e-08
1899,1.1055156790007459e-09,2.8743407654019393e-08
1900,0.0,3.0627212765921286e-08
1901,2.794369402536745e-09,1.8442838367604963e-08
1902,4.910283846193408e-10,9.329538919189417e-09
1903,4.320176216765503e-09,1.0800440541913758e-08
1904,4.837162670412454e-09,1.827372564378038e-08
1905,3.6125313851442797e-09,1.4966200723165457e-08
1906,2.572092316910357e-09,1.9033482345776065e-08
1907,5.142843373384665e-10,9.771402353919711e-09
1908,4.911389073214423e-10,2.9959473124563374e-08
1909,5.500983557560346e-10,2.6954818821423032e-08
1910,1.6032452032632705e-09,1.977335806202518e-08
1911,5.320374141248863e-10,2.4473720827700163e-08
1912,2.0837684910901544e-09,3.1777467768279166e-08
1913,4.772690687104841e-09,2.2802856491921375e-08
1914,0.0,2.1429579888376793e-08
1915,4.712304768617059e-09,2.591767689352764e-08
1916,0.0,1.2086208478478966e-08
1917,0.0,1.6449636319748606e-08
1918,0.0,1.6080926812378493e-08
1919,8.287063479883727e-09,8.287063479883727e-09
1920,2.2716695191604686e-09,1.1358347151713133e-08
1921,1.5145494858259667e-09,2.499006690470651e-08
1922,0.0,1.696925089333945e-08
1923,5.307974060286824e-09,1.4862327368803108e-08
1924,1.289162443462999e-09,2.5783249313349188e-08
1925,2.1996355847875293e-09,1.2097995494286806e-08
1926,0.0,1.4489979882625903e-08
1927,2.2298449753321847e-09,2.0068604555945058e-08
1928,2.2852082448565625e-09,1.3711249025050165e-08
1929,1.1140406375176326e-09,1.0026365515614089e-08
1930,0.0,2.6259009189288918e-08
1931,3.4216069977333063e-09,1.4826963656844327e-08
1932,3.287861094491973e-09,2.301502632917618e-08
1933,1.1470662197865522e-09,2.408838994938378e-08
1934,1.1981580172459871e-09,2.3963160344919743e-08
1935,0.0,1.196828414151696e-08
1936,1.2124714565686645e-09,1.9399543305098632e-08
1937,1.2591118148108649e-09,2.0145789036973838e-08
1938,0.0,1.2965214679638848e-08
1939,0.0,6.117620188206274e-09
1940,0.0,3.803674530900025e-08
1941,0.0,2.066051862925633e-08
1942,0.0,2.730790527039062e-08
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,2.2492303131116387e-08
1945,4.357008087652048e-09,1.5249527862692958e-08
1946,1.3921104269343232e-09,2.9234318077442367e-08
1947,0.0,2.0265479960812627e-08
1948,0.0,3.044128504825494e-08
1949,0.0,1.8652315247891238e-08
1950,0.0,1.4889506516624351e-08
1951,0.0,1.3859822622919182e-08
1952,1.0544803918932644e-09,1.4762725264461096e-08
1953,1.0773827385790469e-09,1.1851209791302608e-08
1954,0.0,8.795282724349818e-09
1955,0.0,2.2525458831523792e-08
1956,8.72114158667614e-10,1.3953826538681824e-08
1957,3.534015080575159e-09,1.8553580005686854e-08
1958,1.6544486891589827e-09,8.272243334772611e-09
1959,3.8753737996444215e-09,1.4726420971555854e-08
1960,1.3841666701708277e-09,1.4533750203327145e-08
1961,0.0,1.459113452284555e-08
1962,1.2683912808952869e-09,2.4099433559854333e-08
1963,3.2330267352165265e-09,1.4225316924409981e-08
1964,1.8251904432275978e-09,2.4335873760605864e-08
1965,3.2832261354087677e-09,1.586892572902343e-08
1966,1.1078149508847446e-09,1.6617224929404983e-08
1967,4.930335584241163e-10,2.070740912074598e-08
1968,2.6948494546985557e-09,2.2906220920049236e-08
1969,1.3625273131978588e-09,3.633406109315729e-08
1970,1.3796175313274261e-09,1.1496812390987543e-08
1971,0.0,1.7470551227916076e-08
1972,0.0,1.5903454553267693e-08
1973,1.102640756478479e-09,1.3231689521830958e-08
1974,0.0,1.3501372464475025e-08
1975,1.1422960355389478e-09,1.4849848462006321e-08
1976,1.142705374768127e-09,1.542652228181396e-08
1977,5.876781838942691e-10,1.3516598507123945e-08
1978,2.3762365408686037e-09,1.900989232694883e-08
1979,2.3407893401383717e-09,1.521513048885481e-08
1980,2.8425752862659692e-09,1.819248218737357e-08
1981,1.2651099057237047e-09,2.0874313833019187e-08
1982,2.483000915987077e-09,1.3656505259973528e-08
1983,0.0,1.4525227243211702e-08
1984,0.0,1.3917620833581168e-08
1985,1.2031116103372597e-09,7.218669662023558e-09
1986,5.994485463567401e-10,9.591176741707841e-09
1987,1.2221633705067347e-09,1.1610551631235921e-08
1988,1.1993107618124554e-09,1.3792074149421296e-08
1989,0.0,1.1525056464734007e-08
1990,0.0,1.961514328741032e-08
1991,1.1722930404189924e-09,1.934283488935762e-08
1992,0.0,1.5427843891302473e-08
1993,0.0,1.550978012687665e-08
1994,5.274926606624319e-10,1.5824779708850656e-08
1995,5.422450821690461e-10,1.7351842629409475e-08
1996,1.067618438099771e-09,1.1743802375008272e-08
1997,0.0,7.192341833217597e-09
1998,9.536258449571733e-10,1.4304387896402204e-08
1999,1.3710603763428253e-09,9.140402212892695e-09
2000,0.0,1.590491294223284e-08
2001,0.0,9.638665865452367e-09
2002,1.752488598683044e-09,1.62105191492401e-08
2003,8.333845835650777e-10,1.2917460878725251e-08
2004,0.0,1.189293641346012e-08
2005,4.5037495954858286e-10,1.5312748402607212e-08
2006,2.0589450144825605e-09,9.059357708451898e-09
2007,3.994479469415779e-10,1.5578470069499417e-08
2008,1.2772318758180745e-09,1.4049550856043425e-08
2009,9.53638501499654e-10,1.6211854969583328e-08
2010,9.447586046817946e-10,1.8895171649546683e-08
2011,0.0,2.0649448373433188e-08
