year,grand_ADJ établissement_NOUN,grand_ADJ etablissement_NOUN,grand_ADJ rétablissement_NOUN
1858,5.93113554714364e-07,1.4681028059904122e-09,1.9574704079872163e-09
1859,6.996646106927074e-07,1.6294954940931916e-08,0.0
1860,6.641494110226631e-07,4.577183992937606e-09,9.154367819341758e-10
1861,7.474802714568796e-07,4.71596389717277e-09,0.0
1862,7.680576459279109e-07,1.355395878865906e-09,9.035972525772706e-10
1863,7.297140882656095e-07,2.497310414018017e-09,0.0
1864,1.038058599078795e-06,1.4384183844029508e-09,4.794727948009836e-10
1865,8.067531211963797e-07,9.41368871743009e-10,0.0
1866,8.106110840344627e-07,4.379051676828283e-09,0.0
1867,9.691065088190953e-07,2.91168689159349e-09,5.338092634588065e-09
1868,7.864279609748337e-07,9.87974813071446e-10,0.0
1869,6.441361506404064e-07,9.767038289254515e-10,7.325278605918584e-09
1870,6.720305236740387e-07,7.454263428741115e-09,4.587239033071455e-09
1871,9.962664080376271e-07,0.0,1.0621177271019633e-09
1872,8.889588798410841e-07,3.023669647994609e-09,0.0
1873,7.907511871962924e-07,6.584604750337064e-09,1.7958012854535355e-09
1874,8.388351488974877e-07,2.3898436563030145e-09,0.0
1875,8.227556236306555e-07,5.149374315838173e-09,5.721527140956084e-10
1876,7.19475735877495e-07,3.02300739996042e-09,0.0
1877,7.260974257405906e-07,1.422507700521436e-08,0.0
1878,7.198593721113866e-07,2.2344627814696594e-08,0.0
1879,7.685530931667017e-07,1.832797580370027e-09,0.0
1880,6.73873842060857e-07,7.701415505323439e-09,2.5671385017744797e-09
1881,7.704620657023042e-07,5.578006112560985e-09,0.0
1882,8.345853075297782e-07,0.0,0.0
1883,7.690635470680718e-07,1.895801682305631e-09,0.0
1884,8.10028211617464e-07,2.6406787867472303e-09,0.0
1885,8.321315476678137e-07,6.445635636342928e-09,0.0
1886,5.833931595589092e-07,6.453463929911862e-09,0.0
1887,6.091486852710659e-07,1.3057849246322917e-09,6.528924623161458e-10
1888,7.240981858558371e-07,4.438430289965822e-09,0.0
1889,8.088291565400141e-07,8.144677599020156e-09,0.0
1890,7.635860015398066e-07,3.277193294515257e-09,0.0
1891,8.56695180573297e-07,1.4660705538460661e-08,0.0
1892,7.478335533050995e-07,1.002961980134387e-08,0.0
1893,6.293901719800488e-07,2.3401982685022915e-08,0.0
1894,5.898240829083079e-07,1.8274463942091757e-08,0.0
1895,5.663516162712767e-07,1.1435367319734269e-08,1.2037228991346183e-09
1896,6.940803132238216e-07,1.4152869709516125e-08,0.0
1897,6.852214937680401e-07,2.4472196713531957e-08,0.0
1898,5.432020770967938e-07,7.582195682420689e-08,5.6583548957434e-10
1899,6.047170586498396e-07,3.040168117252051e-08,0.0
1900,6.177353384373419e-07,2.7512581546318415e-08,5.191053142894475e-10
1901,6.225855031516403e-07,3.2414685713355595e-08,0.0
1902,5.740121764574724e-07,2.1114221038232017e-08,0.0
1903,5.308416461957677e-07,3.132127845972832e-08,1.6200660812870638e-09
1904,5.691728119927575e-07,1.5586413049106795e-08,0.0
1905,6.223875175237481e-07,1.9094808068054192e-08,0.0
1906,6.275905093389156e-07,2.7264177582253524e-08,5.144184522798412e-10
1907,5.353700203158951e-07,2.879992333504333e-08,2.057137349353866e-09
1908,5.112756298331078e-07,5.402528024944786e-08,0.0
1909,6.293125238698849e-07,1.9803540196594582e-08,0.0
1910,5.707552759304235e-07,4.435644962441643e-08,0.0
1911,5.868372454642667e-07,1.1172785696622611e-08,0.0
1912,5.235468165665225e-07,3.698688977316067e-08,1.0418842455450772e-09
1913,4.788599881067057e-07,2.6514948958666906e-08,0.0
1914,5.397575364440854e-07,3.8841114324839054e-08,0.0
1915,5.890381089557195e-07,4.005459075528961e-08,0.0
1916,7.152837611101859e-07,1.6481192632866737e-08,2.197492410260793e-09
1917,6.020567298037349e-07,3.7285843079715164e-08,1.0966424213165737e-08
1918,6.053320475984947e-07,1.72295644418341e-08,2.2972752589112133e-09
1919,6.270544758990582e-07,1.7494911908055855e-08,0.0
1920,4.831084083889436e-07,2.8017256958889902e-08,0.0
1921,4.0665653955329617e-07,3.104826579169995e-08,0.0
1922,4.028352691420878e-07,3.8365265631057355e-08,0.0
1923,3.3971033985835675e-07,1.8047111804975202e-08,0.0
1924,3.9835120446696237e-07,1.933743654092268e-08,1.0313299547703991e-08
1925,4.245296736371529e-07,1.319781373076978e-08,0.0
1926,3.845417779757554e-07,3.789687053057378e-08,0.0
1927,3.445110507982463e-07,7.804457635707251e-09,0.0
1928,3.747741459392273e-07,3.999114328578912e-08,4.570416489713125e-09
1929,3.7654572793144325e-07,2.7851015049762395e-08,0.0
1930,3.2771242786111543e-07,2.8359729786764376e-08,0.0
1931,3.683930174247507e-07,4.6761963190533606e-08,3.4216069977333063e-09
1932,3.8577567806896695e-07,1.972716578979572e-08,2.1919073223131136e-09
1933,2.7644296096696053e-07,2.6382522833046096e-08,0.0
1934,3.11521091589384e-07,1.0783422155213884e-08,0.0
1935,2.8604199542314745e-07,3.111753965612252e-08,0.0
1936,3.0433034226007294e-07,1.8187071848529968e-08,2.424942913137329e-09
1937,2.996686134792981e-07,2.6441348555117372e-08,0.0
1938,2.4763559736129537e-07,1.5558257571157696e-08,3.8895642262559704e-09
1939,2.6458707225174294e-07,1.8352860564618823e-08,1.5294050470515685e-09
1940,1.6482589160204952e-07,2.5357829169792012e-09,0.0
1941,2.243141921098868e-07,5.9030051957620344e-09,0.0
1942,2.0936060707299475e-07,6.068423541449874e-09,0.0
1943,3.019364669398783e-07,5.806470348979076e-08,2.9032352077962287e-09
1944,2.249230277584502e-07,6.4263723231761105e-09,0.0
1945,2.1131489802428405e-07,0.0,0.0
1946,2.18561339693224e-07,1.3921104269343232e-09,1.3921104269343232e-09
1947,2.1099941704960656e-07,7.152522574216391e-09,0.0
1948,1.7177582378735679e-07,3.2615663503321457e-09,0.0
1949,1.4038322149190208e-07,6.871905600114303e-09,9.817008317369869e-10
1950,1.7122931694757426e-07,2.1270722960764488e-09,0.0
1951,1.9830207520499243e-07,2.1322803522849654e-09,0.0
1952,1.940243947728959e-07,1.3708244983590134e-08,0.0
1953,2.219408372639009e-07,9.696444758233724e-09,1.0773827385790469e-09
1954,1.5831508903829672e-07,1.9545072227344917e-09,1.9545072227344917e-09
1955,1.4641548773397517e-07,5.631364707880948e-09,0.0
1956,1.657016923672927e-07,7.849027205963921e-09,3.488456634670456e-09
1957,1.5726367053048307e-07,1.7670075402875796e-09,0.0
1958,1.7288988374275505e-07,9.099467790374405e-09,8.272243445794913e-10
1959,2.0772003495039826e-07,5.4255236969780185e-09,7.750747821333448e-10
1960,2.2907958907580905e-07,6.920833295342987e-09,0.0
1961,1.7787287731607648e-07,7.642975308197464e-09,2.08444772553662e-09
1962,1.3444947910556948e-07,5.707760597495337e-09,0.0
1963,1.7458343393172981e-07,5.819447590482696e-09,0.0
1964,1.6548393944049167e-07,6.083968329129164e-10,0.0
1965,2.1669291072612396e-07,3.830430306273058e-09,2.188817349590977e-09
1966,2.0383795629186352e-07,5.5390746434014204e-09,2.215629901769489e-09
1967,1.9672039286433574e-07,2.9582014060558492e-09,0.0
1968,1.845971979719252e-07,5.838840522187638e-09,0.0
1969,1.9756646452151472e-07,6.812636538233718e-09,1.3625273131978588e-09
1970,1.8670823465072317e-07,3.6789800095249348e-09,4.5987250119061684e-10
1971,1.6699792126928514e-07,9.249115473508596e-09,1.0276794970565106e-09
1972,1.8160720571813727e-07,7.695220349823728e-09,2.565073486948677e-09
1973,1.5436970102200576e-07,4.961883459664307e-09,0.0
1974,1.490776497803381e-07,2.2502286700643026e-09,1.1251143350321513e-09
1975,1.427870017778332e-07,5.140332159925265e-09,0.0
1976,1.7711933253394818e-07,3.999468811688445e-09,0.0
1977,1.398674100983044e-07,4.113747342771035e-09,5.876781838942691e-10
1978,1.467326029569449e-07,5.346532105932056e-09,5.940591352171509e-10
1979,1.8726314010564238e-07,4.0963813452421505e-09,5.851973350345929e-10
1980,1.7339709756925004e-07,2.2740602734216964e-09,3.411090521154847e-09
1981,1.3346910066047712e-07,3.162774764309262e-09,0.0
1982,2.1477957545812387e-07,9.311253434951539e-09,0.0
1983,1.5598830316321255e-07,1.1999100713033783e-08,6.315316047889041e-10
1984,1.2235908286584163e-07,3.4794050418618383e-09,5.799008495621649e-10
1985,1.768574122706923e-07,9.62489299372038e-09,3.0077789148208467e-09
1986,1.4926268931958475e-07,7.79283104712647e-09,0.0
1987,1.5215934467960324e-07,7.944061852782625e-09,3.6664902225425067e-09
1988,1.391200470379772e-07,1.2592762999030782e-08,0.0
1989,1.69034166219717e-07,6.585746614717891e-09,0.0
1990,1.4711358176100475e-07,9.807571976772067e-09,0.0
1991,1.5532883423929889e-07,6.447611888837912e-09,0.0
1992,1.834811342860121e-07,1.6529832502776287e-09,1.65298330578878e-09
1993,1.3958802469460352e-07,3.323524400133948e-09,5.539207426075166e-10
1994,1.8831488546311448e-07,7.912390076469933e-09,5.274926606624319e-10
1995,1.4911739754097653e-07,1.626735190995987e-09,0.0
1996,1.8096132237133133e-07,1.1209993822092201e-08,0.0
1997,1.4768275491405802e-07,1.917957792585412e-09,0.0
1998,1.6116277379296662e-07,2.3840646123929332e-09,1.43043876743576e-09
1999,1.7595274925952253e-07,4.570201023179621e-09,0.0
2000,1.8423190795147093e-07,5.743440834038438e-09,0.0
2001,1.3888441685594444e-07,3.94309060403053e-09,0.0
2002,1.3318913261173293e-07,5.257465796049132e-09,4.38122149670761e-10
2003,1.6792699852885562e-07,0.0,1.2500769308587678e-09
2004,1.6782254874669889e-07,4.404791253964646e-10,0.0
2005,1.630357360227208e-07,1.8014998381943315e-09,9.007499190971657e-10
2006,1.457732992093952e-07,1.6471559671771274e-09,8.235779835885637e-10
2007,1.5977917655618512e-07,7.988958938831558e-10,0.0
2008,1.6093122212623712e-07,2.128719839289417e-09,2.9802078582719105e-09
2009,1.4686033011912514e-07,9.53638501499654e-10,0.0
2010,1.535232740934589e-07,9.447586046817946e-10,0.0
2011,1.7399072760326817e-07,7.64794394481072e-10,0.0
2012,1.6851051043431653e-07,1.3617011129785084e-09,1.0212758416727752e-09
2013,1.2551062411603198e-07,5.578250084070646e-10,2.789125042035323e-10
2014,1.1217006345987102e-07,2.1654451842767486e-10,8.661780737106994e-10
2015,1.4562900219061703e-07,1.1082876977264178e-09,2.2165753954528356e-10
2016,1.8352072572724865e-07,1.0356700219649184e-09,6.214020409345267e-10
2017,1.0188225729734768e-07,1.2578056929335446e-09,5.031222660711876e-10
2018,1.1616599948638395e-07,0.0,5.162933414126769e-10
2019,1.2652898817577807e-07,0.0,0.0
