year,tout_DET apport_NOUN,tout_DET rapport_NOUN
1951,1.545903214328348e-07,4.3285291440042784e-07
1952,1.7188030199122295e-07,3.3637925866969454e-07
1953,1.6160741189708006e-07,4.729710134654397e-07
1954,1.944734671077697e-07,4.0653748811791957e-07
1955,1.5767821137657734e-07,3.7354718429583045e-07
1956,1.5785266427315037e-07,3.5233412809532183e-07
1957,1.5284614596211554e-07,4.3380033787343564e-07
1958,1.6627208943020833e-07,4.367744566025067e-07
1959,1.6819122894418115e-07,4.92947567209967e-07
1960,1.8617041686042057e-07,4.6023542665807327e-07
1961,1.674506391324826e-07,4.446821879611207e-07
1962,1.8455093275804302e-07,4.7691512605752e-07
1963,1.6165132432632845e-07,4.1382739723871964e-07
1964,1.6670072700009086e-07,4.082342819344831e-07
1965,1.6251969015002032e-07,4.684069025984172e-07
1966,1.4844720386264498e-07,4.2484703399736645e-07
1967,1.2572356045126298e-07,4.550699674865655e-07
1968,1.4058131814209673e-07,4.6845467949196973e-07
1969,1.0582295573158262e-07,5.01410051256812e-07
1970,1.393413735506499e-07,5.385107133548672e-07
1971,1.4490280797474497e-07,4.54234342583959e-07
1972,1.2261050841289034e-07,4.858249056383102e-07
1973,1.5106177908563723e-07,5.187924507765729e-07
1974,1.4063929265617503e-07,4.93362634301775e-07
1975,1.3193519521337294e-07,4.951853433965425e-07
1976,1.571219883089725e-07,5.60496992818571e-07
1977,1.451565108112618e-07,5.67109452731529e-07
1978,1.3009894761495389e-07,5.762373760376249e-07
1979,1.1235788566210658e-07,5.2433680952646e-07
1980,1.051752875902423e-07,6.060370836280526e-07
1981,1.2777610347569635e-07,6.2116897581177e-07
1982,1.4339330167700837e-07,6.499255107428326e-07
1983,1.0609731049271431e-07,6.050072620666924e-07
1984,1.3859630598744843e-07,6.274527279970243e-07
1985,1.1670182509249116e-07,5.877200486281708e-07
1986,1.2408585270407002e-07,6.294209633495029e-07
1987,1.112168641625999e-07,5.609729676336883e-07
1988,1.3372314766613158e-07,6.24241248914359e-07
1989,1.0207907230608271e-07,6.025957883792898e-07
1990,1.2640869950786282e-07,5.857299960609907e-07
1991,1.2602150345486507e-07,6.723100511862867e-07
1992,1.1460684223862927e-07,6.09399830153734e-07
1993,1.0690670615431941e-07,5.904795017386277e-07
1994,1.1288342660620287e-07,6.050340850549674e-07
1995,1.068222843514377e-07,6.458139214515768e-07
1996,9.448423199387435e-08,6.405710522017216e-07
1997,1.1747491335256655e-07,6.612159673125007e-07
1998,1.0680609641156025e-07,7.357223275050728e-07
1999,1.0237250291922351e-07,6.951275821620584e-07
2000,8.482620650340778e-08,7.342768562068613e-07
2001,1.0120599247542827e-07,7.141375242269987e-07
2002,8.762442815779536e-08,6.983666835935765e-07
2003,1.0083953316808447e-07,6.971261861110634e-07
2004,1.1100073882275296e-07,6.906712641807644e-07
2005,1.0583811915765295e-07,6.643030747710554e-07
2006,9.759399244302358e-08,6.423908001096379e-07
2007,9.1074128683033e-08,6.750670529243052e-07
2008,8.472305079720854e-08,6.224376534191833e-07
2009,9.107247844752919e-08,7.061692919307916e-07
2010,9.116920285379138e-08,6.055902872503793e-07
2011,8.871614998184896e-08,5.158538431970783e-07
2012,7.523398837250284e-08,4.4731881487791725e-07
2013,6.33131391758468e-08,4.674573599317e-07
2014,6.193173396340512e-08,4.828942774537381e-07
2015,6.494565996106871e-08,4.4287176059754074e-07
2016,5.6133316217454876e-08,4.399526183362923e-07
2017,6.943087083044475e-08,4.17339906633174e-07
2018,5.11130400226989e-08,4.0683914548367284e-07
2019,4.489738358870454e-08,3.6530143709967433e-07
