year,tout_DET apport_NOUN,tout_DET rapport_NOUN
1800,0.0,2.3266817628098124e-07
1801,0.0,1.3096504858367553e-07
1802,0.0,2.864435373339802e-07
1803,0.0,2.3014003502908054e-07
1804,0.0,3.1639692243956574e-07
1805,0.0,1.7625842096968825e-07
1806,0.0,1.7001847130160286e-07
1807,5.693910232196231e-09,2.562259524552246e-07
1808,0.0,1.7222161652341583e-07
1809,0.0,2.371982112947535e-07
1810,0.0,2.10611400319749e-07
1811,1.0028307073639553e-08,1.4039629547824006e-07
1812,1.3336041604361526e-08,1.5736529235255148e-07
1813,2.8757416448144113e-09,1.8979895344273245e-07
1814,0.0,1.4160046823974426e-07
1815,0.0,2.1038344000245957e-07
1816,0.0,2.1090195545525603e-07
1817,0.0,2.2574664093610863e-07
1818,0.0,3.004136663875556e-07
1819,0.0,1.9252952876414042e-07
1820,0.0,2.610625848831205e-07
1821,0.0,2.593571446496412e-07
1822,0.0,2.897402850976505e-07
1823,0.0,1.6504087663182787e-07
1824,0.0,1.8694869829971594e-07
1825,8.805443041381977e-10,1.963613804889519e-07
1826,0.0,2.1579561404472258e-07
1827,0.0,2.8665718287967934e-07
1828,0.0,3.3570622770540126e-07
1829,0.0,2.2890380346751726e-07
1830,2.0873671680021744e-09,3.840755553596864e-07
1831,0.0,5.534878262380971e-07
1832,1.0823975493678972e-08,2.8954135444791973e-07
1833,2.3167257001688313e-09,3.915266564291642e-07
1834,0.0,3.603128995166571e-07
1835,7.563087933704082e-10,3.509272801238694e-07
1836,3.36037508930076e-09,3.3738165416963284e-07
1837,1.3915781860163179e-09,4.3138924610275353e-07
1838,1.8936485712828244e-09,3.5095620276592854e-07
1839,6.9914751765765e-10,4.3486976153417345e-07
1840,6.369688665408546e-10,3.7071587044579246e-07
1841,6.420548537278137e-10,3.460675639388455e-07
1842,6.708265054555795e-10,4.7494516408619347e-07
1843,5.906911071384968e-10,4.1289309038461397e-07
1844,2.7442805805577564e-09,4.912262445699866e-07
1845,5.022205318283568e-09,5.172871269110146e-07
1846,0.0,3.354629143359489e-07
1847,5.9325460100012606e-09,4.346938240473719e-07
1848,1.6090443422100975e-09,4.288103028216028e-07
1849,0.0,5.656105237505926e-07
1850,2.0366988096043315e-09,3.686424765447782e-07
1851,6.449438760824933e-09,4.688742070158014e-07
1852,4.557381805270211e-09,5.716258648646999e-07
1853,0.0,4.042997954201155e-07
1854,3.63696517347023e-09,4.821576613522893e-07
1855,3.714855978387277e-09,4.824005763737205e-07
1856,9.318940619174043e-09,5.736325654481789e-07
1857,6.345962033638131e-09,4.403121209861638e-07
1858,4.893676019968041e-10,5.779431280217295e-07
1859,4.073738679721828e-09,5.448625657322737e-07
1860,9.154367819341758e-10,6.380594328447842e-07
1861,5.187560270236702e-09,5.428074310032116e-07
1862,3.162590411776023e-09,4.897497181133303e-07
1863,4.994620717013731e-09,4.979636898383433e-07
1864,4.794727948009836e-10,6.089304704914866e-07
1865,1.4120533631256649e-08,4.6833101663423804e-07
1866,9.731225825149181e-10,4.797494437269734e-07
1867,8.249779526181555e-09,4.4985562475119423e-07
1868,1.9265508632848594e-08,5.270845573335237e-07
1869,8.790334349306761e-09,6.40717724209594e-07
1870,4.013834153937523e-09,4.461090092888753e-07
1871,2.442870794538976e-08,5.05568015896074e-07
1872,7.256807044164759e-09,5.08581235791894e-07
1873,3.112722185560912e-08,4.872607561878795e-07
1874,2.1508592240593316e-08,4.845407950426761e-07
1875,1.7736734747586524e-08,5.715805855288636e-07
1876,1.3905833817773328e-08,4.2503484820599624e-07
1877,1.1132668453761596e-08,4.032499916206689e-07
1878,8.4547240319921e-09,3.8891730280710135e-07
1879,1.221865097988939e-08,3.8122190737510664e-07
1880,3.658172520459857e-08,3.183251848781765e-07
1881,2.7192778806472973e-08,3.6466215291852677e-07
1882,2.7952617998039386e-08,3.4874218712843685e-07
1883,3.475636339844712e-08,3.8295193416360007e-07
1884,1.5844073608661802e-08,4.1986792354009594e-07
1885,3.416186999949389e-08,3.590219188609467e-07
1886,3.033127959906068e-08,4.104403110716248e-07
1887,3.590908548289917e-08,3.6300820838164327e-07
1888,4.692054877963869e-08,4.184805781903833e-07
1889,3.821733240982894e-08,3.947036120166558e-07
1890,3.342737109335303e-08,3.768772263157416e-07
1891,2.804656840105224e-08,3.862777271379514e-07
1892,4.2625884599800656e-08,3.447681748980358e-07
1893,3.325544861709773e-08,4.834356879257484e-07
1894,2.142523358727999e-08,4.7072497721956097e-07
1895,4.754705407172821e-08,4.784798388612899e-07
1896,4.2458609073037223e-08,5.089135903801889e-07
1897,3.612562271548825e-08,4.17192676849254e-07
1898,3.677930715539901e-08,4.6681428855777085e-07
1899,3.703477524652499e-08,4.350204338976482e-07
1900,5.398695179792412e-08,4.2826189528000214e-07
1901,3.297355993803208e-08,4.197142953188404e-07
1902,4.713872314709988e-08,4.257216215108883e-07
1903,4.2661740584648555e-08,3.925960001538442e-07
1904,5.6433562711788454e-08,4.842537322247153e-07
1905,4.1802148964542596e-08,4.6962906097292034e-07
1906,6.070137403835218e-08,3.97645465000096e-07
1907,7.251409428477018e-08,4.854844171120476e-07
1908,6.581261402516247e-08,5.152046931300447e-07
1909,4.2357572560547396e-08,3.8836943616615827e-07
1910,5.6647995627656655e-08,4.78835906037034e-07
1911,8.406191409626729e-08,4.426551392100464e-07
1912,6.09502297521658e-08,4.896855827496438e-07
1913,7.954484637640036e-08,4.252997705123107e-07
1914,6.094036619774812e-08,4.011349421517707e-07
1915,6.243803962746597e-08,3.5224478445172736e-07
1916,2.7468654906215306e-08,3.296238517691563e-07
1917,5.8122049062525605e-08,4.4633348927902716e-07
1918,4.824277866077864e-08,3.8134768942654773e-07
1919,7.366278786946623e-08,4.373728099693608e-07
1920,4.770506079054826e-08,4.929522923191598e-07
1921,6.815472475274476e-08,3.3698725676600816e-07
1922,8.189508360345599e-08,4.006218929930583e-07
1923,8.386598970844261e-08,3.9703646947941706e-07
1924,6.703644550576371e-08,4.5765265532793364e-07
1925,6.818870579294867e-08,3.970342206116584e-07
1926,7.802296941861186e-08,3.767394742837382e-07
1927,8.473411039489065e-08,4.6380774243459655e-07
1928,9.9406560316595e-08,3.8048718664640546e-07
1929,1.1586022719001221e-07,4.1330907407655104e-07
1930,8.087774827636451e-08,4.5690676842014e-07
1931,1.0264821259653445e-07,4.573548082476009e-07
1932,1.2165085916393537e-07,3.9563926002017524e-07
1933,1.0667716132672922e-07,4.3129690396881415e-07
1934,9.705079584421128e-08,4.409221574519506e-07
1935,1.1968284319152644e-07,4.332518734884161e-07
1936,1.1639726160694863e-07,3.976906342018083e-07
1937,1.3724318659313894e-07,4.7342604503342045e-07
1938,1.2316954212110431e-07,3.9414251773450815e-07
1939,1.1011716516406977e-07,5.077624720684071e-07
1940,1.6482589160204952e-07,4.665840656059572e-07
1941,1.6528414992222906e-07,4.663374060243086e-07
1942,1.790184951389051e-07,4.490633465081828e-07
1943,1.8580705418713706e-07,4.5000145210138953e-07
1944,1.5101974248921124e-07,5.108966050215713e-07
1945,1.7645882310901584e-07,6.143381483525445e-07
1946,1.3225048434151176e-07,4.3433845320350883e-07
1947,1.5854758395050794e-07,5.257104227496256e-07
1948,1.2067795207570953e-07,4.783630611626677e-07
1949,1.8455975769882116e-07,3.799182177743887e-07
1950,1.5846688139475873e-07,5.094338053623915e-07
