year,doit_VERB ajouter_VERB,doit_VERB rajouter_VERB
1927,3.64579648248764e-07,2.2298449753321847e-09
1928,3.222143618586415e-07,0.0
1929,3.9771251181264233e-07,1.1140406375176326e-09
1930,3.8548225234080746e-07,0.0
1931,3.4786339142556244e-07,0.0
1932,3.4960922334903444e-07,0.0
1933,3.636199892298464e-07,0.0
1934,3.834105655187159e-07,1.1981580172459871e-09
1935,3.9375655092044326e-07,3.590485242455088e-09
1936,3.358545939136093e-07,0.0
1937,3.739561975635297e-07,0.0
1938,4.602651131335733e-07,0.0
1939,4.068217549502151e-07,0.0
1940,3.1950864354257646e-07,0.0
1941,2.7448973582977487e-07,0.0
1942,4.338922963142977e-07,0.0
1943,3.280655676007882e-07,0.0
1944,3.6951641391169687e-07,0.0
1945,3.049905785701412e-07,0.0
1946,3.3271439292548166e-07,0.0
1947,3.659707488168351e-07,5.960435700558264e-09
1948,3.1419756396644516e-07,2.174377566888097e-09
1949,3.4065018894580135e-07,1.9634016634739737e-09
1950,3.5841168255501543e-07,0.0
1951,3.84876614134555e-07,0.0
1952,4.734616823043325e-07,0.0
1953,3.932447043553111e-07,2.1547654771580937e-09
1954,3.723336305938574e-07,0.0
1955,4.214138016322977e-07,0.0
1956,3.122168550362403e-07,0.0
1957,3.4721696806627733e-07,0.0
1958,3.4247088365191303e-07,0.0
1959,3.449082726092456e-07,2.325224457422337e-09
1960,3.3842874813672097e-07,1.3841666701708277e-09
1961,3.515768582929013e-07,2.779263708063695e-09
1962,3.640282955075236e-07,0.0
1963,3.433474375924561e-07,1.939815863494232e-09
1964,3.3887704375956673e-07,6.083968329129164e-10
1965,3.693629366807727e-07,1.6416130677043839e-09
1966,3.4342264143560897e-07,2.215629901769489e-09
1967,3.894965061590483e-07,0.0
1968,3.754823580948141e-07,8.982831700699023e-10
1969,4.110290774406167e-07,1.3625273131978588e-09
1970,3.927311240659037e-07,4.5987250119061684e-10
1971,3.499248748539685e-07,1.541519245584766e-09
1972,3.442328591063415e-07,1.5390440033513642e-09
1973,3.5890957406081725e-07,2.205281512956958e-09
1974,3.5216078231314896e-07,5.625571675160757e-10
1975,3.112756701284525e-07,7.996072248772634e-09
1976,3.336699592182413e-07,2.285410749536254e-09
1977,3.161708548304887e-07,2.3507127355770763e-09
1978,3.160394612677919e-07,1.7821774056514528e-09
1979,2.8440589971978625e-07,2.925986564150662e-09
1980,2.9392228384494956e-07,4.548120546843393e-09
1981,3.0678916118631605e-07,4.427884725544118e-09
1982,3.3272212363044673e-07,8.069752865935698e-09
1983,2.7534778723747877e-07,6.315316047889041e-10
1984,2.8705090926450794e-07,4.639206796497319e-09
1985,3.104027825884259e-07,5.414002135495366e-09
1986,2.391799682754936e-07,2.3977941854269602e-09
1987,2.4687699351488845e-07,4.277571630240118e-09
1988,2.476576810295228e-07,9.594486094499644e-09
1989,2.3214757050027401e-07,7.134558721588746e-09
1990,2.795158025037381e-07,7.083246433836621e-09
1991,2.7841960559271683e-07,6.4476117778156095e-09
1992,2.297646659599195e-07,4.958949695321735e-09
1993,2.6089668381246156e-07,3.877445031719162e-09
1994,2.43701606450486e-07,3.6924485691258724e-09
1995,2.537707075589424e-07,5.964695848348356e-09
1996,2.4608604576314974e-07,6.4057106285986265e-09
1997,2.675551229458506e-07,7.192341833217597e-09
1998,2.617702818952239e-07,7.152193948201102e-09
1999,2.3719344710571022e-07,1.3253583119876566e-08
2000,2.429917458357522e-07,7.95245647111642e-09
2001,2.0898380626022117e-07,7.886181485616817e-09
2002,2.1818483730839944e-07,6.133709984368352e-09
2003,2.6001598030234163e-07,8.333845613606172e-09
2004,2.0394183763983165e-07,1.1452457648886138e-08
2005,2.414009827589325e-07,4.053374524914943e-09
2006,2.273075239145328e-07,1.2765458912156191e-08
2007,2.244897530090384e-07,8.787854888225866e-09
2008,2.2308984171104385e-07,5.108927503272298e-09
2009,2.0884682783162134e-07,1.0490023072406984e-08
2010,1.738355877023423e-07,3.7790344187271785e-09
2011,1.713139425874033e-07,9.942326961720482e-09
2012,1.4229776468255295e-07,6.808505315092361e-09
2013,1.4503450529446127e-07,6.136075203500013e-09
2014,1.4703373096836003e-07,4.547434873103384e-09
2015,1.2634480128781433e-07,6.428068743957738e-09
2016,1.5742183734346327e-07,5.3854840587064245e-09
2017,1.1496343432781941e-07,6.289028409156572e-09
2018,1.1177750991464563e-07,7.486253394972664e-09
2019,1.313758701826373e-07,4.08158040698936e-09
