year,peut_VERB attraper_VERB,peut_VERB rattraper_VERB
1880,2.6954953824542827e-08,0.0
1881,2.370652651961791e-08,0.0
1882,3.793569547383413e-08,2.6621540527571597e-09
1883,4.3603439081607576e-08,6.319338941018771e-10
1884,3.498899303622238e-08,1.3203393933736152e-09
1885,1.6114089618213256e-08,3.2228177904158883e-09
1886,1.2906927970846027e-08,2.5813855497602844e-09
1887,1.2404957061562527e-08,6.528924623161458e-10
1888,2.4728397107764977e-08,5.706553452000662e-09
1889,1.4409814674820609e-08,1.8795409673089125e-09
1890,1.5075089621063853e-08,1.3108772956016423e-09
1891,2.4859458491732767e-08,3.1871101313640793e-09
1892,3.19694137829174e-08,6.268512375839919e-09
1893,2.155445777418663e-08,2.463366621796581e-09
1894,3.591877373310126e-08,1.3863386882917439e-08
1895,2.5278181325916194e-08,1.023164486468886e-08
1896,2.4177818858106548e-08,2.358811590497112e-09
1897,1.1653426668090106e-08,3.4960281336537946e-09
1898,2.2067583316243145e-08,7.921697076085366e-09
1899,2.8743407654019393e-08,1.1055156790007459e-09
1900,3.1665425836990835e-08,9.863001082521805e-09
1901,2.235495522029396e-08,3.912117296778206e-09
1902,2.0623192042990013e-08,1.7677022512430085e-08
1903,1.4040573148577096e-08,8.640352433531007e-09
1904,1.1824175416563776e-08,2.6873125946735854e-09
1905,1.2901897328276846e-08,4.64468330463319e-09
1906,4.83553357355504e-08,4.629765903985117e-09
1907,2.262851062084792e-08,7.71426478252124e-09
1908,2.2592390180875555e-08,6.875944702500192e-09
1909,1.265226234892225e-08,2.1453836041018803e-08
1910,1.068830179917768e-08,1.7101282168141552e-08
1911,2.6601870928288918e-08,9.044636151145369e-09
1912,2.8651816919023076e-08,5.2094213387476884e-09
1913,1.7499866444836698e-08,8.484783542428431e-09
1914,1.2723813114234872e-08,1.0045115850232378e-08
1915,1.767114277129167e-08,5.890381071793627e-09
1916,2.8567400889301098e-08,1.0987462051303964e-09
1917,1.315970976634162e-08,1.7546279096336548e-08
1918,3.44591288836682e-09,1.6080926812378493e-08
1919,8.287063479883727e-09,9.207848705727883e-09
1920,1.590168707821249e-08,5.300562211374427e-09
1921,1.817459427400081e-08,2.2718242842501013e-09
1922,9.591316185719734e-09,9.591316185719734e-09
1923,2.3355084977083607e-08,7.431163684401554e-09
1924,1.675911143195208e-08,1.5469948877466777e-08
1925,1.9796720707176974e-08,9.898360353588487e-09
1926,2.452150482668003e-08,1.114613823460786e-08
1927,2.7873062080630007e-08,1.0034302277972529e-08
1928,1.82816659588525e-08,3.4278122562625413e-09
1929,1.2254447234738564e-08,5.570202965543558e-09
1930,2.7309368988426286e-08,6.302162347537887e-09
1931,2.5091784650044247e-08,0.0
1932,2.301502632917618e-08,1.53433514782364e-08
1933,2.064719240024715e-08,1.8353059516584835e-08
1934,1.5576054224197833e-08,9.585264137967897e-09
1935,2.393656828303392e-08,8.377798899061872e-09
1936,6.0623572828433225e-09,1.576212937948185e-08
1937,1.3850230295986421e-08,5.0364472592434595e-09
1938,1.8151300906765755e-08,1.1668692678767911e-08
1939,1.5294050470515685e-08,1.3764645423464117e-08
1940,2.7893612752905028e-08,0.0
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,4.8547388331598995e-08,9.102635090130207e-09
1943,3.4838823381733164e-08,1.7419411690866582e-08
1944,9.639558484764166e-09,9.639558484764166e-09
1945,1.5249527862692958e-08,1.742803235060819e-08
1946,1.3921104269343232e-08,1.3921104269343232e-08
1947,3.2186353138285995e-08,1.6689218895749036e-08
1948,3.4790041070209554e-08,9.784699273041042e-09
1949,1.7670615193310368e-08,1.0798709482173763e-08
1950,3.296961992305114e-08,1.2762433776458693e-08
1951,2.4521224162299404e-08,7.462981344019681e-09
1952,2.319856839960721e-08,1.1599284199803606e-08
1953,1.2928593307037772e-08,2.477980309834038e-08
1954,1.6613311615287785e-08,1.172704333640695e-08
1955,2.7218263198847126e-08,1.595553378308523e-08
1956,2.616342520411763e-08,1.0465369904011368e-08
1957,3.268964121616591e-08,1.6786572132332367e-08
1958,1.9853384713997002e-08,2.1507833736222892e-08
1959,2.015194411342236e-08,1.2401196514133517e-08
1960,3.18358317485945e-08,1.9378333604436193e-08
1961,2.779263752472616e-08,1.876002997391879e-08
1962,1.2683912586908264e-08,6.976152100435229e-09
1963,3.9442923593924206e-08,1.5518526907953856e-08
1964,3.589541464066315e-08,1.5818317322668918e-08
1965,1.5321720781003023e-08,1.641613067704384e-08
1966,2.2710207048248776e-08,1.163205709531212e-08
1967,3.5498416650625586e-08,1.9228309611207806e-08
1968,2.6050212653672133e-08,1.4821671889819754e-08
1969,2.1346261647181564e-08,1.725867981861029e-08
1970,2.9431840076199478e-08,1.8854771965948203e-08
1971,2.980270608077262e-08,1.3359833239690033e-08
1972,2.0007572487656944e-08,1.7955514408640738e-08
1973,1.8193572870472963e-08,2.0950174928202614e-08
1974,2.7565301152776556e-08,1.4626486688484874e-08
1975,3.5982324675387645e-08,1.2565256390928425e-08
1976,1.4855169538918744e-08,1.7711933253394818e-08
1977,2.4682483612537e-08,1.704266772151186e-08
1978,2.8514838490423244e-08,1.485147826940647e-08
1979,2.3993090181306798e-08,1.6385525825057812e-08
1980,3.013130012163856e-08,1.8760998088396263e-08
1981,3.1627749308427155e-08,1.644642821929665e-08
1982,2.2347007799794483e-08,9.932003663948308e-09
1983,2.652432762317858e-08,1.9577479193344516e-08
1984,3.189454744756404e-08,1.9716628330002095e-08
1985,4.571824163690508e-08,1.142956040922627e-08
1986,4.855533219938479e-08,1.558566253834215e-08
1987,4.21646362269712e-08,1.5277041853778428e-08
1988,2.4585871116755698e-08,2.0987938498251424e-08
1989,3.237991919036176e-08,8.232182935330457e-09
1990,3.3236769780842224e-08,2.1249737969242233e-08
1991,4.10302547493302e-08,1.934283488935762e-08
1992,4.35285585353995e-08,1.8733810946969243e-08
1993,3.822053074031828e-08,2.049506697687775e-08
1994,3.164955941770131e-08,1.8462243289718572e-08
1995,4.2837360325620466e-08,1.3556126887692699e-08
1996,4.056949975961288e-08,1.975094043871195e-08
1997,4.267456077400311e-08,1.8220598363427598e-08
1998,3.146965354972053e-08,2.2410207023426665e-08
1999,5.072923414672914e-08,2.0565904534919355e-08
2000,4.1087691471375365e-08,2.2973763336153752e-08
2001,2.4534786646768225e-08,2.6287271026603776e-08
2002,3.986911423226047e-08,2.0153619217921914e-08
2003,5.54200738633881e-08,2.1251306492331423e-08
2004,3.655976854588516e-08,1.6297727611913615e-08
2005,4.4136747590073355e-08,1.9816498664226856e-08
2006,3.7884586134850906e-08,2.635449547483404e-08
2007,4.2740929018236784e-08,1.917350189728495e-08
2008,4.640609319039868e-08,2.0435710013089192e-08
2009,5.435739325321265e-08,1.5258216023994464e-08
2010,5.5268380094730674e-08,2.3146585093059002e-08
2011,6.041875622031512e-08,3.097417433650662e-08
2012,9.25956769037839e-08,3.574465523570325e-08
2013,7.781658695193983e-08,2.9564725778641332e-08
2014,7.449131089742878e-08,3.13989545475124e-08
2015,7.004378232977615e-08,2.1722438958704515e-08
2016,8.243933535823089e-08,2.1334802369210593e-08
2017,6.3896528956775e-08,2.5156113636626287e-08
2018,8.131620177209697e-08,2.710540059069899e-08
2019,7.015216141326164e-08,2.6785372142512642e-08
