year,peuvent_VERB emporter_VERB,peuvent_VERB remporter_VERB
1800,6.60274537267469e-08,0.0
1801,5.476719877606229e-08,4.7623651688866175e-09
1802,1.320325679898815e-07,0.0
1803,8.971560561121805e-08,0.0
1804,5.6852570651244605e-08,2.4718509461507665e-09
1805,3.1271653710973624e-08,2.842877711017877e-09
1806,1.729001475325731e-08,0.0
1807,1.2526602688467392e-07,0.0
1808,4.985362878073829e-08,0.0
1809,4.969867006821005e-08,4.518061036407062e-09
1810,7.488405628919281e-08,1.1700633351097167e-08
1811,8.273353557797236e-08,0.0
1812,1.8137015445063298e-07,0.0
1813,4.601186631703058e-08,0.0
1814,6.608021863030444e-08,0.0
1815,6.74305908887618e-08,0.0
1816,1.3442102897442965e-07,0.0
1817,1.1987924608547473e-07,0.0
1818,6.795070817133819e-08,5.960588467246453e-09
1819,4.6579724966022695e-08,0.0
1820,7.95054262425765e-08,0.0
1821,9.861488337037372e-08,5.9168927535324656e-09
1822,9.724847416237026e-08,2.90742860897808e-08
1823,7.214361374963119e-08,0.0
1824,4.8000341479337294e-08,1.0105335235266466e-08
1825,4.226612659863349e-08,2.641632912414593e-09
1826,4.227832306469281e-08,7.927186018719112e-09
1827,7.650336897313537e-08,0.0
1828,8.163348041989593e-08,1.8344602503717056e-09
1829,9.259029809527419e-08,0.0
1830,9.497520636614354e-08,1.0436835840010872e-09
1831,1.1849316905454543e-07,0.0
1832,4.058990654698391e-08,2.705993873419743e-09
1833,5.21263281427764e-08,1.1583628500844156e-09
1834,6.907552574375586e-08,5.600718555598405e-09
1835,6.352993864311429e-08,3.025235173481633e-09
1836,1.0954822471376247e-07,1.6129799718100912e-08
1837,6.74915412446353e-08,9.045257876039159e-09
1838,5.807189040751837e-08,1.64116205070286e-08
1839,5.5931799636255164e-08,9.788065469251706e-09
1840,4.0129037870428874e-08,3.1848443882154243e-09
1841,9.309795245826535e-08,3.852329122366882e-09
1842,4.427455024824667e-08,2.750388716776797e-08
1843,8.801297468608027e-08,3.5441467538532834e-09
1844,6.476502534269457e-08,4.390849017710252e-09
1845,6.752075876192976e-08,2.2320911785556063e-09
1846,5.3861413107370026e-08,1.7563503984519002e-09
1847,5.015698079091635e-08,5.3932236454556914e-09
1848,3.298540818263973e-08,1.6090443422100975e-09
1849,3.100383594301093e-08,5.02764896381791e-09
1850,4.412847331991543e-08,2.0366988096043315e-09
1851,8.190787070816441e-08,1.6768540334055615e-08
1852,6.380334838240742e-08,6.510545436100301e-09
1853,4.777545470346922e-08,3.5831591027601917e-09
1854,6.910233452117609e-08,2.5978321716024766e-09
1855,7.323573214534917e-08,4.2455496895854594e-09
1856,6.367942972929086e-08,2.0708756931497874e-09
1857,5.174399575480493e-08,4.393358121745905e-09
1858,4.4532452392331834e-08,3.9149408159744326e-09
1859,7.230886467368691e-08,9.165912473463322e-09
1860,3.4328881071132855e-08,1.4646988510946812e-08
1861,7.875659235878629e-08,3.3011746669586728e-09
1862,4.789065499721801e-08,4.517986262886353e-10
1863,8.09128550827154e-08,9.989241656072068e-10
1864,4.794727814783073e-08,2.8768367688059016e-09
1865,6.636650340396955e-08,7.530950973944073e-09
1866,7.736324647567017e-08,1.9462451650298362e-09
1867,4.561642796829801e-08,3.88224918879132e-09
1868,3.112120694481746e-08,1.4819622196071691e-09
1869,3.955650385023546e-08,4.883519144627257e-10
1870,4.816600807089344e-08,1.204150201772336e-08
1871,5.947859449406678e-08,9.559059321873065e-09
1872,4.354084381930079e-08,1.4513614310374123e-08
1873,3.6514627765882324e-08,8.979006871356887e-09
1874,4.182226476245887e-08,8.961913877669758e-09
1875,3.1468399441791917e-08,5.721527251978387e-09
1876,4.53451107773617e-08,1.209202959984168e-09
1877,4.9478529717816855e-08,1.1132669008873108e-08
1878,2.959153455606156e-08,6.039088673581716e-10
1879,5.009646741882534e-08,1.832797580370027e-09
1880,3.4656370218044685e-08,1.2835692508872398e-08
1881,3.486253774553916e-08,5.5780060570498335e-09
1882,4.5256619785050134e-08,1.3310770263785798e-09
1883,2.274962085380139e-08,3.159669414998234e-09
1884,4.687204935294176e-08,1.0562715146988921e-08
1885,4.7053141827291256e-08,5.80107206715752e-09
1886,5.3563748991791726e-08,1.936039106809062e-09
1887,3.525619263200497e-08,3.9173548849191775e-09
1888,5.199304098368884e-08,2.53624587998047e-09
1889,7.079604813498008e-08,3.759081934617825e-09
1890,7.078737240817645e-08,5.243509182406569e-09
1891,7.139126267929896e-08,6.374220040683554e-10
1892,3.447681962143179e-08,1.8805537127519756e-09
1893,4.249307394843527e-08,4.310891643655168e-09
1894,2.9617234886814003e-08,1.8904617871129403e-09
1895,4.5741469278937075e-08,1.8055843487019274e-09
1896,6.427761434224522e-08,1.7691086373616827e-09
1897,6.467652013952829e-08,1.7480140668268973e-09
1898,6.393941021087812e-08,7.355861253444118e-09
1899,4.919544949189003e-08,4.9748205555033564e-09
1900,5.0353214930964896e-08,3.633737311048435e-09
1901,4.135666742399735e-08,3.912117296778206e-09
1902,3.338993082024899e-08,2.455141867585553e-09
1903,5.778235845355084e-08,3.7801539676252105e-09
1904,4.998401337275027e-08,1.0211787859759625e-08
1905,5.934872859825191e-08,1.5482277682110634e-09
1906,6.12157933232993e-08,1.18316245689698e-08
1907,3.805704196224724e-08,3.0857059130084963e-09
1908,5.5007557620001535e-08,2.4556945366072114e-09
1909,4.0707277548790444e-08,2.7504918342913243e-09
1910,4.0615546481603815e-08,4.275320542035388e-09
1911,5.213966502992662e-08,4.25629931299909e-09
1912,5.782457535019603e-08,2.6047106693738442e-09
1913,5.46207949980726e-08,1.590896969716482e-09
1914,6.49584137590864e-08,1.0714789944188396e-08
1915,9.660224975505116e-08,1.0602685840410686e-08
1916,8.020847275247434e-08,3.186363883855847e-08
1917,6.68951898319392e-08,1.2063066989753679e-08
1918,8.959373332118048e-08,1.378365155346728e-08
1919,6.905886351660229e-08,1.8415696745321952e-09
1920,5.3762846619065385e-08,1.514446346106979e-09
1921,6.891200143854803e-08,0.0
1922,7.156597092716765e-08,1.4755870969551665e-09
1923,4.564857647437748e-08,5.307974060286824e-09
1924,4.769901096324247e-08,2.578324886925998e-09
1925,3.629398648286042e-08,4.399271169575059e-09
1926,5.238685218955652e-08,0.0
1927,4.1252132376712325e-08,3.3447675740205796e-09
1928,7.426926629250374e-08,2.2852082448565625e-09
1929,3.5649300400564243e-08,8.912325100141061e-09
1930,4.7266215830177316e-08,7.352522590764465e-09
1931,7.52753521737759e-08,5.7026783295555106e-09
1932,7.342889318806556e-08,2.1919073223131136e-09
1933,2.523545639121494e-08,5.735331320977366e-09
1934,3.5944740517379614e-08,1.1981580172459871e-09
1935,9.095896302824258e-08,3.590485242455088e-09
1936,4.849885826274658e-08,3.6374143697059935e-09
1937,6.1696475484041e-08,5.0364472592434595e-09
1938,4.926781471681352e-08,3.8895642262559704e-09
1939,1.2235240376412548e-07,4.588215141154706e-09
1940,8.621661606866837e-08,2.5357829169792012e-09
1941,5.60785480274717e-08,1.7709016475464523e-08
1942,1.153000468434584e-07,9.102635090130207e-09
1943,5.2258233296242906e-08,1.1612940831184915e-08
1944,8.032965581605822e-08,1.2852744646352221e-08
1945,8.496165548876888e-08,6.535512131478072e-09
1946,5.8468636154884734e-08,5.568441707737293e-09
1947,2.1457568166738383e-08,0.0
1948,4.892349636520521e-08,9.784699273041042e-09
1949,3.7304630495782476e-08,6.8719057111366055e-09
1950,3.93508372553697e-08,5.317680518146517e-09
1951,6.290227361205325e-08,6.396841278899501e-09
1952,2.4253049346611988e-08,5.272402070488624e-09
1953,6.572035005092403e-08,7.54167928107563e-09
1954,6.645324646115114e-08,6.840775057526116e-09
1955,4.5050917663047585e-08,5.631364707880948e-09
1956,4.273359266449006e-08,2.616342476002842e-09
1957,3.003912851795576e-08,5.301022731885041e-09
1958,3.4743422361316334e-08,1.1581140491045971e-08
1959,3.720359131875739e-08,6.975672928177801e-09
1960,2.6991250123842292e-08,8.305000243069571e-09
1961,4.099414141478519e-08,6.25334317660986e-09
1962,6.278536801573864e-08,2.5367825617905737e-09
1963,3.36234755593523e-08,1.6165133231993423e-08
1964,3.9545792418493875e-08,7.300761772910391e-09
1965,5.08900050988359e-08,8.755269398363907e-09
1966,3.6557892713062756e-08,9.416426749453422e-09
1967,4.289391952738697e-08,1.1832804958089582e-08
1968,3.09907690621003e-08,6.737123747768692e-09
1969,3.4971535001204757e-08,1.4533624970169967e-08
1970,3.0351586133292585e-08,1.0117195081704722e-08
1971,4.4704059121158934e-08,1.284599360218408e-08
1972,3.385897073826527e-08,4.6171320100540925e-09
1973,4.5759591671412636e-08,2.205281512956958e-09
1974,3.7691329168865195e-08,4.500457340128605e-09
1975,2.798625331479343e-08,2.2845920710778955e-09
1976,3.713792295911844e-08,6.8562320265641574e-09
1977,4.760193306196925e-08,1.469195431980097e-08
1978,4.514849294423584e-08,8.910887139279566e-09
1979,5.793453539126858e-08,7.022368020415115e-09
1980,5.173487238607777e-08,3.97960553399912e-09
1981,4.427884547908434e-08,7.590659656386833e-09
1982,4.345251625181845e-08,8.690503427999374e-09
1983,5.810090897284681e-08,5.052252838311233e-09
1984,4.465236713713239e-08,9.858314165001048e-09
1985,4.2108904807491854e-08,1.2031116103372597e-09
1986,3.896415634585537e-08,2.997242676272549e-09
1987,4.522004459772688e-08,4.277571630240118e-09
1988,4.197587699650285e-08,5.396898483667201e-09
1989,4.061210390204906e-08,8.232182935330457e-09
1990,5.067245467671455e-08,4.358920779878872e-09
1991,4.9236309251909915e-08,4.68917216167597e-09
1992,4.518154383958972e-08,4.4079553340736766e-09
1993,5.206855036021807e-08,7.754890063438324e-09
1994,3.270454485004848e-08,4.747434001473039e-09
1995,3.633041956163652e-08,3.253470381991974e-09
1996,4.056949975961288e-08,8.540947504798169e-09
1997,4.6030987022049885e-08,3.835915585170824e-09
1998,4.1005911555203056e-08,6.198567881199324e-09
1999,5.072923414672914e-08,8.226361813967742e-09
2000,4.948195453380322e-08,3.092622158362701e-09
2001,4.556460098115167e-08,2.6287270138425356e-09
2002,4.468845915539532e-08,6.571832411594869e-09
2003,5.125315283294185e-08,2.083461403401543e-09
2004,4.8893184612097684e-08,1.0571499231559756e-08
2005,4.819012033863146e-08,4.053374524914943e-09
2006,3.5413854959642777e-08,3.706100981659688e-09
2007,2.8760252845927425e-08,7.988958827809256e-09
2008,4.172290957171754e-08,5.5346713878634546e-09
2009,4.243691265060079e-08,1.907277002999308e-09
2010,4.015224064346512e-08,8.502827775203059e-09
2011,4.282848564685082e-08,4.206369030868018e-09
2012,4.4255283881966534e-08,5.7872298064864935e-09
2013,3.765318723480959e-08,3.0680376017500066e-09
2014,4.807288433994472e-08,8.012147389990787e-09
2015,3.8346755104612384e-08,3.768178213903184e-09
2016,4.619088400659166e-08,4.349814286541687e-09
2017,4.125602615090429e-08,5.7859059765519305e-09
2018,4.0270879964054984e-08,5.421080029321956e-09
2019,3.877501342230971e-08,2.2958890344426663e-09
