year,pouvant_VERB envoyer_VERB,pouvant_VERB renvoyer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,1.5664880947952042e-08,0.0
1803,7.801356893821776e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,5.76333825108577e-09
1807,8.540865792383556e-09,0.0
1808,3.172503681980743e-08,0.0
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,3.236668177919455e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,3.113746771532533e-08,0.0
1818,1.3113295338484932e-08,0.0
1819,4.243930362690662e-08,1.0351049795076506e-08
1820,4.746592452420373e-09,2.3732962262101864e-09
1821,1.4792232327920374e-08,0.0
1822,7.017931125119503e-09,7.017931125119503e-09
1823,4.743689885344793e-08,0.0
1824,1.6842225392110777e-08,1.0947446504872005e-08
1825,3.874394849390228e-08,0.0
1826,2.2019960965735663e-08,0.0
1827,1.2904182611350734e-08,4.608636583469661e-09
1828,2.384798314380987e-08,9.172301251858528e-10
1829,9.430493719264632e-09,0.0
1830,7.305785310052215e-09,0.0
1831,4.677361609140007e-09,1.091384405071949e-08
1832,4.058990921151917e-09,0.0
1833,1.7375443306377747e-08,0.0
1834,1.3068342852307069e-08,0.0
1835,9.832014313815307e-09,0.0
1836,4.704525213838906e-09,6.720750067579218e-10
1837,1.3219993100221927e-08,0.0
1838,2.209256599883247e-08,0.0
1839,2.1673573158409454e-08,0.0
1840,1.592422194107712e-08,0.0
1841,5.778493683550323e-09,3.2102742686390684e-09
1842,1.6770663080478698e-08,0.0
1843,1.8902115428431898e-08,1.1813822142769936e-09
1844,1.3172547497219966e-08,1.097712254427563e-09
1845,9.48638767539478e-09,2.2320911785556063e-09
1846,1.6978054517835517e-08,1.1709002656346001e-09
1847,1.3483059113639229e-08,1.6179670936367074e-09
1848,5.63165514222419e-09,4.02261068899179e-09
1849,2.513824481908955e-09,0.0
1850,1.1541293254424545e-08,0.0
1851,1.6768540334055615e-08,1.2898877521649865e-09
1852,1.6276363368206148e-08,6.510545436100301e-10
1853,5.971931837933653e-09,1.7915795513800958e-09
1854,1.2469595134234623e-08,1.558699391779328e-09
1855,3.078023524949458e-08,5.306937111981824e-10
1856,2.0708756931497874e-09,0.0
1857,1.3180074809326925e-08,9.763018171682347e-10
1858,9.297984604472731e-09,1.9574704079872163e-09
1859,5.092173349652285e-09,6.619825576592575e-09
1860,1.0069804545764782e-08,3.204028820036342e-09
1861,5.187560159214399e-09,1.4147891747029462e-09
1862,9.487771457372673e-09,2.2589932147099034e-09
1863,3.995696662428827e-09,3.496234635136375e-09
1864,4.315255264231155e-09,4.315255264231155e-09
1865,1.1767110841276462e-08,0.0
1866,6.811858188626729e-09,1.9462451650298362e-09
1867,2.1837651686951176e-08,1.455843445796745e-09
1868,7.409810987013543e-09,3.951899252285784e-09
1869,8.30198221279943e-09,2.9301114867763545e-09
1870,4.013834153937523e-09,1.7202146374017957e-09
1871,1.0621176826930423e-08,2.1242354542039266e-09
1872,1.6327815544059376e-08,1.8142017887967654e-09
1873,1.0774807712721213e-08,3.591602570907071e-09
1874,7.169530746864439e-09,0.0
1875,7.437985338754061e-09,0.0
1876,6.04601479992084e-09,6.04601479992084e-10
1877,4.08197848855707e-08,1.2369631985365004e-09
1878,1.8117265909722846e-08,0.0
1879,2.1993571408529533e-08,6.10932526790009e-10
1880,1.6044616302224313e-08,6.417846254436199e-10
1881,6.2752567586699115e-09,0.0
1882,1.5972924316542958e-08,6.655385131892899e-10
1883,4.423537092179686e-09,5.0554711528150165e-09
1884,2.1125430293977843e-08,1.3203393933736152e-09
1885,1.0957580620640783e-08,0.0
1886,1.097088819790315e-08,0.0
1887,1.4363633837888301e-08,0.0
1888,6.974675947901687e-09,6.340614699951175e-10
1889,1.8168895721260014e-08,0.0
1890,2.4906668727453507e-08,0.0
1891,1.529812720946211e-08,4.461953917456185e-09
1892,3.1342561879199593e-09,1.2537024751679837e-09
1893,3.695050043717174e-09,6.15841644346915e-09
1894,1.1972924873759894e-08,0.0
1895,4.814891596538473e-09,1.2037228991346183e-09
1896,1.3563166589847242e-08,5.89702897624278e-10
1897,4.078699600285063e-09,5.2440420894583895e-09
1898,3.960848538042683e-09,1.6975064687230201e-09
1899,1.9346524382513053e-08,1.6582735185011188e-09
1900,9.863001082521805e-09,2.07642125715779e-09
1901,1.4530721514915967e-08,6.147612641171918e-09
1902,1.915010727771005e-08,2.455141867585553e-09
1903,1.0260418292773466e-08,5.400220270956879e-10
1904,1.9886112312406112e-08,1.6123875568041512e-09
1905,1.651442893546573e-08,2.580379465655369e-09
1906,1.4918134283448126e-08,2.0576738091193647e-09
1907,1.0285686968813934e-08,2.057137349353866e-09
1908,6.875944702500192e-09,2.9468334439286537e-09
1909,1.320236009405562e-08,1.1001967115120692e-09
1910,1.2291546447329438e-08,0.0
1911,1.1172785363555704e-08,1.0640748282497725e-09
1912,8.856016364688912e-09,2.6047106693738442e-09
1913,1.4318072061314524e-08,1.590896969716482e-09
1914,1.808120764223986e-08,5.357394972094198e-09
1915,1.6493066468115103e-08,7.068456930880984e-09
1916,1.8678685265172135e-08,2.197492410260793e-09
1917,1.6449636319748606e-08,1.0966424435210342e-09
1918,2.067547733020092e-08,0.0
1919,8.287063479883727e-09,0.0
1920,3.786115865267448e-09,0.0
1921,7.572747762196741e-09,0.0
1922,1.0329110011753073e-08,5.164555005876537e-09
1923,2.9724654737606215e-08,1.1677542488541803e-08
1924,2.578324886925998e-09,7.734974438733389e-09
1925,1.3197813508725176e-08,1.0998177923937646e-09
1926,5.57306911730393e-09,2.229227691330493e-09
1927,1.4493992672726108e-08,2.2298449753321847e-09
1928,5.713020723163709e-09,3.4278122562625413e-09
1929,1.3368487650211591e-08,0.0
1930,1.470504518152893e-08,1.0503603542488804e-09
1931,1.596749932275543e-08,0.0
1932,7.6716757391182e-09,0.0
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,7.188948103475923e-09,0.0
1935,7.180970484910176e-09,2.393656828303392e-09
1936,7.274828739411987e-09,0.0
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,0.0
1943,0.0,8.709705845433291e-09
1944,1.2852744646352221e-08,1.6065930807940276e-08
1945,2.178504043826024e-09,2.178504043826024e-09
1946,8.352662561605939e-09,0.0
1947,1.1920871401116528e-08,4.7683483828109274e-09
1948,9.784699273041042e-09,0.0
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,7.444753258312176e-09,2.1270722960764488e-09
1951,7.462981344019681e-09,6.396841278899501e-09
1952,4.2179215675730575e-09,3.1634410646574906e-09
1953,7.54167928107563e-09,6.464296653518886e-09
1954,6.840775057526116e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,0.0
1956,1.5698054411927842e-08,7.849027205963921e-09
1957,1.7670075402875796e-09,3.534015080575159e-09
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,3.8753737996444215e-09,3.8753737996444215e-09
1960,5.536666680683311e-09,6.920833350854139e-10
1961,5.55852741612739e-09,2.779263708063695e-09
1962,5.0735651235811474e-09,3.805173953708163e-09
1963,3.2330267352165265e-09,5.819448034571906e-09
1964,6.6923653285755336e-09,3.6503808864551957e-09
1965,2.188817349590977e-09,4.924839203113152e-09
1966,4.985167390003653e-09,5.539074754423723e-10
1967,5.916402479044791e-09,6.902469706915326e-09
1968,5.3896989093971115e-09,3.1439910674890825e-09
1969,6.358460868938209e-09,1.3625273131978588e-09
1970,2.7592350626548523e-09,1.8394900047624674e-09
1971,4.624557625731995e-09,5.138397485282553e-10
1972,6.669190977248718e-09,5.130146973897354e-09
1973,6.064523994098181e-09,2.0398854161385316e-08
1974,4.500457340128605e-09,6.1881286761433785e-09
1975,7.4249242310031605e-09,9.709516746170266e-09
1976,6.2848797277581525e-09,6.2848797277581525e-09
1977,7.052138428775834e-09,7.052138428775834e-09
1978,2.970295565063452e-09,2.3762365408686037e-09
1979,5.851973128301324e-09,5.851973128301324e-09
1980,2.2740602734216964e-09,7.390696055153967e-09
1981,6.325549417596221e-09,8.223214109648325e-09
1982,6.2075020679230875e-09,1.5518756057986138e-08
1983,1.89459470334441e-09,8.209910973278056e-09
1984,5.799008384599347e-09,8.118611560803402e-09
1985,3.609334831011779e-09,1.0226449020933615e-08
1986,5.395036861699509e-09,8.991728250862252e-09
1987,4.888653482026939e-09,6.721898593298192e-09
1988,3.597932174415064e-09,1.5591039570495013e-08
1989,3.841685636274406e-09,1.1525056464734007e-08
1990,2.179460389939436e-09,1.5256222951620657e-08
1991,7.6199047072123e-09,1.582595565707834e-08
1992,6.61193322315512e-09,1.5427843891302473e-08
1993,4.985286850001103e-09,1.2186256448387667e-08
1994,6.329911705904578e-09,2.1099706870586488e-08
1995,1.0844901643380922e-09,1.4098372247417501e-08
1996,5.871901187504136e-09,1.7081895009596337e-08
1997,4.794894259418925e-09,1.965906726297817e-08
1998,1.0013071261028017e-08,2.0026142522056034e-08
1999,7.769341614505265e-09,1.3710603319339043e-08
2000,5.3016377954406835e-09,2.474097726690161e-08
2001,4.8193329327261836e-09,2.1029816110740285e-08
2002,1.3581786362237835e-08,2.3658596859377212e-08
2003,4.583615265119079e-09,2.1251306492331423e-08
2004,6.166707589017051e-09,1.7178685141061578e-08
2005,5.854874363109275e-09,1.8915748967174295e-08
2006,5.353256948836815e-09,2.5119128110873135e-08
2007,3.1955835755326234e-09,1.917350189728495e-08
2008,3.405951742863067e-09,1.830699147831183e-08
2009,7.1522885392028e-09,2.574823909640145e-08
2010,3.7790344187271785e-09,1.9367551118421034e-08
2011,3.823971805871906e-09,8.795135286732148e-09
2012,5.446804340891731e-09,1.9063815415165664e-08
2013,3.0680376017500066e-09,1.7850400269026068e-08
2014,4.980523993225461e-09,1.4725027419615344e-08
2015,5.098123256885856e-09,8.422986752520956e-09
2016,4.556948152156792e-09,8.492493819289848e-09
2017,3.773417134311785e-09,1.0565567976072998e-08
2018,5.6792268665617485e-09,1.0325866384164328e-08
2019,3.826481798085979e-09,1.403043281555938e-08
