year,ait_VERB usé_VERB,ait_VERB rusé_VERB
1959,4.030388822684472e-08,0.0
1960,5.813500081330858e-08,0.0
1961,5.489045662443459e-08,0.0
1962,6.151697817813329e-08,0.0
1963,5.948768944108451e-08,0.0
1964,6.266487417860844e-08,0.0
1965,5.08900050988359e-08,0.0
1966,4.763604266599941e-08,0.0
1967,5.472672626183339e-08,0.0
1968,4.1321026600371624e-08,4.4914158503495116e-10
1969,4.4509224750299836e-08,4.5417578031781147e-10
1970,5.058597452034519e-08,2.7592350626548523e-09
1971,4.419021948365298e-08,0.0
1972,3.796308689629768e-08,0.0
1973,4.190034985640523e-08,0.0
1974,2.925297337696975e-08,0.0
1975,3.655347313724633e-08,0.0
1976,2.9138986334942274e-08,0.0
1977,4.172515133404886e-08,0.0
1978,3.26732525479656e-08,0.0
1979,3.043026097770962e-08,0.0
1980,3.1268328370970266e-08,0.0
1981,3.795329561739891e-08,0.0
1982,3.848651530802272e-08,0.0
1983,2.2103606056589342e-08,0.0
1984,4.291266364475632e-08,0.0
1985,3.128090142467954e-08,0.0
1986,3.2370220282018636e-08,0.0
1987,2.4443266966045485e-08,0.0
1988,1.8589316752581908e-08,1.1993107618124554e-09
1989,2.57941739079115e-08,0.0
1990,3.432650075296806e-08,0.0
1991,2.6962739596569918e-08,0.0
1992,3.1406681699763794e-08,0.0
1993,3.43430848204207e-08,5.539207426075166e-10
1994,3.164955941770131e-08,1.0549853213248639e-09
1995,2.76544991351102e-08,0.0
1996,1.8149513891785318e-08,0.0
1997,2.2536003285722472e-08,0.0
1998,2.527108478034279e-08,0.0
1999,3.1991408633302854e-08,0.0
2000,2.5182780305499364e-08,0.0
2001,2.2344179839706158e-08,1.7524847129024579e-09
2002,2.6287329646379476e-08,0.0
2003,1.6667691227212345e-08,0.0
2004,2.2904915297772277e-08,0.0
2005,1.3961623857028371e-08,0.0
2006,2.635449547483404e-08,0.0
2007,2.3966876483427768e-08,0.0
2008,2.5118893631770334e-08,0.0
2009,1.8119131084404216e-08,0.0
2010,1.7005655550406118e-08,0.0
2011,1.5295887223487625e-08,0.0
2012,1.599998711299122e-08,3.404252713057332e-10
2013,1.7292574483462886e-08,8.367375126105969e-10
2014,2.1870995681183558e-08,2.1654451842767486e-10
2015,2.105746688130239e-08,6.649726325136385e-10
2016,2.4441812129794016e-08,2.0713400439298368e-10
2017,1.6099912514278003e-08,2.515611330355938e-10
2018,1.652138692520566e-08,2.5814667070633845e-10
2019,1.8877308605169674e-08,7.65296326310505e-10
