year,ait_VERB usé_VERB,ait_VERB rusé_VERB
1800,1.0061326349841693e-07,0.0
1801,5.000483582762172e-08,0.0
1802,6.042168365638645e-08,0.0
1803,8.191424427650418e-08,0.0
1804,7.415552971679062e-08,0.0
1805,6.254330742194725e-08,0.0
1806,4.034336598124355e-08,0.0
1807,7.117387923472052e-08,0.0
1808,9.744118045773575e-08,0.0
1809,4.743964154840796e-08,0.0
1810,1.9189039335287816e-07,0.0
1811,7.52123057168319e-08,0.0
1812,5.3344166417446104e-08,0.0
1813,5.463909147351842e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,8.90083740046066e-08,0.0
1816,1.2978581764855335e-07,0.0
1817,7.628679554727569e-08,0.0
1818,1.0133000927226021e-07,0.0
1819,1.1386155307491208e-07,0.0
1820,9.730514705097448e-08,0.0
1821,1.6074226039108908e-07,0.0
1822,1.1729970594842598e-07,0.0
1823,9.289725966254991e-08,0.0
1824,9.515857612996115e-08,0.0
1825,1.3560382683408534e-07,0.0
1826,3.963592831723872e-08,0.0
1827,9.125100319806734e-08,0.0
1828,7.979902250099258e-08,0.0
1829,1.0802202154991392e-07,0.0
1830,8.245100246995207e-08,0.0
1831,6.080570358335535e-08,0.0
1832,1.2853470821028168e-07,0.0
1833,1.1120283716081758e-07,0.0
1834,8.027696907220161e-08,0.0
1835,9.378229037793062e-08,0.0
1836,9.610672435655943e-08,0.0
1837,8.836521203647862e-08,0.0
1838,1.0225702595789699e-07,0.0
1839,7.830452375401364e-08,0.0
1840,8.599079848181646e-08,0.0
1841,1.0850727250044656e-07,0.0
1842,1.1269885646925104e-07,0.0
1843,8.860366307317236e-08,0.0
1844,8.946354768113451e-08,0.0
1845,8.035528509253709e-08,1.1160455892778032e-09
1846,1.3582443614268414e-07,0.0
1847,9.546005941274416e-08,0.0
1848,5.390298696283935e-08,0.0
1849,8.547003460535052e-08,0.0
1850,8.554135177973876e-08,0.0
1851,1.6188091933599935e-07,0.0
1852,1.0286661478176029e-07,0.0
1853,1.0570319375347026e-07,0.0
1854,9.560022817822755e-08,0.0
1855,1.1728330662208464e-07,0.0
1856,9.215396801209863e-08,0.0
1857,9.909463472013158e-08,4.881509085841174e-10
1858,9.88522543821091e-08,0.0
1859,7.129042955966725e-08,0.0
1860,7.735440732403731e-08,4.577183909670879e-10
1861,9.337608020132393e-08,0.0
1862,9.984749738123355e-08,0.0
1863,6.542953201460477e-08,9.989241656072068e-10
1864,8.007195617665275e-08,0.0
1865,6.542513375507042e-08,0.0
1866,9.877194173668613e-08,0.0
1867,8.686532737556263e-08,0.0
1868,1.0423134000348e-07,1.4819622196071691e-09
1869,1.1232094010438232e-07,0.0
1870,1.3073631066617963e-07,0.0
1871,7.859671313781291e-08,0.0
1872,6.893966997267853e-08,0.0
1873,7.302925553176465e-08,0.0
1874,8.065722312267098e-08,0.0
1875,9.097227859911072e-08,0.0
1876,6.831997012568536e-08,0.0
1877,5.999271479595336e-08,0.0
1878,9.420978130947333e-08,0.0
1879,9.89710713383829e-08,0.0
1880,1.0396910710142038e-07,0.0
1881,6.135806529528054e-08,0.0
1882,8.452339272935205e-08,0.0
1883,8.02556030521373e-08,6.319338941018771e-10
1884,6.535680086017237e-08,6.601696966868076e-10
1885,6.252266615547342e-08,0.0
1886,5.937186742244194e-08,0.0
1887,7.247106026397887e-08,0.0
1888,9.827952851537702e-08,0.0
1889,4.573549716724301e-08,0.0
1890,6.095579152542996e-08,0.0
1891,7.840290550120699e-08,0.0
1892,7.459529882680727e-08,0.0
1893,9.052872229631248e-08,0.0
1894,7.246769939683873e-08,0.0
1895,7.101964882849643e-08,0.0
1896,8.432751741338507e-08,0.0
1897,7.982597338695996e-08,0.0
1898,9.336285700101143e-08,5.6583548957434e-10
1899,7.849160965633928e-08,0.0
1900,9.499627395825883e-08,1.5573159428683425e-09
1901,8.215446456460995e-08,0.0
1902,5.5977235291493344e-08,0.0
1903,9.018367563840002e-08,0.0
1904,8.384415650652954e-08,0.0
1905,8.463644718403884e-08,5.160759042333041e-10
1906,8.385021033063822e-08,0.0
1907,9.411403567582965e-08,0.0
1908,8.054678346525179e-08,0.0
1909,7.096268461737054e-08,0.0
1910,7.53525242203068e-08,0.0
1911,5.533189195716659e-08,0.0
1912,7.657849465658728e-08,0.0
1913,7.106006449930646e-08,0.0
1914,7.969124737883249e-08,0.0
1915,4.947920118070215e-08,0.0
1916,4.394984642885902e-08,0.0
1917,6.031533672512523e-08,0.0
1918,3.675640414257941e-08,0.0
1919,6.261336693569319e-08,0.0
1920,7.193619921963545e-08,0.0
1921,7.497020249047637e-08,0.0
1922,8.041949683956773e-08,0.0
1923,5.944930947521243e-08,0.0
1924,8.766304659957314e-08,0.0
1925,7.808706214973427e-08,0.0
1926,7.244990030130793e-08,0.0
1927,7.024011949852138e-08,0.0
1928,6.969884935870141e-08,0.0
1929,7.352668518478822e-08,0.0
1930,8.087774716614149e-08,0.0
1931,6.729160162421977e-08,0.0
1932,4.822195975862087e-08,0.0
1933,6.53827711971644e-08,0.0
1934,8.506921744810825e-08,0.0
1935,5.505410882733486e-08,1.196828414151696e-09
1936,6.789839801513153e-08,0.0
1937,5.288269733227935e-08,0.0
1938,5.186085871855539e-08,0.0
1939,5.352917753498332e-08,4.588215141154706e-09
1940,5.325144059042941e-08,0.0
1941,8.559357667081713e-08,0.0
1942,8.799214157306778e-08,0.0
1943,8.129058670647282e-08,0.0
1944,1.1567470181716999e-07,0.0
1945,6.317661416233022e-08,0.0
1946,6.821341003160342e-08,0.0
1947,8.344609625510202e-08,0.0
1948,5.6533817627268945e-08,0.0
1949,6.97007607186606e-08,1.9634016634739737e-09
1950,7.338399399259288e-08,0.0
1951,8.848963517493758e-08,0.0
1952,8.330395218081321e-08,0.0
1953,6.033343424860504e-08,0.0
1954,8.013479657620337e-08,0.0
1955,6.476069103200643e-08,0.0
1956,5.319896345667985e-08,0.0
1957,5.8311247386200193e-08,0.0
1958,9.430357295059366e-08,0.0
