year,ont_VERB accroché_VERB,ont_VERB raccroché_VERB
1927,7.804457524684949e-09,2.2298449753321847e-09
1928,1.82816659588525e-08,1.1426041224282812e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,1.575540586884472e-08,0.0
1931,2.0529641986399838e-08,1.1405356659111021e-09
1932,1.2055489939655217e-08,0.0
1933,1.605892663292252e-08,2.2941324395731044e-09
1934,2.2765002327673756e-08,0.0
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,2.424942913137329e-08,0.0
1937,2.0145789036973838e-08,0.0
1938,1.8151300906765755e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,3.246652724442356e-08,0.0
1942,2.730790527039062e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,3.213186161588055e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,1.549713246618012e-08,2.3841741914054637e-09
1948,1.848220954059343e-08,2.174377566888097e-09
1949,2.0615717133409817e-08,3.9268033269479474e-09
1950,3.403315673722318e-08,3.190608444114673e-09
1951,1.9190522948520083e-08,1.0661401761424827e-09
1952,1.687168627029223e-08,0.0
1953,2.2625037843226892e-08,7.54167928107563e-09
1954,2.7363100230104465e-08,2.9317608341017376e-09
1955,2.5341140741375057e-08,0.0
1956,2.0930739808022736e-08,0.0
1957,3.003912851795576e-08,0.0
1958,1.0753916868111446e-08,8.272243445794913e-10
1959,2.2477168570844697e-08,7.750747821333448e-10
1960,1.591791587429725e-08,0.0
1961,2.91822690456911e-08,0.0
1962,2.5367825173816527e-08,0.0
1963,2.651081842941494e-08,1.2932106496776896e-09
1964,2.1293889318485526e-08,6.083968329129164e-10
1965,1.3680108601477059e-08,0.0
1966,1.606331601067268e-08,2.215629901769489e-09
1967,1.429797347185513e-08,9.860671168482327e-10
1968,2.4702787371211343e-08,0.0
1969,3.5425710365188934e-08,1.8167031212712459e-09
1970,2.4373242979436327e-08,2.2993624781975086e-09
1971,1.9525909777939887e-08,1.0276794970565106e-09
1972,2.4111690422046195e-08,2.0520587451500205e-09
1973,2.205281468548037e-08,0.0
1974,1.7439271360331077e-08,0.0
1975,2.3988217634496323e-08,3.4268881066168433e-09
1976,1.8854638739185248e-08,1.142705374768127e-09
1977,2.3507126911681553e-08,4.7014254711541525e-09
1978,3.029701645118621e-08,1.1881182704343018e-09
1979,2.808947208166046e-08,5.851973350345929e-10
1980,2.8994268319593175e-08,2.8425752862659692e-09
1981,3.6055631369436014e-08,1.8976649140967083e-09
1982,2.9175261317959666e-08,3.1037510339615437e-09
1983,3.031351525351056e-08,4.4207211225000265e-09
1984,2.9574943383181562e-08,4.059305780401701e-09
1985,2.3460676956688076e-08,1.8046674155058895e-09
1986,2.1580147446798037e-08,4.7955883708539204e-09
1987,2.13878585952898e-08,5.49973533381376e-09
1988,2.1587593934668803e-08,5.996553809062277e-10
1989,3.7319232149002346e-08,3.2928733073589456e-09
1990,1.9070277801347402e-08,3.814055737905164e-09
1991,2.05151273746651e-08,3.5168792322792797e-09
1992,2.8100714644097025e-08,2.7549720282848966e-09
1993,2.4372512896775334e-08,3.323524566667402e-09
1994,2.795711040448623e-08,0.0
1995,1.7351842629409475e-08,3.795715741716776e-09
1996,2.6690461396583487e-08,4.270473752399084e-09
1997,1.8220598363427598e-08,3.835915585170824e-09
1998,2.7178336026167926e-08,2.3840645013706308e-09
1999,3.3362468343511864e-08,6.398281460207045e-09
2000,3.048441854502926e-08,1.7672125984802278e-09
2001,2.716351232834313e-08,3.943090742808408e-09
2002,2.8477940006155222e-08,3.066854992184176e-09
2003,2.708499913239848e-08,4.166922806803086e-09
2004,3.03930605127789e-08,3.9643119897903034e-09
2005,3.1526248278623825e-08,3.602999676388663e-09
2006,2.141302779534726e-08,5.7650457740976435e-09
2007,2.676301313897511e-08,5.592271090648637e-09
2008,3.789121194586187e-08,2.9802078582719105e-09
2009,3.099325240896178e-08,3.814554005998616e-09
2010,3.637320489247031e-08,5.668551850135373e-09
2011,4.5887663446819715e-08,6.883149605840799e-09
2012,4.391485930455019e-08,6.468080293586809e-09
2013,3.960557393156705e-08,1.4224537991935904e-08
2014,5.1321052296771086e-08,1.1909948582911056e-08
2015,4.7213056575401424e-08,9.97458915463767e-09
2016,4.743368720028229e-08,8.078226088059637e-09
2017,4.25138324544605e-08,2.6665480490351e-08
2018,4.336864023457565e-08,1.3423626654684995e-08
2019,4.846876677788714e-08,1.3520234709574197e-08
