year,fallut_VERB emporter_VERB,fallut_VERB remporter_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,0.0,4.943701892301533e-09
1805,2.2743021688143017e-08,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,0.0,4.5321479902327155e-09
1809,2.259030518203531e-09,0.0
1810,9.360507036149102e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.300593315851529e-08,0.0
1814,0.0,0.0
1815,1.6183340889597275e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,1.668964877410417e-08,1.3113295338484932e-08
1819,2.070210003424222e-09,5.175524897538253e-09
1820,8.306536791735653e-09,2.610625848831205e-08
1821,9.861488514673056e-09,0.0
1822,2.5064039732569654e-08,2.105379337535851e-08
1823,1.2847492847356534e-08,0.0
1824,8.421112696055388e-10,0.0
1825,7.044354433105582e-09,1.8491430608946757e-08
1826,1.2331177856594877e-08,1.7615968683770689e-09
1827,1.566936447261469e-08,0.0
1828,4.586150570418113e-09,1.0089530988466322e-08
1829,2.8291481157793896e-08,0.0
1830,2.1917355041978226e-08,3.1310507520032616e-09
1831,7.795603274018958e-09,0.0
1832,8.117981842303834e-09,1.3529969367098715e-09
1833,1.3900354645102198e-08,0.0
1834,3.733812370398937e-09,0.0
1835,1.9664028627630614e-08,7.563087933704082e-10
1836,1.68018754465038e-08,1.344150035720304e-08
1837,1.2524203896191466e-08,2.1569462660409044e-08
1838,3.66105403770689e-08,0.0
1839,1.11863602825224e-08,0.0
1840,2.4841785517537573e-08,0.0
1841,2.3113974734201292e-08,0.0
1842,1.609983613093391e-08,6.708265054555795e-10
1843,7.088293507706567e-09,0.0
1844,2.195424508855126e-09,2.7442805805577564e-09
1845,1.5066614622583074e-08,0.0
1846,1.4636253098387897e-08,5.854501328173001e-10
1847,8.629157832729106e-09,1.0786447290911383e-09
1848,2.574470947536156e-08,1.6090443422100975e-09
1849,5.279031256577582e-08,0.0
1850,1.6972489191857676e-08,2.7155984128057753e-09
1851,9.674158363282004e-09,1.9348316282474798e-09
1852,1.8880582430824688e-08,1.3021090872200602e-09
1853,1.3138249599364826e-08,5.3747388761848924e-09
1854,5.195664343204953e-09,1.0391328686409906e-08
1855,5.837630823180007e-09,5.306937111981824e-09
1856,2.692138423299184e-08,5.177189232874468e-10
1857,1.4644527368545823e-08,2.9289055625270066e-09
1858,5.3830437884982985e-09,0.0
1859,1.2730433596175317e-08,1.018434669930457e-09
1860,3.066713105681629e-08,5.492620580582752e-09
1861,1.3204698667834691e-08,1.4147891747029462e-09
1862,9.939570055905733e-09,9.939570055905733e-09
1863,2.0477944673302773e-08,0.0
1864,8.63051052846231e-09,9.589455896019672e-10
1865,3.765475486972036e-09,0.0
1866,7.298419202328432e-09,4.379051787850585e-09
1867,3.88224918879132e-09,9.220341823379385e-09
1868,8.89177353968762e-09,6.421836395986702e-09
1869,1.70923168951731e-08,0.0
1870,9.17447806614291e-09,7.454262984651905e-09
1871,1.911811864374613e-08,3.18635318130589e-09
1872,1.0280476914203973e-08,0.0
1873,1.1972009161809183e-08,5.986004469882289e-10
1874,4.779687312606029e-09,0.0
1875,5.721527251978387e-09,2.8607636259891933e-09
1876,5.441413541973361e-09,4.232210137899983e-09
1877,1.8554447978047506e-09,5.566334504436554e-09
1878,3.6234530931267273e-09,0.0
1879,9.774920428640144e-09,6.10932526790009e-10
1880,1.6686399817444908e-08,2.5671385017744797e-09
1881,1.8128519130300447e-08,1.3945015142624584e-09
1882,8.652000893505374e-09,1.9966155395678697e-09
1883,3.159669414998234e-09,1.2638677882037541e-09
1884,7.2618666635548834e-09,0.0
1885,1.4180398189012067e-08,0.0
1886,5.808117542471791e-09,1.2906927748801422e-09
1887,1.697520346510828e-08,1.9586774424595887e-09
1888,8.242799331981132e-09,5.706553452000662e-09
1889,1.0650732740202784e-08,1.8795409673089125e-09
1890,3.2771931834929546e-09,0.0
1891,4.461953917456185e-09,1.2748440081367107e-09
1892,6.268512375839919e-09,0.0
1893,6.774258043407144e-09,6.158416554491453e-10
1894,6.9316934414587195e-09,1.0082462864602348e-08
1895,9.629783193076946e-09,1.8055843487019274e-09
1896,6.486732040400511e-09,0.0
1897,1.2236098356765979e-08,2.330685422435863e-09
1898,6.7900258748920805e-09,0.0
1899,6.633094074004475e-09,5.527578395003729e-10
1900,8.30568502863116e-09,5.191053142894475e-10
1901,8.941982265753268e-09,1.676621730339889e-09
1902,6.874397495693074e-09,0.0
1903,6.480264325148255e-09,3.2401321625741275e-09
1904,5.912087708281888e-09,3.7622376325430196e-09
1905,4.1286072338664326e-09,0.0
1906,6.6874399351490865e-09,3.0865106026567446e-09
1907,4.6285588695127444e-09,0.0
1908,1.1296195090437777e-08,0.0
1909,9.901770070541716e-09,1.1001967115120692e-09
1910,6.412980813053082e-09,2.137660271017694e-09
1911,4.788336838146279e-09,2.6601871816467337e-09
1912,5.730363294986773e-09,2.6047106693738442e-09
1913,2.6514948014977335e-09,2.6514948014977335e-09
1914,4.68772043404897e-09,0.0
1915,5.890381071793627e-09,0.0
1916,4.394984820521586e-09,0.0
1917,6.57985488317081e-09,0.0
1918,1.033773866510046e-08,0.0
1919,2.762354567309444e-09,9.207848372660976e-10
1920,7.572231730534895e-10,7.572231730534895e-10
1921,5.300923255902035e-09,0.0
1922,8.115729421831475e-09,0.0
1923,3.1847844361720945e-09,0.0
1924,7.734974438733389e-09,1.289162443462999e-09
1925,5.499089184013428e-09,0.0
1926,8.916910765321973e-09,0.0
1927,3.3447675740205796e-09,2.2298449753321847e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,0.0,1.1140406375176326e-09
1930,0.0,1.0503603542488804e-09
1931,3.4216069977333063e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,7.188948103475923e-09,0.0
1935,0.0,0.0
1936,0.0,2.424942913137329e-09
1937,0.0,0.0
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,0.0
1948,2.174377566888097e-09,2.174377566888097e-09
1949,4.908504269707237e-09,0.0
1950,1.0635361480382244e-09,0.0
1951,1.0661401761424827e-09,0.0
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,8.619061908632375e-09,4.3095309543161875e-09
1954,9.772536113672459e-10,0.0
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,8.72114158667614e-10,8.72114158667614e-10
1957,4.417518795207798e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,0.0
1959,5.425523585955716e-09,7.750747821333448e-10
1960,2.076250060767393e-09,1.3841666701708277e-09
1961,6.25334317660986e-09,0.0
1962,1.2683912808952869e-09,0.0
1963,5.819448034571906e-09,0.0
1964,1.8251904432275978e-09,1.8251904432275978e-09
1965,5.47204326295514e-09,0.0
1966,2.769537488234164e-09,2.769537488234164e-09
1967,1.9721342336964653e-09,0.0
1968,4.491415683816058e-09,4.4914158503495116e-10
1969,3.1792304344691047e-09,3.1792304344691047e-09
1970,2.2993624781975086e-09,9.197450023812337e-10
1971,0.0,5.138397485282553e-10
1972,3.5911027485013847e-09,0.0
1973,5.513203782392395e-10,0.0
1974,2.812785782069227e-09,5.625571675160757e-10
1975,5.711480177694739e-10,0.0
1976,1.142705374768127e-09,0.0
1977,1.7630346071939584e-09,0.0
1978,3.5643548113029055e-09,0.0
1979,2.3407893401383717e-09,5.851973350345929e-10
1980,2.2740602734216964e-09,5.685150683554241e-10
1981,5.69299452024552e-09,3.795329828193417e-09
1982,1.8622506869903077e-09,6.207502289967692e-10
1983,3.157658134966823e-09,6.315316047889041e-10
1984,4.639206796497319e-09,5.799008495621649e-10
1985,2.4062232206745193e-09,0.0
1986,5.994485463567401e-10,5.994485463567401e-10
1987,2.4443267410134695e-09,0.0
1988,1.798966087207532e-09,5.996553809062277e-10
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,0.0,5.44865097484859e-10
1991,5.861465202094962e-10,5.861465202094962e-10
1992,5.509944167592096e-10,0.0
1993,5.539207426075166e-10,0.0
1994,0.0,0.0
1995,5.422450821690461e-10,0.0
1996,0.0,0.0
1997,9.58978896292706e-10,0.0
1998,2.3840645013706308e-09,0.0
1999,4.570201161957499e-10,0.0
2000,8.836062992401139e-10,4.4180314962005696e-10
2001,3.5049694258049158e-09,4.3812117822561447e-10
2002,1.3143663935011318e-09,8.76244299341522e-10
2003,2.9168460979889232e-09,0.0
2004,4.404791253964646e-10,0.0
2005,9.007499190971657e-10,9.007499190971657e-10
2006,1.6471559671771274e-09,0.0
2007,7.988958938831558e-10,0.0
2008,1.2772318758180745e-09,0.0
2009,9.53638501499654e-10,0.0
2010,4.723793023408973e-10,0.0
2011,3.4415748029203996e-09,0.0
2012,3.063827413996023e-09,1.7021263287730903e-09
2013,2.5102124823206395e-09,5.578250084070646e-10
2014,3.681256854903836e-09,2.5985342766432495e-09
2015,2.881548111233201e-09,6.649726325136385e-10
2016,4.971216327476213e-09,8.285360175719347e-10
2017,1.2578056374223934e-09,7.54683426862357e-10
2018,1.5488800242380307e-09,1.290733298020541e-09
2019,2.5509878653906526e-09,7.65296326310505e-10
