year,devraient_VERB envoyer_VERB,devraient_VERB renvoyer_VERB
1916,2.197492321442951e-08,5.493730803607377e-09
1917,1.6449636319748606e-08,1.0966424435210342e-09
1918,9.189101035644853e-09,0.0
1919,4.603924352863942e-09,0.0
1920,3.786115865267448e-09,0.0
1921,7.572747429129834e-10,0.0
1922,1.475587119159627e-08,1.4755870969551665e-09
1923,8.492758496458919e-09,0.0
1924,6.445812328337297e-09,1.289162443462999e-09
1925,8.798542339150117e-09,0.0
1926,2.1177662290483568e-08,0.0
1927,3.3447675740205796e-09,4.4596899506643695e-09
1928,9.14083297942625e-09,2.2852082448565625e-09
1929,1.0026365515614089e-08,2.2280812750352652e-09
1930,1.470504518152893e-08,3.1510811737689437e-09
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,2.1919073223131136e-09,0.0
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,1.1981580172459871e-08,1.1981580172459871e-09
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.2591118370153254e-08,0.0
1938,1.2965214457594243e-09,0.0
1939,3.058810094103137e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,2.3963544037997053e-08,0.0
1946,5.568441707737293e-09,0.0
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,7.610321262063735e-09,4.348755133776194e-09
1949,9.817008317369869e-10,0.0
1950,2.1270722960764488e-09,0.0
1951,3.1984206394497505e-09,0.0
1952,6.326882129314981e-09,0.0
1953,2.477980309834038e-08,3.232148326759443e-09
1954,1.6613311615287785e-08,0.0
1955,3.754243138587299e-09,9.385607846468247e-10
1956,3.488456634670456e-09,8.72114158667614e-10
1957,5.301022731885041e-09,2.6505113659425206e-09
1958,9.926692356998501e-09,0.0
1959,1.4726420971555854e-08,2.325224457422337e-09
1960,4.844583401109048e-09,6.2287499602575735e-09
1961,8.33779090214648e-09,0.0
1962,6.976152100435229e-09,0.0
1963,4.526237162849611e-09,6.466053248388448e-10
1964,2.4335873316516654e-09,1.2167936658258327e-09
1965,1.6416130677043839e-09,0.0
1966,2.215629901769489e-09,1.6617224263271169e-09
1967,6.902469706915326e-09,4.930335584241163e-10
1968,7.186265360559219e-09,0.0
1969,9.083515273289322e-09,4.087581828571274e-09
1970,1.6555409487750694e-08,4.5987250119061684e-10
1971,6.166076982339064e-09,3.5968783507200897e-09
1972,5.643161493651405e-09,2.0520587451500205e-09
1973,5.513203671370093e-09,0.0
1974,5.625571564138454e-09,1.1251143350321513e-09
1975,7.996072248772634e-09,2.8557400888473694e-09
1976,4.570821499072508e-09,1.7140580066410394e-09
1977,3.526069214387917e-09,1.7630346071939584e-09
1978,4.158414057542359e-09,2.970295565063452e-09
1979,7.607565244427406e-09,2.3407893401383717e-09
1980,2.2740602734216964e-09,2.8425752862659692e-09
1981,1.8976649140967083e-09,2.5302198114474095e-09
1982,8.069752865935698e-09,3.7245013739806154e-09
1983,1.1999100379966876e-08,1.89459470334441e-09
1984,2.3196033538397387e-08,2.8995041922996734e-09
1985,3.4890238254092765e-08,4.812446441349039e-09
1986,3.5367463624425e-08,1.7983456945813714e-09
1987,3.788706592899871e-08,6.110816852533674e-10
1988,3.1781734577407406e-08,4.197587610832443e-09
1989,3.128229764115531e-08,2.7440609784434855e-09
1990,2.1249737969242233e-08,3.814055737905164e-09
1991,2.6962739596569918e-08,4.10302547493302e-09
1992,2.4794749364787094e-08,4.4079553340736766e-09
1993,1.994114740000441e-08,2.7696036575264316e-09
1994,2.1099706870586488e-08,1.5824779264761446e-09
1995,3.253470381991974e-08,1.626735190995987e-09
1996,1.4946657245218375e-08,1.067618438099771e-09
1997,1.6782131240233866e-08,2.3974471297094624e-09
1998,2.1456582288692516e-08,5.72175506974304e-09
1999,2.6050146928469076e-08,3.1991407301035224e-09
2000,1.5463109903635086e-08,3.5344251969604557e-09
2001,1.4019877703219663e-08,3.943090742808408e-09
2002,7.448076377869484e-09,6.133709984368352e-09
2003,6.667076668520622e-09,5.8336921959778465e-09
2004,6.166707589017051e-09,3.9643119897903034e-09
2005,9.007498746882447e-09,3.1526248278623825e-09
2006,5.7650457740976435e-09,2.0589450144825605e-09
2007,6.391167151065247e-09,2.3966877371606188e-09
2008,2.9802078582719105e-09,3.8316958494988285e-09
2009,4.76819250749827e-09,3.814554005998616e-09
2010,1.4171379625338432e-09,1.8895172093635892e-09
2011,3.4415748029203996e-09,3.823971805871906e-09
2012,3.4042526575461807e-09,2.7234021704458655e-09
2013,4.462600067256517e-09,1.3945624655065103e-09
2014,4.7639794331644225e-09,3.2481677347817595e-09
2015,5.319781060109108e-09,1.7732603163622684e-09
2016,3.935546111222266e-09,2.278474076078396e-09
2017,4.528100561174142e-09,1.509366853724714e-09
2018,3.3559066636712487e-09,2.0651733656507076e-09
2019,4.591778068885333e-09,7.65296326310505e-10
