year,faudrait_VERB ouvrir_VERB,faudrait_VERB rouvrir_VERB
1889,2.5060547415023393e-08,3.759081934617825e-09
1890,1.6385966361553983e-08,6.554386478008212e-10
1891,1.9760081571007504e-08,3.1871101313640793e-09
1892,3.0715710863660206e-08,2.5074049503359674e-09
1893,1.6011883374744684e-08,1.2316833108982905e-09
1894,4.285046628638156e-08,0.0
1895,2.9491211250842753e-08,2.4074457982692365e-09
1896,2.0639602027472392e-08,0.0
1897,2.2141511735185304e-08,0.0
1898,1.5277558773618694e-08,1.13167097914868e-09
1899,1.7688250864011934e-08,2.7637891975018647e-09
1900,2.076421168339948e-08,5.191053142894475e-10
1901,4.191554126009578e-08,5.029864968975062e-09
1902,9.820567470342212e-09,1.4730852093691738e-09
1903,2.1600881083827517e-08,1.0800440541913758e-09
1904,2.0961039126632386e-08,2.1498500757388683e-09
1905,2.838417501038748e-08,2.580379465655369e-09
1906,2.41776678677752e-08,2.572092316910357e-09
1907,1.8514235478050978e-08,0.0
1908,2.4556944921982904e-08,1.964555629285769e-09
1909,1.980354014108343e-08,1.1001967115120692e-09
1910,2.137660359835536e-08,3.206490406526541e-09
1911,2.553779587799454e-08,5.320374141248863e-10
1912,3.1777467768279166e-08,5.209421227725386e-10
1913,9.015082902408267e-09,5.30298971401777e-10
1914,1.4063162190325329e-08,6.696743715117748e-10
1915,2.8273827723523937e-08,0.0
1916,1.648119329900055e-08,8.789969641043172e-09
1917,4.0575770299255964e-08,0.0
1918,2.986458014220261e-08,0.0
1919,2.5781975665495338e-08,0.0
1920,2.5745588771997063e-08,0.0
1921,2.120369302360814e-08,2.2718242842501013e-09
1922,1.9182632371439468e-08,7.377935484775833e-10
1923,2.441668023323018e-08,0.0
1924,9.02413699321869e-09,2.578324886925998e-09
1925,1.9796720707176974e-08,0.0
1926,2.7865345586519652e-08,1.1146138456652466e-09
1927,1.5608915049369898e-08,4.4596899506643695e-09
1928,2.9707706517001498e-08,1.1426041224282812e-09
1929,2.2280811862174232e-08,3.342121912552898e-09
1930,2.941009036305786e-08,2.100720708497761e-09
1931,2.2810713318222042e-08,2.2810713318222042e-09
1932,2.1919072779041926e-08,1.0959536611565568e-09
1933,1.9500125958415992e-08,0.0
1934,2.516131836216573e-08,3.5944740517379614e-09
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,1.33371855781661e-08,2.424942913137329e-09
1937,1.510934133364117e-08,0.0
1938,1.5558256905023882e-08,2.5930428915188486e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,0.0
1942,2.730790527039062e-08,3.034211770724937e-09
1943,2.0322646676618206e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.832055301382752e-08,2.178504043826024e-09
1946,1.9489545977080525e-08,2.7842208538686464e-09
1947,2.26496545963073e-08,7.152522574216391e-09
1948,1.9569398546082084e-08,1.0871887834440486e-09
1949,1.9634017078828947e-08,0.0
1950,3.084254984742074e-08,1.0635361480382244e-09
1951,2.7719645245838365e-08,4.264560704569931e-09
1952,3.374337254058446e-08,2.1089607837865287e-09
1953,2.477980309834038e-08,2.1547654771580937e-09
1954,2.34540866728139e-08,6.840775057526116e-09
1955,1.3139850985055546e-08,4.6928039232341234e-09
1956,2.0058624983221307e-08,3.488456634670456e-09
1957,2.5621609722747962e-08,8.835037701437898e-10
1958,2.6471179026543723e-08,0.0
1959,2.4802393028267034e-08,7.750747821333448e-10
1960,1.591791587429725e-08,0.0
1961,2.570818935510033e-08,6.948159270159238e-10
1962,1.9660065575521912e-08,1.2683912808952869e-09
1963,2.4571003010009917e-08,1.2932106496776896e-09
1964,3.1636634645337836e-08,1.8251904432275978e-09
1965,2.7907420374617686e-08,1.6416130677043839e-09
1966,2.215629990587331e-08,5.539074754423723e-10
1967,2.267954357648705e-08,2.465167847631733e-09
1968,2.110965446888713e-08,0.0
1969,2.5433843475752838e-08,1.3625273131978588e-09
1970,2.0694262303777577e-08,2.2993624781975086e-09
1971,2.363662865434435e-08,5.138397263237948e-09
1972,2.4111690422046195e-08,1.0260293725750103e-09
1973,1.6539610570021068e-08,2.205281512956958e-09
1974,2.3627400480563665e-08,3.937900228123681e-09
1975,2.2845920710778955e-08,1.1422960355389478e-09
1976,1.3712464053128315e-08,1.142705374768127e-09
1977,2.4094806150287695e-08,3.526069214387917e-09
1978,2.198018833610149e-08,5.940591352171509e-10
1979,1.580032815695631e-08,1.1703946700691858e-09
1980,1.989802811408481e-08,5.685150683554241e-10
1981,1.4548763971333756e-08,3.1627747087981106e-09
1982,2.2347007799794483e-08,3.7245013739806154e-09
1983,1.894594880980094e-08,6.315316047889041e-10
1984,2.203623239438457e-08,1.739702604197646e-09
1985,1.9851341903631692e-08,4.210890747202711e-09
1986,2.038125046510686e-08,3.5966913891627428e-09
1987,2.261002229886344e-08,6.110816852533674e-10
1988,1.9788627625416666e-08,2.99827696004229e-09
1989,2.6342986458871565e-08,1.6464366536794728e-09
1990,2.2884334427430986e-08,3.2691906959314565e-09
1991,2.6962739596569918e-08,3.5168792322792797e-09
1992,2.5345743281945943e-08,3.856960972825618e-09
1993,2.4372512896775334e-08,1.661762283333701e-09
1994,2.162719958676007e-08,3.6924485691258724e-09
1995,3.253470381991974e-08,5.422450821690461e-10
1996,2.4555223632205525e-08,3.2028553142993132e-09
1997,2.3015493511024943e-08,2.3974471297094624e-09
1998,2.193339376788117e-08,6.675381136744818e-09
1999,2.6050146928469076e-08,9.140402323914998e-10
2000,2.474097726690161e-08,2.2090156370779823e-09
2001,2.760163475556965e-08,2.6287270138425356e-09
2002,2.541108479192644e-08,8.76244299341522e-10
2003,2.2084691408963408e-08,1.2500769308587678e-09
2004,2.686922684347337e-08,4.404791253964646e-10
2005,1.7564623533417034e-08,3.1526248278623825e-09
2006,2.7178073125355695e-08,8.235779835885637e-10
2007,3.1955835311237024e-08,0.0
2008,2.5118893631770334e-08,1.7029758714315335e-09
2009,2.384096298158056e-08,1.907277002999308e-09
2010,2.172944846279279e-08,1.4171379625338432e-09
2011,2.829739287335542e-08,1.911985902935953e-09
2012,2.7234021260369445e-08,1.0212758416727752e-09
2013,3.3190588055731496e-08,1.6734750252211938e-09
2014,2.8367331594836287e-08,3.897801192920269e-09
2015,2.9258794498332463e-08,1.10828768384863e-09
2016,2.5891750965456595e-08,2.278474076078396e-09
2017,2.1382696502314502e-08,2.5156112748447867e-09
2018,2.5040227669137494e-08,1.290733298020541e-09
2019,2.397928433595098e-08,5.3570743396846865e-09
