year,pouvait_VERB égaler_VERB,pouvait_VERB régaler_VERB
1918,4.594550517822427e-09,0.0
1919,3.498982437122322e-08,0.0
1920,1.3630017114962811e-08,0.0
1921,3.937828552125211e-08,0.0
1922,1.623145884366295e-08,0.0
1923,1.1677542488541803e-08,1.0615948120573648e-09
1924,1.933743654092268e-08,0.0
1925,2.74954441437103e-08,3.299453377181294e-09
1926,3.1209186346359274e-08,2.229227691330493e-09
1927,2.3413372574054847e-08,1.1149224876660924e-09
1928,1.9424270192303084e-08,2.2852082448565625e-09
1929,2.2280811862174232e-08,0.0
1930,2.7309368988426286e-08,0.0
1931,2.8513390759599133e-08,0.0
1932,2.301502632917618e-08,0.0
1933,1.0323596200123575e-08,0.0
1934,2.875579241390369e-08,0.0
1935,2.6330225111337313e-08,0.0
1936,1.576212937948185e-08,0.0
1937,2.6441348666139675e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,1.5294050470515685e-09,0.0
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,2.730790527039062e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.832055301382752e-08,0.0
1946,2.7842208538686464e-08,1.3921104269343232e-09
1947,2.0265479960812627e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,6.8719057111366055e-09,0.0
1950,1.595304155443955e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,1.7926167217297007e-08,0.0
1953,1.508335856215126e-08,0.0
1954,1.5636057781875934e-08,0.0
1955,1.220129064449793e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,2.03205861026845e-08,8.835037701437898e-10
1958,2.8952852559882558e-08,0.0
1959,2.015194411342236e-08,0.0
1960,2.2146666722733244e-08,0.0
1961,2.779263752472616e-08,0.0
1962,2.1562652108286784e-08,0.0
1963,2.2631185814248056e-08,6.466053248388448e-10
1964,1.6426714211092985e-08,6.083968329129164e-10
1965,1.6963333848707407e-08,0.0
1966,1.6617224929404983e-08,5.539074754423723e-10
1967,1.3311906243984595e-08,0.0
1968,1.976222918642634e-08,0.0
1969,1.4987801222332564e-08,0.0
1970,1.5635665207014426e-08,0.0
1971,1.3873672877195986e-08,0.0
1972,1.539044092169206e-08,0.0
1973,8.821126051827832e-09,0.0
1974,1.4626486688484874e-08,5.625571675160757e-10
1975,9.138368284311582e-09,0.0
1976,1.7140580510499603e-08,0.0
1977,7.639816779203557e-09,2.3507127355770763e-09
1978,2.257424647211792e-08,0.0
1979,1.0533551808578068e-08,0.0
1980,1.7055452161685025e-08,0.0
1981,2.0874313833019187e-08,0.0
1982,1.6139505731871395e-08,2.483000915987077e-09
1983,6.946847541655643e-09,0.0
1984,2.145633182237816e-08,0.0
1985,2.1054452403745927e-08,0.0
1986,1.2588419195935785e-08,0.0
1987,2.0165694891716157e-08,1.2221633705067347e-09
1988,2.5785181989590455e-08,5.996553809062277e-10
1989,1.8659616074501173e-08,0.0
1990,1.4166492867673242e-08,0.0
1991,1.4067516929117119e-08,0.0
1992,1.3774860363469088e-08,5.509944167592096e-10
1993,1.827938511667071e-08,0.0
1994,2.1099706870586488e-08,1.0549853213248639e-09
1995,2.060531301140145e-08,5.422450821690461e-10
1996,1.92171327739743e-08,0.0
1997,1.7261619689179497e-08,9.58978896292706e-10
1998,2.288702027897216e-08,9.536258449571733e-10
1999,1.96518641359944e-08,0.0
2000,2.164835422036049e-08,4.4180314962005696e-10
2001,2.3220422917802352e-08,8.762423564512289e-10
2002,2.059174164514843e-08,0.0
2003,1.91678459771083e-08,0.0
2004,2.1583476339515073e-08,0.0
2005,2.477062288619436e-08,0.0
2006,2.8825230202755847e-08,4.1178899179428186e-10
2007,2.1969636776475454e-08,0.0
2008,3.15050527888161e-08,4.257439678578834e-10
2009,2.7655516987579176e-08,0.0
2010,2.9759895880943077e-08,1.4171379625338432e-09
2011,3.938691151006424e-08,0.0
2012,4.5616985744345584e-08,1.3617010852229328e-09
2013,6.163966048688962e-08,5.578250084070646e-10
2014,4.3741991362367116e-08,2.1654451842767486e-10
2015,5.763095956012876e-08,6.649726325136385e-10
2016,6.08973991234052e-08,0.0
2017,5.0312227273252574e-08,7.54683426862357e-10
2018,4.8531575203014654e-08,2.5814667070633845e-10
2019,5.459113694428197e-08,2.55098775436835e-10
