year,doit_VERB égaler_VERB,doit_VERB régaler_VERB
1865,2.9653119071326728e-08,0.0
1866,3.7951781550749075e-08,0.0
1867,5.871901720411188e-08,0.0
1868,5.4338614274840324e-08,0.0
1869,6.05556376154226e-08,1.4650557433881772e-09
1870,4.243196016773254e-08,1.0894693147633916e-08
1871,4.142259157902117e-08,1.0621177271019633e-09
1872,6.168286148522384e-08,0.0
1873,3.292302608315367e-08,2.3944017879529156e-09
1874,4.0627342545729306e-08,0.0
1875,3.833423178889461e-08,5.721527140956084e-10
1876,4.292670396921494e-08,8.464420275799966e-09
1877,5.2570936714957384e-08,6.80329748092845e-09
1878,6.703388777395958e-08,0.0
1879,3.604501941367744e-08,4.887460214320072e-09
1880,4.1074216028391675e-08,0.0
1881,3.5559789779426865e-08,0.0
1882,5.657077295495583e-08,0.0
1883,3.159669503816076e-08,2.5277355764075082e-09
1884,3.498899303622238e-08,6.601696966868076e-10
1885,3.996294140051759e-08,6.445635691854079e-10
1886,3.549405036551434e-08,1.2906927748801422e-09
1887,3.003305337756501e-08,6.528924623161458e-10
1888,4.12139939953704e-08,6.340614699951175e-10
1889,3.3831739187917265e-08,6.265136742733546e-10
1890,5.5056844971979046e-08,3.2771931834929546e-09
1891,5.609313669108218e-08,6.374220040683554e-10
1892,4.2625885043889866e-08,0.0
1893,2.6481190573690583e-08,1.2316833108982905e-09
1894,2.0795079658242344e-08,6.301539290376468e-10
1895,4.5741469278937075e-08,0.0
1896,7.548197089590758e-08,1.7691086373616827e-09
1897,3.554295346930303e-08,0.0
1898,3.055511754723739e-08,0.0
1899,4.311511148102909e-08,4.4220627160029835e-09
1900,3.8932899570909285e-08,5.191053142894475e-10
1901,4.63865319488832e-08,0.0
1902,4.17374117489544e-08,0.0
1903,3.2401320737562855e-08,1.0800440541913758e-09
1904,5.0521475891684986e-08,5.374625189347171e-10
1905,3.354493216534138e-08,4.64468330463319e-09
1906,3.806696469155213e-08,1.0288369045596824e-09
1907,3.085705913008496e-08,0.0
1908,4.125566732682273e-08,0.0
1909,3.300590023513905e-08,0.0
1910,3.954671612405036e-08,2.137660271017694e-09
1911,2.926205766584644e-08,5.320374141248863e-10
1912,4.5842906359894187e-08,1.5628263128064646e-09
1913,4.719660751106858e-08,0.0
1914,3.8171439342704616e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,2.8567401333390308e-08,1.0987462051303964e-09
1917,4.276905585243185e-08,0.0
1918,3.675640414257941e-08,2.2972752589112133e-09
1919,3.498982437122322e-08,0.0
1920,4.0890050456710014e-08,7.572231730534895e-10
1921,2.6504615391331754e-08,4.543648568500203e-09
1922,3.098733003525922e-08,1.4755870969551665e-09
1923,2.229349149729387e-08,0.0
1924,3.480738519634485e-08,0.0
1925,2.0896537833436923e-08,0.0
1926,3.6782257240020044e-08,0.0
1927,1.6723836537835268e-08,2.2298449753321847e-09
1928,2.0566874425753667e-08,2.2852082448565625e-09
1929,1.893869061575515e-08,1.1140406375176326e-09
1930,3.151081173768944e-08,0.0
1931,1.9389105432310316e-08,1.1405356659111021e-09
1932,1.6439305028370654e-08,1.0959536611565568e-09
1933,4.358851568575517e-08,0.0
1934,2.995395220750652e-08,3.5944740517379614e-09
1935,3.4708023122220766e-08,2.393656828303392e-09
1936,2.66743711563322e-08,8.487299751891442e-09
1937,2.392312481447334e-08,1.2591118148108649e-09
1938,3.241303758727554e-08,0.0
1939,1.988226472349197e-08,0.0
1940,2.028626333583361e-08,0.0
1941,1.4757512989405086e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,3.774205836748479e-08,0.0
1944,3.855823393905666e-08,0.0
1945,7.62476446425353e-08,0.0
1946,3.7586982415405146e-08,0.0
1947,5.1259746669529704e-08,4.7683483828109274e-09
1948,3.044128504825494e-08,0.0
1949,3.141442661558358e-08,0.0
1950,1.595304155443955e-08,0.0
1951,2.1322803078760444e-08,0.0
1952,3.1634410646574906e-08,2.1089607837865287e-09
1953,3.232148060305917e-08,0.0
1954,2.5408594117592997e-08,0.0
1955,1.3139850985055546e-08,9.385607846468247e-10
1956,2.0058624983221307e-08,8.72114158667614e-10
1957,2.2087593976038988e-08,8.835037701437898e-10
1958,2.1507833736222892e-08,1.6544486891589827e-09
1959,2.5577467255288866e-08,7.750747821333448e-10
1960,2.5607082676515347e-08,1.3841666701708277e-09
1961,1.737039845295385e-08,4.16889545107324e-09
1962,1.6489087428794846e-08,1.9025869768540815e-09
1963,2.0691370838932244e-08,1.2932106496776896e-09
1964,2.1902286206909594e-08,0.0
1965,1.91521518644322e-08,1.0944086747954884e-09
1966,2.658755882123387e-08,5.539074754423723e-10
1967,1.824224149515885e-08,0.0
1968,1.8863946849023705e-08,1.3474247273492779e-09
1969,2.952142613699138e-08,0.0
1970,1.7935027685211935e-08,2.2993624781975086e-09
1971,2.6205826841874114e-08,2.569198631618974e-09
1972,2.0007572487656944e-08,0.0
1973,2.866865989048506e-08,0.0
1974,1.9689501584707614e-08,1.6876715580593782e-09
1975,1.5420996035686585e-08,1.1422960355389478e-09
1976,1.3712464053128315e-08,1.142705374768127e-09
1977,1.469195431980097e-08,5.876781838942691e-10
1978,2.198018833610149e-08,2.3762365408686037e-09
1979,2.691907674545746e-08,5.851973350345929e-10
1980,2.1035058139773355e-08,0.0
1981,2.9730083284107423e-08,4.427884725544118e-09
1982,1.3656505259973528e-08,6.207502289967692e-10
1983,2.9050454486423405e-08,1.89459470334441e-09
1984,1.7397024820731133e-08,0.0
1985,1.6242006850575308e-08,0.0
1986,1.498621315931814e-08,5.994485463567401e-10
1987,2.6276512354872494e-08,1.2221633705067347e-09
1988,1.679035044332977e-08,1.798966087207532e-09
1989,1.9208427959327423e-08,0.0
1990,9.80757164370516e-09,5.44865097484859e-10
1991,1.582595565707834e-08,5.861465202094962e-10
1992,1.597883780846132e-08,0.0
1993,1.4955860550003308e-08,2.2156829704300662e-09
1994,1.846224323420742e-08,2.1099706426497278e-09
1995,1.3013881527967897e-08,5.422450821690461e-10
1996,1.7615704450690828e-08,0.0
1997,1.3905194329311144e-08,0.0
1998,1.1920323061964666e-08,1.43043876743576e-09
1999,7.769341614505265e-09,4.570201161957499e-10
2000,6.627047355323157e-09,1.3254094488601709e-09
2001,1.095302959441824e-08,4.3812117822561447e-10
2002,1.4019908789464353e-08,5.257465574004527e-09
2003,1.2084076850271686e-08,8.333845835650777e-10
2004,8.369103632333008e-09,4.404791253964646e-10
2005,1.035862429166201e-08,1.3511248786457486e-09
2006,9.059357708451898e-09,2.0589450144825605e-09
2007,1.1184542181297275e-08,7.988958938831558e-10
2008,1.0643598891135753e-08,0.0
2009,6.675469510497578e-09,1.907277002999308e-09
2010,1.4171378737160012e-08,4.723793023408973e-10
2011,5.7359579308524644e-09,1.1471915639660324e-09
2012,8.510632004687935e-09,2.382976926895708e-09
2013,1.1435412616833673e-08,1.3945624655065103e-09
2014,9.961047986450922e-09,6.496335691608124e-10
2015,9.531274436369586e-09,1.329945265027277e-09
2016,1.0770968256190727e-08,8.285360175719347e-10
2017,1.0565567976072998e-08,1.2578056374223934e-09
2018,1.0067719991013746e-08,1.5488800242380307e-09
2019,1.0714148457324768e-08,1.53059265262101e-09
