year,tout_DET aide_NOUN,tout_DET raid_NOUN
2010,3.3066551718974324e-09,3.3066551718974324e-09
2011,1.911985902935953e-09,1.1471915639660324e-09
2012,6.468080293586809e-09,3.063827413996023e-09
2013,3.0680376017500066e-09,2.2313000336282585e-09
2014,4.763979266630969e-09,1.5158115873603606e-09
2015,3.989835684059528e-09,2.2165753954528356e-10
2016,4.764082017771898e-09,1.0356699942093428e-09
2017,3.018733624182701e-09,2.264050280587071e-09
2018,3.6140534453998896e-09,1.8070267504555204e-09
2019,4.591777846840728e-09,1.53059265262101e-09
