year,furent_VERB à_ADP,furent_VERB a_ADP,furent_VERB ras_ADJ
1893,9.705664751891163e-07,5.665743163518755e-08,6.158416554491453e-10
1894,1.0989884913215064e-06,3.087754318897851e-08,1.2603078580752936e-09
1895,1.221176830767945e-06,4.694519462056235e-08,0.0
1896,1.1245634823353612e-06,2.4767522144308884e-08,0.0
1897,9.643210887588793e-07,2.2141510847006884e-08,5.826713556089658e-10
1898,1.0507565093575977e-06,2.716010383263523e-08,5.6583548957434e-10
1899,9.772758176040952e-07,2.7637891975018647e-08,0.0
1900,1.0584557230686187e-06,3.789468627779513e-08,0.0
1901,1.0752734169727773e-06,3.856229868759442e-08,0.0
1902,9.049653044712613e-07,1.7185994238833047e-08,4.910283846193408e-10
1903,1.034142201206123e-06,1.78207268941577e-08,0.0
1904,1.0303156159352511e-06,2.2573424907079698e-08,5.374625189347171e-10
1905,1.099757696465531e-06,2.8900250415020423e-08,0.0
1906,1.0226639233223977e-06,3.446603624723821e-08,0.0
1907,9.653117558627855e-07,1.0285686968813934e-08,1.028568674676933e-09
1908,1.0726473647082457e-06,2.7994918383456024e-08,9.822778146428846e-10
1909,1.0066800086860894e-06,2.6954819487556847e-08,5.500983557560346e-10
1910,1.0137854360436904e-06,2.1376603043243847e-08,5.344150677544235e-10
1911,1.0369409437771537e-06,6.278041464469197e-08,0.0
1912,1.087727127924154e-06,2.4484280158887373e-08,0.0
1913,1.007568016575533e-06,2.6514949236222662e-08,5.30298971401777e-10
1914,1.115007876251184e-06,2.276892946406761e-08,0.0
1915,1.0967888783852686e-06,5.0657276151611086e-08,0.0
1916,1.1613747119554318e-06,9.888715624128963e-09,0.0
1917,9.946546697392478e-07,1.973956376133401e-08,0.0
1918,1.1532322332641343e-06,2.8715940736390166e-08,2.2972752589112133e-09
1919,1.184129246212251e-06,1.381177283654722e-08,9.207848372660976e-10
1920,1.0843435802598833e-06,1.817335526510533e-08,0.0
1921,1.1260675591984182e-06,1.9689143759826777e-08,0.0
1922,1.1812074944828055e-06,1.2542490157585462e-08,0.0
1923,9.915295322571183e-07,6.369568872344189e-09,2.1231896241147297e-09
1924,1.0738723403846961e-06,2.4494086758863887e-08,0.0
1925,1.1119158216388314e-06,1.429763130111894e-08,0.0
1926,1.1056969242417836e-06,3.1209186346359274e-08,0.0
1927,1.1829328059320687e-06,1.672383753703599e-08,0.0
1928,1.1323206763336202e-06,1.2568645679778001e-08,0.0
1929,1.1819971632576198e-06,8.912325322185666e-09,0.0
1930,1.1490942597447429e-06,3.7812972752959695e-08,0.0
1931,1.2352001022009063e-06,2.9653928201867075e-08,0.0
1932,1.2406195537550957e-06,1.8631212350683768e-08,0.0
1933,1.1126542176498333e-06,5.047091433674211e-08,0.0
1934,1.1658077028187108e-06,1.677421224144382e-08,1.1981580172459871e-09
1935,1.0891138799706823e-06,5.146362003216609e-08,0.0
1936,1.2112590184187866e-06,2.3036957230715416e-08,0.0
1937,1.201192617372726e-06,2.7700460147883632e-08,0.0
1938,9.801701708056498e-07,7.779128785578848e-09,0.0
1939,9.650545962358592e-07,2.7529290846928234e-08,0.0
1940,1.0827792493728339e-06,6.339457225834622e-08,5.0715658339584024e-09
1941,1.148134515460697e-06,5.312704676185831e-08,0.0
1942,1.2713347814496956e-06,1.2136847082899749e-08,0.0
1943,1.213552309309307e-06,2.322588166236983e-08,0.0
1944,1.3623908898807713e-06,3.8558232162699824e-08,0.0
1945,1.2918528682348551e-06,2.832055345791673e-08,0.0
1946,1.353131324322021e-06,1.1136883415474585e-08,0.0
1947,1.322024559158308e-06,2.26496545963073e-08,0.0
1948,1.249179945261858e-06,3.261566461354448e-08,0.0
1949,1.3478752407536376e-06,1.47255123650325e-08,0.0
1950,1.2687986554738018e-06,1.1698897628420468e-08,0.0
1951,1.2783020792994648e-06,2.1322803522849654e-08,0.0
1952,1.205271132675989e-06,1.0544804140977249e-08,0.0
1953,1.230371140081843e-06,4.30953106533849e-09,1.0773827385790469e-09
1954,1.1697725312842522e-06,7.818028668893362e-09,0.0
1955,1.2285760249142186e-06,6.569925492527773e-09,0.0
1956,1.2043896049362957e-06,2.7907652633274438e-08,0.0
1957,1.2784299769919016e-06,1.9437083276230283e-08,0.0
1958,1.1614230288614635e-06,9.099467679352102e-09,0.0
1959,1.22384312817303e-06,1.3176271185244559e-08,0.0
1960,1.2076853863618453e-06,1.4533750314349447e-08,0.0
1961,1.2416360277711647e-06,1.806521465752553e-08,0.0
1962,1.3127850024829968e-06,8.244543381330516e-09,6.341956404476434e-10
1963,1.186520762530563e-06,1.0992290633282664e-08,0.0
1964,1.2441714716260321e-06,3.102823953327061e-08,0.0
1965,1.2552867474369123e-06,2.5718603247071314e-08,5.472043373977442e-10
1966,1.3177458413338172e-06,3.378835600198471e-08,0.0
1967,1.2720265658572316e-06,3.4019314920641364e-08,4.930335584241163e-10
1968,1.3689835896002478e-06,1.7516521760851944e-08,0.0
1969,1.3139305110598798e-06,1.4533624859147665e-08,4.5417578031781147e-10
1970,1.1391041425667936e-06,2.5292988509173497e-08,0.0
1971,1.1926221077374066e-06,1.3359833461734638e-08,0.0
1972,1.1496658771648072e-06,2.257264686278404e-08,0.0
1973,1.107602656702511e-06,1.1026407953362849e-08,0.0
1974,1.1121754823761876e-06,2.531507276026801e-08,5.625571675160757e-10
1975,1.0800408745126333e-06,1.5420996923865005e-08,0.0
1976,1.0809992545546265e-06,1.142705374768127e-08,0.0
1977,1.177707076749357e-06,2.997158826678614e-08,0.0
1978,1.1691083727782825e-06,2.851483782428943e-08,0.0
1979,1.1165565183546278e-06,1.9311511945119264e-08,5.851973350345929e-10
1980,1.1489689768495737e-06,1.819248163226206e-08,0.0
1981,1.077241108760063e-06,1.5181319090729062e-08,6.325549528618524e-10
1982,1.1409389344407828e-06,2.9796011546956436e-08,0.0
1983,1.1032857401005458e-06,2.0209010909155722e-08,0.0
1984,1.1139895832457114e-06,2.3775934387959552e-08,0.0
1985,1.132127977143682e-06,8.421781272360818e-09,0.0
1986,1.193502043861372e-06,1.7983456612746807e-08,0.0
1987,1.1329454991937382e-06,1.649920555735207e-08,6.110816852533674e-10
1988,1.1225548632864957e-06,1.139345195966257e-08,0.0
1989,1.1755557807191508e-06,1.4817929550048348e-08,0.0
1990,1.1131594419566682e-06,1.4166492756650939e-08,0.0
1991,1.180499111796962e-06,1.2895223555631219e-08,0.0
1992,1.2524103567557177e-06,1.597883780846132e-08,0.0
1993,1.2889735216958798e-06,1.8279383895425383e-08,0.0
1994,1.1515164715092396e-06,2.1099706870586488e-08,0.0
1995,1.2064953125445754e-06,1.2471636501310002e-08,0.0
1996,1.2208216730869026e-06,2.8291889053733144e-08,0.0
1997,1.265852120013733e-06,2.3015492733868825e-08,0.0
1998,1.1057292113036965e-06,9.536258560594035e-09,0.0
1999,1.1896233900188236e-06,1.325358303660984e-08,1.3710603763428253e-09
2000,1.1911013189092046e-06,9.277865697931986e-09,0.0
2001,1.1873083849422983e-06,2.3220423223113684e-08,0.0
2002,1.1185258017576416e-06,9.638686904178684e-09,0.0
2003,1.1379866009519901e-06,1.2500768420409258e-08,0.0
2004,1.1756387721106876e-06,6.475042868547831e-08,0.0
2005,1.142150949817733e-06,1.2160123907811737e-08,0.0
2006,1.1348904536134796e-06,1.2765458357044679e-08,0.0
2007,1.0805066494867788e-06,2.396687684425025e-08,3.994479469415779e-10
2008,1.1039541050195112e-06,1.1069342997771514e-08,0.0
2009,1.0714128393374267e-06,1.1443661573906638e-08,0.0
2010,1.0458477390784537e-06,8.502827442136152e-09,0.0
2011,9.812312100621057e-07,3.441574691898097e-09,0.0
2012,1.0345523833166226e-06,1.3617010852229328e-09,0.0
2013,1.0986364031850826e-06,3.068037490727704e-09,0.0
2014,1.1468197271824465e-06,2.815078753437561e-09,0.0
2015,1.1034112503693905e-06,1.7732603163622684e-09,0.0
2016,1.1740355603251373e-06,2.0713401271965637e-09,0.0
2017,9.954273991752416e-07,1.2578056374223934e-09,0.0
2018,1.0759553106254316e-06,1.5488799687268795e-09,0.0
2019,1.031364377013233e-06,1.5305927081321613e-09,0.0
