year,doit_VERB abattre_VERB,doit_VERB rabattre_VERB
1800,5.345079756580162e-08,0.0
1801,7.143547975374531e-09,9.524730337773235e-09
1802,1.7902721083373763e-08,8.951360541686881e-09
1803,5.460949736857401e-08,1.950339223455444e-09
1804,7.909923027682453e-08,2.4718509461507665e-09
1805,3.4114531644036106e-08,1.421438877713399e-08
1806,8.645007376628655e-09,2.881669125542885e-09
1807,1.1387820464392462e-08,2.8469551160981155e-09
1808,2.2660739951163578e-09,0.0
1809,7.454800510231507e-08,1.3554183553310395e-08
1810,3.042164919975221e-08,2.3401266702194334e-08
1811,1.504245972228091e-08,3.008491944456182e-08
1812,4.5342538612658245e-08,0.0
1813,1.7254450312975678e-08,8.627225156487839e-09
1814,2.8320094713762956e-08,0.0
1815,2.697223555614414e-09,3.506390555685357e-08
1816,4.1716869958463576e-08,2.3176038865813098e-09
1817,2.3353100786493997e-08,3.113746815941454e-09
1818,3.2187177367859476e-08,1.668964877410417e-08
1819,2.898294049202832e-08,6.210630232317271e-09
1820,4.034603762193001e-08,2.1359666035891678e-08
1821,3.944595405869222e-08,2.9584463767662328e-09
1822,1.1028177482330648e-08,4.010246357211145e-09
1823,1.2847492847356534e-08,5.929612356680991e-09
1824,1.8526447931321854e-08,8.421112696055388e-10
1825,3.6982861217893515e-08,1.7610886082763955e-09
1826,9.688783109140786e-09,2.642395191543301e-09
1827,1.566936447261469e-08,0.0
1828,1.834460228167245e-08,1.9261833017480967e-08
1829,1.971830521085849e-08,1.7146351893870815e-08
1830,4.696576283436116e-08,3.1310507520032616e-09
1831,4.8332740476553226e-08,1.4032085715598441e-08
1832,4.464889968858188e-08,0.0
1833,4.170106393530659e-08,0.0
1834,2.0535967593104942e-08,9.334531370086552e-09
1835,2.117664621437143e-08,3.781543966852041e-09
1836,3.024337402735e-08,2.016224964762614e-09
1837,2.2265250976261086e-08,1.1132625488130543e-08
1838,2.2723781967215473e-08,0.0
1839,2.9364196407755117e-08,4.194885327990505e-09
1840,2.229391071750797e-08,5.095750932326837e-09
1841,1.4125206782011901e-08,6.420548537278137e-09
1842,3.3541326160957396e-08,1.1404051036834062e-08
1843,1.9492807368237663e-08,7.678984559333912e-09
1844,2.7991662321369404e-08,2.7442805805577564e-09
1845,3.4039391749729475e-08,2.7901139176833567e-08
1846,2.5759806732139623e-08,5.269050973311096e-09
1847,1.9954928376364478e-08,8.089835468183537e-09
1848,3.218088551193432e-08,0.0
1849,6.787325901314034e-08,2.513824481908955e-09
1850,2.987158254086353e-08,4.752297222410107e-09
1851,1.2253933867611977e-08,6.449438760824933e-09
1852,2.0833745395520964e-08,2.6042181744401205e-09
1853,1.851298847554972e-08,1.911018188138769e-08
1854,2.7017454939937124e-08,1.7145692865483397e-08
1855,1.326734277995456e-08,1.0613874223963649e-08
1856,1.9673318973900678e-08,6.73034605824796e-09
1857,1.3668225662399891e-08,4.393358121745905e-09
1858,1.4191660291373864e-08,2.4468380654951716e-09
1859,2.0877910955618972e-08,1.171199848215565e-08
1860,3.9363783344015246e-08,1.4189270203246451e-08
1861,3.0182167876091626e-08,4.2443675241088386e-09
1862,3.885468302655681e-08,2.2589932147099034e-09
1863,4.844782353075061e-08,2.9967726078439227e-09
1864,1.0068928801842958e-08,2.3973640850272204e-09
1865,1.4120533187167439e-08,1.1296426905005319e-08
1866,2.2868380966656332e-08,5.352174259343201e-09
1867,3.154327288257264e-08,6.79393608038481e-09
1868,1.2349684830326169e-08,1.975949626142892e-09
1869,1.8069020057964735e-08,4.883519144627257e-10
1870,3.7844721134661086e-08,3.4404292748035914e-09
1871,4.354682658913589e-08,0.0
1872,3.507456725060365e-08,6.047339518033823e-09
1873,2.3944018323618366e-08,2.3944017879529156e-09
1874,2.2703515512034755e-08,2.9873046258899194e-09
1875,1.716458086775674e-08,3.432916173551348e-09
1876,2.9625471853478302e-08,3.02300739996042e-09
1877,1.5462040536817767e-08,4.9478527941460015e-09
1878,1.268208649207736e-08,1.4493812372506909e-08
1879,2.443730195977878e-08,7.94212251520321e-09
1880,1.9895322722618403e-08,1.9253538763308597e-09
1881,2.1614773970668466e-08,3.4862537301449947e-09
1882,2.728707926280549e-08,2.6621540527571597e-09
1883,1.7062214752172622e-08,5.687405213450347e-09
1884,2.2445769687351458e-08,1.3203393933736152e-09
1885,5.80107206715752e-09,7.7347630522695e-09
1886,1.1616235084943582e-08,4.5174246565693466e-09
1887,9.793386546164129e-09,7.1818169189441505e-09
1888,1.3949351895803375e-08,5.07249175996094e-09
1889,1.1277245803853475e-08,1.0650732740202784e-08
1890,1.1797895993481688e-08,4.5880703680722945e-09
1891,1.529812720946211e-08,7.0116419337296065e-09
1892,1.3163876211308434e-08,3.1342561879199593e-09
1893,1.2932674486876294e-08,3.695050043717174e-09
1894,2.3945849747519787e-08,3.150769645188234e-09
1895,1.3842813118003505e-08,1.8055843487019274e-09
1896,1.1794058174530164e-08,1.179405795248556e-09
1897,2.155884004650943e-08,4.078699600285063e-09
1898,1.5277558773618694e-08,5.092519295146758e-09
1899,1.6582735185011188e-08,1.6582735185011188e-09
1900,7.26747462209687e-09,4.15284251431558e-09
1901,6.147612641171918e-09,5.58873880507349e-09
1902,9.820567470342212e-09,5.4013122863239005e-09
1903,7.020286574288548e-09,5.940242076007962e-09
1904,1.3974025492302644e-08,1.0749250378694342e-08
1905,2.2707340008309984e-08,1.5482277682110634e-09
1906,1.594697174311932e-08,2.0576738091193647e-09
1907,1.491424583832668e-08,1.5428529565042481e-09
1908,2.6521501439447093e-08,8.349361202419914e-09
1909,1.4302557360679202e-08,5.500983557560346e-10
1910,1.068830179917768e-08,3.206490406526541e-09
1911,2.3409645777405785e-08,5.3203743632934675e-09
1912,2.031674206648404e-08,1.5628263128064646e-09
1913,1.6969567084856862e-08,4.242391771214216e-09
1914,1.5402511266415786e-08,4.68772043404897e-09
1915,2.3561524287174507e-08,4.712304768617059e-09
1916,2.966614687238689e-08,6.592477230782379e-09
1917,1.2063066989753679e-08,0.0
1918,5.743188147278033e-09,1.6080926812378493e-08
1919,1.3811772170413406e-08,9.207848372660976e-10
1920,1.741613253614105e-08,2.2716695191604686e-09
1921,2.0446417892117097e-08,2.2718242842501013e-09
1922,7.377935595798135e-09,7.377935484775833e-10
1923,2.229349149729387e-08,6.369568872344189e-09
1924,1.1602462102189293e-08,5.156649773851996e-09
1925,1.5397448649423495e-08,3.299453377181294e-09
1926,8.916910765321973e-09,7.802296586589819e-09
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,1.1426041446327417e-08,5.713020723163709e-09
1929,1.1140405931087116e-08,0.0
1930,1.575540586884472e-08,0.0
1931,1.8248570654577634e-08,3.4216069977333063e-09
1932,1.0959536389520963e-08,3.287861094491973e-09
1933,1.4911860191091364e-08,4.588264879146209e-09
1934,7.188948103475923e-09,4.7926320689839486e-09
1935,1.6755597798123745e-08,0.0
1936,1.9399543305098632e-08,4.849885826274658e-09
1937,1.6368453259474336e-08,0.0
1938,1.9447821131279852e-08,2.5930428915188486e-09
1939,3.364691281149135e-08,1.5294050470515685e-08
1940,7.607348528892999e-09,7.607348528892999e-09
1941,2.066051862925633e-08,0.0
1942,3.944475324146879e-08,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,2.178504132643866e-08,0.0
1946,1.5313215584455975e-08,8.352662561605939e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,3.261566305923225e-08,1.0871887834440486e-09
1949,2.0615717133409817e-08,1.9634016634739737e-09
1950,1.3825969702452312e-08,3.190608444114673e-09
1951,2.2388944032059044e-08,2.1322803522849654e-09
1952,1.0544804140977249e-08,1.0544803918932644e-09
1953,9.69644453618912e-09,1.0773827385790469e-09
1954,2.247683283940205e-08,9.772536113672459e-10
1955,1.220129064449793e-08,5.631364707880948e-09
1956,1.4825940475304833e-08,6.976913269340912e-09
1957,1.8553580005686854e-08,5.301022731885041e-09
1958,1.7371711180658167e-08,2.4816730892496253e-09
1959,2.5577467255288866e-08,4.650448914844674e-09
1960,1.7302083321624195e-08,0.0
1961,2.570818935510033e-08,7.64297514166401e-09
1962,1.9025868880362395e-08,4.43936931660005e-09
1963,2.133797494252576e-08,6.466053248388448e-10
1964,1.764350798794112e-08,3.6503808864551957e-09
1965,1.4227312661319047e-08,1.6416130677043839e-09
1966,1.163205709531212e-08,1.6617224263271169e-09
1967,1.873527466500491e-08,2.9582012395223956e-09
1968,1.527081394669949e-08,1.3474247273492779e-09
1969,1.9075383050903838e-08,2.2708788183223305e-09
1970,1.7015283404475667e-08,4.5987250119061684e-10
1971,1.5929032315398217e-08,4.624557625731995e-09
1972,1.7955514408640738e-08,2.0520587451500205e-09
1973,2.0950174928202614e-08,3.859242703185828e-09
1974,1.9689501584707614e-08,3.3753431161187564e-09
1975,2.227477224892027e-08,1.7134440533084216e-09
1976,1.314111219841152e-08,2.285410749536254e-09
1977,1.2928920156696222e-08,4.11374712072643e-09
1978,1.485147826940647e-08,4.752473081737207e-09
1979,1.6385525825057812e-08,1.7555920051037788e-09
1980,1.762396628635088e-08,1.7055452605774235e-09
1981,2.277197808098208e-08,3.795329828193417e-09
1982,1.6139505731871395e-08,6.207502289967692e-10
1983,1.5788289786655696e-08,6.315316047889041e-10
1984,2.203623239438457e-08,6.958810416790584e-09
1985,2.7671566371623157e-08,3.0077789148208467e-09
1986,2.0980699844130868e-08,2.3977941854269602e-09
1987,1.588812459374367e-08,6.721898593298192e-09
1988,2.1587593934668803e-08,5.996553809062277e-10
1989,1.4817929994137558e-08,9.329808037250586e-09
1990,2.1249737969242233e-08,5.993515905799995e-09
1991,1.52398094144246e-08,5.861465202094962e-10
1992,1.2121876835635703e-08,1.65298330578878e-09
1993,1.994114740000441e-08,1.661762283333701e-09
1994,1.5297286992677073e-08,3.6924485691258724e-09
1995,1.5182862966867106e-08,1.0844901643380922e-09
1996,1.6014276127407356e-08,3.736664311304594e-09
1997,1.6302641014931396e-08,4.315404922294874e-09
1998,1.3350762273489636e-08,2.86087753487152e-09
1999,1.6452723627935484e-08,3.656160929565999e-09
2000,2.2090157258958243e-08,2.2090156370779823e-09
2001,1.9277331730904734e-08,1.3143635069212678e-09
2002,1.7963008858146168e-08,4.81934359086722e-09
2003,1.3334153337041244e-08,2.9168460979889232e-09
2004,1.4095332012686868e-08,3.523833003171717e-09
2005,1.6213498099659773e-08,3.602999676388663e-09
2006,2.4295550460351478e-08,2.8825228870488218e-09
2007,1.5578470069499417e-08,7.988958938831558e-10
2008,2.2138685551453818e-08,8.514879357157668e-10
2009,1.9549588614609092e-08,3.814554005998616e-09
2010,1.369900015646408e-08,9.447586046817946e-10
2011,1.606068167347985e-08,1.911985902935953e-09
2012,9.531907707582832e-09,2.382976926895708e-09
2013,1.2829975304384789e-08,2.2313000336282585e-09
2014,1.9705550968751595e-08,3.2481677347817595e-09
2015,2.0392493027543424e-08,1.994917786518613e-09
2016,1.677785377296459e-08,3.314144070287739e-09
2017,1.3584300795344006e-08,2.7671724911471074e-09
2018,1.4972506789945328e-08,2.0651733656507076e-09
2019,1.7091618786935214e-08,1.7856913725466939e-09
