year,devait_VERB égaler_VERB,devait_VERB régaler_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,2.2378401354217203e-09
1803,1.950339223455444e-09,1.950339223455444e-09
1804,1.4831105232815389e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,8.540865792383556e-09,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,3.244645441213834e-08,0.0
1817,0.0,0.0
1818,3.099506074022429e-08,0.0
1819,1.5526575580793178e-08,1.0351049795076506e-08
1820,1.542642635854463e-08,2.3732962262101864e-09
1821,3.94459531705138e-09,0.0
1822,5.012807946513931e-09,3.0076847679083585e-09
1823,4.941343334508019e-09,6.917880934764753e-09
1824,1.8526447931321854e-08,0.0
1825,3.78634048558979e-08,0.0
1826,2.7304752237000685e-08,0.0
1827,9.217273166939322e-09,0.0
1828,1.834460228167245e-08,0.0
1829,3.086343269842473e-08,0.0
1830,2.817945699007396e-08,0.0
1831,1.7150327380477393e-08,0.0
1832,1.0823975493678972e-08,0.0
1833,2.6642345218874652e-08,0.0
1834,2.8003592333902816e-08,0.0
1835,1.1344631900556124e-08,7.563087933704082e-10
1836,2.755507466645213e-08,0.0
1837,2.852735292435682e-08,0.0
1838,2.0830134062066463e-08,6.312161904276081e-10
1839,1.3982949909063791e-08,0.0
1840,1.9746034141121527e-08,6.369688665408546e-10
1841,2.5682194149112547e-09,0.0
1842,2.5491406319133603e-08,0.0
1843,2.3036953678001737e-08,1.1813822142769936e-09
1844,1.975882035765153e-08,8.232841963717874e-09
1845,2.7343116215661212e-08,4.464182357111213e-09
1846,2.1076203893244383e-08,0.0
1847,2.1572894581822766e-08,0.0
1848,1.206783295515379e-08,0.0
1849,4.9438547478075634e-08,0.0
1850,2.3761487000228954e-08,0.0
1851,4.6435957301582675e-08,7.739326512989919e-09
1852,1.4323200403509873e-08,1.3021090872200602e-09
1853,3.2248433257109355e-08,0.0
1854,2.6497888327980945e-08,0.0
1855,4.139410947345823e-08,0.0
1856,2.8992259260007813e-08,0.0
1857,3.856392183365642e-08,2.4407544874094356e-09
1858,2.4468379322684086e-08,4.893676130990343e-09
1859,1.629495471888731e-08,5.092173349652285e-10
1860,2.197048232233101e-08,2.288591982591015e-09
1861,4.291527133659656e-08,2.8295783494058924e-09
1862,3.930648162508987e-08,0.0
1863,2.996772607843923e-08,5.9935452156878455e-09
1864,2.3014694150447212e-08,4.794727948009836e-10
1865,3.294790928975999e-08,0.0
1866,1.8489329178805747e-08,5.352174259343201e-09
1867,3.008743121313273e-08,3.396968040192405e-09
1868,1.5807597009143137e-08,9.87974813071446e-10
1869,1.12320943657096e-08,1.953407657850903e-09
1870,4.0711746862598375e-08,8.027668307875047e-09
1871,1.805600113868877e-08,3.18635318130589e-09
1872,3.205089882385437e-08,1.2094678591978436e-09
1873,1.1972009161809183e-08,0.0
1874,1.3741600746186577e-08,0.0
1875,2.8607635371713513e-08,1.1443054281912168e-09
1876,2.2974855795609983e-08,2.418405919968336e-09
1877,2.1646856751544874e-08,0.0
1878,2.2344627481629686e-08,0.0
1879,2.6881030734671185e-08,2.443730107160036e-09
1880,1.9895322722618403e-08,0.0
1881,6.9725074602899895e-09,0.0
1882,1.6638463051776853e-08,1.3310770263785798e-09
1883,1.579834751908038e-08,2.5277355764075082e-09
1884,2.3766109080725073e-08,0.0
1885,1.353583467533781e-08,0.0
1886,2.452316216761119e-08,1.2906927748801422e-09
1887,2.0892558794116667e-08,3.264462256069578e-09
1888,2.2192152115962926e-08,0.0
1889,2.318100555953606e-08,6.265136742733546e-10
1890,1.1797895993481688e-08,0.0
1891,1.529812720946211e-08,4.461953917456185e-09
1892,1.3163876211308434e-08,3.1342561879199593e-09
1893,1.7243566574620672e-08,0.0
1894,2.7096618282484997e-08,6.301539290376468e-10
1895,2.5880042997528108e-08,1.8055843487019274e-09
1896,2.358811634906033e-08,0.0
1897,7.574727511894253e-09,0.0
1898,1.0750873968845553e-08,5.6583548957434e-10
1899,1.6582735185011188e-08,2.2110313580014918e-09
1900,1.349673794948103e-08,5.191053142894475e-10
1901,2.738482152153665e-08,0.0
1902,1.4730851205513318e-08,0.0
1903,1.296052865029651e-08,0.0
1904,1.1824175416563776e-08,5.374625189347171e-10
1905,2.0643035725242953e-08,0.0
1906,1.3374879870298173e-08,0.0
1907,1.2342823652033985e-08,5.142843373384665e-10
1908,1.964555629285769e-08,1.964555629285769e-09
1909,1.6502950117569526e-08,0.0
1910,1.0153886620400954e-08,5.344150677544235e-10
1911,6.384448969498635e-09,5.320374141248863e-10
1912,1.927485904218429e-08,5.209421227725386e-10
1913,1.0605979205990934e-08,1.590896969716482e-09
1914,2.209925398233281e-08,0.0
1915,1.1780762143587253e-08,0.0
1916,2.197492321442951e-08,0.0
1917,7.676496771580332e-09,0.0
1918,3.44591288836682e-09,0.0
1919,2.762354567309444e-09,9.207848372660976e-10
1920,1.741613253614105e-08,2.2716695191604686e-09
1921,6.815472630705699e-09,1.5145494858259667e-09
1922,1.1066902949607993e-08,8.115729421831475e-09
1923,5.307974060286824e-09,0.0
1924,6.445812328337297e-09,0.0
1925,9.898360353588487e-09,0.0
1926,1.4489979882625903e-08,1.1146138456652466e-09
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,1.1426041446327417e-08,0.0
1929,8.912325100141061e-09,0.0
1930,6.302162347537887e-09,0.0
1931,1.4826963656844327e-08,1.1405356659111021e-09
1932,1.4247397928102146e-08,0.0
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,7.188948103475923e-09,0.0
1935,8.377798899061872e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,0.0
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,0.0
1939,1.070583532936098e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,5.568441707737293e-09,0.0
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,1.6307831529616124e-08,2.174377566888097e-09
1949,1.47255123650325e-08,0.0
1950,2.1270722960764488e-09,0.0
1951,2.1322803522849654e-09,5.330700769690111e-09
1952,5.272402070488624e-09,0.0
1953,7.54167928107563e-09,0.0
1954,5.863521668203475e-09,0.0
1955,6.569925492527773e-09,9.385607846468247e-10
1956,7.849027205963921e-09,0.0
1957,4.417518795207798e-09,0.0
1958,1.0753916868111446e-08,0.0
1959,3.8753737996444215e-09,0.0
1960,4.152500121534786e-09,0.0
1961,1.181187059273725e-08,2.08444772553662e-09
1962,3.170978146727066e-09,3.170978146727066e-09
1963,6.466053470433053e-09,0.0
1964,6.6923653285755336e-09,1.2167936658258327e-09
1965,1.094408652591028e-08,5.472043373977442e-10
1966,7.200797291773142e-09,5.539074754423723e-10
1967,7.888536934785861e-09,2.465167847631733e-09
1968,1.257596426995633e-08,2.245707841908029e-09
1969,7.2668124850849836e-09,4.5417578031781147e-10
1970,1.103694025061941e-08,4.5987250119061684e-10
1971,1.4387513402880359e-08,5.138397485282553e-10
1972,1.0260293947794707e-08,5.130146862875051e-10
1973,7.718485406371656e-09,0.0
1974,5.625571564138454e-09,1.1251143350321513e-09
1975,2.8557400888473694e-09,0.0
1976,5.142174241967723e-09,0.0
1977,1.7630346071939584e-09,2.3507127355770763e-09
1978,7.72276909088987e-09,5.940591352171509e-10
1979,8.777959692451986e-09,5.851973350345929e-10
1980,1.1370301145063877e-08,1.1370301367108482e-09
1981,6.958104314946922e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,0.0
1983,6.315316269933646e-09,6.315316047889041e-10
1984,5.799008384599347e-09,0.0
1985,7.820225356169885e-09,1.8046674155058895e-09
1986,6.593933843390687e-09,1.1988970927134801e-09
1987,7.944062296871834e-09,6.110816852533674e-10
1988,4.197587610832443e-09,5.996553809062277e-10
1989,3.841685636274406e-09,1.0976244357863152e-09
1990,2.724325431913144e-09,0.0
1991,8.20605094986604e-09,0.0
1992,6.060938417817852e-09,0.0
1993,7.200969598386564e-09,0.0
1994,2.637463358823311e-09,1.5824779264761446e-09
1995,4.337960657352369e-09,1.626735190995987e-09
1996,8.540947504798169e-09,0.0
1997,3.3564262480467733e-09,0.0
1998,4.291316191284977e-09,0.0
1999,1.0511462811280126e-08,4.570201161957499e-10
2000,8.83606254831193e-09,4.4180314962005696e-10
2001,1.0076787404500465e-08,4.3812117822561447e-10
2002,3.9430991805033955e-09,8.76244299341522e-10
2003,3.7502307925763034e-09,0.0
2004,5.726228824443069e-09,8.809582507929292e-10
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,6.58862386870851e-09,0.0
2007,4.7933754743212376e-09,0.0
2008,4.257439734089985e-09,8.514879357157668e-10
2009,9.059565542202108e-09,4.76819250749827e-10
2010,3.7790344187271785e-09,4.723793023408973e-10
2011,4.971163480860241e-09,1.1471915639660324e-09
2012,3.4042526575461807e-09,3.404252713057332e-10
2013,6.693900100884775e-09,2.789125042035323e-10
2014,4.114345752981308e-09,1.0827225782605865e-09
2015,8.201329393386914e-09,6.649726325136385e-10
2016,9.528164035543796e-09,2.0713400439298368e-10
2017,4.024978128569501e-09,7.54683426862357e-10
2018,3.614053500911041e-09,2.5814667070633845e-10
2019,1.0714148679369373e-08,2.55098775436835e-10
