year,veulent_VERB ajouter_VERB,veulent_VERB rajouter_VERB
1936,3.6374143697059935e-09,0.0
1937,7.554670666820584e-09,0.0
1938,6.482607339819424e-09,0.0
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,8.352662561605939e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,9.784699273041042e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,0.0,0.0
1951,1.0661401539380222e-08,0.0
1952,7.381362632230548e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,7.818028890937967e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,3.488456634670456e-09,0.0
1957,2.6505113659425206e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,3.100299128533379e-09,0.0
1960,6.920833350854139e-10,0.0
1961,2.779263708063695e-09,0.0
1962,9.512934440181198e-09,0.0
1963,1.2932106496776896e-09,0.0
1964,3.6503808864551957e-09,0.0
1965,7.660860390501512e-09,0.0
1966,3.3234448526542337e-09,0.0
1967,1.9721342336964653e-09,0.0
1968,1.1677681044375277e-08,0.0
1969,6.358460868938209e-09,0.0
1970,1.0117195081704722e-08,0.0
1971,6.166076982339064e-09,0.0
1972,3.5911027485013847e-09,0.0
1973,3.3079223804577396e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,8.567219822452898e-09,0.0
1976,1.085570122683066e-08,0.0
1977,1.5867311020656416e-08,0.0
1978,8.316828115084718e-09,0.0
1979,9.363157360553487e-09,0.0
1980,1.819248218737357e-08,0.0
1981,8.223214109648325e-09,0.0
1982,9.311253101884631e-09,0.0
1983,1.0104505676622466e-08,0.0
1984,5.219107812592938e-09,0.0
1985,5.414002135495366e-09,0.0
1986,1.1988970705090196e-08,0.0
1987,1.1610551631235921e-08,0.0
1988,3.597932174415064e-09,0.0
1989,9.329808037250586e-09,0.0
1990,8.717841559757744e-09,0.0
1991,1.1136783939491579e-08,0.0
1992,7.713921945651236e-09,0.0
1993,9.416652346772025e-09,1.1078414852150331e-09
1994,8.967375286772494e-09,5.274926606624319e-10
1995,7.591431483433553e-09,3.253470381991974e-09
1996,8.540947504798169e-09,1.067618438099771e-09
1997,6.7128524960935465e-09,2.3974471297094624e-09
1998,1.0966696883940585e-08,0.0
1999,1.0968483010742602e-08,4.570201161957499e-10
2000,4.418031274155965e-09,0.0
2001,7.448059946568719e-09,0.0
2002,1.2267419968736704e-08,0.0
2003,1.12506919336397e-08,8.333845835650777e-10
2004,7.488145215006625e-09,8.809582507929292e-10
2005,4.954124666056714e-09,0.0
2006,9.059357708451898e-09,0.0
2007,6.391167151065247e-09,3.994479469415779e-10
2008,4.257439734089985e-09,1.2772318758180745e-09
2009,8.582746957586096e-09,9.53638501499654e-10
2010,5.668551850135373e-09,0.0
2011,1.1471915861704929e-08,0.0
2012,7.148930780687124e-09,0.0
2013,6.414987652192394e-09,2.789125042035323e-10
2014,7.145969149746634e-09,0.0
2015,5.54143841924315e-09,6.649726325136385e-10
2016,8.492493819289848e-09,1.4499380585064614e-09
2017,4.2765391228272165e-09,7.54683426862357e-10
2018,6.453666934191915e-09,5.162933414126769e-10
2019,5.612172948588068e-09,5.1019755087367e-10
