year,put_VERB avoir_VERB,put_VERB ravoir_VERB
1800,3.804439074883703e-07,0.0
1801,4.071822274909209e-07,0.0
1802,4.5875722776145267e-07,0.0
1803,3.939685200293752e-07,0.0
1804,4.671798308208963e-07,0.0
1805,2.6154475563089363e-07,2.842877711017877e-09
1806,4.120786911698815e-07,0.0
1807,4.6690064436916145e-07,0.0
1808,4.4188442416270846e-07,4.5321479902327155e-09
1809,3.637039185377944e-07,0.0
1810,3.6271964631851006e-07,0.0
1811,4.938941060572688e-07,0.0
1812,3.1473058470510296e-07,0.0
1813,3.8822511783109803e-07,0.0
1814,5.789885904050607e-07,0.0
1815,6.149669502519828e-07,0.0
1816,5.376841158977186e-07,0.0
1817,5.386781936067564e-07,1.0898113522728181e-08
1818,5.20955438787496e-07,0.0
1819,6.065715183467546e-07,1.035105001712111e-09
1820,4.248200298206939e-07,2.3732962262101864e-09
1821,5.433680030364485e-07,0.0
1822,5.012807946513931e-07,1.0025615893027862e-09
1823,6.720227361256548e-07,0.0
1824,1.07537607618724e-06,4.968456579490521e-08
1825,8.030564231376047e-07,0.0
1826,8.209041197915212e-07,5.284790383086602e-09
1827,5.097152211419598e-07,5.530363722527909e-09
1828,5.136488425705465e-07,9.172301251858528e-10
1829,6.387016355802189e-07,0.0
1830,6.157733309919422e-07,9.39315203396518e-09
1831,3.32092696453401e-07,1.5591206103948707e-09
1832,4.88431908252096e-07,8.117981842303834e-09
1833,3.394003158518899e-07,1.3900354645102198e-08
1834,5.10598852088151e-07,5.600718555598405e-09
1835,5.415171244749217e-07,1.3613558280667348e-08
1836,7.977530458447291e-07,1.344150035720304e-08
1837,5.990743829897838e-07,6.957891152126194e-09
1838,6.400532015504723e-07,3.787297142565649e-09
1839,4.963947617397935e-07,6.9914751765765e-10
1840,5.974767987027008e-07,2.5478754661634184e-09
1841,4.6356359462151886e-07,6.420548537278137e-10
1842,4.4006219468428753e-07,1.341653010911159e-09
1843,4.4951593736186624e-07,1.1813822142769936e-09
1844,5.181202027415566e-07,1.097712254427563e-09
1845,4.229812873290939e-07,1.1160455892778032e-09
1846,4.7070190589693084e-07,7.610851504580296e-09
1847,3.6943580994375225e-07,0.0
1848,4.3041936237386835e-07,0.0
1849,4.147810273025243e-07,0.0
1850,4.1141316842185915e-07,1.3577992064028876e-09
1851,5.101505848870147e-07,6.449438760824933e-10
1852,3.8607535657320113e-07,6.510545436100301e-10
1853,4.4311732949608995e-07,5.3747388761848924e-09
1854,4.463075811145245e-07,2.5978321716024766e-09
1855,3.9695891018709517e-07,0.0
1856,5.265201252768748e-07,1.0354378465748937e-09
1857,5.149992148290039e-07,5.369659827891837e-09
1858,4.5315439933801827e-07,0.0
1859,3.79366923652924e-07,1.018434669930457e-08
1860,3.455773764926562e-07,3.661747127736703e-09
1861,3.871806200095307e-07,5.187560159214399e-09
1862,3.808662540905061e-07,4.517986262886353e-10
1863,4.3153522710781544e-07,9.989241656072068e-10
1864,3.370693661963742e-07,0.0
1865,4.5562254058495455e-07,1.882737743486018e-09
1866,4.194158407244686e-07,9.731225825149181e-10
1867,4.682963208324509e-07,9.7056229719783e-10
1868,3.3195954074471956e-07,1.975949626142892e-09
1869,3.5454348790153745e-07,4.883519144627257e-10
1870,4.466824066184927e-07,1.1468097582678638e-09
1871,3.781139241709752e-07,1.0621177271019633e-09
1872,4.0880013330024667e-07,0.0
1873,3.220470432552247e-07,0.0
1874,4.6960428790043807e-07,9.559374625212058e-09
1875,4.239651616444462e-07,0.0
1876,4.183842179372732e-07,0.0
1877,3.8284011338873825e-07,1.2369631985365004e-09
1878,4.1126193650598e-07,3.0195443923020093e-09
1879,3.9832801235206716e-07,1.221865053580018e-09
1880,4.0817502622303437e-07,0.0
1881,4.7134150804595265e-07,0.0
1882,4.998194071959006e-07,6.655385131892899e-10
1883,3.728409865288995e-07,0.0
1884,3.776170558467129e-07,3.9610181801208455e-09
1885,4.312130386097124e-07,1.2891271383708158e-09
1886,3.9430665310646873e-07,6.453463874400711e-10
1887,3.3428094070586667e-07,0.0
1888,3.7916876749477524e-07,1.6485598663962264e-08
1889,3.665105055006279e-07,8.14467782106476e-09
1890,2.9625826414303447e-07,1.2453334363726754e-08
1891,3.658802256722993e-07,0.0
1892,3.6608111031455337e-07,2.5074049503359674e-09
1893,3.2885944278859824e-07,0.0
1894,3.711606666456646e-07,3.150769645188234e-09
1895,3.159772745675582e-07,1.8055843487019274e-09
1896,3.9804945117793977e-07,0.0
1897,3.123118403891567e-07,1.1653427112179315e-09
1898,3.06116987758287e-07,1.13167097914868e-09
1899,3.7366430660767946e-07,5.527578395003729e-10
1900,3.41052185603985e-07,1.038210628578895e-09
1901,3.727688806520746e-07,1.1177477832191585e-09
1902,3.0345555046551453e-07,0.0
1903,3.531744141582749e-07,5.400220270956879e-09
1904,3.455884041159152e-07,5.374625189347171e-10
1905,3.6331744013295975e-07,0.0
1906,3.307710585431778e-07,0.0
1907,3.5845619095198344e-07,1.5428529565042481e-09
1908,3.894731435138965e-07,1.4734167219643268e-09
1909,3.8286844983304036e-07,3.850688656825696e-09
1910,3.714184799719078e-07,5.344150677544235e-10
1911,3.2720299714128487e-07,1.5961122423746588e-09
1912,3.2975637509480293e-07,0.0
1913,3.6696690131066134e-07,5.30298971401777e-10
1914,4.0850136429071426e-07,0.0
1915,2.9687521418964025e-07,5.890381071793627e-09
1916,3.439075726419105e-07,0.0
1917,2.774505389879778e-07,4.386569774084137e-09
1918,3.4344265031904797e-07,0.0
1919,3.4069037724293594e-07,0.0
1920,3.354498687713203e-07,0.0
1921,3.2032721719588153e-07,0.0
1922,3.246291555569769e-07,2.2133805899215986e-09
1923,3.0998569400253473e-07,5.307974060286824e-09
1924,3.416280378587544e-07,2.578324886925998e-09
1925,3.101486072409898e-07,0.0
1926,3.2546725492466066e-07,1.1146138456652466e-09
1927,3.723841075498058e-07,2.2298449753321847e-09
1928,3.747741459392273e-07,0.0
1929,3.1527349619864253e-07,0.0
1930,4.1489232671665377e-07,3.1510811737689437e-09
1931,3.22771597893734e-07,0.0
1932,3.013872458268452e-07,2.1919073223131136e-09
1933,3.3838452395684726e-07,4.588264879146209e-09
1934,3.079265979977208e-07,0.0
1935,3.051912358387199e-07,0.0
1936,2.9463055284395523e-07,0.0
1937,2.9463217288139276e-07,0.0
1938,2.489321104803821e-07,2.5930428915188486e-09
1939,2.905869678215822e-07,0.0
1940,2.6625721716300177e-07,0.0
1941,3.217137702904438e-07,0.0
1942,3.6410540360520827e-07,0.0
1943,2.8742027780026547e-07,0.0
1944,3.3095818707806757e-07,0.0
1945,3.572746720692521e-07,0.0
1946,2.9234320209070574e-07,0.0
1947,3.4093690715053526e-07,0.0
1948,2.8593063916559913e-07,0.0
1949,2.483702985500713e-07,9.817008317369869e-10
1950,2.9779010901620495e-07,0.0
1951,2.8465942136790545e-07,3.1984206394497505e-09
1952,2.456939398598479e-07,0.0
1953,2.661135454218311e-07,1.0773827385790469e-09
1954,2.1988206810874544e-07,0.0
1955,2.5904276412802574e-07,0.0
1956,2.1192373367284745e-07,5.232684952005684e-09
1957,2.4296352307828784e-07,7.951533653738352e-09
1958,2.3658616044031078e-07,2.4816730892496253e-09
1959,2.487990116151195e-07,7.750747821333448e-10
1960,2.7060457341576694e-07,0.0
1961,2.570818935510033e-07,3.47407969059077e-09
1962,2.5050727003872453e-07,0.0
1963,2.644615904046077e-07,1.939815863494232e-09
1964,2.4457551717205206e-07,1.8251904432275978e-09
1965,2.8345183977762645e-07,0.0
1966,2.420575526684843e-07,0.0
1967,2.3567004348024057e-07,4.930335584241163e-10
1968,2.861031873635511e-07,0.0
1969,2.2527119369897264e-07,4.5417578031781147e-10
1970,2.441923072638019e-07,4.5987250119061684e-10
1971,2.63599787331259e-07,0.0
1972,2.5137720172097033e-07,5.130146862875051e-10
1973,2.3486248323933978e-07,5.513203782392395e-10
1974,2.2952332301429124e-07,1.6876715580593782e-09
1975,2.3816872385395982e-07,0.0
1976,2.4853841296135215e-07,5.713526873840635e-10
1977,1.9452147625997895e-07,0.0
1978,2.1861376353626838e-07,0.0
1979,2.1886380352498236e-07,5.851973350345929e-10
1980,1.671434262107141e-07,5.685150683554241e-10
1981,2.2265933807830152e-07,0.0
1982,2.1477957545812387e-07,0.0
1983,1.9703786335867335e-07,0.0
1984,1.7744966385180305e-07,0.0
1985,1.8527919110056246e-07,0.0
1986,1.9302243003949116e-07,5.994485463567401e-10
1987,1.717139497259268e-07,0.0
1988,2.044824896074715e-07,0.0
1989,1.7726634382597695e-07,0.0
1990,1.8416440639157372e-07,0.0
1991,1.9342834889357619e-07,0.0
1992,1.74114234141598e-07,0.0
1993,1.8168600490753306e-07,0.0
1994,1.6457771323530324e-07,0.0
1995,1.7189168488584983e-07,1.626735190995987e-09
1996,1.553384834096505e-07,5.338092190498855e-10
1997,1.9227526593112998e-07,0.0
1998,1.4828881944595196e-07,0.0
1999,1.7412466490895895e-07,4.570201161957499e-10
2000,1.497712673881324e-07,8.836062992401139e-10
2001,1.515899299420198e-07,0.0
2002,1.4939965353732987e-07,0.0
2003,1.4625899780185136e-07,0.0
2004,1.3963187939225463e-07,0.0
2005,1.5087560711890546e-07,4.5037495954858286e-10
2006,1.4906761691690917e-07,0.0
2007,1.374100975226611e-07,0.0
2008,1.2218852418754977e-07,0.0
2009,1.2492664325236547e-07,4.76819250749827e-10
2010,1.1148151202178269e-07,0.0
2011,9.330491934633756e-08,0.0
2012,9.804247724787274e-08,0.0
2013,1.1379630393548723e-07,2.789125042035323e-10
2014,1.396712150381063e-07,6.496335691608124e-10
2015,1.347677880403353e-07,8.866301581811342e-10
