year,faudrait_VERB approcher_VERB,faudrait_VERB rapprocher_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,1.3427040812530322e-08
1803,0.0,0.0
1804,4.943701892301533e-09,1.2359254952798437e-08
1805,5.685755422035754e-09,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,1.129515236897305e-08,9.036122072814123e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,1.504245972228091e-08
1812,0.0,1.8670457180292033e-08
1813,0.0,2.8757416448144113e-09
1814,0.0,3.4613449884091096e-08
1815,0.0,1.3486118000116676e-08
1816,0.0,0.0
1817,7.784366928831332e-09,4.670620334934483e-09
1818,0.0,1.668964877410417e-08
1819,1.035105001712111e-09,0.0
1820,2.3732962262101864e-09,1.1866481131050932e-08
1821,1.97229765852569e-09,0.0
1822,0.0,1.7043547018147365e-08
1823,0.0,9.882686891060644e-10
1824,0.0,0.0
1825,1.7610886082763955e-09,4.4027217427355936e-09
1826,0.0,1.4973572604048968e-08
1827,0.0,3.6869092223668076e-09
1828,9.172301251858528e-10,5.503380862137419e-09
1829,0.0,1.2859763920403111e-08
1830,0.0,5.218417697960831e-09
1831,0.0,1.7150327380477393e-08
1832,0.0,2.705993873419743e-09
1833,1.1583628278799551e-08,8.108539617524002e-09
1834,1.8669061851994684e-09,5.600718555598405e-09
1835,1.5126175867408165e-09,7.563087933704082e-10
1836,2.016224964762614e-09,8.736974699274924e-09
1837,0.0,4.87052354003481e-09
1838,0.0,2.5248647617104325e-09
1839,5.5931801412612e-09,7.690622361167243e-09
1840,5.732719632334238e-09,2.0383003729307347e-08
1841,1.2841097074556274e-09,2.0545755319290038e-08
1842,0.0,2.683306021822318e-09
1843,5.906911071384968e-10,1.1223130869097986e-08
1844,0.0,2.195424508855126e-09
1845,0.0,1.6182660544927785e-08
1846,1.1709002656346001e-09,9.952652035849496e-09
1847,0.0,1.294373674909366e-08
1848,0.0,0.0
1849,1.6758829879393033e-09,8.379414495607307e-09
1850,0.0,6.1100964288129944e-09
1851,6.449438760824933e-10,3.2247193804124663e-09
1852,8.463708844885787e-09,6.510545436100301e-09
1853,1.1943863675867306e-09,1.6124216628554677e-08
1854,5.195664454227256e-10,5.7152309551611324e-09
1855,0.0,7.960405667972736e-09
1856,0.0,1.5531567143511893e-08
1857,4.881509085841174e-10,1.9526036343364694e-09
1858,4.893676019968041e-10,2.6425849952715907e-08
1859,0.0,5.601390462572908e-09
1860,4.577183909670879e-10,1.0985241161165504e-08
1861,4.715963730639317e-10,2.0750240636857598e-08
1862,1.3553959066214816e-09,3.6143890103090826e-09
1863,0.0,6.99246927027275e-09
1864,2.3973640850272204e-09,7.1920918109924514e-09
1865,0.0,2.2592853810010638e-08
1866,0.0,1.0704348518686402e-08
1867,9.7056229719783e-10,1.358787216076962e-08
1868,0.0,1.2843672791973404e-08
1869,0.0,2.0999133099053324e-08
1870,0.0,1.6055336615750093e-08
1871,0.0,5.3105884134652115e-09
1872,0.0,1.5723081503438152e-08
1873,0.0,2.454261860407314e-08
1874,0.0,7.766991494406739e-09
1875,0.0,1.830888685105947e-08
1876,1.0278225381910033e-08,4.836811839936672e-09
1877,3.0924081073635534e-09,1.7317484335421796e-08
1878,0.0,1.872117572077059e-08
1879,0.0,1.9549840857280287e-08
1880,0.0,1.3477476912271413e-08
1881,6.972507571312292e-10,2.7890029841159958e-08
1882,6.655385131892899e-10,1.1979693681496428e-08
1883,6.319338941018771e-10,1.579834751908038e-08
1884,0.0,1.650424152899177e-08
1885,6.445635691854079e-10,2.8360796378024133e-08
1886,0.0,7.744156427236248e-09
1887,0.0,1.1099172247952538e-08
1888,0.0,1.9655905347804037e-08
1889,0.0,1.1903759755682586e-08
1890,6.554386478008212e-10,4.5880703680722945e-09
1891,0.0,2.103492668936724e-08
1892,0.0,3.57305189879753e-08
1893,1.2316833108982905e-09,2.586534897375259e-08
1894,0.0,3.591877373310126e-08
1895,6.018614495673091e-10,1.6852119699706236e-08
1896,5.89702897624278e-10,2.7716035688740703e-08
1897,0.0,1.2236098356765979e-08
1898,0.0,2.6028432742464247e-08
1899,0.0,2.1004797901014172e-08
1900,0.0,1.349673794948103e-08
1901,1.1177477832191585e-09,1.620734302321125e-08
1902,0.0,1.6203935970793282e-08
1903,0.0,3.510143287144274e-08
1904,5.374625189347171e-10,3.0097901060344157e-08
1905,4.64468330463319e-09,3.8705692873008957e-08
1906,1.5432553013283723e-09,3.600929332492342e-08
1907,0.0,3.239991386294605e-08
1908,1.4734167219643268e-09,1.7189861978295085e-08
1909,0.0,3.025541062129378e-08
1910,5.34415089958884e-09,2.9927242906069296e-08
1911,0.0,2.4473720827700163e-08
1912,5.209421227725386e-10,3.542406545875565e-08
1913,0.0,1.3787773589513108e-08
1914,6.696743715117748e-10,3.147469485043075e-08
1915,0.0,4.947920118070215e-08
1916,0.0,2.307367097387214e-08
1917,0.0,7.676496771580332e-09
1918,8.040463406189247e-09,2.067547733020092e-08
1919,3.6831393490643904e-09,3.4069039145379065e-08
1920,1.514446346106979e-09,3.407504323149624e-08
1921,1.5145494858259667e-09,1.9689142760626055e-08
1922,0.0,2.0658220023506146e-08
1923,2.1231896241147297e-09,1.8047112249064412e-08
1924,1.289162443462999e-09,3.480738541838946e-08
1925,0.0,2.969508017258704e-08
1926,0.0,2.3406890647947876e-08
1927,0.0,1.6723836537835268e-08
1928,2.2852082448565625e-09,2.2852082892654835e-08
1929,0.0,3.4535258208734376e-08
1930,3.1510811737689437e-09,2.8359728787563654e-08
1931,1.1405356659111021e-09,2.0529641986399838e-08
1932,1.0959536611565568e-09,1.753525857850491e-08
1933,2.2941324395731044e-09,2.408838994938378e-08
1934,0.0,2.6359476379411717e-08
1935,4.787313656606784e-09,3.4708023122220766e-08
1936,0.0,2.0612015205756506e-08
1937,1.2591118148108649e-09,1.888667711114067e-08
1938,1.2965214457594243e-09,2.9819993585533666e-08
1939,0.0,3.364691281149135e-08
1940,0.0,3.803674530900025e-08
1941,0.0,3.836953510472085e-08
1942,0.0,3.034211815133858e-08
1943,2.9032352077962287e-09,3.4838823381733164e-08
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,1.089252066321933e-08
1946,1.3921104269343232e-09,1.2528993842408909e-08
1947,1.1920870957027319e-09,1.907339353124371e-08
1948,2.174377566888097e-09,2.8266908813634473e-08
1949,4.908504269707237e-09,2.1597418964347526e-08
1950,3.190608444114673e-09,1.4889506516624351e-08
1951,2.1322803522849654e-09,2.2388944032059044e-08
1952,3.1634410646574906e-09,1.687168627029223e-08
1953,2.1547654771580937e-09,2.8011951869189033e-08
1954,2.9317608341017376e-09,3.127211556375187e-08
1955,0.0,3.378819002364253e-08
1956,0.0,2.703553825256222e-08
1957,0.0,4.329168490357915e-08
1958,0.0,2.4816730004317833e-08
1959,0.0,3.332821663093455e-08
1960,6.920833350854139e-10,2.2146666722733244e-08
1961,0.0,2.501337270643944e-08
1962,0.0,2.0928455413127267e-08
1963,6.466053248388448e-10,1.681173777967615e-08
1964,6.083968329129164e-10,2.311907998375773e-08
1965,1.6416130677043839e-09,2.2435377999840966e-08
1966,1.6617224263271169e-09,1.8278946356531378e-08
1967,4.930335584241163e-10,2.5637744371920235e-08
1968,1.3474247273492779e-09,2.6948494991074767e-08
1969,4.5417578031781147e-10,2.180043701116574e-08
1970,9.197450023812337e-10,1.977451802304131e-08
1971,1.541519245584766e-09,2.4664307929356255e-08
1972,3.0780880067027283e-09,1.6929485369132635e-08
1973,0.0,2.921997932503473e-08
1974,0.0,2.81278591529599e-08
1975,1.1422960355389478e-09,1.770558810676448e-08
1976,1.7140580066410394e-09,2.742492810625663e-08
1977,1.7630346071939584e-09,2.8796231177352638e-08
1978,0.0,2.673266052966028e-08
1979,0.0,2.3993090181306798e-08
1980,1.1370301367108482e-09,2.1035058139773355e-08
1981,0.0,2.213942273954217e-08
1982,1.8622506869903077e-09,2.110550845202397e-08
1983,6.315316047889041e-10,2.7155859783078995e-08
1984,0.0,2.7835241667162336e-08
1985,2.4062232206745193e-09,3.128090142467954e-08
1986,4.7955883708539204e-09,2.937297871596911e-08
1987,1.8332451112712533e-09,3.360949207831254e-08
1988,3.597932174415064e-09,1.739000587974715e-08
1989,2.1952488715726304e-09,1.6464365870660913e-08
1990,3.2691906959314565e-09,2.8332985735346483e-08
1991,5.2753188484189195e-09,1.6998249918742658e-08
1992,3.30596661157756e-09,2.1488782309120324e-08
1993,1.661762283333701e-09,2.6588196533339215e-08
1994,2.1099706426497278e-09,2.795711040448623e-08
1995,5.422450821690461e-10,1.7894087989134277e-08
1996,1.6014276571496566e-09,2.7224270837677977e-08
1997,2.3974471297094624e-09,2.4453962410575514e-08
1998,9.536258449571733e-10,2.5747898035888284e-08
1999,1.8280804647829996e-09,1.3253583119876566e-08
2000,2.2090156370779823e-09,1.988114206596947e-08
2001,4.3812117822561447e-10,1.3143635513301888e-08
2002,8.76244299341522e-10,1.5334276071143904e-08
2003,2.5001538617175356e-09,1.2500768420409258e-08
2004,1.3214374039449694e-09,1.9821561281219147e-08
2005,2.251874686720612e-09,1.7564623533417034e-08
2006,8.235779835885637e-10,1.7706927479821388e-08
2007,1.1983438685803094e-09,1.1583990655594789e-08
2008,0.0,8.940623352771127e-09
2009,4.76819250749827e-10,1.5258216023994464e-08
2010,4.723793023408973e-10,5.668551850135373e-09
2011,3.82397197240536e-10,6.883149605840799e-09
2012,0.0,4.085103366691101e-09
2013,1.6734750252211938e-09,7.530637446961919e-09
2014,2.165445156521173e-09,6.9294245896855955e-09
2015,3.546520632724537e-09,5.984753581600444e-09
2016,1.2428040818690533e-09,6.421154274960372e-09
2017,3.018733707449428e-09,7.2952728302766445e-09
2018,2.581466596041082e-09,4.64663996169179e-09
2019,2.04079020349468e-09,4.846876677788714e-09
