year,avaient_VERB usé_VERB,avaient_VERB rusé_VERB
1800,5.0306631749208464e-08,0.0
1801,7.857902772911984e-08,0.0
1802,6.937304419807333e-08,0.0
1803,9.55666195068261e-08,0.0
1804,1.087614407424553e-07,0.0
1805,5.401467717547348e-08,0.0
1806,6.051504897186533e-08,0.0
1807,1.3095993267597805e-07,0.0
1808,1.3369836437959748e-07,0.0
1809,1.5587310997489112e-07,0.0
1810,8.190443878675069e-08,0.0
1811,1.178326058948187e-07,0.0
1812,9.601949813031752e-08,0.0
1813,7.764502640839055e-08,0.0
1814,5.034683425719777e-08,0.0
1815,1.6992508733437717e-07,0.0
1816,7.184571870766376e-08,0.0
1817,2.0550729118440358e-07,0.0
1818,1.549753108065488e-07,0.0
1819,1.3456364911235141e-07,0.0
1820,1.9223699609938194e-07,0.0
1821,1.5285306176338054e-07,0.0
1822,1.3634837614517892e-07,0.0
1823,1.0277994277885227e-07,0.0
1824,1.7768547877494711e-07,0.0
1825,1.7346722813726956e-07,0.0
1826,1.6382850276386307e-07,0.0
1827,1.8711064342369355e-07,0.0
1828,1.9170109055721696e-07,0.0
1829,1.8946718682855135e-07,0.0
1830,1.9099410053513566e-07,0.0
1831,1.7150327380477393e-07,0.0
1832,1.461236678323985e-07,0.0
1833,1.6448753115128056e-07,0.0
1834,1.894909757993446e-07,0.0
1835,2.1479169731719594e-07,0.0
1836,2.5202811571034545e-07,0.0
1837,2.0038726233906345e-07,0.0
1838,2.266066161382696e-07,0.0
1839,2.062485151554938e-07,0.0
1840,2.2612394445786776e-07,0.0
1841,1.3611563076665334e-07,0.0
1842,2.019187803625755e-07,0.0
1843,1.8606769458529016e-07,0.0
1844,2.414967070762941e-07,0.0
1845,2.5222630029020365e-07,0.0
1846,2.0724934302052134e-07,0.0
1847,1.8552688629824843e-07,0.0
1848,1.7779939298634417e-07,0.0
1849,1.9021271668862028e-07,0.0
1850,1.9280749086192372e-07,0.0
1851,1.7735956703290867e-07,0.0
1852,1.7252945383461338e-07,6.510545436100301e-10
1853,1.911018188138769e-07,0.0
1854,1.6210472608690907e-07,0.0
1855,2.2342204886172112e-07,0.0
1856,2.1744195066730754e-07,0.0
1857,1.718291144925388e-07,1.4644527812635033e-09
1858,1.7176802202811814e-07,4.893676019968041e-10
1859,2.0470537265282474e-07,0.0
1860,1.9361488057256793e-07,0.0
1861,1.895817405284106e-07,0.0
1862,2.2138132749205397e-07,1.8071945051545413e-09
1863,2.1776547498575383e-07,0.0
1864,1.8315860472739587e-07,0.0
1865,1.9062719047724386e-07,0.0
1866,1.917051548616655e-07,0.0
1867,1.708189643068181e-07,0.0
1868,1.7289559650635056e-07,0.0
1869,1.406453549179787e-07,0.0
1870,1.4507143930586608e-07,0.0
1871,1.4975860551658116e-07,0.0
1872,1.7779177596821683e-07,6.047339295989218e-10
1873,1.6461511620491365e-07,0.0
1874,1.5175507428466517e-07,0.0
1875,1.8881038954532414e-07,0.0
1876,1.614286020412692e-07,0.0
1877,1.4410620963190013e-07,0.0
1878,1.4131467196421e-07,0.0
1879,2.0282959667383693e-07,0.0
1880,1.739236381581577e-07,0.0
1881,1.2759689127506135e-07,0.0
1882,1.3843201429608598e-07,0.0
1883,1.59879277816799e-07,0.0
1884,1.3929580688909482e-07,0.0
1885,1.1859969362149059e-07,0.0
1886,1.4520293234454584e-07,0.0
1887,1.260082456155942e-07,0.0
1888,1.5788130269811518e-07,0.0
1889,1.4033906836630194e-07,0.0
1890,1.3043229785125732e-07,0.0
1891,1.0772431835448515e-07,0.0
1892,1.2725080011932732e-07,0.0
1893,1.7305150379343104e-07,0.0
1894,1.4619571686580457e-07,0.0
1895,1.2759463174916164e-07,0.0
1896,1.3799048304008465e-07,0.0
1897,1.2760501988395845e-07,0.0
1898,1.3014216904139175e-07,0.0
1899,1.111043275159318e-07,0.0
1900,1.3185274383431533e-07,0.0
1901,9.500855924216012e-08,0.0
1902,1.0753521451078996e-07,0.0
1903,1.4958609995119332e-07,0.0
1904,1.289910045443321e-07,0.0
1905,1.5430669009219855e-07,0.0
1906,1.3374879870298173e-07,0.0
1907,1.306282229052158e-07,0.0
1908,1.3309863788890652e-07,0.0
1909,1.1772105068530436e-07,0.0
1910,1.0367651981368908e-07,0.0
1911,1.197084174009433e-07,0.0
1912,1.1200255300991557e-07,0.0
1913,1.3151414179901622e-07,0.0
1914,1.171930179566516e-07,0.0
1915,1.425472220262236e-07,0.0
1916,1.219608236624481e-07,0.0
1917,1.2721052655706444e-07,0.0
1918,8.959373332118048e-08,0.0
1919,1.1233574781499556e-07,1.8415696745321952e-09
1920,9.010955892563288e-08,0.0
1921,9.9202992487335e-08,0.0
1922,9.22241909506738e-08,2.951174193910333e-09
1923,1.1783702547063513e-07,1.0615948120573648e-09
1924,1.1215713158208018e-07,0.0
1925,1.286786783794014e-07,0.0
1926,1.092321539886143e-07,0.0
1927,1.1818178080602593e-07,0.0
1928,1.199734356305271e-07,0.0
1929,1.214304319319126e-07,0.0
1930,1.344461253438567e-07,0.0
1931,1.300210641375088e-07,4.5621426636444085e-09
1932,1.0849941389778905e-07,0.0
1933,1.353538152670808e-07,1.1470662197865522e-09
1934,1.1262685006840911e-07,0.0
1935,7.659701850570855e-08,0.0
1936,1.1760972995489283e-07,0.0
1937,1.1457917281632035e-07,0.0
1938,9.464606876008475e-08,0.0
1939,9.941133072288721e-08,0.0
1940,1.3186071612381056e-07,0.0
1941,8.264207451702532e-08,0.0
1942,9.709477666319799e-08,0.0
1943,1.219358836124229e-07,0.0
1944,9.318240046241044e-08,0.0
1945,1.1110370934375169e-07,0.0
1946,9.32713959400644e-08,0.0
1947,8.106191984325051e-08,0.0
1948,9.893417995954223e-08,0.0
1949,8.246286853363927e-08,0.0
1950,9.784532295498138e-08,0.0
1951,6.183613265875465e-08,0.0
1952,7.065018792218325e-08,1.0544803918932644e-09
1953,1.0019659413273985e-07,0.0
1954,8.404381190985077e-08,0.0
1955,9.948744406074184e-08,0.0
1956,8.023449993288523e-08,0.0
1957,8.393286066166183e-08,0.0
1958,7.114129374485856e-08,0.0
1959,1.0463509880764832e-07,0.0
1960,8.028166575968498e-08,0.0
