year,avaient_VERB usé_VERB,avaient_VERB rusé_VERB
1961,7.851419780990909e-08,6.948159270159238e-10
1962,1.0147130069526611e-07,0.0
1963,6.595374202333915e-08,6.466053248388448e-10
1964,6.509846173230471e-08,0.0
1965,5.855086371298057e-08,5.472043373977442e-10
1966,7.699313897546745e-08,5.539074754423723e-10
1967,7.740626983832044e-08,0.0
1968,8.443861787554852e-08,4.4914158503495116e-10
1969,7.857241257624992e-08,2.2708788183223305e-09
1970,8.047769028962648e-08,4.5987250119061684e-10
1971,5.241165368374823e-08,0.0
1972,7.079602681869801e-08,5.130146862875051e-10
1973,6.229920046507686e-08,5.513203782392395e-10
1974,5.513060230555311e-08,0.0
1975,4.512069295969923e-08,0.0
1976,6.799096752274636e-08,0.0
1977,6.464460255983795e-08,0.0
1978,4.455443658457625e-08,0.0
1979,4.6815785026410595e-08,0.0
1980,4.2638628627855724e-08,0.0
1981,5.503228095449231e-08,6.325549528618524e-10
1982,5.2143018791639406e-08,0.0
1983,5.873243935639039e-08,6.315316047889041e-10
1984,4.1752862500743504e-08,5.799008495621649e-10
1985,3.9702683807263384e-08,0.0
1986,5.8146508052914214e-08,1.1988970927134801e-09
1987,3.910922785621551e-08,0.0
1988,4.9771397669928774e-08,1.1993107618124554e-09
1989,5.1588347815823e-08,5.488122178931576e-10
1990,4.631353434092489e-08,5.44865097484859e-10
1991,5.3925479193139836e-08,5.861465202094962e-10
1992,4.187557678392295e-08,0.0
1993,4.4313658520422905e-08,2.2156829704300662e-09
1994,5.222177179575738e-08,5.274926606624319e-10
1995,4.609083248396928e-08,1.0844901643380922e-09
1996,4.750901894112758e-08,1.6014276571496566e-09
1997,4.5551498573104254e-08,0.0
1998,4.291316457738503e-08,1.43043876743576e-09
1999,5.118625168165636e-08,0.0
2000,3.799507197754792e-08,0.0
2001,5.126017654788484e-08,0.0
2002,5.432714544895134e-08,0.0
2003,4.791961316641391e-08,0.0
2004,4.052407831522942e-08,1.3214374039449694e-09
2005,4.2335244643254555e-08,2.251874686720612e-09
2006,5.023825622174627e-08,4.1178899179428186e-10
2007,5.152878657099791e-08,0.0
2008,4.12971665753048e-08,0.0
2009,4.243691265060079e-08,9.53638501499654e-10
2010,5.5740756010891346e-08,0.0
2011,5.850677098351298e-08,0.0
2012,7.489355624556993e-08,0.0
2013,8.925199779241666e-08,1.1156500168141292e-09
2014,9.11652406898611e-08,6.496335691608124e-10
2015,8.600312639828189e-08,2.2165753954528356e-10
2016,8.451067401438195e-08,1.0356699942093428e-09
2017,6.616058101371891e-08,2.515611330355938e-10
2018,7.79602942202473e-08,0.0
2019,8.418259511699944e-08,7.65296326310505e-10
