year,doivent_VERB enseigner_VERB,doivent_VERB renseigner_VERB
1800,1.0375742931501009e-07,3.144164484325529e-09
1801,3.809892135109294e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,3.705644502360883e-08,0.0
1804,1.2359254952798437e-08,0.0
1805,2.2743021688143017e-08,0.0
1806,6.051504897186533e-08,0.0
1807,2.562259560079383e-08,1.7081731584767113e-08
1808,3.3991110370834576e-08,2.2660739951163578e-09
1809,6.551188391767937e-08,0.0
1810,3.978215445954447e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,5.751483289628823e-09,0.0
1814,3.4613449884091096e-08,0.0
1815,1.8880564667256294e-08,0.0
1816,5.3304887615013286e-08,0.0
1817,2.0239355080775567e-08,0.0
1818,5.2453181353939726e-08,0.0
1819,4.140419918030602e-08,0.0
1820,3.20394981656591e-08,0.0
1821,7.889190811738445e-08,0.0
1822,2.90742860897808e-08,0.0
1823,4.0519015698237126e-08,0.0
1824,1.7684335773537896e-08,0.0
1825,2.4655239627691117e-08,0.0
1826,4.492072136486058e-08,0.0
1827,7.097300169789378e-08,0.0
1828,4.494427585655103e-08,0.0
1829,3.086343269842473e-08,2.571952872898464e-09
1830,4.5922078584226256e-08,0.0
1831,2.0268567268999504e-08,0.0
1832,3.3824925083081325e-08,0.0
1833,4.40177885252524e-08,0.0
1834,3.547121707470069e-08,9.334530925997342e-10
1835,2.7983425354705105e-08,1.1344631900556124e-08
1836,3.763620171071125e-08,0.0
1837,2.5744196108234974e-08,1.3915781860163179e-09
1838,3.029837714052519e-08,6.312161904276081e-10
1839,3.425822825420255e-08,6.9914751765765e-10
1840,3.184844388215424e-08,6.369688665408546e-10
1841,4.3017674755674307e-08,5.778493683550323e-09
1842,4.8970335342346516e-08,1.341653010911159e-09
1843,5.2571508035725856e-08,5.906911071384968e-10
1844,4.281077892187568e-08,0.0
1845,2.9017185099178278e-08,0.0
1846,2.9272506196775794e-08,0.0
1847,4.368511241636952e-08,0.0
1848,4.263967667839097e-08,8.045221711050488e-10
1849,5.1952373070207614e-08,0.0
1850,4.3449574604892405e-08,2.0366988096043315e-09
1851,4.127640806927957e-08,6.449438760824933e-10
1852,6.380334838240742e-08,0.0
1853,3.0456853039595444e-08,5.971931837933653e-10
1854,4.416314780542052e-08,2.0782657816909023e-09
1855,4.563965916304369e-08,0.0
1856,4.659470320689252e-08,0.0
1857,3.8075771868761876e-08,6.345961978126979e-09
1858,2.5447114637699997e-08,2.4468380654951716e-09
1859,4.786642904264227e-08,1.018434669930457e-09
1860,2.242820151820979e-08,4.119465657481669e-09
1861,3.159695793897299e-08,1.8863854922557266e-09
1862,2.755971628687348e-08,9.035972525772706e-10
1863,5.1444594362237694e-08,1.4983863039219614e-09
1864,3.5001512799226475e-08,1.4384183844029508e-09
1865,1.6473954644879996e-08,1.4120533631256649e-09
1866,3.941146431429843e-08,4.865612912574591e-10
1867,2.91168689159349e-08,1.94112459439566e-09
1868,2.0253484223076157e-08,4.93987406535723e-10
1869,7.227608023185894e-08,0.0
1870,4.873941605865184e-08,1.1468097582678638e-09
1871,2.2304472935275044e-08,3.18635318130589e-09
1872,7.680120717168393e-08,3.0236697590169115e-09
1873,4.788803664723673e-08,2.9930022904522957e-09
1874,4.241972462182275e-08,2.3898436563030145e-09
1875,3.1468399441791917e-08,2.8607636259891933e-09
1876,3.4462285469771814e-08,2.418405919968336e-09
1877,2.9068635498674666e-08,0.0
1878,3.5026715750063886e-08,4.831270938865373e-09
1879,4.093248051617593e-08,3.665595160740054e-09
1880,4.2357786611546544e-08,3.2089231272180996e-09
1881,4.9504802035471585e-08,6.2752567586699115e-09
1882,5.124646662579835e-08,7.320923423037584e-09
1883,3.4756364897248204e-08,3.159669414998234e-09
1884,4.885255577846692e-08,2.6406787867472303e-09
1885,3.545099502844096e-08,4.511945039809007e-09
1886,3.033127882190456e-08,3.872078213618124e-09
1887,4.113222473733913e-08,4.570247291724172e-09
1888,2.8532765483646472e-08,6.340614699951175e-10
1889,3.3205225236088154e-08,0.0
1890,3.867087983167039e-08,1.0487018364813139e-08
1891,2.42220359325529e-08,5.736798147637501e-09
1892,5.5162907131034444e-08,8.149066310636499e-09
1893,3.7566341148931315e-08,1.1085149687062312e-08
1894,2.835692747282792e-08,9.452309157609307e-09
1895,4.8750777636996645e-08,6.018614495673091e-09
1896,3.2433661090180976e-08,1.4152869098893461e-08
1897,4.136966680334808e-08,6.992056267307589e-09
1898,3.395012981854961e-08,5.6583546736987955e-09
1899,2.3215829259015663e-08,7.185851913504848e-09
1900,4.360484595622438e-08,1.2977633190303095e-08
1901,5.588739071527016e-08,2.51493244007861e-08
1902,3.388095848322337e-08,8.347482705062248e-09
1903,3.9961630449170116e-08,2.3220946943069976e-08
1904,2.9022976022474722e-08,2.0961039126632386e-08
1905,5.418797144329801e-08,1.0837593933388234e-08
1906,5.19562632916859e-08,1.3374879870298173e-08
1907,3.857132568896304e-08,1.1828539925318182e-08
1908,2.7503778810000767e-08,1.4243028090277221e-08
1909,4.34577707153494e-08,1.925344328412848e-08
1910,4.649411167179096e-08,1.6566866989364826e-08
1911,4.415910481725405e-08,1.8089272302290738e-08
1912,4.323819524643113e-08,8.856016364688912e-09
1913,2.8636144122629048e-08,3.0227042202568555e-08
1914,4.085013571852869e-08,3.3483718020477227e-09
1915,2.8273827723523937e-08,2.0027295377644805e-08
1916,4.614734194774428e-08,1.538244731591476e-08
1917,6.031533672512523e-08,1.6449636319748606e-08
1918,4.709414369585829e-08,1.1486376294556067e-08
1919,3.038589824200244e-08,1.2890987832747669e-08
1920,2.8017257847068322e-08,9.843901693784574e-09
1921,2.2718241510233383e-08,2.196096815509918e-08
1922,2.2133805899215986e-08,1.1804696775641332e-08
1923,1.5923921736771263e-08,4.246379248229459e-09
1924,4.2542360745301266e-08,5.156649773851996e-09
1925,1.5397448649423495e-08,1.0998178368026856e-08
1926,1.671920735191179e-08,2.8979959765251806e-08
1927,4.3481975353643065e-08,6.689535148041159e-09
1928,1.9424270192303084e-08,1.1426041446327417e-08
1929,2.5622934884950155e-08,1.2254447234738564e-08
1930,2.3107928015519974e-08,2.10072066408884e-08
1931,2.9653927313688655e-08,1.0264820993199919e-08
1932,3.9454331357546835e-08,1.753525857850491e-08
1933,4.12943848004943e-08,1.1470662641954732e-08
1934,2.7557634396657704e-08,1.0783422155213884e-08
1935,2.6330225111337313e-08,1.795242710045386e-08
1936,2.66743711563322e-08,9.699771652549316e-09
1937,4.1550688223424004e-08,2.5182236740306507e-08
1938,2.7226949583791793e-08,1.8151300906765755e-08
1939,3.058810094103137e-08,1.8352860564618823e-08
1940,2.5357829613881222e-08,1.7750480196809804e-08
1941,1.1806010391524069e-08,1.7709016475464523e-08
1942,1.8205270180260413e-08,1.517105907566929e-08
1943,2.0322646676618206e-08,2.322588166236983e-08
1944,2.5705489292704442e-08,1.6065930807940276e-08
1945,2.178504132643866e-08,2.178504043826024e-09
1946,2.3665876369705074e-08,9.744772988540262e-09
1947,3.457052599742383e-08,9.536696765621855e-09
1948,2.6092530802657166e-08,1.195907639583993e-08
1949,2.6505922789965553e-08,5.890204768377316e-09
1950,2.6588404367089424e-08,1.0635361036293034e-08
1951,1.5992101864981123e-08,9.595261474260042e-09
1952,2.003512733494972e-08,2.1089608281954497e-08
1953,2.477980309834038e-08,7.54167928107563e-09
1954,2.14995790059902e-08,7.818028890937967e-09
1955,1.9709776921672528e-08,3.754243138587299e-09
1956,2.0930739808022736e-08,6.976913269340912e-09
1957,2.297109880089465e-08,9.718541527092839e-09
1958,2.3989505493204888e-08,1.4062814024384807e-08
1959,3.332821663093455e-08,1.007597205671118e-08
1960,3.0451666077624395e-08,1.314958364417862e-08
1961,2.848745239703021e-08,1.111705483225478e-08
1962,1.8391673961559718e-08,4.43936931660005e-09
1963,3.2330266463986845e-08,2.2631185814248056e-08
1964,2.494427064902993e-08,9.734349326606662e-09
1965,3.8851506900527966e-08,4.377634699181954e-09
1966,3.26805427164345e-08,1.38476865529924e-08
1967,2.5637744371920235e-08,8.381570104631919e-09
1968,2.8295920273535557e-08,8.982831367632116e-09
1969,3.270065462857019e-08,6.358460868938209e-09
1970,3.0351586133292585e-08,1.241655755990223e-08
1971,4.162102129612322e-08,1.490135304038631e-08
1972,4.052816038324636e-08,3.5911027485013847e-09
1973,3.9695066789136035e-08,8.821126051827832e-09
1974,2.1377172032543967e-08,1.0688586016271984e-08
1975,1.4849848462006321e-08,5.711480177694739e-09
1976,2.742492810625663e-08,3.4281160132820787e-09
1977,2.6445517775641747e-08,4.7014254711541525e-09
1978,3.5049488644745e-08,3.5643548113029055e-09
1979,3.3941446986318624e-08,4.096381456264453e-09
1980,2.21720881654619e-08,6.253665585376211e-09
1981,2.277197808098208e-08,1.2651099057237047e-09
1982,2.1726258125909226e-08,3.7245013739806154e-09
1983,2.0209011353244932e-08,5.052252838311233e-09
1984,4.349256244040589e-08,4.639206796497319e-09
1985,2.3460676956688076e-08,7.820225356169885e-09
1986,2.3378493807513223e-08,1.7983456945813714e-09
1987,2.688759437319277e-08,2.4443267410134695e-09
1988,3.537966719591168e-08,3.597932174415064e-09
1989,2.689179900983163e-08,2.1952488715726304e-09
1990,3.868542108875772e-08,3.2691906959314565e-09
1991,2.4618154625954958e-08,2.344586080837985e-09
1992,3.03046938654461e-08,1.0468894195980738e-08
1993,2.6034275180109034e-08,2.7696036575264316e-09
1994,2.0572214154412904e-08,2.1099706426497278e-09
1995,2.1689803730851054e-08,5.4224509327127635e-09
1996,3.202855225481471e-08,3.736664311304594e-09
1997,3.164630513197153e-08,6.233362714880286e-09
1998,3.5284156041370807e-08,4.7681290027412615e-09
1999,3.062034892309384e-08,3.1991407301035224e-09
2000,2.2973763336153752e-08,5.3016377954406835e-09
2001,3.63640566547474e-08,6.133696661692056e-09
2002,2.3220474432150695e-08,5.6955880012310445e-09
2003,2.6251614215766494e-08,6.250384210204629e-09
2004,2.8190664025373735e-08,5.285749615779878e-09
2005,2.8823997411109303e-08,6.7556245042510454e-09
2006,2.388376074691223e-08,4.117890028965121e-09
2007,3.07574907765229e-08,7.190063211481856e-09
2008,2.5970381400952647e-08,7.2376473703172906e-09
2009,2.7178696626606325e-08,9.059565542202108e-09
2010,3.023227534981743e-08,6.140930874920514e-09
2011,2.370862617340208e-08,8.030340836739924e-09
2012,2.3148919225945974e-08,4.425528388196653e-09
2013,1.3945625099154313e-08,4.741512515948898e-09
2014,1.7107016248019136e-08,6.063246349441442e-09
2015,1.4629397249166232e-08,7.314698624583116e-09
2016,1.7813524877396958e-08,3.314144070287739e-09
2017,2.0124890198758294e-08,5.282783988036499e-09
2018,2.0393587263356494e-08,3.872199894061623e-09
2019,1.7601815116563557e-08,7.652963596171958e-09
