year,voulut_VERB égaler_VERB,voulut_VERB régaler_VERB
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,2.2378401354217203e-09,1.7902721083373763e-08
1803,5.851017448321727e-09,5.851017448321727e-09
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,5.76333825108577e-09,5.76333825108577e-09
1807,2.8469551160981155e-09,2.8469551160981155e-09
1808,1.3596443970698147e-08,1.3596443970698147e-08
1809,2.25903047379461e-08,1.8072244145628247e-08
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.776012391654149e-08,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,1.622322720606917e-08
1817,9.341240669868967e-09,3.113746815941454e-09
1818,0.0,0.0
1819,0.0,2.070210003424222e-09
1820,8.306536791735653e-09,0.0
1821,4.930744257336528e-09,2.9584463767662328e-09
1822,3.0076847679083585e-09,6.015369535816717e-09
1823,5.929612356680991e-09,1.9765373782121287e-09
1824,0.0,1.7684335773537896e-08
1825,1.1447076175841175e-08,5.283265824829186e-09
1826,6.1655889282974385e-09,0.0
1827,9.217273055917019e-10,0.0
1828,1.8344602503717056e-09,9.172301251858528e-10
1829,1.714635211591542e-09,0.0
1830,0.0,3.1310507520032616e-09
1831,0.0,0.0
1832,0.0,8.117981842303834e-09
1833,0.0,0.0
1834,9.334530925997342e-10,9.334530925997342e-10
1835,5.294161553592858e-09,0.0
1836,9.409050427677812e-09,6.048674894287842e-09
1837,3.478945576063097e-09,2.7831563720326358e-09
1838,3.787297142565649e-09,2.0830134062066463e-08
1839,3.4957374772659477e-09,1.3982950353153e-09
1840,3.1848443882154243e-09,2.5478754661634184e-09
1841,2.5682194149112547e-09,1.926164561183441e-09
1842,1.341653010911159e-09,6.708265054555795e-10
1843,7.678984559333912e-09,1.1813822142769936e-09
1844,4.390849017710252e-09,2.195424508855126e-09
1845,0.0,5.580227946389016e-10
1846,5.854501328173001e-09,1.1709002656346001e-09
1847,0.0,1.6179670936367074e-09
1848,7.24069959545659e-09,0.0
1849,3.3517659758786067e-09,5.02764896381791e-09
1850,2.0366988096043315e-09,2.0366988096043315e-09
1851,4.514607354622058e-09,1.2898877521649865e-09
1852,0.0,2.6042181744401205e-09
1853,0.0,5.3747388761848924e-09
1854,2.0782657816909023e-09,2.5978321716024766e-09
1855,1.0613874223963649e-08,1.0613874223963649e-08
1856,0.0,4.659470143053568e-09
1857,3.905207268672939e-09,8.298565390418844e-09
1858,9.787352261980686e-09,4.893676130990343e-09
1859,5.092173349652285e-09,6.619825576592575e-09
1860,2.746310290291376e-09,0.0
1861,4.2443675241088386e-09,4.715963730639317e-10
1862,2.2589932147099034e-09,4.517986429419807e-09
1863,9.989241656072068e-10,3.496234635136375e-09
1864,4.794727948009836e-10,5.753673537611803e-09
1865,4.706844358715045e-10,4.706844358715045e-10
1866,9.731225825149181e-10,0.0
1867,5.82337378318698e-09,0.0
1868,8.89177353968762e-09,2.4699371437009177e-09
1869,9.767038289254515e-10,2.9301114867763545e-09
1870,4.013834153937523e-09,1.1468097582678638e-09
1871,0.0,1.0621177271019633e-09
1872,6.047339295989218e-10,1.2094678591978436e-09
1873,5.986004469882289e-10,1.1972008939764578e-09
1874,0.0,1.1351757756017378e-08
1875,2.2886108563824337e-09,5.721527140956084e-10
1876,0.0,1.813804439976252e-09
1877,1.8554447978047506e-09,1.2369631985365004e-09
1878,5.435179861734696e-09,1.2078177347163432e-09
1879,1.832797580370027e-09,1.2829582729523281e-08
1880,7.059631101924424e-09,1.2835692508872398e-09
1881,3.4862537301449947e-09,4.183504653809678e-09
1882,0.0,6.655385131892899e-09
1883,1.8958017378167824e-09,7.58320695126713e-09
1884,4.621187876807653e-09,6.601696966868076e-10
1885,3.2228177904158883e-09,0.0
1886,0.0,4.5174246565693466e-09
1887,0.0,0.0
1888,2.53624587998047e-09,6.340614699951175e-10
1889,1.8795409673089125e-09,3.132568426877924e-09
1890,0.0,1.9663159989136147e-09
1891,0.0,6.374220040683554e-10
1892,0.0,3.761107425503951e-09
1893,1.2316833108982905e-09,3.079208221734575e-09
1894,6.301539290376468e-09,0.0
1895,1.8055843487019274e-09,1.8055843487019274e-09
1896,5.89702897624278e-10,1.179405795248556e-09
1897,6.409385022720926e-09,0.0
1898,2.26334195829736e-09,2.26334195829736e-09
1899,3.8693048765026106e-09,5.527578395003729e-10
1900,2.595526460424935e-09,5.191053142894475e-10
1901,2.794369402536745e-09,0.0
1902,4.910283846193408e-10,0.0
1903,1.6200660812870638e-09,0.0
1904,2.1498500757388683e-09,1.0749250378694342e-09
1905,5.160759042333041e-10,5.160759042333041e-10
1906,8.745113966313056e-09,0.0
1907,1.902852098112362e-08,8.228549397415463e-09
1908,9.822778146428846e-10,9.822778146428846e-10
1909,4.950885035270858e-09,0.0
1910,3.206490406526541e-09,0.0
1911,2.128149656499545e-09,1.5961122423746588e-09
1912,5.209421227725386e-10,0.0
1913,5.30298971401777e-10,0.0
1914,0.0,8.705766774141921e-09
1915,0.0,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,0.0
1918,0.0,0.0
1919,2.762354567309444e-09,0.0
1920,1.514446346106979e-09,0.0
1921,2.2718242842501013e-09,0.0
1922,7.377935484775833e-10,0.0
1923,5.307974060286824e-09,0.0
1924,1.289162443462999e-09,1.289162443462999e-09
1925,0.0,1.0998177923937646e-09
1926,0.0,0.0
1927,5.574612327308159e-09,2.2298449753321847e-09
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,6.302162347537887e-09
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,1.0959536611565568e-09,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,5.98414207075848e-09,0.0
1936,0.0,0.0
1937,1.2591118148108649e-09,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,0.0
1946,2.7842208538686464e-09,0.0
1947,0.0,1.1920870957027319e-09
1948,0.0,0.0
1949,0.0,0.0
1950,0.0,0.0
1951,2.1322803522849654e-09,0.0
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,0.0,0.0
1954,0.0,0.0
1955,0.0,9.385607846468247e-10
1956,0.0,1.744228317335228e-09
1957,8.835037701437898e-10,8.835037701437898e-10
1958,3.3088973783179654e-09,8.272243445794913e-10
1959,1.5501495642666896e-09,0.0
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,1.3896318540318475e-09,1.3896318540318475e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,1.939815863494232e-09,0.0
1964,1.2167936658258327e-09,6.083968329129164e-10
1965,5.472043373977442e-10,0.0
1966,0.0,1.6617224263271169e-09
1967,1.9721342336964653e-09,4.930335584241163e-10
1968,2.245707841908029e-09,1.7965663401398047e-09
1969,0.0,0.0
1970,4.5987250119061684e-10,2.7592350626548523e-09
1971,5.138397485282553e-10,3.5968783507200897e-09
1972,0.0,5.130146862875051e-10
1973,1.102640756478479e-09,0.0
1974,0.0,5.625571675160757e-10
1975,5.711480177694739e-10,0.0
1976,1.7140580066410394e-09,0.0
1977,0.0,1.1753563677885381e-09
1978,0.0,2.3762365408686037e-09
1979,1.1703946700691858e-09,0.0
1980,1.1370301367108482e-09,2.2740602734216964e-09
1981,6.325549528618524e-10,6.325549528618524e-10
1982,6.207502289967692e-10,0.0
1983,6.315316047889041e-10,6.315316047889041e-10
1984,5.799008495621649e-10,5.799008495621649e-10
1985,1.2031116103372597e-09,0.0
1986,0.0,1.1988970927134801e-09
1987,0.0,0.0
1988,5.996553809062277e-10,1.1993107618124554e-09
1989,0.0,1.6464366536794728e-09
1990,0.0,5.44865097484859e-10
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,1.1019888335184191e-09,1.65298330578878e-09
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,0.0,2.1099706426497278e-09
1995,0.0,5.422450821690461e-10
1996,5.338092190498855e-10,1.067618438099771e-09
1997,0.0,0.0
1998,9.536258449571733e-10,9.536258449571733e-10
1999,9.140402323914998e-10,4.570201161957499e-10
2000,8.836062992401139e-10,4.4180314962005696e-10
2001,4.3812117822561447e-10,4.3812117822561447e-10
2002,1.3143663935011318e-09,1.752488598683044e-09
2003,0.0,8.333845835650777e-10
2004,3.0833537945085254e-09,0.0
2005,2.702249757291497e-09,9.007499190971657e-10
2006,1.2353669198716943e-09,0.0
2007,7.988958938831558e-10,7.988958938831558e-10
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,1.430457752249481e-09,4.76819250749827e-10
2010,9.447586046817946e-10,2.3618964561933353e-09
2011,0.0,3.82397197240536e-10
