year,voudraient_VERB appeler_VERB,voudraient_VERB rappeler_VERB
2008,1.2772318758180745e-09,0.0
2009,9.53638501499654e-10,1.907277002999308e-09
2010,1.8895172093635892e-09,4.723793023408973e-10
2011,2.2943831279320648e-09,2.2943831279320648e-09
2012,1.7021263287730903e-09,0.0
2013,2.789125042035323e-10,2.2313000336282585e-09
2014,4.330890368553497e-10,1.0827225782605865e-09
2015,1.10828768384863e-09,4.433150790905671e-10
2016,2.0713400439298368e-10,4.1426800878596737e-10
2017,1.509366853724714e-09,5.031222660711876e-10
2018,7.744400121190154e-10,0.0
2019,0.0,2.55098775436835e-10
