year,pouvait_VERB allumer_VERB,pouvait_VERB rallumer_VERB
1800,6.288328968651058e-09,9.432493897065797e-09
1801,7.143547975374531e-09,1.4287095950749062e-08
1802,0.0,6.713520406265161e-09
1803,7.801356893821776e-09,5.851017448321727e-09
1804,2.2246657849223084e-08,2.4718509461507665e-09
1805,0.0,2.842877711017877e-09
1806,3.7461699520235925e-08,0.0
1807,2.8469551160981155e-09,1.7081731584767113e-08
1808,0.0,0.0
1809,1.8072244145628247e-08,6.7770917766551975e-09
1810,0.0,2.3401267590372754e-09
1811,3.008491944456182e-08,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,5.751483289628823e-09
1814,1.2586708564299443e-08,1.2586708564299443e-08
1815,4.8550024445148665e-08,0.0
1816,2.0858434979231788e-08,2.3176038865813098e-09
1817,4.3592454090912724e-08,2.3353100786493997e-08
1818,1.9073883805731384e-08,1.4305412854298538e-08
1819,3.3123360054787554e-08,2.2772310259711048e-08
1820,5.6959109429044474e-08,5.933240565525466e-09
1821,3.944595405869222e-08,9.861488514673056e-09
1822,1.0025615893027862e-08,1.5038423839541792e-08
1823,0.0,4.941343334508019e-09
1824,2.189489300974401e-08,2.863178316658832e-08
1825,4.9310479255382234e-08,2.0252519661312363e-08
1826,2.642395191543301e-09,1.3211976401805714e-08
1827,4.608636672287503e-08,2.488663675137559e-08
1828,4.035812395386529e-08,1.8344602503717056e-09
1829,1.5431716349212365e-08,2.571952872898464e-09
1830,1.5655253093882493e-08,1.1480519646056564e-08
1831,3.897801548191637e-08,4.677361609140007e-09
1832,1.7588959622116818e-08,1.2176972319366541e-08
1833,5.09679658478035e-08,1.853380560135065e-08
1834,1.9602515166639023e-08,1.0267983796552471e-08
1835,2.571449897459388e-08,1.739510224751939e-08
1836,1.344150035720304e-08,4.032449929525228e-09
1837,2.2961039292113128e-08,1.530736071231331e-08
1838,3.5348108440302894e-08,6.943378316748294e-09
1839,9.788065469251706e-09,1.11863602825224e-08
1840,4.0129037870428874e-08,1.592422194107712e-08
1841,1.6051371787284552e-08,5.1364388298225094e-09
1842,2.750388716776797e-08,2.884553929050071e-08
1843,1.7130041385371442e-08,7.678984559333912e-09
1844,3.3480223038395707e-08,2.4698525891153622e-08
1845,1.674068350610014e-08,8.928364714222425e-09
1846,2.985795788390533e-08,1.6392604607062822e-08
1847,2.2651539310913904e-08,9.707802561820245e-09
1848,1.769948809737798e-08,1.367687652020777e-08
1849,1.8434713311421547e-08,8.379414495607307e-09
1850,2.2403686017469226e-08,2.7155984128057753e-08
1851,2.0638204034639784e-08,2.0638204034639784e-08
1852,1.9531636752390114e-08,3.1250618093281446e-08
1853,1.2541057081705276e-08,9.555090940693844e-09
1854,1.0910895298366086e-08,1.2469595134234623e-08
1855,1.6451505047143655e-08,1.8574279891936385e-08
1856,9.836659486950339e-09,1.65670055451983e-08
1857,2.0502337605421417e-08,9.763017949637742e-09
1858,2.838332058274773e-08,1.761723389392955e-08
1859,3.3099126994784456e-08,1.018434669930457e-08
1860,1.1442959468865865e-08,2.746310290291376e-09
1861,1.7920662287451705e-08,8.488735048217677e-09
1862,2.4848924695675123e-08,6.325180823552046e-09
1863,1.2986014041871385e-08,1.2986014041871385e-08
1864,2.9727313943794798e-08,3.835782358407869e-09
1865,1.2237795665726026e-08,4.706844247692743e-09
1866,1.6056523222118813e-08,4.865612801552288e-09
1867,2.0867089389753346e-08,2.426405742994575e-09
1868,1.5807597009143137e-08,7.409810987013543e-09
1869,1.5138908793232986e-08,5.860222973552709e-09
1870,6.880858549607183e-09,4.587239033071455e-09
1871,5.523012092112367e-08,4.248470908407853e-09
1872,2.2979889990892843e-08,9.071008832961525e-09
1873,2.095101514498765e-08,5.387403856360606e-09
1874,1.7326366119618797e-08,4.182226565063729e-09
1875,2.5174719198162165e-08,5.721527140956084e-10
1876,1.753344314181504e-08,1.813804439976252e-09
1877,1.9791411176584006e-08,2.4739263970730008e-09
1878,1.9325083755461492e-08,1.0266450800600069e-08
1879,6.720257683667796e-09,1.0996785704264767e-08
1880,8.984985200299889e-09,9.626769603698904e-09
1881,2.4403776777148778e-08,6.9725074602899895e-09
1882,2.1962771157291172e-08,1.9966155395678697e-09
1883,1.8326083761621703e-08,5.687405213450347e-09
1884,1.4523733327109767e-08,5.941527270181268e-09
1885,1.0313017106966527e-08,6.445635580831777e-09
1886,9.034849313138693e-09,1.1616235084943582e-08
1887,1.9586773092328258e-08,1.3057849246322917e-09
1888,6.340614699951175e-09,6.974675947901687e-09
1889,8.14467782106476e-09,5.012109394186837e-09
1890,1.2453334363726754e-08,1.3108772956016423e-09
1891,8.286486163910922e-09,5.099376032546843e-09
1892,1.1283322720601063e-08,3.1342561879199593e-09
1893,2.2170299374124625e-08,0.0
1894,1.3863386882917439e-08,1.8904617871129403e-09
1895,1.9861428057765806e-08,1.8055843487019274e-09
1896,1.2973464080801023e-08,7.66613794667137e-09
1897,1.631479840114025e-08,2.9133566670225264e-09
1898,2.26334195829736e-09,0.0
1899,4.9748205555033564e-09,0.0
1900,8.30568502863116e-09,1.5573159428683425e-09
1901,1.5089595351014395e-08,0.0
1902,1.8659077838378835e-08,0.0
1903,2.7001101354784396e-09,4.320176216765503e-09
1904,3.2247751136083025e-09,1.0749250378694342e-09
1905,1.3417973399043603e-08,0.0
1906,1.9033482345776065e-08,3.600929110447737e-09
1907,1.1828539925318182e-08,6.685696440911215e-09
1908,1.964555629285769e-09,2.4556945366072114e-09
1909,1.320236009405562e-08,1.1001967115120692e-09
1910,4.809735720812114e-09,9.619471441624228e-09
1911,1.4365010514438836e-08,5.320374141248863e-10
1912,6.772247651554153e-09,2.0837684910901544e-09
1913,6.893886794756554e-09,1.590896969716482e-09
1914,1.4732836284281348e-08,6.696743715117748e-10
1915,7.068456930880984e-09,0.0
1916,6.592477230782379e-09,1.0987462051303964e-09
1917,6.57985488317081e-09,0.0
1918,6.89182577673364e-09,0.0
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,1.741613253614105e-08,1.514446346106979e-09
1921,2.2718242842501013e-09,1.5145494858259667e-09
1922,4.426761179843197e-09,5.164555005876537e-09
1923,5.307974060286824e-09,5.307974060286824e-09
1924,2.578324886925998e-09,0.0
1925,8.798542339150117e-09,2.1996355847875293e-09
1926,7.802296586589819e-09,1.1146138456652466e-09
1927,1.7838759802657478e-08,8.919379901328739e-09
1928,7.998228745975666e-09,4.570416489713125e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,7.352522590764465e-09,2.100720708497761e-09
1931,3.4216069977333063e-09,6.843213995466613e-09
1932,5.4797681947604815e-09,2.1919073223131136e-09
1933,8.02946331646126e-09,0.0
1934,5.990790086229936e-09,1.0783422155213884e-08
1935,5.98414207075848e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,9.102635090130207e-09
1943,8.709705845433291e-09,5.806470415592457e-09
1944,1.6065930807940276e-08,0.0
1945,0.0,0.0
1946,6.960552134671616e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,1.0871888278529696e-08,5.435944139264848e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,1.1698897850465073e-08,2.1270722960764488e-09
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,7.381362632230548e-09,2.1089607837865287e-09
1953,3.232148326759443e-09,0.0
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,7.508486277174597e-09,9.385607846468247e-10
1956,6.976913269340912e-09,1.744228317335228e-09
1957,7.951533653738352e-09,1.7670075402875796e-09
1958,4.1361216673863055e-09,0.0
1959,4.650448914844674e-09,7.750747821333448e-10
1960,8.305000243069571e-09,2.076250060767393e-09
1961,5.55852741612739e-09,1.3896318540318475e-09
1962,1.9025868880362395e-08,1.2683912808952869e-09
1963,9.052474325699222e-09,6.466053248388448e-10
1964,5.475571551727398e-09,4.258777774879263e-09
1965,9.849678406226303e-09,2.188817349590977e-09
1966,2.215629901769489e-09,2.215629901769489e-09
1967,1.2818872185960117e-08,2.9582012395223956e-09
1968,7.186265360559219e-09,8.982831700699023e-10
1969,1.1808570121729645e-08,9.083515606356229e-10
1970,1.0577067222072856e-08,1.3796175313274261e-09
1971,5.652237344833111e-09,1.541519245584766e-09
1972,3.5911027485013847e-09,1.0260293725750103e-09
1973,3.859242703185828e-09,1.102640756478479e-09
1974,1.012602890426706e-08,1.1251143350321513e-09
1975,9.709516746170266e-09,5.711480177694739e-10
1976,7.998937512354587e-09,1.142705374768127e-09
1977,8.815172591880582e-09,4.11374712072643e-09
1978,5.940591130126904e-09,1.7821774056514528e-09
1979,5.266775904289034e-09,1.7555920051037788e-09
1980,7.95921106799824e-09,3.97960553399912e-09
1981,4.427884725544118e-09,1.2651099057237047e-09
1982,3.1037510339615437e-09,3.1037510339615437e-09
1983,8.209910973278056e-09,1.89459470334441e-09
1984,6.378909400694965e-09,0.0
1985,7.218669662023558e-09,2.4062232206745193e-09
1986,2.997242676272549e-09,5.994485463567401e-10
1987,9.777306964053878e-09,6.110816852533674e-10
1988,6.596209356501959e-09,2.398621523624911e-09
1989,7.683371272548811e-09,0.0
1990,1.089730194969718e-09,0.0
1991,7.6199047072123e-09,5.861465202094962e-10
1992,6.61193322315512e-09,5.509944167592096e-10
1993,6.647049133334804e-09,5.539207426075166e-10
1994,7.384897138251745e-09,5.274926606624319e-10
1995,5.4224509327127635e-09,0.0
1996,4.804283193493575e-09,1.6014276571496566e-09
1997,4.794894259418925e-09,4.79489448146353e-10
1998,5.2449422582867555e-09,1.9072516899143466e-09
1999,5.0272213059088244e-09,4.570201161957499e-10
2000,5.743440834038438e-09,1.7672125984802278e-09
2001,4.8193329327261836e-09,8.762423564512289e-10
2002,7.886198361006791e-09,1.3143663935011318e-09
2003,9.58392298855415e-09,0.0
2004,6.166707589017051e-09,1.3214374039449694e-09
2005,2.702249757291497e-09,4.5037495954858286e-10
2006,8.64756888319107e-09,2.0589450144825605e-09
2007,7.589511241690161e-09,2.7961355453243186e-09
2008,1.1495087548496485e-08,4.257439734089985e-09
2009,5.721831008997924e-09,9.53638501499654e-10
2010,1.322662068758973e-08,1.8895172093635892e-09
2011,1.606068167347985e-08,3.059177577924288e-09
2012,1.9063815415165664e-08,7.489355802192676e-09
2013,2.5381037715987986e-08,4.183687618564136e-09
2014,2.0788274213145996e-08,3.897801192920269e-09
2015,1.5959342292148904e-08,6.64972610309178e-09
2016,2.2577607339258066e-08,4.971216327476213e-09
2017,2.264050280587071e-08,5.7859059765519305e-09
2018,1.9619147195726327e-08,4.904786798931582e-09
2019,2.0918099252753564e-08,7.397864543179367e-09
