year,put_VERB acheter_VERB,put_VERB racheter_VERB
1913,4.825720623102825e-08,6.363587878865928e-09
1914,3.9510787530616653e-08,7.366418142140674e-09
1915,2.4739600590351074e-08,8.246533234057551e-09
1916,4.614734194774428e-08,1.0987462051303964e-09
1917,2.4126133979507358e-08,5.483212106582869e-09
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,1.4732557396257562e-08,1.1049418269237776e-08
1920,4.164727585020955e-08,0.0
1921,3.710646367949266e-08,5.300923255902035e-09
1922,2.3609393551282665e-08,1.0329110011753073e-08
1923,3.927900849021171e-08,1.1677542488541803e-08
1924,4.1253198190815965e-08,3.867487219366694e-09
1925,2.639562701745035e-08,1.0998178368026856e-08
1926,3.343841470382358e-08,8.916910765321973e-09
1927,4.3481975353643065e-08,8.919379901328739e-09
1928,4.34189573184085e-08,1.4853853258500749e-08
1929,4.9017788938954254e-08,6.684243825105796e-09
1930,4.516549623190258e-08,6.302162347537887e-09
1931,2.8513390759599133e-08,1.0264820993199919e-08
1932,4.055028668403793e-08,9.863582839386709e-09
1933,3.670611903316967e-08,3.4411986593596566e-09
1934,3.5944740517379614e-08,1.4377896206951846e-08
1935,3.231436807027421e-08,1.196828414151696e-08
1936,4.122403041151301e-08,4.849885826274658e-09
1937,1.6368453259474336e-08,2.1404900962807005e-08
1938,2.7226949583791793e-08,3.8895642262559704e-09
1939,2.141167065872196e-08,9.176430282309411e-09
1940,2.5357829613881222e-08,2.5357829169792012e-09
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,1.2136847082899749e-08
1943,6.387117679196308e-08,8.709705845433291e-09
1944,2.8918675454292497e-08,9.639558484764166e-09
1945,1.742803235060819e-08,1.3071024262956144e-08
1946,2.227376683094917e-08,9.744772988540262e-09
1947,4.172304812755101e-08,1.0728784083369192e-08
1948,2.391815279167986e-08,1.522064252412747e-08
1949,4.123143426681963e-08,1.3743811422273211e-08
1950,2.4461330738745346e-08,1.2762433776458693e-08
1951,3.3050344683260846e-08,4.264560704569931e-09
1952,3.585233443459401e-08,1.0544804140977249e-08
1953,3.663101466599983e-08,1.508335856215126e-08
1954,3.127211556375187e-08,1.172704333640695e-08
1955,3.2849627018549654e-08,7.508486277174597e-09
1956,2.9651880950609666e-08,1.0465369904011368e-08
1957,1.8553580005686854e-08,7.951533653738352e-09
1958,1.6544486669545222e-08,8.272243334772611e-09
1959,2.5577467255288866e-08,4.650448914844674e-09
1960,1.868625076895114e-08,4.844583401109048e-09
1961,2.848745239703021e-08,7.64297514166401e-09
1962,3.361236977639237e-08,6.976152100435229e-09
1963,2.651081842941494e-08,8.405868889838075e-09
1964,2.981144575642247e-08,7.300761772910391e-09
1965,3.1190648286383293e-08,1.0396882466068291e-08
1966,2.76953731059848e-08,1.0524241922382771e-08
1967,2.9088980113556318e-08,7.395503320850594e-09
1968,2.2906220920049236e-08,1.0779397818794223e-08
1969,2.7704722072030563e-08,1.090021850558287e-08
1970,2.8971967935831344e-08,7.817832603507213e-09
1971,1.798439086542203e-08,4.624557625731995e-09
1972,2.4624704053621826e-08,1.0773308467548759e-08
1973,2.0398854161385316e-08,8.269805285010534e-09
1974,2.3627400480563665e-08,6.1881286761433785e-09
1975,2.6843956391076063e-08,1.028066431985053e-08
1976,2.285410793945175e-08,1.1427053969725876e-08
1977,1.8218024422367307e-08,9.990529292736028e-09
1978,2.316830638449119e-08,1.0099005187669263e-08
1979,2.691907674545746e-08,1.0533551808578068e-08
1980,2.3309118191150446e-08,9.664756106531058e-09
1981,2.213942273954217e-08,6.958104314946922e-09
1982,2.483000827169235e-08,8.069752865935698e-09
1983,1.9577479193344516e-08,6.315316269933646e-09
1984,2.3775934110403796e-08,6.958810416790584e-09
1985,2.5866899733273385e-08,7.218669662023558e-09
1986,2.3977941410180392e-08,9.591176741707841e-09
1987,2.0776777631681398e-08,7.332980445085013e-09
1988,2.938311283173789e-08,5.99655392008458e-09
1989,1.9757239400064464e-08,7.683371272548811e-09
1990,1.961514328741032e-08,3.2691906959314565e-09
1991,1.582595565707834e-08,6.4476117778156095e-09
1992,2.4794749364787094e-08,8.815910668147353e-09
1993,2.1048988330107932e-08,7.200969598386564e-09
1994,2.5847139539791897e-08,7.912389854425328e-09
1995,1.626735190995987e-08,8.675921314704738e-09
1996,2.2419987644184403e-08,4.270473752399084e-09
1997,1.3425704992187093e-08,4.794894259418925e-09
1998,1.8118891276230897e-08,4.7681290027412615e-09
1999,3.1991408633302854e-08,5.0272213059088244e-09
2000,2.7391795498488136e-08,7.95245647111642e-09
2001,1.7524847351069184e-08,4.8193329327261836e-09
2002,2.6287329646379476e-08,7.009954394732176e-09
2003,2.0417921575699438e-08,7.91715315529018e-09
2004,1.3214373595360485e-08,8.369103632333008e-09
2005,1.4862373554080932e-08,4.053374524914943e-09
2006,2.0177660431386357e-08,1.6471559671771274e-09
2007,2.0371844655642235e-08,6.7906151812735516e-09
2008,1.9158479247494142e-08,4.6831836186811415e-09
2009,1.5735034608610476e-08,8.582746957586096e-09
2010,1.7005655550406118e-08,2.8342759250676863e-09
2011,1.4913490886669933e-08,4.206369030868018e-09
2012,1.6680838044180746e-08,2.0425516833455504e-09
2013,1.589801357226861e-08,4.462600067256517e-09
2014,2.3170263929728208e-08,3.4647122948427977e-09
2015,2.127912424043643e-08,3.989835573037226e-09
2016,2.3406142801718488e-08,5.59261792432153e-09
2017,1.5345229087415646e-08,3.5218559180094644e-09
2018,1.884470712809616e-08,2.8396134332808742e-09
2019,1.6836519733942623e-08,2.806086474294034e-09
