year,voulait_VERB ajouter_VERB,voulait_VERB rajouter_VERB
1881,3.6257038260600893e-08,0.0
1882,3.793569547383413e-08,0.0
1883,3.854796659652493e-08,0.0
1884,3.6969503014461225e-08,0.0
1885,5.285421167400273e-08,0.0
1886,4.065682190912412e-08,0.0
1887,2.7421483750345033e-08,0.0
1888,3.6775563927449184e-08,0.0
1889,3.00726554769426e-08,0.0
1890,4.784702056781498e-08,0.0
1891,4.079500826037474e-08,0.0
1892,3.19694137829174e-08,0.0
1893,1.970693297437265e-08,0.0
1894,3.465846631911518e-08,0.0
1895,3.4306101071024386e-08,0.0
1896,2.4767521367152767e-08,0.0
1897,2.7385553380554484e-08,0.0
1898,3.677930848766664e-08,0.0
1899,2.4874102777516782e-08,0.0
1900,4.9315005412609025e-08,0.0
1901,2.3472702892490815e-08,0.0
1902,3.0443761289689064e-08,0.0
1903,3.7801541452608944e-08,0.0
1904,4.460938995975994e-08,0.0
1905,3.9221767167418875e-08,0.0
1906,3.343719967574543e-08,0.0
1907,2.982849167665336e-08,0.0
1908,3.290630701258124e-08,0.0
1909,3.025541062129378e-08,0.0
1910,3.313373397872965e-08,0.0
1911,2.926205766584644e-08,0.0
1912,3.334029585744247e-08,0.0
1913,3.3939134169713725e-08,0.0
1914,1.808120764223986e-08,0.0
1915,3.180805663305364e-08,0.0
1916,4.2851102222130066e-08,0.0
1917,2.1932848426331475e-08,0.0
1918,2.1824114071478107e-08,0.0
1919,1.9336480860943084e-08,0.0
1920,1.8930579770426448e-08,0.0
1921,3.332008802203745e-08,0.0
1922,4.279202414636529e-08,0.0
1923,2.7601466001669905e-08,0.0
1924,2.836157442231979e-08,0.0
1925,3.299453510408057e-08,0.0
1926,2.5636119005412183e-08,0.0
1927,2.1183527820767267e-08,0.0
1928,2.8565102283550914e-08,0.0
1929,1.5596569369336066e-08,0.0
1930,1.3654684494213143e-08,0.0
1931,2.8513390759599133e-08,0.0
1932,1.53433514782364e-08,0.0
1933,2.867665571670841e-08,0.0
1934,2.3963160344919743e-08,2.3963160344919743e-09
1935,3.111753699158726e-08,1.196828414151696e-09
1936,2.9099314957647948e-08,0.0
1937,2.392312481447334e-08,0.0
1938,2.852347158466273e-08,0.0
1939,1.5294050470515685e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,3.034211815133858e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,3.534504600111177e-08,0.0
1945,1.742803235060819e-08,0.0
1946,2.5057987684817817e-08,0.0
1947,4.0530959921625254e-08,0.0
1948,2.391815279167986e-08,0.0
1949,2.2579119018928395e-08,0.0
1950,3.403315673722318e-08,0.0
1951,2.0256663901818683e-08,0.0
1952,2.5307528517259925e-08,0.0
1953,1.939288907237824e-08,0.0
1954,4.0067398288101685e-08,0.0
1955,2.1586897602787758e-08,0.0
1956,3.314033847345854e-08,0.0
1957,2.6505112771246786e-08,0.0
1958,1.9853384713997002e-08,0.0
1959,2.015194411342236e-08,0.0
1960,3.8756667208872386e-08,0.0
1961,1.459113452284555e-08,0.0
1962,2.3465238641051656e-08,6.341956404476434e-10
1963,2.5217607557692645e-08,0.0
1964,2.311907998375773e-08,0.0
1965,2.134096988015699e-08,0.0
1966,1.6617224929404983e-08,0.0
1967,1.6763140209263838e-08,0.0
1968,2.5601069708613977e-08,0.0
1969,1.9075383050903838e-08,0.0
1970,2.0694262303777577e-08,1.8394900047624674e-09
1971,2.1067430466814585e-08,0.0
1972,1.6416469961200164e-08,0.0
1973,1.9847533394568018e-08,0.0
1974,2.193973003272731e-08,0.0
1975,2.4559364319998167e-08,0.0
1976,2.5710871653927825e-08,0.0
1977,1.8218024422367307e-08,0.0
1978,4.455443658457625e-08,0.0
1979,1.9311512389208474e-08,5.851973350345929e-10
1980,3.0699812469947574e-08,0.0
1981,1.5813874654213578e-08,0.0
1982,3.662426451001011e-08,0.0
1983,1.4525227243211702e-08,0.0
1984,1.797692661398287e-08,0.0
1985,2.5265343595037848e-08,0.0
1986,2.6975184752586756e-08,5.994485463567401e-10
1987,1.4054879038383206e-08,4.888653482026939e-09
1988,2.4585871116755698e-08,5.996553809062277e-10
1989,2.8538234886354985e-08,2.1952488715726304e-09
1990,2.0160008773473237e-08,1.089730194969718e-09
1991,1.817054240405014e-08,5.861465202094962e-10
1992,1.597883780846132e-08,2.2039776670368383e-09
1993,2.4926434250005514e-08,0.0
1994,2.5847139539791897e-08,2.637463358823311e-09
1995,1.9520822291951845e-08,5.422450821690461e-10
1996,2.2419987644184403e-08,5.338092190498855e-10
1997,2.3974472185273044e-08,4.79489448146353e-10
1998,2.193339376788117e-08,9.536258449571733e-10
1999,2.2393985332769262e-08,4.570201161957499e-10
2000,1.5463109903635086e-08,8.836062992401139e-10
2001,2.4096664219541708e-08,1.3143635069212678e-09
2002,2.6725450297249154e-08,1.752488598683044e-09
2003,2.6251614215766494e-08,8.333845835650777e-10
2004,1.9821561281219147e-08,8.809582507929292e-10
2005,1.8465373230469595e-08,4.5037495954858286e-10
2006,1.8118715416903797e-08,0.0
2007,3.1156940138998834e-08,1.5977917877663117e-09
2008,3.2356542334355254e-08,0.0
2009,2.6701878041990312e-08,1.430457752249481e-09
2010,3.3538931631937885e-08,9.447586046817946e-10
2011,5.3153211609924256e-08,7.64794394481072e-10
2012,5.446804252073889e-08,3.4042526575461807e-09
2013,5.996619023562744e-08,1.3945624655065103e-09
2014,5.933319968676187e-08,1.2992671383216248e-09
2015,6.006919051060322e-08,1.10828768384863e-09
2016,5.6133316661544086e-08,2.4856081637381067e-09
2017,5.458876728425821e-08,4.024978128569501e-09
2018,5.5501534035329314e-08,5.6792268665617485e-09
2019,6.326449408788903e-08,3.3162841361900064e-09
