year,petit_ADJ homme_NOUN,petit_ADJ rhum_NOUN
1800,1.0407184682925674e-06,0.0
1801,9.358047539098635e-07,0.0
1802,7.899575393821578e-07,0.0
1803,6.709166722185245e-07,0.0
1804,1.033233747449458e-06,0.0
1805,8.841349692367828e-07,0.0
1806,1.1670759931803332e-06,0.0
1807,6.747283407548821e-07,0.0
1808,6.073078413493249e-07,0.0
1809,6.325285539787728e-07,0.0
1810,8.798876685034429e-07,0.0
1811,7.395876231441889e-07,0.0
1812,7.308150329343732e-07,0.0
1813,1.1416694469801314e-06,0.0
1814,8.716295631927551e-07,0.0
1815,7.633142462548648e-07,0.0
1816,5.886714120606484e-07,0.0
1817,1.0010696549489495e-06,0.0
1818,1.226689135158665e-06,0.0
1819,7.701181493624532e-07,0.0
1820,1.1593551567656846e-06,0.0
1821,1.028553251902764e-06,0.0
1822,1.0326383943493056e-06,0.0
1823,1.3687521122074386e-06,0.0
1824,8.934800792559372e-07,0.0
1825,9.316158922079154e-07,0.0
1826,8.534936745130395e-07,0.0
1827,8.258676866823578e-07,0.0
1828,8.511895733254171e-07,0.0
1829,1.5037351042690439e-06,0.0
1830,1.6469326831192177e-06,0.0
1831,1.4593368691251385e-06,0.0
1832,1.8969016561953822e-06,0.0
1833,1.889289797496474e-06,0.0
1834,1.5317965296191005e-06,0.0
1835,1.5534582757936732e-06,0.0
1836,1.4200944389308745e-06,0.0
1837,1.3700087606594025e-06,0.0
1838,1.2403398077509564e-06,0.0
1839,8.340829860120635e-07,0.0
1840,1.170111844916999e-06,0.0
1841,1.020225151915355e-06,0.0
1842,1.1276593925302336e-06,0.0
1843,1.3414594813854208e-06,0.0
1844,9.879409890167778e-07,0.0
1845,1.2767561390347737e-06,0.0
1846,1.1808529221113417e-06,0.0
1847,7.604445526609993e-07,0.0
1848,8.729065612556042e-07,0.0
1849,7.960444090571173e-07,0.0
1850,1.008844832561806e-06,6.788996032014438e-10
1851,8.203685855079357e-07,0.0
1852,8.222818816960853e-07,0.0
1853,1.1633323619975044e-06,0.0
1854,9.445717824019262e-07,0.0
1855,1.5565246087589912e-06,0.0
1856,1.3041339999020352e-06,0.0
1857,1.6933954718467703e-06,0.0
1858,1.4485280956932911e-06,0.0
1859,1.244527121357919e-06,0.0
1860,1.489873376669948e-06,0.0
1861,1.3454644021138051e-06,0.0
1862,1.5153325589878364e-06,0.0
1863,1.2206853418073038e-06,0.0
1864,1.2274503480291798e-06,0.0
1865,1.2844977930193124e-06,0.0
1866,1.3721027922741769e-06,0.0
1867,1.2821128283491134e-06,2.426405742994575e-09
1868,1.4375033599023368e-06,0.0
1869,1.49875204114025e-06,0.0
1870,1.42548449844071e-06,0.0
1871,1.2278080969707617e-06,0.0
1872,1.776103569106624e-06,0.0
1873,1.2762162011625833e-06,0.0
1874,1.2678121077414062e-06,0.0
1875,1.4275210431513585e-06,0.0
1876,1.3936064036101925e-06,0.0
1877,1.4620905439688414e-06,0.0
1878,1.2700204008453397e-06,0.0
1879,1.8248554765065705e-06,0.0
1880,1.617939014764147e-06,0.0
1881,1.5193094178300726e-06,0.0
1882,1.3683472221970305e-06,0.0
1883,1.371296594498972e-06,0.0
1884,1.5309335212876363e-06,0.0
1885,1.4812070716629933e-06,0.0
1886,1.2584254873715395e-06,0.0
1887,1.5408261964111603e-06,0.0
1888,1.5356968732227472e-06,6.340614699951175e-10
1889,1.3789566404298625e-06,0.0
1890,1.2073179593841132e-06,0.0
1891,1.2818556953675397e-06,0.0
1892,1.3884755425408457e-06,0.0
1893,1.1965803461411184e-06,0.0
1894,1.294336181789646e-06,1.8904617871129403e-09
1895,1.3517808683527477e-06,0.0
1896,1.3622137471358542e-06,1.179405795248556e-09
1897,1.3022704603571356e-06,0.0
1898,1.3359375845567456e-06,0.0
1899,1.6593790590491153e-06,1.1055156790007459e-09
1900,1.6507549380762043e-06,0.0
1901,1.3809773666828562e-06,0.0
1902,1.2781468985423317e-06,0.0
1903,1.3565352787736629e-06,0.0
1904,1.118997008831002e-06,0.0
1905,1.4919754063313917e-06,0.0
1906,1.3678386885374039e-06,0.0
1907,1.5299958846526351e-06,2.057137349353866e-09
1908,1.617320396718469e-06,0.0
1909,1.5617291913017084e-06,1.1001967115120692e-09
1910,2.196445894497856e-06,0.0
1911,1.3641439213785134e-06,0.0
1912,1.5930410075526424e-06,2.0837684910901544e-09
1913,1.6752144027520899e-06,0.0
1914,1.5556535570837582e-06,0.0
1915,1.073227360315343e-06,0.0
1916,1.2130157740486425e-06,0.0
