year,ont_VERB ajouté_VERB,ont_VERB rajouté_VERB
1800,1.5909472494968213e-06,0.0
1801,1.4620461570302723e-06,0.0
1802,1.4232663261282141e-06,2.2378401354217203e-09
1803,1.26772044950485e-06,0.0
1804,1.1691854524542578e-06,0.0
1805,9.267781138078135e-07,0.0
1806,9.538324547975208e-07,0.0
1807,1.104618604585994e-06,0.0
1808,1.4321587968879612e-06,0.0
1809,1.226653580488346e-06,0.0
1810,1.462579234612349e-06,0.0
1811,1.0178731599808089e-06,0.0
1812,1.605659349479538e-06,0.0
1813,1.156048142547661e-06,0.0
1814,1.5292851003323449e-06,0.0
1815,1.3405201571004e-06,0.0
1816,1.3882447547075571e-06,0.0
1817,1.3498092812369578e-06,0.0
1818,1.0454872381160385e-06,0.0
1819,1.4274097566158161e-06,0.0
1820,1.280393348679354e-06,0.0
1821,1.3855391216566204e-06,0.0
1822,1.1830227322207065e-06,0.0
1823,1.1938285524593084e-06,0.0
1824,8.867431802173087e-07,0.0
1825,1.0584142273728503e-06,0.0
1826,9.688782256489503e-07,0.0
1827,1.1097596370746032e-06,0.0
1828,1.0318839258616208e-06,0.0
1829,1.1359458085280494e-06,0.0
1830,1.1397024763937225e-06,0.0
1831,1.175576926470967e-06,0.0
1832,1.0296306527379784e-06,0.0
1833,1.0066173672385048e-06,0.0
1834,9.894603181237471e-07,0.0
1835,8.674861646795762e-07,0.0
1836,9.738366770761786e-07,0.0
1837,1.1668382740026573e-06,0.0
1838,9.114762065109971e-07,0.0
1839,9.165823939838447e-07,0.0
1840,1.0044999498859397e-06,0.0
1841,1.0073840712720994e-06,0.0
1842,8.224333214457147e-07,0.0
1843,1.0295746051269816e-06,0.0
1844,8.946354910221999e-07,0.0
1845,8.571230409870623e-07,0.0
1846,1.0953772289212793e-06,0.0
1847,7.874106700000993e-07,0.0
1848,8.994558129415964e-07,0.0
1849,9.795536470846855e-07,0.0
1850,1.0040924962595454e-06,0.0
1851,1.051903495863371e-06,0.0
1852,9.785350130186998e-07,0.0
1853,8.808599432086339e-07,0.0
1854,7.970149340508215e-07,0.0
1855,9.732922308103298e-07,0.0
1856,8.920297318582016e-07,0.0
1857,8.205817039197427e-07,0.0
1858,8.064778285188368e-07,0.0
1859,9.445981845601636e-07,0.0
1860,8.879736697053886e-07,0.0
1861,8.601917897976818e-07,0.0
1862,7.472749530279543e-07,0.0
1863,9.709542609925848e-07,0.0
1864,9.320951335212158e-07,0.0
1865,8.900642569642514e-07,0.0
1866,8.485628768539755e-07,0.0
1867,9.361073125546682e-07,0.0
1868,8.812735359242652e-07,0.0
1869,8.272681384369207e-07,0.0
1870,8.348774827027228e-07,0.0
1871,8.433214588876581e-07,0.0
1872,8.786784064795938e-07,0.0
1873,7.572295430691156e-07,0.0
1874,8.244960554293357e-07,0.0
1875,9.795254527489305e-07,0.0
1876,8.676031484355917e-07,0.0
1877,7.922749318822753e-07,0.0
1878,7.838737019483233e-07,0.0
1879,7.966560247041343e-07,0.0
1880,8.561406730223098e-07,0.0
1881,7.307187956939742e-07,0.0
1882,7.247714393088245e-07,0.0
1883,7.368349201897217e-07,0.0
1884,7.776799293424119e-07,0.0
1885,7.206220971056609e-07,0.0
1886,7.46665762108023e-07,0.0
1887,7.390742666757433e-07,0.0
1888,7.012719720478344e-07,0.0
1889,7.612140962010017e-07,0.0
1890,7.439228397743136e-07,0.0
1891,7.266610850820143e-07,0.0
1892,7.18371495622705e-07,0.0
1893,7.599485911669035e-07,0.0
1894,6.994708883212297e-07,0.0
1895,6.91538787123136e-07,0.0
1896,7.896121587691596e-07,0.0
1897,6.863868406981055e-07,0.0
1898,7.254010938595457e-07,1.13167097914868e-09
1899,7.119521114873351e-07,1.1055156790007459e-09
1900,6.000857410981553e-07,0.0
1901,6.611477942897181e-07,0.0
1902,5.823596893606009e-07,0.0
1903,6.177851901156828e-07,0.0
1904,6.729030701535521e-07,0.0
1905,7.039275260467548e-07,5.160759042333041e-10
1906,6.78517949381785e-07,0.0
1907,7.210266517176933e-07,0.0
1908,6.443742677220143e-07,0.0
1909,6.573675364052178e-07,0.0
1910,7.038246394586167e-07,0.0
1911,7.608135206282896e-07,0.0
1912,7.069184562169539e-07,0.0
1913,7.482518640244962e-07,0.0
1914,7.15212252089259e-07,4.018046340092951e-09
1915,1.015501652545936e-06,0.0
1916,8.38343339637504e-07,1.0987462051303964e-09
1917,7.391370218101656e-07,0.0
1918,7.695871886426175e-07,0.0
1919,7.37548646156938e-07,0.0
1920,6.29252440376149e-07,0.0
1921,6.694308467558585e-07,7.572747429129834e-10
1922,6.558984750881791e-07,0.0
1923,6.974677830839937e-07,0.0
1924,6.239546337383217e-07,0.0
1925,6.466928539339278e-07,0.0
1926,6.464760531343927e-07,1.1146138456652466e-09
1927,6.722982561768731e-07,0.0
1928,5.804428724331956e-07,0.0
1929,5.893274988011399e-07,0.0
1930,6.942881896065956e-07,0.0
1931,6.033433805896493e-07,0.0
1932,6.751074579369742e-07,6.575722188983946e-09
1933,5.310916435519175e-07,0.0
1934,5.319821525517909e-07,0.0
1935,5.134393745720445e-07,0.0
1936,6.959585903132393e-07,0.0
1937,6.031145858287346e-07,1.2591118148108649e-09
1938,4.6674770715071645e-07,1.2965214457594243e-09
1939,5.398799771683116e-07,0.0
1940,4.7926295110301e-07,0.0
1941,4.6633741135337914e-07,2.9515025978810172e-09
1942,5.552607262870879e-07,0.0
1943,5.341952942217176e-07,0.0
1944,4.916174702884746e-07,3.2131861615880553e-09
1945,4.5966436346134287e-07,4.357008087652048e-09
1946,4.844544037041487e-07,2.7842208538686464e-09
1947,4.851794415117183e-07,0.0
1948,5.153274855729251e-07,9.784699273041042e-09
1949,4.790700245393964e-07,0.0
1950,5.881354923076287e-07,1.0635361480382244e-09
1951,4.904244974568428e-07,0.0
1952,4.808430844605027e-07,3.1634410646574906e-09
1953,4.988282285012247e-07,2.1547654771580937e-09
1954,5.423757443168142e-07,1.9545072227344917e-09
1955,5.115156227475381e-07,1.8771215692936494e-09
1956,5.34605987922987e-07,8.72114158667614e-10
1957,4.762085268339433e-07,0.0
1958,4.913712814413884e-07,5.790570245522986e-09
1959,4.4644306740337925e-07,2.325224457422337e-09
1960,5.010683139516914e-07,2.076250060767393e-09
1961,4.5649406388292846e-07,4.16889545107324e-09
1962,4.388633954022225e-07,1.2683912808952869e-09
1963,4.940064854963566e-07,6.466053248388448e-10
1964,5.244380645308411e-07,4.867174663303331e-09
1965,5.149192929820856e-07,2.73602163147757e-09
1966,5.273199121802463e-07,3.8773522170743036e-09
1967,4.792286176780181e-07,1.9721342336964653e-09
1968,5.093265826872084e-07,3.5931326802796093e-09
1969,5.309314587975678e-07,5.450109252791435e-09
1970,5.2471455092018e-07,4.1388523719376735e-09
1971,4.634834454009251e-07,5.652237344833111e-09
1972,4.801817681254761e-07,4.104117490300041e-09
1973,4.5373667489911895e-07,9.923766697284009e-09
1974,4.601717762398039e-07,6.750686232237513e-09
1975,3.8038459138078906e-07,6.282628195464213e-09
1976,4.2737181615848385e-07,3.4281160132820787e-09
1977,4.3899561319449276e-07,1.057820764316375e-08
1978,4.318809772030363e-07,7.72276909088987e-09
1979,5.0502529802543e-07,1.1118749476679568e-08
1980,4.144474985423585e-07,6.253665585376211e-09
1981,4.2823970147765067e-07,1.5181319312773667e-08
1982,4.5128541614758433e-07,1.3035754697909852e-08
1983,4.2691536350503156e-07,5.68378455412244e-09
1984,3.983918759331573e-07,9.278413592994639e-09
1985,4.1447194121246866e-07,9.624892882698077e-09
1986,4.2261123667231004e-07,1.558566253834215e-08
1987,4.002585001217085e-07,1.9554613928107756e-08
1988,4.1016429008777777e-07,1.739000587974715e-08
1989,4.55514140185187e-07,2.030605195102453e-08
1990,4.2826397361750423e-07,1.1442167213715493e-08
1991,4.2202549366265885e-07,1.641210189973208e-08
1992,4.2151071966145537e-07,1.5427843891302473e-08
1993,4.1765625269363227e-07,1.2740176913439427e-08
1994,4.193566667254345e-07,2.004472143823932e-08
1995,4.0668382439434936e-07,1.626735190995987e-08
1996,4.2010785250568006e-07,1.975094043871195e-08
1997,4.33458467341552e-07,2.4933450859521145e-08
1998,4.353302074378007e-07,1.9072516010965046e-08
1999,3.953223881580925e-07,2.1936966021485205e-08
2000,4.4533757659337425e-07,2.87172046142814e-08
2001,3.820416623057099e-07,2.4972907297637903e-08
2002,4.3242656033726234e-07,1.8401129509015846e-08
2003,4.3836030272359494e-07,2.1667998950647416e-08
2004,4.3475290567585034e-07,2.2904915297772277e-08
2005,4.251539564847917e-07,3.1976622238971686e-08
2006,4.5790935132572486e-07,2.388376074691223e-08
2007,3.8546727409993764e-07,2.75619083112133e-08
2008,3.780606334657932e-07,2.6396126173722223e-08
2009,3.9099177229218185e-07,3.003961168701608e-08
2010,3.4483687727515644e-07,3.684558436134466e-08
2011,3.598357523060258e-07,3.823971894689748e-08
2012,3.043402045932453e-07,3.4042528795907856e-08
2013,3.285589400547906e-07,3.2911675162949905e-08
2014,3.566488260275946e-07,3.053277808362509e-08
2015,3.1165049563242064e-07,2.5933932334964993e-08
2016,3.552348175617226e-07,2.4856079861024227e-08
2017,2.779750616355159e-07,3.069045817483129e-08
2018,2.9325462946871994e-07,3.665682868358999e-08
2019,3.400466539460467e-07,2.9591458172717466e-08
