year,sont_VERB à_ADP,sont_VERB a_ADP,sont_VERB ras_ADJ
1854,2.592532655398827e-05,3.585008463424799e-07,1.0910895298366086e-08
1855,2.5869725504890084e-05,3.231924559088384e-07,1.0083180512765466e-08
1856,2.583003333711531e-05,3.2771608537984775e-07,1.449613024062657e-08
1857,2.5520528652123176e-05,3.3487152428790523e-07,1.3668225773422193e-08
1858,2.5801416995818727e-05,2.877481368734891e-07,9.787352206469535e-09
1859,2.6055124180857092e-05,3.3761108220176084e-07,7.638259802433822e-09
1860,2.695274815778248e-05,3.263532120101331e-07,1.0069804545764782e-08
1861,2.7516232876223512e-05,3.0040689180665936e-07,1.6034276129062164e-08
1862,2.744224912021309e-05,4.364374643905933e-07,1.0391368654438793e-08
1863,2.6880050427280366e-05,3.396342069805769e-07,7.991393324857654e-09
1864,2.6905136110144667e-05,3.202878158248268e-07,2.3973640850272204e-09
1865,2.719661824812647e-05,3.0265010431129724e-07,8.943004559114343e-09
1866,2.633026451803744e-05,3.756253210696059e-07,8.75810357570117e-09
1867,2.8654396373894997e-05,3.460054536219559e-07,8.249779526181555e-09
1868,2.931914059445262e-05,3.141759786773335e-07,1.531360938056281e-08
1869,2.6716756110545248e-05,3.682173559393931e-07,1.1720445947105418e-08
1870,2.5845651180134155e-05,3.7558019361227934e-07,7.454263428741115e-09
1871,2.7067007977166213e-05,4.3121978610116685e-07,1.274541272522356e-08
1872,2.616623169160448e-05,3.471172669300415e-07,1.6327815544059376e-08
1873,2.7649353796732612e-05,3.250400273380194e-07,9.577606707722452e-09
1874,2.6825397071661428e-05,3.280060546506647e-07,6.572069999322139e-09
1875,2.7225887606618926e-05,3.587397546800375e-07,7.437985338754061e-09
1876,2.9764531063847244e-05,4.468004854984997e-07,2.418405919968336e-09
1877,2.7430894988356158e-05,3.6490414989653885e-07,3.0924081073635534e-09
1878,2.6766449082060717e-05,3.949564111316306e-07,9.058632954861423e-09
1879,2.8644182748394087e-05,4.679743037527828e-07,7.94212251520321e-09
1880,2.6995387088391e-05,4.1908536219104064e-07,5.134277003548959e-09
1881,2.7898397092940286e-05,4.4902947626823675e-07,1.045876096839038e-08
1882,2.6642172088031657e-05,4.259446475529671e-07,7.320923423037584e-09
1883,2.6818643164006062e-05,4.480411410767715e-07,8.847074184359371e-09
1884,2.7233319997321814e-05,4.5155606720470587e-07,5.281357573494461e-09
1885,2.7948275601374917e-05,6.200701430092437e-07,3.86738152613475e-09
1886,2.6720566893345676e-05,6.014628119999088e-07,5.162771099520569e-09
1887,2.809396210068371e-05,5.373305240752302e-07,9.79338704576449e-09
1888,2.656273682077881e-05,5.237347799891268e-07,6.974675947901687e-09
1889,2.8780159482266754e-05,5.131147116088641e-07,1.628935564212952e-08
1890,2.757495894911699e-05,5.027214364794474e-07,8.520702365899524e-09
1891,2.8420097805792466e-05,5.194989318724197e-07,1.5298128430707436e-08
1892,2.8409525839379057e-05,5.516291150531316e-07,1.002961980134387e-08
1893,2.7315039915265515e-05,4.932891526365779e-07,2.278614097406262e-08
1894,2.8622851459658705e-05,4.915200744193271e-07,8.192001299534013e-09
1895,2.802868766593747e-05,5.723702392046448e-07,3.0093072478365457e-09
1896,2.809108809742611e-05,5.348605367494486e-07,9.435246750566506e-09
1897,2.9560083930846304e-05,1.1612640644642624e-06,9.322741911788057e-09
1898,2.8894955903524533e-05,8.312123593867682e-07,7.355861253444118e-09
1899,2.8830190785811283e-05,6.284856741700651e-07,1.1055156790007459e-08
1900,2.8596474294317886e-05,6.317511824782684e-07,1.142031713641245e-08
1901,2.9249782528495416e-05,6.013483018207921e-07,6.147612641171918e-09
1902,3.0288103516795672e-05,5.745032156667662e-07,6.38336894454028e-09
1903,3.0369219530257396e-05,6.285856515297894e-07,3.7801539676252105e-09
1904,3.0236566090025008e-05,5.283256632182542e-07,9.13686282189019e-09
1905,2.9627917683683336e-05,6.151624569739056e-07,1.0321517862621477e-08
1906,3.0436081942752935e-05,5.756342760232513e-07,4.629765903985117e-09
1907,2.9843920856365003e-05,6.377126062773186e-07,3.599990305858114e-09
1908,3.0394621717277914e-05,5.407439349625065e-07,7.858222517143076e-09
1909,2.9722914405283518e-05,5.737526045379582e-07,4.400786846048277e-09
1910,3.016345544892829e-05,5.793059405512224e-07,3.740905363258662e-09
1911,3.0315492040244862e-05,6.166313823996461e-07,3.1922244847493175e-09
1912,3.0520437576342374e-05,5.798085664920904e-07,7.814131730565776e-09
1913,3.167263639625162e-05,6.045408325050516e-07,6.893886461689647e-09
1914,3.0232449717004783e-05,6.51593149214591e-07,1.3393487430235496e-09
1915,3.066532372031361e-05,5.442711978886905e-07,3.5342285764627945e-09
1916,2.957605101983063e-05,6.240878325236565e-07,7.69122365795738e-09
1917,3.110187753918581e-05,6.064432938046593e-07,1.0966424213165737e-08
1918,2.9730188543908298e-05,4.95062806749047e-07,1.2635013924011673e-08
1919,3.0769868317293e-05,5.625995576075127e-07,1.0128633542993981e-08
1920,3.101434776908718e-05,4.7402170721966286e-07,7.572231730534895e-09
1921,3.066053977818228e-05,4.7481127385395894e-07,8.330022005509363e-09
1922,3.1708153983345255e-05,4.5005407089959704e-07,5.1645547283207804e-09
1923,2.935840529971756e-05,3.290943877409802e-07,2.1231896241147297e-09
1924,3.120288602076471e-05,4.060861638066626e-07,9.02413699321869e-09
1925,3.0585932108806446e-05,3.7283823317579845e-07,1.0998178368026856e-08
1926,3.002435369126033e-05,2.7865344842670225e-07,1.1146138789719373e-08
1927,3.057563299080357e-05,3.1886782458911966e-07,4.4596899506643695e-09
1928,3.0472108846879564e-05,3.5649248530944533e-07,1.0283437101854531e-08
1929,2.91098822344793e-05,2.818522784053812e-07,1.2254447234738564e-08
1930,3.088794619543478e-05,3.214102548554365e-07,8.402882833991043e-09
1931,3.189508061041124e-05,2.9767981857276027e-07,3.4216069977333063e-09
1932,3.019023461092729e-05,3.934473609135125e-07,5.4797681947604815e-09
1933,3.1536292226519436e-05,3.785318423155104e-07,1.3764794637438627e-08
1934,3.184823799529113e-05,2.7437818950204473e-07,9.585264137967897e-09
1935,3.1639356166124344e-05,3.482770569718241e-07,3.590485242455088e-09
1936,3.248696157243103e-05,3.5404165643626584e-07,6.0623572828433225e-09
1937,3.15029792545829e-05,3.575877451922338e-07,1.0072894518486919e-08
1938,3.1641604437027127e-05,3.409851272451192e-07,7.779128452511941e-09
1939,3.228880086680874e-05,4.2517460219215764e-07,7.647025235257843e-09
1940,3.146906601614319e-05,5.274428502843875e-07,2.5357829613881222e-08
1941,3.16342047881335e-05,5.578339994372072e-07,0.0
1942,3.212320007150993e-05,3.7927647511537543e-07,9.102635090130207e-09
1943,3.277752693975344e-05,3.919367443927513e-07,5.806470415592457e-09
1944,3.219612699467689e-05,3.8236914789990806e-07,9.639558484764166e-09
1945,3.0851973860990256e-05,3.6163166683422787e-07,8.714016175304096e-09
1946,3.129324977635406e-05,3.8839880467378407e-07,1.9489545977080525e-08
1947,3.157719402224757e-05,3.850441316899378e-07,1.1920871401116528e-08
1948,3.234169344068505e-05,3.8051608086675515e-07,6.523132700664291e-09
1949,3.4022807085420936e-05,4.0053393135508486e-07,5.890204768377316e-09
1950,3.28505047946237e-05,3.5522106855978564e-07,7.444753258312176e-09
1951,3.2627089240122586e-05,3.9340572755008907e-07,9.595261585282344e-09
1952,3.421999645070173e-05,3.9437566634603627e-07,4.2179215675730575e-09
1953,3.3478590921731666e-05,3.997090054497221e-07,2.1547654771580937e-09
1954,3.261779420427047e-05,3.9481045632783207e-07,2.9317608341017376e-09
1955,3.3485033782199025e-05,4.364307741866469e-07,1.0324168187025862e-08
1956,3.366099190316163e-05,4.0117251742799453e-07,1.2209598665435806e-08
1957,3.3886786695802584e-05,3.737220879429515e-07,1.6786572132332367e-08
1958,3.376481618033722e-05,3.2179027797951676e-07,7.445019267748876e-09
1959,3.300810931250453e-05,4.541938238844523e-07,4.650448914844674e-09
1960,3.2941090466920286e-05,4.0902126130504257e-07,5.536666680683311e-09
1961,3.413352897041477e-05,3.9743470381381485e-07,6.25334317660986e-09
1962,3.333776112413034e-05,4.122271519690912e-07,1.331810839388936e-08
1963,3.3798060030676425e-05,3.5046008051153876e-07,2.5864212993553792e-09
1964,3.2506643037777394e-05,4.7150753346159036e-07,3.041984220075733e-09
1965,3.2638548873364925e-05,7.009687479353488e-07,9.302473735761652e-09
1966,3.272485264460556e-05,4.475572445983289e-07,5.539074976468328e-09
1967,3.160739652230404e-05,3.2836034336014563e-07,5.423369309198733e-09
1968,3.25443506881129e-05,3.8536348867523884e-07,6.737123747768692e-09
1969,3.4196258638985455e-05,3.447194067973669e-07,8.629339909305145e-09
1970,3.271257082815282e-05,4.1986360521661936e-07,8.277704743875347e-09
1971,3.359432957950048e-05,3.6636775391230003e-07,6.166076982339064e-09
1972,3.3312095183646306e-05,3.863000532788874e-07,5.130146973897354e-09
1973,3.2693849789211527e-05,3.2858694964943425e-07,8.821126051827832e-09
1974,3.368986290297471e-05,4.821114956143902e-07,6.1881286761433785e-09
1975,3.274391565355472e-05,3.701039119619054e-07,2.2845920710778955e-09
1976,3.2305422791978344e-05,3.565240760394772e-07,2.285410749536254e-09
1977,3.279596785432659e-05,4.143131313583126e-07,2.938390863960194e-09
1978,3.2398202165495604e-05,4.6990077962050236e-07,8.316828115084718e-09
1979,3.288106745458208e-05,3.6574832051883277e-07,5.266775904289034e-09
1980,3.338775422889739e-05,5.207598157142002e-07,3.97960553399912e-09
1981,3.337233283673413e-05,3.687795242512948e-07,3.795329828193417e-09
1982,3.412946898606606e-05,4.214893962739552e-07,3.1037510339615437e-09
1983,3.4223328839289024e-05,3.1639732434030066e-07,2.5261264191556165e-09
1984,3.352232670295052e-05,3.444611103020634e-07,4.639206796497319e-09
1985,3.377856046427041e-05,3.4890237898821397e-07,4.812446441349039e-09
1986,3.3730371796991676e-05,3.266994639261611e-07,5.395036861699509e-09
1987,3.3948643249459565e-05,3.794817367008818e-07,6.110816852533674e-10
1988,3.453175304457545e-05,3.442022009636503e-07,2.99827696004229e-09
1989,3.375414598849602e-05,3.4355645794903467e-07,4.390497743145261e-09
1990,3.445999391260557e-05,3.639698800128599e-07,5.448650863826288e-09
1991,3.285702769062482e-05,2.983485867247282e-07,2.9307325455363298e-09
1992,3.354784712428227e-05,2.9863897132997863e-07,3.856960972825618e-09
1993,3.3484509913250804e-05,3.029946453736443e-07,1.661762283333701e-09
1994,3.321779513498768e-05,2.758786585843609e-07,4.2199412852994556e-09
1995,3.3836637157946825e-05,2.510594772076047e-07,3.253470381991974e-09
1996,3.374634979991242e-05,3.4003648075042747e-07,3.2028553142993132e-09
1997,3.39627185894642e-05,3.164630477670016e-07,2.876936688878118e-09
1998,3.3953372621908784e-05,2.698761134567462e-07,3.337690568372409e-09
1999,3.4148084523621947e-05,2.8380949856909865e-07,2.285100553223174e-09
2000,3.519227175274864e-05,2.474097637872319e-07,8.836062992401139e-10
2001,3.361528433742933e-05,2.251942818887187e-07,3.5049694258049158e-09
2002,3.420770008233376e-05,2.8828437859118594e-07,3.066854992184176e-09
2003,3.477963764453307e-05,2.4709852741722216e-07,8.333845613606172e-09
2004,3.4666147257667035e-05,2.3829921147466848e-07,3.9643119897903034e-09
2005,3.447440030868165e-05,2.913926113734533e-07,4.954124666056714e-09
2006,3.4435030102031305e-05,2.97723439679487e-07,3.706100981659688e-09
2007,3.33315329044126e-05,1.8254771338988007e-07,1.997239706952314e-09
2008,3.447334165684879e-05,2.66089981160178e-07,2.554463751636149e-09
2009,3.3929503842955455e-05,2.455619141361609e-07,1.430457752249481e-09
2010,3.3965017792070284e-05,1.9367552028803914e-07,5.196172381261022e-09
2011,3.521839971654117e-05,1.8049148386989344e-07,3.059177577924288e-09
2012,3.374397419975139e-05,1.2697862900035162e-07,2.382976926895708e-09
2013,2.9585922675323673e-05,1.285786670468525e-07,3.0680376017500066e-09
2014,2.8350874345051125e-05,5.326995111687438e-08,2.5985342766432495e-09
2015,2.8538408514577895e-05,4.6769742079177945e-08,2.438232948875907e-09
2016,2.7851237973663956e-05,5.240490463798153e-08,3.1070099826280284e-09
2017,2.786920049402397e-05,5.7607501269263395e-08,2.7671724911471074e-09
2018,2.678297460079193e-05,4.69826940685536e-08,3.872199894061623e-09
2019,2.6464456823305227e-05,4.617288040797973e-08,5.101975730781305e-09
