year,voudrait_VERB ouvrir_VERB,voudrait_VERB rouvrir_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,8.540865792383556e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,1.600324850414836e-08,0.0
1813,2.0130190847567064e-08,0.0
1814,9.440030979135372e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,2.384235475716423e-09,1.1921177378582115e-09
1819,7.24573512300708e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,3.94459531705138e-09,0.0
1822,3.0076847679083585e-09,1.1028177482330648e-08
1823,1.9765373782121287e-09,5.929612356680991e-09
1824,1.6842225392110777e-09,0.0
1825,8.805443041381977e-10,0.0
1826,8.807984341885344e-10,1.7615968683770689e-09
1827,2.7651818612639545e-09,0.0
1828,1.1923991571904935e-08,0.0
1829,1.714635211591542e-09,0.0
1830,0.0,0.0
1831,3.1182412207897414e-09,1.5591206103948707e-09
1832,1.3529969367098715e-09,0.0
1833,2.3167257001688313e-09,8.108539617524002e-09
1834,1.3068342852307069e-08,0.0
1835,4.5378527602224494e-09,0.0
1836,1.2769425516978572e-08,0.0
1837,4.174734336004349e-09,0.0
1838,8.837027110075724e-09,0.0
1839,2.7965900706306e-09,1.3982950353153e-09
1840,2.5478754661634184e-09,8.917564464638872e-09
1841,5.778493683550323e-09,0.0
1842,2.817471411731276e-08,0.0
1843,4.134837805480629e-09,0.0
1844,8.781698035420504e-09,0.0
1845,1.1160455670733427e-08,0.0
1846,2.9272506640865004e-09,0.0
1847,8.089835468183537e-09,1.6179670936367074e-09
1848,1.528592186161859e-08,0.0
1849,4.1897072478036534e-09,0.0
1850,8.82569484161877e-09,0.0
1851,1.1608989325395669e-08,0.0
1852,1.3021090872200602e-09,1.9531636308300904e-09
1853,5.3747388761848924e-09,4.777545470346922e-09
1854,3.117398783558656e-09,6.754363734984281e-09
1855,3.1841622671890946e-09,2.1227748447927297e-09
1856,1.2425253714809514e-08,0.0
1857,1.1715622250108026e-08,0.0
1858,1.0766087576996597e-08,5.872411001917044e-09
1859,8.147477359443656e-09,0.0
1860,4.57718396518203e-09,0.0
1861,4.715963619617014e-09,0.0
1862,6.325180823552046e-09,4.517986262886353e-10
1863,8.990317823531768e-09,6.493007020935693e-09
1864,3.835782358407869e-09,1.4384183844029508e-09
1865,3.765475486972036e-09,0.0
1866,6.3252967308358166e-09,0.0
1867,1.455843445796745e-08,4.85281148598915e-10
1868,9.87974857480367e-09,4.93987406535723e-10
1869,1.12320943657096e-08,0.0
1870,5.734048791339319e-09,0.0
1871,8.496941816815706e-09,0.0
1872,9.675742873582749e-09,0.0
1873,4.190203295451056e-09,2.3944017879529156e-09
1874,4.779687312606029e-09,0.0
1875,4.577221712764867e-09,2.8607636259891933e-09
1876,9.673623679873344e-09,1.209202959984168e-09
1877,1.0514186854493346e-08,0.0
1878,1.5701630218245555e-08,0.0
1879,1.9549840857280287e-08,0.0
1880,1.1552122813895949e-08,0.0
1881,1.4642266066289267e-08,0.0
1882,4.6587693702804245e-09,1.9966155395678697e-09
1883,6.319338829996468e-09,3.791603475633565e-09
1884,6.601696966868076e-09,6.601696966868076e-10
1885,1.2246707647989297e-08,0.0
1886,1.2261581083805595e-08,0.0
1887,3.9173548849191775e-09,0.0
1888,3.1703073499755874e-09,0.0
1889,6.265136853755848e-09,0.0
1890,1.3108772956016423e-09,0.0
1891,7.649063604731055e-09,0.0
1892,1.191017329205124e-08,0.0
1893,1.3548516086814288e-08,0.0
1894,1.449354058991048e-08,0.0
1895,1.3240951446391591e-08,0.0
1896,7.66613794667137e-09,0.0
1897,7.574727511894253e-09,0.0
1898,6.224190496340043e-09,1.13167097914868e-09
1899,1.2713430308508578e-08,0.0
1900,5.19105292084987e-09,0.0
1901,1.5089595351014395e-08,0.0
1902,9.329538919189417e-09,0.0
1903,1.7280704867062013e-08,0.0
1904,1.0749250378694342e-08,0.0
1905,6.708986699521802e-09,0.0
1906,1.6461390472954918e-08,0.0
1907,9.257117739025489e-09,5.142843484406967e-09
1908,1.1296195090437777e-08,0.0
1909,1.925344328412848e-08,1.1001967115120692e-09
1910,1.1757131268552712e-08,1.068830135508847e-09
1911,4.788336838146279e-09,5.320374141248863e-10
1912,1.0418842677495377e-08,0.0
1913,1.590896836489719e-08,0.0
1914,4.68772043404897e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,1.6449636319748606e-08,0.0
1918,1.2635013924011673e-08,0.0
1919,1.4732557396257562e-08,0.0
1920,7.572231730534895e-09,1.514446346106979e-09
1921,6.815472630705699e-09,0.0
1922,1.549366501762961e-08,0.0
1923,8.492758496458919e-09,0.0
1924,7.734974438733389e-09,0.0
1925,7.698724324711748e-09,0.0
1926,1.671920735191179e-08,1.1146138456652466e-09
1927,5.574612327308159e-09,0.0
1928,7.998228745975666e-09,0.0
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,1.2604324695075775e-08,1.0503603542488804e-09
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,1.0959536389520963e-08,0.0
1933,1.605892663292252e-08,0.0
1934,3.5944740517379614e-09,0.0
1935,8.377798899061872e-09,1.196828414151696e-09
1936,9.699771652549316e-09,0.0
1937,1.0072894518486919e-08,0.0
1938,1.2965214679638848e-08,2.5930428915188486e-09
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,1.2136847082899749e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,1.089252066321933e-08,0.0
1946,2.7842208538686464e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,5.890204768377316e-09,9.817008317369869e-10
1950,6.381216888229346e-09,0.0
1951,7.462981344019681e-09,1.0661401761424827e-09
1952,7.381362632230548e-09,0.0
1953,7.54167928107563e-09,0.0
1954,1.3681550115052232e-08,0.0
1955,1.1262729415761896e-08,0.0
1956,6.104799332717903e-09,0.0
1957,1.6786572132332367e-08,1.7670075402875796e-09
1958,1.5717262158432277e-08,8.272243445794913e-10
1959,3.8753737996444215e-09,7.750747821333448e-10
1960,4.152500121534786e-09,1.3841666701708277e-09
1961,5.55852741612739e-09,6.948159270159238e-10
1962,2.5367825617905737e-09,0.0
1963,8.405868889838075e-09,0.0
1964,6.6923653285755336e-09,6.083968329129164e-10
1965,7.1136563306595235e-09,0.0
1966,4.431259803538978e-09,2.769537488234164e-09
1967,1.232583901611406e-08,1.9721342336964653e-09
1968,2.245707841908029e-09,1.3474247273492779e-09
1969,1.2716921737876419e-08,0.0
1970,9.657322941336588e-09,4.5987250119061684e-10
1971,8.735275613958038e-09,0.0
1972,1.128632298730281e-08,1.0260293725750103e-09
1973,1.3231689521830958e-08,0.0
1974,9.563471792262135e-09,0.0
1975,9.138368284311582e-09,1.1422960355389478e-09
1976,7.998937512354587e-09,5.713526873840635e-10
1977,7.639816779203557e-09,5.876781838942691e-10
1978,9.504946163474415e-09,0.0
1979,1.1703946256602649e-08,0.0
1980,5.116635559687666e-09,0.0
1981,6.958104314946922e-09,1.2651099057237047e-09
1982,1.6760255405756652e-08,0.0
1983,6.315316269933646e-09,0.0
1984,1.681712546997005e-08,1.1598016991243298e-09
1985,6.015557829641693e-09,0.0
1986,9.591176741707841e-09,0.0
1987,6.721898593298192e-09,6.110816852533674e-10
1988,1.6190695006912392e-08,0.0
1989,1.2622680678475717e-08,0.0
1990,1.198703181159999e-08,5.44865097484859e-10
1991,7.6199047072123e-09,0.0
1992,9.91789939064347e-09,0.0
1993,2.049506697687775e-08,5.539207426075166e-10
1994,8.967375286772494e-09,1.0549853213248639e-09
1995,7.591431483433553e-09,0.0
1996,1.868332333287981e-08,5.338092190498855e-10
1997,1.5343662340683295e-08,0.0
1998,6.198567881199324e-09,0.0
1999,1.0968483010742602e-08,4.570201161957499e-10
2000,1.502130686503733e-08,4.4180314962005696e-10
2001,1.0076787404500465e-08,0.0
2002,8.762443215459825e-09,8.76244299341522e-10
2003,1.1667384391955693e-08,0.0
2004,1.3214373595360485e-08,1.3214374039449694e-09
2005,8.557123898356167e-09,2.251874686720612e-09
2006,1.2353670086895363e-08,3.294311934354255e-09
2007,1.0385647009059085e-08,3.994479469415779e-10
2008,8.940623352771127e-09,1.7029758714315335e-09
2009,9.059565542202108e-09,0.0
2010,1.5588517143783065e-08,4.723793023408973e-10
2011,7.265546830836911e-09,0.0
2012,1.2936160587173617e-08,1.0212758416727752e-09
2013,1.4224537991935904e-08,5.578250084070646e-10
2014,1.515811653973742e-08,6.496335691608124e-10
2015,1.2856137487915476e-08,1.329945265027277e-09
2016,1.304944241553585e-08,1.2428040818690533e-09
2017,1.33327402451755e-08,7.54683426862357e-10
2018,1.2649186587054828e-08,7.744400121190154e-10
2019,1.0459049626376782e-08,2.55098775436835e-10
